Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
466  Points		495  Points		227  Points		194  Points		181  Points		126  Points		329  Points		206  Points		168  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00105434	5.28736	0.000443616	0.435432	0.279509	0.0413388	0.477389	0.0243089	0.559021	0.0415829	0.838535	0.0371495	0.139764	0.17088	0.419266	0.0449618	0.698786	0.0465881
0.00598055	5.28722	0.000849305	0.50318	0.279547	0.0772331	0.477412	0.0349175	0.559059	0.0643338	0.83857	0.0506055	0.139923	0.2748	0.419307	0.0718767	0.698829	0.0621136
0.0109065	5.2868	0.00138124	0.63648	0.279653	0.148954	0.477454	0.0561964	0.559141	0.109808	0.83863	0.0774971	0.140276	0.481529	0.4194	0.125595	0.698901	0.0931627
0.0158319	5.28619	0.00203532	0.765019	0.279825	0.220545	0.477517	0.0775141	0.559264	0.1552	0.838714	0.1044	0.140821	0.685442	0.419542	0.179272	0.699003	0.124206
0.0207567	5.28534	0.00280677	0.888063	0.280064	0.291951	0.477599	0.0989091	0.55943	0.200501	0.838824	0.131254	0.141553	0.885334	0.419734	0.232867	0.699133	0.155238
0.0256806	5.28422	0.00369012	1.00502	0.280369	0.363058	0.477701	0.120459	0.559638	0.245766	0.838959	0.158081	0.14247	1.08019	0.419975	0.28637	0.699292	0.186248
0.0306033	5.28285	0.00467952	1.11553	0.28074	0.433787	0.477823	0.142172	0.559888	0.290886	0.839119	0.184928	0.143566	1.26928	0.420267	0.339763	0.69948	0.217213
0.0355246	5.2813	0.0057688	1.21929	0.281177	0.504127	0.477966	0.164065	0.56018	0.335861	0.839303	0.211743	0.144835	1.45183	0.420609	0.393008	0.699697	0.248162
0.0404444	5.2795	0.00695153	1.31621	0.281679	0.573982	0.478129	0.186171	0.560514	0.380768	0.839513	0.238565	0.146272	1.62732	0.421	0.446104	0.699942	0.279078
0.0453624	5.27738	0.00822142	1.40635	0.282247	0.643234	0.478313	0.208483	0.560889	0.425464	0.839748	0.26533	0.147868	1.79541	0.42144	0.498977	0.700217	0.309929
