Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
465  Points		495  Points		220  Points		186  Points		174  Points		121  Points		326  Points		199  Points		162  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00440417	5.49265	0.000323548	0.160296	0.279509	1955.46	0.480556	555.301	0.559024	1110.83	0.838535	1085.21	0.139773	353.992	0.419267	1156.48	0.698771	15605.6
0.00952152	5.49257	0.000688544	0.233394	0.279557	260.142	0.480586	267.424	0.559071	389.613	0.838571	492.007	0.139965	105.511	0.419315	323.987	0.698788	715.626
0.0146383	5.49233	0.00118587	0.305493	0.279677	139.398	0.480638	176.136	0.559164	236.27	0.838634	318.137	0.140364	62.1564	0.419417	188.423	0.698837	366.235
0.0197543	5.49203	0.00181132	0.376299	0.27987	95.2579	0.48071	131.324	0.559303	169.572	0.838724	235.083	0.140967	44.1912	0.419573	132.876	0.698917	246.109
0.0248694	5.49162	0.00255995	0.445579	0.280135	72.3916	0.480804	104.701	0.559488	132.266	0.838841	186.431	0.141771	34.3968	0.419783	102.654	0.699028	185.342
0.0299832	5.49111	0.00342609	0.513125	0.280472	58.4146	0.48092	87.0621	0.559718	108.436	0.838985	154.476	0.14277	28.2527	0.420047	83.6579	0.69917	148.657
0.0350953	5.49051	0.00440348	0.578749	0.280882	48.9929	0.481057	74.5182	0.559994	91.9014	0.839156	131.883	0.143959	24.0533	0.420365	70.6174	0.699344	124.108
0.0402057	5.48981	0.00548543	0.642299	0.281362	42.2161	0.481216	65.1414	0.560314	79.7588	0.839354	115.066	0.145332	21.0117	0.420736	61.1144	0.699549	106.531
0.045314	5.48902	0.00666529	0.703683	0.281913	37.1109	0.481398	57.8675	0.56068	70.4655	0.839579	102.061	0.146881	18.7147	0.421161	53.8838	0.699785	93.3253
0.0504199	5.48813	0.00793601	0.762806	0.282535	33.1295	0.481601	52.0613	0.561091	63.1255	0.839831	91.7052	0.148599	16.9245	0.421639	48.1995	0.700052	83.0426
