Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
464  Points		495  Points		217  Points		185  Points		171  Points		120  Points		325  Points		196  Points		160  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00412554	5.56894	0.000496511	0.469645	0.27951	0.0557708	0.481776	0.0124353	0.559024	0.0528471	0.838536	0.0405366	0.139778	0.222262	0.419268	0.0561583	0.698771	0.0180687
0.00931409	5.56865	0.000934077	0.54049	0.279562	0.0960093	0.481788	0.0240654	0.559073	0.0781298	0.838573	0.0554377	0.139985	0.335854	0.41932	0.0859935	0.698788	0.0353129
0.0145021	5.56795	0.00150365	0.679636	0.279689	0.176368	0.481821	0.0473834	0.55917	0.128563	0.838639	0.0852731	0.140404	0.561637	0.419428	0.145616	0.698837	0.0699068
0.0196893	5.56697	0.0022005	0.813202	0.279891	0.25652	0.481876	0.0708016	0.559313	0.178892	0.838732	0.115134	0.141032	0.783884	0.419592	0.205169	0.698918	0.104524
0.0248756	5.56569	0.00301897	0.940441	0.280167	0.336404	0.481953	0.0943469	0.559503	0.229159	0.838854	0.144974	0.141864	1.00125	0.419811	0.264656	0.699032	0.139043
0.0300604	5.56406	0.00395291	1.06081	0.280517	0.415898	0.482052	0.118	0.55974	0.279303	0.839003	0.17477	0.142897	1.21267	0.420085	0.32401	0.699177	0.173582
0.0352436	5.56214	0.00499567	1.1739	0.280942	0.494978	0.482173	0.141796	0.560023	0.329347	0.839179	0.204552	0.144124	1.41725	0.420414	0.383173	0.699355	0.208091
0.0404248	5.5599	0.00614034	1.2795	0.28144	0.573524	0.482316	0.165876	0.560354	0.37919	0.839384	0.234308	0.145538	1.61416	0.420799	0.442173	0.699565	0.242538
0.0456038	5.55732	0.00737989	1.37749	0.282011	0.651442	0.482482	0.190161	0.56073	0.428852	0.839616	0.26401	0.147132	1.80289	0.421238	0.500994	0.699807	0.277008
0.0507803	5.55444	0.00870714	1.46792	0.282654	0.72869	0.48267	0.214706	0.561153	0.478297	0.839876	0.29375	0.148898	1.98312	0.421732	0.559601	0.700081	0.311378
0.0559539	5.55124	0.0101152	1.55107	0.283368	0.805181	0.482882	0.239626	0.561621	0.527531	0.840163	0.323421	0.150827	2.1546	0.422281	0.617929	0.700387	0.345695
0.0611244	5.54763	0.0115974	1.62714	0.284154	0.880821	0.483117	0.264858	0.562136	0.57656	0.840478	0.353028	0.152913	2.31732	0.422884	0.675991	0.700726	0.379977
0.0662913	5.5437	0.0131472	1.69644	0.28501	0.955561	0.483375	0.290418	0.562696	0.625252	0.840821	0.38265	0.155145	2.4713	0.423541	0.733741	0.701095	0.414191
0.0714545	5.53942	0.0147585	1.75937	0.285935	1.02938	0.483658	0.316417	0.563301	0.67371	0.841191	0.412159	0.157518	2.61673	0.424251	0.791159	0.701497	0.448343
0.0766134	5.53475	0.0164256	1.81633	0.286928	1.10217	0.483965	0.342852	0.563951	0.721847	0.841589	0.44166	0.160021	2.75392	0.425015	0.848282	0.701931	0.482368
0.0817679	5.52966	0.018143	1.86777	0.287988	1.17385	0.484297	0.369723	0.564646	0.769634	0.842014	0.471145	0.162649	2.8833	0.425832	0.904959	0.702396	0.51636
