Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
465  Points		497  Points		223  Points		190  Points		177  Points		123  Points		327  Points		202  Points		165  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00271436	5.40441	3.94834e-005	0.0556266	0.279509	2818.05	0.479169	673.194	0.559022	1297.99	0.838535	1040.67	0.139768	406.721	0.419266	1201.38	0.698771	441268
0.00774962	5.40441	0.000210823	0.128434	0.279552	271.177	0.479195	291.573	0.559064	410.36	0.838571	482.642	0.139944	109.73	0.419312	327.413	0.698786	748.744
0.0127844	5.40422	0.000516436	0.200699	0.279664	142.499	0.479241	186.101	0.559151	243.737	0.838633	314.194	0.14032	63.5787	0.41941	189.574	0.698832	374.714
0.0178186	5.40395	0.000953709	0.272109	0.279847	96.69	0.479309	136.677	0.559282	173.38	0.838721	232.923	0.140896	44.8895	0.419561	133.445	0.698908	249.907
0.022852	5.4036	0.00151905	0.342393	0.2801	73.2102	0.479396	108.007	0.559457	134.567	0.838835	185.069	0.141667	34.8039	0.419763	102.99	0.699014	187.485
0.0278843	5.40317	0.00220801	0.411308	0.280422	58.9412	0.479505	89.289	0.559677	109.974	0.838976	153.539	0.142628	28.5136	0.420018	83.8784	0.69915	150.03
0.0329151	5.40264	0.00301538	0.478634	0.280814	49.3578	0.479635	76.1089	0.55994	93.0001	0.839142	131.199	0.143775	24.2298	0.420325	70.7718	0.699317	125.062
0.0379444	5.40203	0.00393535	0.544183	0.281274	42.4818	0.479786	66.3269	0.560247	80.5816	0.839335	114.544	0.145101	21.1348	0.420684	61.2273	0.699513	107.231
0.0429719	5.40132	0.00496166	0.607797	0.281803	37.3114	0.479958	58.7799	0.560598	71.1036	0.839554	101.649	0.146599	18.8015	0.421094	53.9688	0.69974	93.8601
0.0479972	5.40053	0.00608779	0.669352	0.2824	33.2845	0.480152	52.7811	0.560992	63.6339	0.839799	91.3717	0.148263	16.9853	0.421556	48.2647	0.699997	83.4638
0.0530202	5.39965	0.0073071	0.728761	0.283065	30.0616	0.480367	47.8991	0.56143	57.5965	0.840069	82.9886	0.150084	15.5357	0.422069	43.6656	0.700285	75.1497
0.0580405	5.39866	0.00861286	0.785957	0.283795	27.4256	0.480605	43.8491	0.561911	52.6167	0.840366	76.0209	0.152055	14.3552	0.422634	39.88	0.700602	68.3499
