Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
414  Points		414  Points		380  Points		225  Points		400  Points		348  Points		230  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00074	2.46312	1.00179	2.4629	0.433027	909.82	0.866025	1858.91	0.216507	2496.72	1.00113	2.93981	0.769006	2191.38
0.99849	2.46361	0.999531	2.46338	0.433145	294.262	0.86602	592.392	0.216549	200.001	0.999905	2.94483	0.76904	570.951
0.996244	2.46413	0.997281	2.46389	0.433382	175.601	0.866009	352.333	0.216665	104.228	0.998684	2.94989	0.769114	328.264
0.994004	2.46466	0.995038	2.46441	0.433737	125.212	0.865994	250.726	0.216853	70.5261	0.997466	2.95498	0.769227	230.377
0.991772	2.46521	0.992802	2.46495	0.434203	97.354	0.865973	194.602	0.217113	53.334	0.99625	2.96011	0.76938	177.48
0.989548	2.46579	0.990574	2.46552	0.434777	79.6868	0.865947	159.006	0.217444	42.9152	0.995036	2.96528	0.769572	144.357
0.98733	2.46638	0.988354	2.4661	0.435451	67.49	0.865916	134.417	0.217847	35.9313	0.993825	2.97049	0.769803	121.668
0.985121	2.467	0.98614	2.46671	0.436221	58.5679	0.86588	116.412	0.218319	30.9283	0.992615	2.97573	0.770073	105.157
0.982918	2.46764	0.983935	2.46734	0.437078	51.7611	0.865839	102.66	0.21886	27.1711	0.991408	2.98102	0.77038	92.6037
0.980724	2.4683	0.981737	2.46799	0.438017	46.3993	0.865792	91.8116	0.21947	24.2483	0.990202	2.98634	0.770726	82.7391
0.978536	2.46899	0.979546	2.46867	0.439031	42.0681	0.865741	83.0358	0.220146	21.9117	0.988999	2.99169	0.771108	74.7838
0.976357	2.4697	0.977363	2.46937	0.440113	38.4977	0.865685	75.7901	0.220887	20.0025	0.987797	2.99709	0.771527	68.2334
0.974185	2.47042	0.975187	2.47008	0.441259	35.5046	0.865624	69.7063	0.221693	18.4146	0.986596	3.00252	0.771983	62.7464
0.97202	2.47118	0.973019	2.47083	0.442462	32.9599	0.865558	64.5256	0.222561	17.0741	0.985397	3.00799	0.772473	58.084
0.969863	2.47195	0.970859	2.47159	0.443719	30.7704	0.865488	60.0607	0.223491	15.9283	0.9842	3.01349	0.772998	54.0738
0.967714	2.47275	0.968706	2.47238	0.445023	28.867	0.865413	56.1729	0.224479	14.9383	0.983003	3.01904	0.773558	50.5881
0.965572	2.47357	0.96656	2.47319	0.446371	27.1973	0.865333	52.7569	0.225526	14.0751	0.981808	3.02462	0.77415	47.5309
0.963437	2.47442	0.964422	2.47403	0.44776	25.721	0.865249	49.7319	0.226629	13.3161	0.980613	3.03023	0.774775	44.8279
0.96131	2.47529	0.962292	2.47488	0.449185	24.4064	0.865161	47.0342	0.227786	12.6442	0.979419	3.03589	0.775432	42.4212
