Sym0		Sym1		Sym2		Sym3		Asym1		Asym2	
0.859062	2.64054	0.859899	2.64046	0.556434	10.6335	0.873053	15.1411	0.291377	5.56559	0.651185	11.5156
0.856505	2.64076	0.857341	2.64069	0.557726	10.5096	0.873321	14.8886	0.293612	5.50357	0.651253	11.3936
0.853946	2.64098	0.854783	2.64091	0.559246	10.3687	0.873595	14.6446	0.295858	5.44404	0.651309	11.2989
0.851386	2.6412	0.852223	2.64113	0.560995	10.2125	0.873875	14.4087	0.298115	5.38685	0.651351	11.2303
0.848825	2.64142	0.849663	2.64135	0.562749	10.062	0.874162	14.1806	0.300384	5.33187	0.651378	11.1869
0.846263	2.64163	0.847101	2.64156	0.564509	9.91683	0.874455	13.9598	0.302662	5.27897	0.651418	11.1251
0.8437	2.64185	0.844539	2.64178	0.566272	9.77675	0.874755	13.746	0.304949	5.22804	0.651461	11.0586
0.841137	2.64206	0.841975	2.64199	0.568041	9.64149	0.875061	13.5389	0.307245	5.17897	0.651522	10.9696
0.838572	2.64227	0.839411	2.6422	0.569814	9.51079	0.875374	13.3382	0.30955	5.13167	0.6516	10.859
0.836006	2.64248	0.836845	2.64241	0.57159	9.38443	0.875694	13.1436	0.311863	5.08603	0.651698	10.7284
0.83344	2.64269	0.834279	2.64262	0.57337	9.26219	0.876021	12.9548	0.314183	5.04197	0.651817	10.5792
0.830872	2.64289	0.831712	2.64283	0.575154	9.14388	0.876354	12.7716	0.31651	4.9994	0.65196	10.4131
0.828304	2.6431	0.829144	2.64303	0.576941	9.02932	0.876695	12.5938	0.318844	4.95826	0.652109	10.2524
0.825736	2.6433	0.826576	2.64324	0.578731	8.91831	0.877043	12.4211	0.321184	4.91846	0.652265	10.0968
0.823166	2.64351	0.824007	2.64344	0.580524	8.81071	0.877398	12.2532	0.323529	4.87995	0.652427	9.94593
0.820596	2.64371	0.821437	2.64364	0.58232	8.70635	0.877713	12.1109	0.32588	4.84266	0.652597	9.79971
0.818025	2.64391	0.818866	2.64384	0.584118	8.60508	0.877987	11.9922	0.328236	4.80653	0.652773	9.65791
0.815453	2.64411	0.816294	2.64404	0.585918	8.50678	0.878216	11.8959	0.330597	4.7715	0.652957	9.52033
0.812881	2.64431	0.813723	2.64424	0.58772	8.41131	0.878399	11.8209	0.332962	4.73753	0.653148	9.3868
0.810308	2.64451	0.81115	2.64444	0.589524	8.31855	0.878535	11.7664	0.33533	4.70456	0.653347	9.25715
0.807735	2.64471	0.808577	2.64464	0.591329	8.22838	0.878622	11.7318	0.337702	4.67254	0.653554	9.13122
0.805161	2.64491	0.806003	2.64484	0.593136	8.14069	0.878748	11.6825	0.340078	4.64144	0.653769	9.00885
0.802587	2.6451	0.803429	2.64504	0.594944	8.05539	0.878887	11.6293	0.342456	4.61121	0.653992	8.88991
0.800012	2.6453	0.800854	2.64524	0.596754	7.97237	0.879076	11.5578	0.344836	4.58182	0.654223	8.77426
0.797436	2.6455	0.798279	2.64543	0.598564	7.89154	0.879319	11.4688	0.347219	4.55322	0.654463	8.66177
0.794861	2.64569	0.795703	2.64563	0.600374	7.81282	0.879616	11.363	0.349604	4.52538	0.654712	8.55233
0.792284	2.64589	0.793127	2.64583	0.602185	7.73612	0.879971	11.2415	0.35199	4.49828	0.65497	8.44581
0.789707	2.64609	0.79055	2.64602	0.603997	7.66135	0.880385	11.1055	0.354377	4.47187	0.655237	8.34211
0.78713	2.64628	0.787973	2.64622	0.605808	7.58846	0.880807	10.9729	0.356766	4.44612	0.655514	8.24113
0.784553	2.64648	0.785396	2.64642	0.60762	7.51736	0.881237	10.8438	0.359155	4.42102	0.6558	8.14276
0.781975	2.64668	0.782818	2.64661	0.609431	7.44799	0.881676	10.7178	0.361544	4.39653	0.656096	8.04692
0.779397	2.64687	0.78024	2.64681	0.611241	7.38028	0.882123	10.5949	0.363934	4.37263	0.656402	7.95351
0.776818	2.64707	0.777662	2.64701	0.613052	7.31417	0.882578	10.4751	0.366324	4.34929	0.656718	7.86245
0.774239	2.64727	0.775083	2.6472	0.614861	7.24961	0.883042	10.3582	0.368713	4.32649	0.657044	7.77366
0.77166	2.64747	0.772504	2.6474	0.616669	7.18654	0.883515	10.244	0.371101	4.30421	0.657381	7.68705
0.769081	2.64766	0.769924	2.6476	0.618477	7.1249	0.883997	10.1326	0.373489	4.28243	0.657729	7.60257
0.766501	2.64786	0.767345	2.6478	0.620283	7.06464	0.884488	10.0238	0.375875	4.26113	0.658087	7.52014
0.763921	2.64806	0.764765	2.648	0.622087	7.00572	0.884988	9.9175	0.37826	4.24029	0.658457	7.43969
0.761341	2.64826	0.762185	2.6482	0.62389	6.94809	0.885497	9.81367	0.380643	4.21989	0.658838	7.36116
0.758761	2.64846	0.759605	2.6484	0.625692	6.89171	0.886015	9.7122	0.383025	4.19991	0.659231	7.28448
0.756181	2.64866	0.757025	2.6486	0.627491	6.83652	0.886542	9.61303	0.385404	4.18034	0.659636	7.2096
0.7536	2.64887	0.754444	2.6488	0.629288	6.7825	0.887079	9.51608	0.38778	4.16117	0.660052	7.13647
0.75102	2.64907	0.751864	2.649	0.631083	6.7296	0.887626	9.42128	0.390155	4.14237	0.660481	7.06502
0.748439	2.64927	0.749283	2.64921	0.632876	6.67779	0.888183	9.32856	0.392526	4.12393	0.660922	6.99521
0.745858	2.64948	0.746702	2.64941	0.634666	6.62703	0.888749	9.23787	0.394894	4.10585	0.661376	6.92699
0.743277	2.64969	0.744121	2.64962	0.636453	6.57729	0.889325	9.14914	0.397259	4.0881	0.661843	6.86031
0.740696	2.64989	0.74154	2.64983	0.638237	6.52853	0.889912	9.06231	0.39962	4.07067	0.662322	6.79513
0.738115	2.6501	0.738959	2.65004	0.640019	6.48072	0.890508	8.97733	0.401977	4.05356	0.662815	6.7314
0.735534	2.65031	0.736378	2.65025	0.641797	6.43384	0.891115	8.89414	0.40433	4.03674	0.663322	6.66908
0.732953	2.65053	0.733797	2.65046	0.643572	6.38785	0.891732	8.81269	0.406679	4.02022	0.663842	6.60813
0.730372	2.65074	0.731216	2.65067	0.645343	6.34273	0.89236	8.73293	0.409024	4.00397	0.664375	6.54852
0.727791	2.65096	0.728635	2.65089	0.647111	6.29844	0.892998	8.65482	0.411364	3.988	0.664923	6.4902
0.72521	2.65117	0.726054	2.6511	0.648874	6.25497	0.893647	8.5783	0.413699	3.97228	0.665485	6.43314
0.722629	2.65139	0.723473	2.65132	0.650634	6.21229	0.894307	8.50333	0.416029	3.95681	0.666062	6.37732
0.720048	2.65161	0.720892	2.65154	0.65239	6.17037	0.894978	8.42988	0.418353	3.94158	0.666653	6.32268
0.717468	2.65184	0.718311	2.65176	0.654142	6.1292	0.89566	8.35789	0.420672	3.92658	0.667259	6.2692
0.714887	2.65206	0.715731	2.65199	0.655889	6.08875	0.896353	8.28733	0.422986	3.9118	0.66788	6.21686
0.712307	2.65229	0.71315	2.65222	0.657632	6.049	0.897057	8.21816	0.425293	3.89724	0.668517	6.16562
0.709726	2.65252	0.71057	2.65244	0.65937	6.00993	0.897773	8.15035	0.427594	3.88289	0.669168	6.11546
0.707146	2.65275	0.70799	2.65268	0.661104	5.97151	0.8985	8.08385	0.429889	3.86874	0.669836	6.06634
0.704566	2.65299	0.70541	2.65291	0.662832	5.93374	0.899238	8.01864	0.432177	3.85478	0.670519	6.01824
0.701987	2.65322	0.70283	2.65315	0.664556	5.89659	0.899989	7.95468	0.434459	3.841	0.671219	5.97114
0.699407	2.65346	0.700251	2.65339	0.666274	5.86005	0.900751	7.89194	0.436733	3.82741	0.671934	5.925
0.696828	2.65371	0.697672	2.65363	0.667987	5.8241	0.901525	7.83039	0.439001	3.81399	0.672667	5.87982
0.694249	2.65395	0.695093	2.65387	0.669694	5.78871	0.902311	7.77	0.441261	3.80074	0.673415	5.83556
0.691671	2.6542	0.692514	2.65412	0.671396	5.75389	0.903109	7.71073	0.443514	3.78765	0.674181	5.7922
0.689093	2.65445	0.689936	2.65437	0.673093	5.7196	0.903919	7.65257	0.445759	3.77471	0.674963	5.74972
0.686515	2.65471	0.687358	2.65463	0.674783	5.68584	0.904742	7.59549	0.447996	3.76192	0.675763	5.7081
0.683938	2.65497	0.684781	2.65488	0.676468	5.6526	0.905576	7.53945	0.450225	3.74928	0.67658	5.66732
0.681361	2.65523	0.682203	2.65515	0.678147	5.61985	0.906423	7.48444	0.452446	3.73678	0.677414	5.62736
0.678784	2.6555	0.679627	2.65541	0.679819	5.58759	0.907283	7.43043	0.454659	3.72442	0.678267	5.5882
0.676208	2.65577	0.67705	2.65568	0.681486	5.55581	0.908155	7.37739	0.456863	3.71219	0.679137	5.54983
0.673632	2.65604	0.674475	2.65595	0.683146	5.52448	0.90904	7.32531	0.459058	3.70008	0.680025	5.51222
0.671057	2.65632	0.671899	2.65623	0.684799	5.4936	0.909938	7.27416	0.461244	3.68809	0.680931	5.47536
0.668483	2.6566	0.669325	2.65651	0.686446	5.46317	0.910848	7.22392	0.463422	3.67623	0.681856	5.43923
0.665909	2.65689	0.66675	2.6568	0.688087	5.43315	0.911771	7.17457	0.46559	3.66447	0.682799	5.40382
0.663335	2.65718	0.664177	2.65709	0.689721	5.40356	0.912708	7.12608	0.467749	3.65283	0.68376	5.3691
0.660762	2.65748	0.661604	2.65738	0.691348	5.37437	0.913657	7.07844	0.469899	3.6413	0.684741	5.33508
0.65819	2.65778	0.659031	2.65768	0.692968	5.34557	0.914619	7.03164	0.472039	3.62986	0.68574	5.30172
0.655619	2.65809	0.65646	2.65799	0.694581	5.31716	0.915594	6.98564	0.474169	3.61853	0.686758	5.26902
0.653048	2.6584	0.653889	2.6583	0.696187	5.28913	0.916582	6.94044	0.47629	3.60729	0.687796	5.23696
0.650478	2.65872	0.651318	2.65862	0.697786	5.26146	0.917584	6.89602	0.4784	3.59615	0.688852	5.20552
0.647909	2.65905	0.648749	2.65894	0.699378	5.23415	0.918599	6.85235	0.480501	3.5851	0.689929	5.17471
0.645341	2.65938	0.64618	2.65927	0.700962	5.2072	0.919627	6.80943	0.482592	3.57414	0.691024	5.14449
0.642773	2.65971	0.643613	2.6596	0.70254	5.18058	0.920668	6.76723	0.484672	3.56326	0.692139	5.11486
0.640206	2.66005	0.641046	2.65994	0.70411	5.1543	0.921723	6.72574	0.486742	3.55246	0.693273	5.08581
0.637641	2.6604	0.63848	2.66029	0.705672	5.12835	0.922791	6.68495	0.488802	3.54175	0.694428	5.05733
0.635076	2.66076	0.635915	2.66064	0.707228	5.10272	0.923873	6.64484	0.490851	3.53111	0.695602	5.0294
0.632512	2.66113	0.633351	2.66101	0.708775	5.0774	0.924967	6.60539	0.49289	3.52055	0.696796	5.00201
0.62995	2.6615	0.630788	2.66137	0.710315	5.05238	0.926076	6.5666	0.494918	3.51007	0.698009	4.97515
0.627388	2.66188	0.628226	2.66175	0.711848	5.02766	0.927197	6.52845	0.496935	3.49966	0.699243	4.94881
0.624828	2.66226	0.625665	2.66214	0.713373	5.00324	0.928332	6.49092	0.498942	3.48931	0.700497	4.92298
0.622269	2.66266	0.623106	2.66253	0.714891	4.9791	0.929481	6.454	0.500938	3.47904	0.70177	4.89765
0.619711	2.66307	0.620548	2.66293	0.7164	4.95524	0.930643	6.41768	0.502924	3.46883	0.703064	4.8728
0.617155	2.66348	0.617991	2.66334	0.717903	4.93165	0.931818	6.38195	0.504898	3.45869	0.704378	4.84844
0.6146	2.6639	0.615435	2.66377	0.719397	4.90834	0.933007	6.3468	0.506862	3.44861	0.705711	4.82454
0.612046	2.66434	0.612881	2.6642	0.720884	4.88528	0.934209	6.31221	0.508815	3.4386	0.707065	4.8011
0.609494	2.66478	0.610329	2.66464	0.722363	4.86248	0.935424	6.27817	0.510758	3.42865	0.708439	4.77812
0.606944	2.66524	0.607778	2.66509	0.723835	4.83994	0.936653	6.24467	0.51269	3.41876	0.709832	4.75557
0.604395	2.6657	0.605228	2.66555	0.725299	4.81764	0.937895	6.2117	0.514611	3.40893	0.711246	4.73345
0.601848	2.66618	0.602681	2.66603	0.726755	4.79559	0.93915	6.17925	0.516521	3.39915	0.712679	4.71176
0.599302	2.66667	0.600135	2.66651	0.728204	4.77378	0.940418	6.14731	0.518421	3.38944	0.714133	4.69048
0.596759	2.66718	0.59759	2.66701	0.729645	4.75219	0.9417	6.11587	0.52031	3.37978	0.715606	4.66961
0.594217	2.66769	0.595048	2.66752	0.731079	4.73084	0.942994	6.08491	0.522189	3.37018	0.717098	4.64913
0.591678	2.66822	0.592508	2.66805	0.732505	4.70971	0.944302	6.05444	0.524057	3.36064	0.71861	4.62904
0.58914	2.66877	0.58997	2.66859	0.733923	4.68881	0.945622	6.02443	0.525915	3.35115	0.720142	4.60933
0.586605	2.66933	0.587434	2.66914	0.735335	4.66812	0.946956	5.99489	0.527762	3.34171	0.721693	4.59
0.584072	2.6699	0.5849	2.66971	0.736738	4.64764	0.948302	5.96579	0.5296	3.33233	0.723264	4.57103
0.581542	2.67049	0.582369	2.6703	0.738135	4.62738	0.949661	5.93714	0.531427	3.323	0.724853	4.55242
0.579014	2.6711	0.57984	2.6709	0.739524	4.60732	0.951032	5.90892	0.533244	3.31373	0.726462	4.53416
0.576489	2.67173	0.577314	2.67152	0.740906	4.58746	0.952416	5.88112	0.535052	3.3045	0.728089	4.51624
0.573966	2.67237	0.574791	2.67216	0.742281	4.5678	0.953813	5.85374	0.53685	3.29534	0.729735	4.49866
0.571446	2.67304	0.57227	2.67282	0.743648	4.54834	0.955222	5.82677	0.538638	3.28622	0.7314	4.4814
0.56893	2.67372	0.569753	2.6735	0.745009	4.52907	0.956643	5.8002	0.540416	3.27716	0.733083	4.46447
0.566416	2.67443	0.567238	2.6742	0.746363	4.50999	0.958076	5.77402	0.542186	3.26815	0.734784	4.44785
0.563906	2.67516	0.564727	2.67492	0.747709	4.4911	0.959522	5.74823	0.543946	3.25919	0.736503	4.43154
0.5614	2.67591	0.562219	2.67566	0.749049	4.47239	0.960979	5.72281	0.545697	3.25028	0.73824	4.41553
0.558897	2.67669	0.559715	2.67643	0.750383	4.45387	0.962448	5.69776	0.547439	3.24143	0.739995	4.39981
0.556397	2.67749	0.557214	2.67723	0.751709	4.43552	0.963929	5.67308	0.549173	3.23263	0.741768	4.38439
0.553902	2.67832	0.554718	2.67805	0.753029	4.41735	0.965422	5.64875	0.550898	3.22388	0.743557	4.36924
0.551411	2.67918	0.552225	2.6789	0.754343	4.39935	0.966925	5.62477	0.552615	3.21519	0.745364	4.35437
0.548924	2.68007	0.549737	2.67977	0.75565	4.38152	0.968441	5.60113	0.554323	3.20655	0.747187	4.33977
0.546442	2.68099	0.547253	2.68068	0.756951	4.36386	0.969967	5.57783	0.556024	3.19796	0.749027	4.32543
0.543965	2.68194	0.544774	2.68162	0.758246	4.34637	0.971504	5.55485	0.557716	3.18943	0.750883	4.31135
0.541492	2.68292	0.5423	2.6826	0.759535	4.32904	0.973053	5.5322	0.559402	3.18094	0.752755	4.29753
0.539025	2.68394	0.539831	2.68361	0.760818	4.31188	0.974612	5.50986	0.561079	3.17252	0.754643	4.28395
0.536564	2.685	0.537368	2.68465	0.762095	4.29487	0.976181	5.48783	0.56275	3.16414	0.756547	4.27061
0.534108	2.6861	0.53491	2.68574	0.763367	4.27802	0.977762	5.46611	0.564414	3.15582	0.758466	4.2575
0.531658	2.68724	0.532459	2.68687	0.764633	4.26133	0.979352	5.44468	0.56607	3.14756	0.7604	4.24462
0.529215	2.68843	0.530013	2.68804	0.765893	4.24479	0.980953	5.42355	0.567721	3.13935	0.762349	4.23197
0.526779	2.68966	0.527575	2.68925	0.767149	4.22841	0.982563	5.4027	0.569365	3.13119	0.764312	4.21954
0.524349	2.69094	0.525143	2.69052	0.768398	4.21217	0.984184	5.38214	0.571003	3.12309	0.76629	4.20733
0.521927	2.69228	0.522719	2.69183	0.769643	4.19609	0.985814	5.36185	0.572634	3.11505	0.768281	4.19532
0.519513	2.69366	0.520302	2.6932	0.770883	4.18015	0.987454	5.34183	0.57426	3.10706	0.770287	4.18351
0.517107	2.69511	0.517893	2.69463	0.772118	4.16435	0.989103	5.32207	0.575881	3.09913	0.772305	4.17191
0.51471	2.69661	0.515493	2.69611	0.773348	4.1487	0.990761	5.30257	0.577496	3.09125	0.774337	4.1605
0.512322	2.69818	0.513102	2.69766	0.774574	4.13319	0.992428	5.28333	0.579107	3.08343	0.776382	4.14928
0.509943	2.69981	0.51072	2.69927	0.775795	4.11782	0.994104	5.26434	0.580712	3.07567	0.77844	4.13825
0.507574	2.70152	0.508348	2.70095	0.777012	4.10259	0.995789	5.2456	0.582313	3.06796	0.780509	4.1274
0.505216	2.7033	0.505986	2.70271	0.778225	4.0875	0.997482	5.22709	0.583909	3.06031	0.782591	4.11672
0.502869	2.70516	0.503635	2.70454	0.779433	4.07254	0.999184	5.20882	0.585501	3.05272	0.784685	4.10622
0.500534	2.7071	0.501296	2.70645	0.780638	4.05772	1.00089	5.19078	0.587089	3.04519	0.786789	4.09589
0.49821	2.70912	0.498969	2.70845	0.781839	4.04303			0.588674	3.03771	0.788905	4.08572
0.495899	2.71124	0.496654	2.71054	0.783036	4.02847			0.590255	3.03029	0.791032	4.07571
0.493602	2.71346	0.494352	2.71272	0.78423	4.01404			0.591832	3.02293	0.79317	4.06586
0.491319	2.71578	0.492064	2.71501	0.78542	3.99974			0.593406	3.01563	0.795318	4.05616
0.48905	2.7182	0.48979	2.7174	0.786607	3.98557			0.594978	3.00839	0.797476	4.04661
0.486797	2.72074	0.487532	2.7199	0.78779	3.97152			0.596546	3.00121	0.799643	4.0372
0.48456	2.7234	0.48529	2.72252	0.788971	3.9576			0.598112	2.99408	0.80182	4.02794
0.482339	2.72618	0.483064	2.72526	0.790149	3.94381			0.599676	2.98702	0.804006	4.01881
0.480136	2.72909	0.480855	2.72812	0.791324	3.93014			0.601237	2.98001	0.806201	4.00982
0.477952	2.73214	0.478664	2.73113	0.792496	3.91658			0.602797	2.97306	0.808404	4.00096
0.475786	2.73534	0.476492	2.73427	0.793666	3.90315			0.604355	2.96617	0.810616	3.99222
0.47364	2.73868	0.474339	2.73757	0.794834	3.88984			0.605911	2.95935	0.812835	3.98361
0.471514	2.74218	0.472207	2.74102	0.795999	3.87665			0.607466	2.95258	0.815063	3.97512
0.46941	2.74585	0.470096	2.74463	0.797162	3.86357			0.60902	2.94587	0.817297	3.96675
0.467328	2.74969	0.468006	2.74842	0.798324	3.85061			0.610572	2.93922	0.819539	3.9585
0.465268	2.75371	0.465939	2.75238	0.799483	3.83777			0.612124	2.93263	0.821788	3.95036
0.463232	2.75792	0.463895	2.75652	0.800641	3.82504			0.613676	2.9261	0.824043	3.94232
0.46122	2.76232	0.461875	2.76086	0.801797	3.81242			0.615226	2.91962	0.826305	3.93439
0.459232	2.76692	0.45988	2.76539	0.802951	3.79991			0.616777	2.91321	0.828572	3.92657
0.457271	2.77173	0.457909	2.77014	0.804104	3.78751			0.618327	2.90686	0.830845	3.91884
0.455334	2.77676	0.455965	2.77509	0.805256	3.77523			0.619877	2.90057	0.833124	3.91122
0.453425	2.78202	0.454046	2.78027	0.806407	3.76305			0.621428	2.89433	0.835408	3.90368
0.451542	2.7875	0.452155	2.78568	0.807557	3.75098			0.622979	2.88816	0.837696	3.89624
0.449687	2.79322	0.450291	2.79132	0.808706	3.73902			0.62453	2.88204	0.83999	3.8889
0.44786	2.79919	0.448454	2.79721	0.809854	3.72717			0.626082	2.87598	0.842288	3.88163
0.446061	2.80541	0.446646	2.80335	0.811002	3.71542			0.627635	2.86998	0.844589	3.87446
0.44429	2.81189	0.444866	2.80974	0.812149	3.70377			0.629189	2.86405	0.846895	3.86736
0.442548	2.81863	0.443114	2.81639	0.813295	3.69223			0.630744	2.85816	0.849204	3.86035
0.440835	2.82564	0.441392	2.82332	0.814442	3.68079			0.6323	2.85234	0.851516	3.85341
0.439151	2.83293	0.439698	2.83052	0.815588	3.66945			0.633857	2.84658	0.853832	3.84655
0.437496	2.84051	0.438034	2.838	0.816734	3.65821			0.635416	2.84087	0.85615	3.83977
0.43587	2.84837	0.436398	2.84577	0.81788	3.64708			0.636977	2.83522	0.858471	3.83305
0.434273	2.85653	0.434792	2.85383	0.819026	3.63604			0.638539	2.82963	0.860794	3.82641
0.432705	2.86499	0.433215	2.86219	0.820172	3.6251			0.640104	2.8241	0.863119	3.81983
0.431167	2.87375	0.431667	2.87085	0.821319	3.61425			0.64167	2.81863	0.865445	3.81332
0.429657	2.88283	0.430147	2.87983	0.822466	3.60351			0.643238	2.81321	0.867773	3.80687
0.428176	2.89222	0.428657	2.88911	0.823614	3.59286			0.644809	2.80785	0.870103	3.80048
0.426723	2.90193	0.427195	2.89872	0.824762	3.5823			0.646382	2.80254	0.872433	3.79415
