Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
421  Points		421  Points		379  Points		258  Points		411  Points		392  Points		259  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00026	2.62976	1.00015	2.62971	0.433021	0.0643844	0.866013	-0.0422684	0.216514	0.0692123	1.00092	2.29081	0.652223	0.905199
0.99764	2.62843	0.997535	2.6283	0.433085	0.0966345	0.865971	-0.0573053	0.216583	0.104934	0.998642	2.27913	0.653124	1.1232
0.995023	2.62564	0.994919	2.62549	0.433213	0.160973	0.865899	-0.0873369	0.216723	0.176222	0.996383	2.25517	0.65446	1.39495
0.992409	2.62274	0.992305	2.62263	0.433405	0.224829	0.865797	-0.117155	0.216934	0.24713	0.994149	2.23022	0.655903	1.4696
0.989798	2.6198	0.989694	2.61969	0.433661	0.287977	0.865666	-0.146634	0.217215	0.317448	0.991941	2.20434	0.657388	1.50183
0.987191	2.61678	0.987086	2.61667	0.433979	0.350317	0.865505	-0.175693	0.217567	0.387111	0.989758	2.17752	0.658895	1.5208
0.984586	2.61369	0.984482	2.61356	0.434359	0.411647	0.865316	-0.204346	0.217987	0.455979	0.987603	2.14989	0.660417	1.53429
0.981984	2.61055	0.98188	2.61039	0.434799	0.471825	0.865098	-0.232448	0.218475	0.523867	0.985475	2.12157	0.661951	1.54506
0.979385	2.6073	0.979282	2.60717	0.435299	0.530738	0.864853	-0.25988	0.21903	0.590748	0.983377	2.09266	0.663495	1.5543
0.97679	2.60392	0.976687	2.60384	0.435856	0.588248	0.86458	-0.286753	0.219652	0.656394	0.981307	2.06319	0.665047	1.56256
0.974198	2.60053	0.974095	2.60038	0.43647	0.644251	0.864281	-0.31294	0.220338	0.720695	0.979267	2.03337	0.666608	1.57015
0.97161	2.59705	0.971506	2.59686	0.43714	0.698628	0.863957	-0.338275	0.221087	0.783696	0.977256	2.00327	0.668175	1.57726
0.969025	2.59339	0.968922	2.59327	0.437862	0.751398	0.863608	-0.362861	0.221899	0.845222	0.975276	1.97305	0.66975	1.58395
0.966444	2.5897	0.966341	2.58957	0.438636	0.802516	0.863234	-0.386641	0.222771	0.905185	0.973326	1.94287	0.67133	1.5903
0.963866	2.58597	0.963763	2.5858	0.439461	0.8518	0.862837	-0.409503	0.223702	0.96358	0.971406	1.91275	0.672917	1.59643
0.961292	2.58206	0.96119	2.5819	0.440333	0.899326	0.862418	-0.43148	0.224691	1.02031	0.969515	1.88294	0.674511	1.60228
0.958722	2.57805	0.95862	2.57791	0.441252	0.945154	0.861978	-0.452558	0.225735	1.07537	0.967655	1.85346	0.676109	1.60789
0.956157	2.57401	0.956054	2.57384	0.442216	0.989147	0.861517	-0.4727	0.226833	1.12873	0.965823	1.82441	0.677714	1.61333
0.953595	2.56983	0.953493	2.56961	0.443223	1.03137	0.861036	-0.491925	0.227983	1.18032	0.96402	1.79594	0.679323	1.61856
0.951037	2.56546	0.950935	2.56529	0.444271	1.07189	0.860537	-0.510184	0.229184	1.23012	0.962246	1.76812	0.680938	1.62356
0.948484	2.56104	0.948382	2.5609	0.445358	1.11064	0.86002	-0.527463	0.230434	1.27825	0.960498	1.74099	0.682557	1.62837
0.945936	2.55656	0.945834	2.55637	0.446483	1.14775	0.859486	-0.543822	0.23173	1.32459	0.958778	1.71454	0.684182	1.63304
0.943392	2.55191	0.94329	2.55172	0.447644	1.18323	0.858937	-0.559208	0.233072	1.36917	0.957083	1.68887	0.68581	1.63753
0.940852	2.54713	0.940751	2.54694	0.44884	1.2171	0.858372	-0.573688	0.234458	1.41206	0.955413	1.66403	0.687444	1.64183
0.938318	2.54224	0.938216	2.54205	0.450069	1.24939	0.857794	-0.587221	0.235885	1.4532	0.953768	1.64002	0.689081	1.64594
0.935788	2.53724	0.935687	2.53704	0.451329	1.28018	0.857202	-0.599816	0.237353	1.49268	0.952146	1.61677	0.690722	1.64989
0.933263	2.53209	0.933163	2.53187	0.452619	1.30951	0.856599	-0.611485	0.238859	1.53046	0.950547	1.59438	0.692368	1.65373
0.930744	2.52681	0.930643	2.52657	0.453938	1.33742	0.855984	-0.622259	0.240401	1.5666	0.94897	1.57281	0.694017	1.65733
0.92823	2.52136	0.92813	2.52116	0.455283	1.36395	0.855359	-0.632194	0.241979	1.60118	0.947414	1.55203	0.695669	1.66081
0.925721	2.51583	0.925621	2.51562	0.456655	1.38918	0.854725	-0.641231	0.243591	1.6342	0.945878	1.53197	0.697325	1.66413
0.923218	2.51016	0.923118	2.50991	0.458051	1.41321	0.854082	-0.649425	0.245235	1.66567	0.944362	1.51264	0.698984	1.66722
0.920721	2.50427	0.920621	2.50405	0.45947	1.43596	0.853431	-0.6568	0.246909	1.69567	0.942865	1.49409	0.700646	1.67018
0.918229	2.4983	0.91813	2.49805	0.460911	1.45755	0.852774	-0.663319	0.248613	1.72422	0.941386	1.47622	0.702311	1.673
0.915744	2.49216	0.915645	2.49194	0.462373	1.47803	0.85211	-0.669076	0.250344	1.75134	0.939925	1.45895	0.703979	1.67559
0.913265	2.48587	0.913166	2.48561	0.463855	1.49741	0.851441	-0.67409	0.251874	1.77388	0.93848	1.44234	0.705649	1.67808
0.910792	2.47944	0.910694	2.47918	0.465356	1.5158	0.850767	-0.678314	0.253193	1.79235	0.937051	1.42637	0.707322	1.68038
0.908326	2.47281	0.908227	2.47257	0.466875	1.53317	0.85009	-0.68182	0.254295	1.80707	0.935638	1.4109	0.708997	1.68247
0.905866	2.46605	0.905768	2.46577	0.46841	1.54953	0.849409	-0.684586	0.255172	1.81829	0.934241	1.39599	0.710673	1.68448
0.903413	2.45912	0.903315	2.45884	0.469962	1.56501	0.848726	-0.686652	0.25582	1.82645	0.932858	1.38159	0.712352	1.68626
0.900967	2.45203	0.90087	2.45174	0.471528	1.57959	0.848041	-0.688098	0.256236	1.83152	0.931489	1.3677	0.714032	1.68789
0.898529	2.44477	0.898431	2.44446	0.473108	1.59333	0.847355	-0.688824	0.256837	1.8386	0.930133	1.35422	0.715714	1.68935
0.896097	2.43736	0.896	2.43702	0.474702	1.60625	0.846669	-0.688888	0.257492	1.84633	0.928791	1.34121	0.717398	1.69062
0.893673	2.42974	0.893577	2.42941	0.476308	1.6184	0.845983	-0.688324	0.258388	1.85649	0.927461	1.32862	0.719082	1.69177
0.891257	2.42195	0.891161	2.42166	0.477926	1.62979	0.845298	-0.687194	0.259528	1.86892	0.926144	1.31635	0.720768	1.69268
0.888849	2.41398	0.888753	2.41368	0.479555	1.64042	0.844614	-0.685455	0.260916	1.88338	0.924839	1.30448	0.722454	1.69345
0.886448	2.40586	0.886353	2.40552	0.481194	1.65035	0.843932	-0.683104	0.262558	1.89947	0.923546	1.29295	0.724141	1.69406
0.884056	2.39758	0.883961	2.39727	0.482842	1.65953	0.843253	-0.680222	0.264459	1.91695	0.922263	1.28175	0.725829	1.69448
0.881672	2.38909	0.881577	2.38874	0.4845	1.6681	0.842577	-0.676711	0.266376	1.93337	0.920992	1.2709	0.727517	1.69473
0.879297	2.38043	0.879202	2.38008	0.486165	1.67606	0.841905	-0.672722	0.26831	1.94872	0.919732	1.26028	0.729205	1.69479
0.87693	2.37159	0.876836	2.37127	0.487838	1.68339	0.841237	-0.668209	0.270258	1.96307	0.918482	1.24995	0.730893	1.69466
0.874573	2.36259	0.874479	2.36221	0.489519	1.69009	0.840574	-0.663085	0.272221	1.9764	0.917242	1.23996	0.732581	1.69438
0.872224	2.35341	0.87213	2.35303	0.491205	1.6962	0.839916	-0.657516	0.274196	1.9887	0.916012	1.23012	0.734268	1.69392
0.869885	2.34408	0.869791	2.34367	0.492897	1.70175	0.839264	-0.65149	0.276182	2.00013	0.914791	1.22058	0.735955	1.69326
0.867554	2.33451	0.867462	2.33415	0.494595	1.7067	0.838618	-0.644898	0.27818	2.01066	0.91358	1.21128	0.737641	1.69246
0.865234	2.32483	0.865142	2.32446	0.496297	1.71115	0.837979	-0.637868	0.280188	2.02021	0.912378	1.20214	0.739326	1.69138
0.862923	2.31499	0.862831	2.31461	0.498004	1.71509	0.837348	-0.630393	0.282204	2.02893	0.911186	1.19323	0.741011	1.69018
