Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
413  Points		412  Points		379  Points		224  Points		400  Points		341  Points		224  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00219	2.47207	1.00042	2.47257	0.433035	762.533	0.866025	3275.02	0.216516	419.668	1.00051	2.99727	0.782402	1703.75
0.999981	2.4727	0.998219	2.47322	0.433182	276.986	0.866022	687.07	0.21659	143.253	0.999287	3.00256	0.782437	537.666
0.99778	2.47335	0.996024	2.47388	0.433463	169.326	0.866015	383.79	0.216737	86.4194	0.998064	3.00789	0.782507	319.225
0.995586	2.47402	0.993836	2.47457	0.433875	122.013	0.866003	266.257	0.216957	61.917	0.996843	3.01326	0.782613	227.022
0.9934	2.47471	0.991656	2.47528	0.43441	95.433	0.865988	203.832	0.217248	48.2772	0.995623	3.01866	0.782755	176.164
0.991221	2.47543	0.989482	2.47601	0.435061	78.4175	0.865968	165.118	0.217611	39.5941	0.994404	3.02409	0.782932	143.939
0.989049	2.47616	0.987316	2.47677	0.43582	66.5981	0.865944	138.76	0.218044	33.5863	0.993186	3.02956	0.783144	121.694
0.986885	2.47692	0.985157	2.47754	0.436678	57.9145	0.865916	119.658	0.218547	29.186	0.991968	3.03507	0.783391	105.416
0.984727	2.4777	0.983005	2.47834	0.437627	51.2679	0.865884	105.177	0.219119	25.827	0.990752	3.04062	0.783672	92.9908
0.982577	2.4785	0.980861	2.47916	0.438658	46.019	0.865848	93.8218	0.219759	23.181	0.989535	3.04619	0.783988	83.1955
0.980434	2.47932	0.978724	2.48	0.439763	41.7703	0.865808	84.6784	0.220464	21.0444	0.988319	3.05181	0.784338	75.2762
0.978298	2.48017	0.976593	2.48086	0.440935	38.2618	0.865765	77.1578	0.221235	19.2845	0.987103	3.05746	0.784721	68.7418
0.976169	2.48104	0.97447	2.48175	0.442168	35.3164	0.865717	70.8633	0.222069	17.8108	0.985887	3.06314	0.785137	63.2588
0.974047	2.48193	0.972354	2.48265	0.443455	32.8091	0.865666	65.5175	0.222966	16.5598	0.984671	3.06886	0.785585	58.5928
0.971933	2.48284	0.970245	2.48359	0.444791	30.6494	0.865611	60.9209	0.223922	15.4854	0.983455	3.07461	0.786066	54.5744
0.969825	2.48377	0.968143	2.48454	0.446171	28.7699	0.865552	56.9263	0.224938	14.5532	0.982238	3.0804	0.786578	51.0779
0.967724	2.48473	0.966048	2.48552	0.447592	27.1198	0.86549	53.4226	0.226011	13.7374	0.981021	3.08622	0.78712	48.008
0.965631	2.48571	0.96396	2.48652	0.449049	25.6595	0.865425	50.3246	0.22714	13.0179	0.979803	3.09208	0.787694	45.2915
0.963544	2.48672	0.961879	2.48754	0.45054	24.3584	0.865356	47.5657	0.228322	12.379	0.978584	3.09797	0.788296	42.871
0.961464	2.48775	0.959804	2.48858	0.45206	23.1917	0.865283	45.0929	0.229557	11.8082	0.977364	3.1039	0.788928	40.7007
0.959391	2.4888	0.957737	2.48965	0.453609	22.1398	0.865208	42.8641	0.230842	11.2956	0.976142	3.10985	0.789589	38.7439
0.957325	2.48987	0.955676	2.49074	0.455183	21.1867	0.865129	40.8447	0.232175	10.8329	0.974919	3.11584	0.790277	36.9708
0.955265	2.49096	0.953622	2.49186	0.45678	20.319	0.865048	39.0066	0.233556	10.4134	0.973694	3.12187	0.790993	35.3568
0.953212	2.49208	0.951574	2.493	0.458398	19.5259	0.864964	37.3264	0.234982	10.0315	0.972468	3.12792	0.791735	33.8815
0.951166	2.49323	0.949533	2.49416	0.460037	18.7981	0.864876	35.7845	0.236451	9.68248	0.971239	3.13401	0.792503	32.5279
0.949126	2.49439	0.947498	2.49534	0.461694	18.128	0.864787	34.3646	0.237962	9.36251	0.970008	3.14013	0.793296	31.2816
0.947092	2.49558	0.945469	2.49655	0.463368	17.509	0.864694	33.0527	0.239514	9.06818	0.968775	3.14628	0.794114	30.1305
0.945065	2.49679	0.943447	2.49778	0.465058	16.9355	0.8646	31.837	0.240897	8.83038	0.967539	3.15247	0.794955	29.064
0.943044	2.49802	0.941431	2.49903	0.466763	16.4026	0.864503	30.7072	0.242099	8.6401	0.966299	3.15868	0.79582	28.0734
0.941029	2.49928	0.939421	2.5003	0.468481	15.9063	0.864404	29.6545	0.243108	8.49071	0.965057	3.16492	0.796708	27.1507
0.93902	2.50056	0.937417	2.5016	0.470213	15.4428	0.864303	28.6714	0.243915	8.37735	0.963812	3.1712	0.797618	26.2894
0.937018	2.50186	0.935419	2.50292	0.471957	15.0091	0.8642	27.751	0.244514	8.29655	0.962563	3.1775	0.798549	25.4835
0.93502	2.50319	0.933426	2.50426	0.473712	14.6024	0.864096	26.8877	0.244899	8.24593	0.96131	3.18383	0.7995	24.7278
0.933029	2.50453	0.931439	2.50563	0.475478	14.2202	0.86399	26.0762	0.245457	8.17461	0.960053	3.19019	0.800472	24.018
0.931043	2.5059	0.929457	2.50702	0.477253	13.8605	0.863882	25.3121	0.246066	8.09897	0.958791	3.19658	0.801463	23.3499
0.929063	2.5073	0.927481	2.50842	0.479038	13.5212	0.863774	24.5912	0.246902	7.9991	0.957526	3.203	0.802473	22.72
0.927088	2.50871	0.92551	2.50986	0.480832	13.2007	0.863664	23.9101	0.24797	7.87754	0.956255	3.20944	0.803501	22.1252
0.925118	2.51014	0.923545	2.51131	0.482635	12.8975	0.863554	23.2655	0.249276	7.73719	0.954979	3.21591	0.804547	21.5626
0.923153	2.5116	0.921584	2.51278	0.484445	12.6102	0.863443	22.6546	0.250831	7.58119	0.953698	3.22241	0.80561	21.0298
0.921193	2.51308	0.919628	2.51428	0.486263	12.3377	0.863331	22.0748	0.252641	7.41275	0.952412	3.22893	0.80669	20.5243
0.919238	2.51458	0.917676	2.51579	0.488087	12.0787	0.863219	21.5238	0.254479	7.25467	0.95112	3.23547	0.807785	20.0442
0.917287	2.5161	0.915729	2.51733	0.489918	11.8324	0.863107	20.9994	0.256343	7.10604	0.949821	3.24204	0.808896	19.5877
0.915341	2.51764	0.913786	2.51888	0.491755	11.5978	0.862994	20.4999	0.258232	6.96607	0.948517	3.24863	0.810022	19.153
0.913399	2.5192	0.911847	2.52046	0.493598	11.374	0.862882	20.0235	0.260145	6.83405	0.947205	3.25524	0.811162	18.7386
0.911461	2.52078	0.909913	2.52205	0.495446	11.1605	0.86277	19.5686	0.262081	6.70935	0.945887	3.26188	0.812316	18.3432
0.909527	2.52237	0.907982	2.52367	0.497299	10.9564	0.862659	19.1338	0.264039	6.59139	0.944562	3.26854	0.813483	17.9655
0.907597	2.52399	0.906054	2.5253	0.499157	10.7612	0.862549	18.7179	0.266017	6.47966	0.943229	3.27521	0.814663	17.6043
0.90567	2.52563	0.90413	2.52695	0.501019	10.5743	0.862439	18.3195	0.268014	6.37368	0.941889	3.28191	0.815855	17.2586
0.903746	2.52729	0.902209	2.52862	0.502886	10.3951	0.862331	17.9377	0.27003	6.27304	0.94054	3.28862	0.817059	16.9274
0.901825	2.52896	0.90029	2.53031	0.504755	10.2233	0.862224	17.5714	0.272064	6.17735	0.939183	3.29535	0.818274	16.6099
0.899908	2.53065	0.898375	2.53202	0.506629	10.0583	0.862119	17.2198	0.274114	6.08626	0.937818	3.3021	0.8195	16.3051
0.897993	2.53236	0.896462	2.53374	0.508506	9.89983	0.862015	16.8818	0.27618	5.99946	0.936444	3.30887	0.820737	16.0124
0.89608	2.53408	0.89455	2.53547	0.510385	9.7474	0.861913	16.5569	0.278261	5.91665	0.93506	3.31565	0.821984	15.731
0.894169	2.53582	0.892641	2.53722	0.512267	9.60072	0.861814	16.2442	0.280356	5.83756	0.933667	3.32245	0.82324	15.4603
0.89226	2.53758	0.890734	2.53899	0.514152	9.45946	0.861716	15.943	0.282464	5.76196	0.932265	3.32926	0.824505	15.1998
0.890353	2.53934	0.888827	2.54077	0.516038	9.32332	0.861622	15.6528	0.284585	5.68962	0.930853	3.33608	0.825779	14.9488
0.888447	2.54113	0.886922	2.54256	0.517927	9.19203	0.86153	15.373	0.286718	5.62034	0.92943	3.34291	0.827061	14.7068
0.886542	2.54292	0.885018	2.54437	0.519574	9.08137	0.861441	15.103	0.288861	5.55391	0.927997	3.34976	0.828351	14.4734
0.884638	2.54473	0.883114	2.54619	0.520979	8.98966	0.861356	14.8423	0.291015	5.49018	0.926553	3.35661	0.829649	14.2481
0.882734	2.54655	0.88121	2.54801	0.522141	8.91559	0.861274	14.5905	0.293178	5.42898	0.925098	3.36348	0.830954	14.0305
0.88083	2.54838	0.879306	2.54985	0.52306	8.85811	0.861196	14.3471	0.29535	5.37015	0.923631	3.37035	0.832265	13.8203
0.878926	2.55022	0.877401	2.5517	0.523736	8.81645	0.861121	14.1117	0.29753	5.31357	0.922153	3.37723	0.833583	13.6169
0.877021	2.55207	0.875496	2.55355	0.524169	8.79004	0.861051	13.8839	0.299719	5.2591	0.920663	3.38412	0.834907	13.4202
0.875115	2.55392	0.873589	2.55542	0.524791	8.75244	0.860985	13.6634	0.301914	5.20662	0.919162	3.39102	0.836236	13.2298
0.873208	2.55579	0.871681	2.55728	0.525467	8.71204	0.860924	13.4498	0.304115	5.15602	0.917647	3.39792	0.837571	13.0453
0.871299	2.55766	0.86977	2.55916	0.526387	8.65784	0.860867	13.2429	0.306322	5.1072	0.916121	3.40482	0.83891	12.8666
0.869389	2.55953	0.867857	2.56103	0.527551	8.59053	0.860816	13.0423	0.308535	5.06006	0.914581	3.41173	0.840254	12.6933
0.867475	2.56141	0.865942	2.56291	0.528958	8.5109	0.860769	12.8477	0.310753	5.01452	0.913029	3.41864	0.841602	12.5252
0.865559	2.56329	0.864023	2.5648	0.530609	8.41988	0.860729	12.6589	0.312974	4.97048	0.911463	3.42555	0.842955	12.3621
0.863639	2.56517	0.8621	2.56668	0.532504	8.31847	0.860694	12.4756	0.3152	4.92787	0.909884	3.43247	0.84431	12.2037
0.861716	2.56705	0.860174	2.56856	0.534398	8.22016	0.860665	12.2977	0.317428	4.88662	0.908291	3.43938	0.845669	12.0498
0.859789	2.56893	0.858243	2.57044	0.536292	8.12482	0.860642	12.1248	0.319659	4.84665	0.906685	3.4463	0.847031	11.9004
0.857857	2.57081	0.856307	2.57231	0.538185	8.0323	0.860626	11.9568	0.321893	4.80791	0.905065	3.45321	0.848395	11.755
0.85592	2.57269	0.854366	2.57418	0.540078	7.94247	0.860617	11.7934	0.324128	4.77032	0.90343	3.46013	0.849762	11.6137
0.853977	2.57456	0.852419	2.57605	0.541969	7.85523	0.860614	11.6346	0.326364	4.73385	0.901782	3.46704	0.85113	11.4762
0.852029	2.57642	0.850465	2.57791	0.543859	7.77044	0.860619	11.4801	0.328602	4.69842	0.900119	3.47395	0.852501	11.3423
0.850075	2.57827	0.848505	2.57975	0.545748	7.68802	0.860631	11.3297	0.330839	4.66399	0.898442	3.48086	0.853872	11.212
0.848113	2.58012	0.846538	2.58159	0.547634	7.60785	0.860651	11.1834	0.333077	4.63051	0.896751	3.48776	0.855245	11.085
0.846145	2.58196	0.844564	2.58342	0.549519	7.52985	0.860679	11.0408	0.335314	4.59795	0.895045	3.49466	0.856618	10.9613
0.844169	2.58378	0.842582	2.58523	0.551402	7.45391	0.860715	10.902	0.33755	4.56624	0.893324	3.50156	0.857992	10.8407
0.842185	2.58559	0.840591	2.58703	0.553282	7.37996	0.860759	10.7667	0.339784	4.53536	0.891589	3.50846	0.859366	10.7232
0.840192	2.58738	0.838591	2.58881	0.55516	7.30792	0.860813	10.6349	0.342017	4.50527	0.889839	3.51535	0.860739	10.6085
0.838191	2.58916	0.836583	2.59057	0.557034	7.2377	0.860875	10.5064	0.344248	4.47593	0.888074	3.52224	0.862113	10.4965
0.836181	2.59092	0.834565	2.59232	0.558906	7.16924	0.860946	10.381	0.346476	4.4473	0.886294	3.52912	0.863485	10.3873
