Sym0		Sym1		Sym2		Sym3		Asym1		Asym2	
390  Points		390  Points		367  Points		200  Points		401  Points		295  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.44145	2.80962	0.442209	2.80685	0.810606	3.67484			0.627231	2.85154	0.849445	3.85189
0.439693	2.81629	0.44044	2.81341	0.811742	3.66346			0.628777	2.84568	0.851759	3.84502
0.437966	2.82324	0.4387	2.82024	0.812879	3.65217			0.630324	2.83988	0.854075	3.83822
0.436268	2.83046	0.436989	2.82734	0.814016	3.64098			0.631872	2.83414	0.856394	3.83148
0.4346	2.83798	0.435308	2.83474	0.815152	3.6299			0.633422	2.82846	0.858714	3.82482
0.432961	2.84579	0.433657	2.84242	0.816289	3.61891			0.634975	2.82284	0.861036	3.81823
0.431353	2.8539	0.432036	2.8504	0.817427	3.60802			0.636529	2.81727	0.86336	3.8117
0.429774	2.86232	0.430444	2.85869	0.818565	3.59723			0.638086	2.81177	0.865685	3.80523
0.428224	2.87104	0.428882	2.86728	0.819703	3.58653			0.639645	2.80632	0.868011	3.79882
0.426704	2.88009	0.42735	2.87619	0.820842	3.57593			0.641206	2.80093	0.870338	3.79247
0.425214	2.88945	0.425847	2.88541	0.821981	3.56542			0.64277	2.7956	0.872665	3.78618
0.423753	2.89915	0.424373	2.89497	0.823122	3.55501			0.644337	2.79032	0.874992	3.77994
0.422321	2.90917	0.422929	2.90485	0.824263	3.54469			0.645906	2.78511	0.877319	3.77376
0.420919	2.91954	0.421514	2.91507	0.825406	3.53447			0.647478	2.77995	0.879646	3.76762
0.419544	2.93026	0.420128	2.92564	0.826549	3.52433			0.649054	2.77484	0.881972	3.76154
0.418199	2.94132	0.41877	2.93655	0.827694	3.51429			0.650632	2.7698	0.884298	3.75551
0.416882	2.95274	0.417441	2.94782	0.82884	3.50433			0.652214	2.76481	0.886622	3.74952
0.415592	2.96452	0.416139	2.95945	0.829987	3.49447			0.653799	2.75988	0.888945	3.74357
0.414331	2.97667	0.414866	2.97144	0.831136	3.48469			0.655388	2.755	0.891267	3.73767
0.413097	2.9892	0.41362	2.9838	0.832287	3.475			0.65698	2.75018	0.893587	3.73181
0.41189	3.0021	0.412402	2.99655	0.833439	3.4654			0.658576	2.74541	0.895904	3.72599
0.410711	3.01539	0.411211	3.00967	0.834593	3.45589			0.660175	2.7407	0.89822	3.72021
0.409558	3.02908	0.410047	3.02319	0.835749	3.44646			0.661779	2.73604	0.900532	3.71447
0.408431	3.04317	0.408909	3.03711	0.836907	3.43712			0.663386	2.73144	0.902842	3.70876
0.407332	3.05767	0.407798	3.05143	0.838066	3.42786			0.664997	2.72689	0.905149	3.70308
0.406258	3.07258	0.406713	3.06616	0.839228	3.41868			0.666613	2.7224	0.907453	3.69744
0.40521	3.08791	0.405654	3.08131	0.840392	3.40959			0.668233	2.71795	0.909753	3.69183
0.404188	3.10368	0.404621	3.0969	0.841558	3.40058			0.669857	2.71357	0.912049	3.68625
0.403191	3.11989	0.403613	3.11291	0.842726	3.39165			0.671485	2.70923	0.914342	3.6807
0.402219	3.13654	0.402631	3.12938	0.843897	3.3828			0.673118	2.70495	0.91663	3.67517
0.401273	3.15366	0.401674	3.1463	0.84507	3.37403			0.674755	2.70072	0.918914	3.66967
0.400351	3.17124	0.400742	3.16368	0.846246	3.36534			0.676398	2.69654	0.921193	3.6642
0.399455	3.1893	0.399834	3.18153	0.847425	3.35673			0.678045	2.69242	0.923467	3.65875
0.398583	3.20785	0.398952	3.19987	0.848606	3.3482			0.679696	2.68835	0.925736	3.65332
0.397735	3.22689	0.398094	3.2187	0.849789	3.33975			0.681353	2.68432	0.928	3.64792
0.396912	3.24645	0.39726	3.23804	0.850976	3.33137			0.683015	2.68035	0.930258	3.64254
0.396112	3.26652	0.396451	3.25789	0.852165	3.32307			0.684682	2.67643	0.932511	3.63717
0.395337	3.28713	0.395665	3.27827	0.853358	3.31485			0.686354	2.67256	0.934757	3.63182
0.394586	3.30828	0.394904	3.29919	0.854553	3.3067			0.688032	2.66875	0.936998	3.62649
0.393859	3.32999	0.394166	3.32066	0.855751	3.29862			0.689715	2.66498	0.939231	3.62118
0.393155	3.35228	0.393453	3.34269	0.856953	3.29062			0.691403	2.66126	0.941459	3.61588
0.392475	3.37514	0.392763	3.36531	0.858158	3.28269			0.693098	2.65759	0.943679	3.6106
0.391819	3.39861	0.392096	3.38852	0.859366	3.27483			0.694797	2.65397	0.945893	3.60533
0.391186	3.42269	0.391453	3.41233	0.860577	3.26705			0.696503	2.65041	0.948099	3.60007
0.390576	3.4474	0.390834	3.43677	0.861791	3.25933			0.698215	2.64689	0.950298	3.59482
0.38999	3.47275	0.390237	3.46185	0.863009	3.25169			0.699932	2.64342	0.95249	3.58959
0.389427	3.49877	0.389664	3.48758	0.864231	3.24412			0.701656	2.64	0.954673	3.58436
0.388887	3.52546	0.389114	3.51398	0.865456	3.23662			0.703386	2.63663	0.956849	3.57915
0.388369	3.55285	0.388587	3.54107	0.866684	3.22918			0.705123	2.6333	0.959017	3.57394
0.387875	3.58096	0.388083	3.56887	0.867917	3.22182			0.706866	2.63003	0.961176	3.56874
0.387404	3.60981	0.387602	3.5974	0.869152	3.21452			0.708616	2.62681	0.963327	3.56355
0.386956	3.63941	0.387144	3.62668	0.870392	3.20729			0.710373	2.62363	0.96547	3.55837
0.38653	3.66978	0.386709	3.65672	0.871635	3.20012			0.712136	2.62051	0.967604	3.55319
0.386127	3.70095	0.386296	3.68755	0.872883	3.19303			0.713907	2.61743	0.969729	3.54801
0.385747	3.73294	0.385906	3.71919	0.874134	3.186			0.715685	2.6144	0.971845	3.54284
0.385389	3.76578	0.385539	3.75166	0.875389	3.17903			0.71747	2.61142	0.973952	3.53768
0.385054	3.79948	0.385194	3.78499	0.876648	3.17213			0.719263	2.60849	0.97605	3.53252
0.384741	3.83408	0.384872	3.8192	0.877911	3.16529			0.721064	2.60561	0.978138	3.52736
0.384451	3.86959	0.384572	3.85432	0.879178	3.15851			0.722872	2.60278	0.980217	3.52221
0.384183	3.90606	0.384294	3.89037	0.880449	3.1518			0.724689	2.59999	0.982286	3.51706
0.383937	3.94349	0.384039	3.92739	0.881724	3.14516			0.726514	2.59726	0.984346	3.51191
0.383713	3.98193	0.383806	3.9654	0.883004	3.13857			0.728348	2.59458	0.986396	3.50676
0.383512	4.02141	0.383595	4.00443	0.884288	3.13204			0.73019	2.59194	0.988436	3.50161
0.383333	4.06195	0.383406	4.04451	0.885576	3.12558			0.732042	2.58936	0.990467	3.49647
0.383175	4.10359	0.38324	4.08568	0.886868	3.11918			0.733903	2.58683	0.992487	3.49132
0.38304	4.14637	0.383095	4.12797	0.888165	3.11283			0.735773	2.58435	0.994497	3.48618
0.382926	4.19032	0.382972	4.17141	0.889466	3.10655			0.737653	2.58192	0.996497	3.48104
0.382834	4.23548	0.382871	4.21605	0.890772	3.10032			0.739543	2.57954	0.998488	3.4759
0.382764	4.28189	0.382791	4.26192	0.892082	3.09416			0.741444	2.57722	1.00047	3.47076
0.382716	4.32958	0.382734	4.30906	0.893397	3.08805			0.743355	2.57494		
0.382689	4.37862	0.382697	4.35752	0.894716	3.082			0.745277	2.57273		
0.382683	4.42903	0.382683	4.40734	0.89604	3.076			0.74721	2.57056		
0.382699	4.48086	0.382689	4.45856	0.897368	3.07007			0.749155	2.56845		
0.382736	4.53418	0.382718	4.51123	0.898701	3.06419			0.751112	2.5664		
0.382794	4.58902	0.382767	4.56542	0.900039	3.05836			0.753081	2.5644		
0.382874	4.64544	0.382837	4.62116	0.901382	3.05259			0.755063	2.56246		
0.382974	4.7035	0.382929	4.67851	0.90273	3.04688			0.757059	2.56057		
0.383095	4.76325	0.383041	4.73753	0.904082	3.04122			0.759067	2.55875		
0.383237	4.82477	0.383174	4.79829	0.905439	3.03561			0.761089	2.55698		
0.3834	4.88812	0.383328	4.86085	0.906801	3.03006			0.763126	2.55527		
0.383584	4.95335	0.383503	4.92527	0.908169	3.02457			0.765177	2.55362		
0.383787	5.02056	0.383698	4.99162	0.909541	3.01912			0.767243	2.55203		
0.384011	5.08981	0.383913	5.05999	0.910918	3.01373			0.769324	2.5505		
0.384256	5.16118	0.384149	5.13045	0.9123	3.00839			0.77142	2.54904		
0.38452	5.23477	0.384405	5.20308	0.913688	3.0031			0.773533	2.54763		
0.384767	5.30076	0.384681	5.27797	0.91508	2.99786			0.775661	2.54629		
0.384989	5.35844	0.384976	5.35521	0.916478	2.99268			0.777806	2.54501		
0.385181	5.40716	0.385292	5.43489	0.917881	2.98754			0.779968	2.54379		
0.385338	5.44635	0.385627	5.51714	0.919289	2.98246			0.782146	2.54264		
0.385456	5.47555	0.385981	5.60203	0.920703	2.97742			0.784341	2.54154		
0.385567	5.50271	0.386355	5.68971	0.922122	2.97243			0.786552	2.54051		
0.385646	5.52177	0.386747	5.78028	0.923546	2.9675			0.788781	2.53954		
0.385771	5.55184	0.387159	5.87387	0.924976	2.96261			0.791027	2.53863		
0.385944	5.59328	0.38759	5.97063	0.926411	2.95777			0.793289	2.53778		
0.38617	5.64662	0.388039	6.07069	0.927852	2.95298			0.795568	2.53698		
0.386453	5.71257	0.388506	6.17421	0.929298	2.94824			0.797864	2.53625		
0.386799	5.79199	0.388992	6.28136	0.93075	2.94354			0.800176	2.53557		
0.387213	5.88597	0.389496	6.39231	0.932207	2.9389			0.802504	2.53494		
0.387646	5.98314	0.390017	6.50724	0.933671	2.93429			0.804847	2.53437		
0.388097	6.08363	0.390557	6.62635	0.93514	2.92974			0.807206	2.53385		
0.388567	6.18761	0.391113	6.74986	0.936614	2.92523			0.809579	2.53338		
0.389055	6.29523	0.391687	6.878	0.938095	2.92077			0.811967	2.53296		
0.389561	6.40667	0.392278	7.01099	0.939581	2.91635			0.81437	2.53259		
0.390085	6.52212	0.392886	7.14912	0.941073	2.91198			0.816785	2.53226		
0.390626	6.64178	0.39351	7.29264	0.942572	2.90766			0.819214	2.53197		
0.391185	6.76586	0.39415	7.44187	0.944076	2.90338			0.821655	2.53172		
0.391761	6.8946	0.394806	7.59713	0.945586	2.89914			0.824108	2.53151		
0.392354	7.02823	0.395478	7.75877	0.947102	2.89495			0.826573	2.53133		
0.392964	7.16702	0.396165	7.92715	0.948625	2.8908			0.829049	2.5312		
0.39359	7.31126	0.396867	8.10269	0.950154	2.8867			0.831535	2.53109		
0.394232	7.46124	0.397584	8.28583	0.951689	2.88264			0.834032	2.53101		
0.39489	7.61728	0.398316	8.47704	0.95323	2.87862			0.836538	2.53097		
0.395564	7.77975	0.399062	8.67683	0.954778	2.87465			0.839053	2.53095		
0.396253	7.94902	0.399821	8.88578	0.956332	2.87072			0.841576	2.53096		
0.396958	8.1255	0.400594	9.10449	0.957893	2.86683			0.844108	2.53099		
0.397676	8.30964	0.401379	9.33363	0.95946	2.86299			0.846648	2.53105		
0.39841	8.5019	0.402178	9.57394	0.961034	2.85919			0.849195	2.53113		
0.399157	8.70283	0.402883	9.79309	0.962614	2.85543			0.851749	2.53122		
0.399918	8.91298	0.403492	9.9875	0.964201	2.85171			0.854309	2.53134		
0.400693	9.13298	0.404	10.1539	0.965796	2.84804			0.856876	2.53148		
0.40148	9.3635	0.404404	10.2891	0.967397	2.8444			0.859449	2.53163		
0.40228	9.60528	0.404703	10.3908	0.969005	2.84081			0.862027	2.53179		
0.403092	9.85914	0.40498	10.486	0.97062	2.83726			0.864611	2.53197		
0.403915	10.126	0.405173	10.5532	0.972242	2.83375			0.867199	2.53217		
0.40475	10.4067	0.405475	10.6598	0.973871	2.83029			0.869793	2.53238		
0.405595	10.7026	0.405889	10.8082	0.975508	2.82686			0.872391	2.5326		
0.40645	11.0146	0.406415	11.0014	0.977152	2.82348			0.874993	2.53283		
0.407315	11.3442	0.407056	11.244	0.978803	2.82013			0.877599	2.53307		
0.408189	11.6929	0.407815	11.5417	0.980463	2.81683			0.880209	2.53332		
0.40907	12.0624	0.408693	11.902	0.982129	2.81357			0.882822	2.53358		
0.409959	12.4544	0.409579	12.2841	0.983804	2.81034			0.885439	2.53384		
0.410855	12.8711	0.410472	12.69	0.985486	2.80716			0.888059	2.53412		
0.411757	13.3148	0.411372	13.1219	0.987176	2.80402			0.890683	2.5344		
0.412664	13.7882	0.412276	13.5823	0.988874	2.80092			0.893309	2.53469		
0.413575	14.2943	0.413186	14.074	0.990581	2.79786			0.895937	2.53498		
0.414489	14.8367	0.414098	14.6005	0.992296	2.79484			0.898569	2.53528		
0.415405	15.4192	0.415013	15.1653	0.994018	2.79186			0.901202	2.53559		
0.416321	16.0465	0.41593	15.7729	0.99575	2.78892			0.903838	2.5359		
0.417237	16.7238	0.416846	16.4281	0.99749	2.78602			0.906477	2.53621		
0.418151	17.4574	0.417761	17.1369	0.999239	2.78317			0.909117	2.53653		
0.419062	18.2545	0.418674	17.9059	1.001	2.78035			0.911759	2.53686		
0.419967	19.1236	0.419582	18.7432					0.914403	2.53718		
0.420866	20.0751	0.420483	19.6581					0.917049	2.53751		
0.421756	21.1209	0.421377	20.662					0.919697	2.53784		
0.422634	22.2761	0.422261	21.7685					0.922346	2.53818		
0.423499	23.5584	0.423132	22.9941					0.924997	2.53851		
0.424349	24.9903	0.423988	24.3591					0.927649	2.53885		
0.425179	26.5995	0.424827	25.8888					0.930303	2.53919		
0.425989	28.4211	0.425646	27.6148					0.932957	2.53953		
0.426773	30.5002	0.426441	29.5777					0.935613	2.53988		
0.427529	32.8959	0.42721	31.8299					0.938271	2.54022		
0.428253	35.6866	0.427948	34.4408					0.940929	2.54057		
0.428942	38.9792	0.428652	37.5038					0.943588	2.54092		
0.429591	42.9232	0.429319	41.1479					0.946249	2.54126		
0.430196	47.7341	0.429943	45.5567					0.94891	2.54161		
0.430753	53.7345	0.430521	51.0005					0.951572	2.54196		
0.431257	61.4301	0.431049	57.8939					0.954235	2.54231		
0.431705	71.6611	0.431521	66.9081					0.956899	2.54266		
0.432093	85.9332	0.431935	79.2041					0.959563	2.54301		
0.432416	107.24	0.432286	96.9813					0.962228	2.54336		
0.432672	142.505	0.432571	124.97					0.964894	2.54371		
0.432858	212.168	0.432788	175.547					0.967561	2.54406		
0.432972	414.667	0.432932	294.643					0.970228	2.54441		
0.433013	8998.33	0.433004	914.817					0.972896	2.54476		
								0.975564	2.54511		
								0.978233	2.54545		
								0.980902	2.5458		
								0.983572	2.54615		
								0.986242	2.5465		
								0.988913	2.54684		
								0.991584	2.54719		
								0.994255	2.54753		
								0.996927	2.54787		
								0.999599	2.54822		
								1.00227	2.54856		
