Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
413  Points		412  Points		379  Points		224  Points		400  Points		341  Points		224  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00219	2.21668	1.00042	2.21083	0.433035	0.147386	0.866025	-0.00322707	0.216516	0.0745234	1.00051	1.22864	0.782402	0.0346532
0.999981	2.21305	0.998219	2.20727	0.433182	0.21494	0.866022	-0.00530564	0.21659	0.111041	0.999287	1.22795	0.782437	0.0525572
0.99778	2.20581	0.996024	2.20005	0.433463	0.347751	0.866015	-0.00946149	0.216737	0.183938	0.998064	1.22666	0.782507	0.0884169
0.995586	2.1986	0.993836	2.1928	0.433875	0.47515	0.866003	-0.0136134	0.216957	0.256415	0.996843	1.22548	0.782613	0.124259
0.9934	2.19139	0.991656	2.1856	0.43441	0.595623	0.865988	-0.0177576	0.217248	0.3284	0.995623	1.22441	0.782755	0.159891
0.991221	2.18414	0.989482	2.17837	0.435061	0.708049	0.865968	-0.0218861	0.217611	0.399661	0.994404	1.22347	0.782932	0.195277
0.989049	2.17693	0.987316	2.17112	0.43582	0.811922	0.865944	-0.0259834	0.218044	0.470081	0.993186	1.22265	0.783144	0.230432
0.986885	2.16971	0.985157	2.1639	0.436678	0.907095	0.865916	-0.0300183	0.218547	0.539599	0.991968	1.22196	0.783391	0.265298
0.984727	2.16246	0.983005	2.15673	0.437627	0.993708	0.865884	-0.034015	0.219119	0.608005	0.990752	1.22143	0.783672	0.299846
0.982577	2.15523	0.980861	2.1495	0.438658	1.07221	0.865848	-0.0380219	0.219759	0.67523	0.989535	1.22109	0.783988	0.334017
0.980434	2.14806	0.978724	2.14233	0.439763	1.14317	0.865808	-0.0419628	0.220464	0.741129	0.988319	1.22082	0.784338	0.36778
0.978298	2.1409	0.976593	2.13517	0.440935	1.20717	0.865765	-0.0457714	0.221235	0.805679	0.987103	1.22072	0.784721	0.401162
0.976169	2.13379	0.97447	2.12804	0.442168	1.2648	0.865717	-0.0495755	0.222069	0.868744	0.985887	1.22079	0.785137	0.434041
0.974047	2.12666	0.972354	2.12098	0.443455	1.3168	0.865666	-0.0533706	0.222966	0.930309	0.984671	1.22101	0.785585	0.466348
