Sym0		Sym1		Sym2		Sym3		Asym1		Asym2	
390  Points		390  Points		367  Points		200  Points		401  Points		295  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.45454	1.97289	0.455382	1.98393	0.802635	1.14591			0.616446	1.54444	0.833343	2.29514
0.452588	1.94658	0.453418	1.9579	0.803776	1.14492			0.617984	1.54486	0.835631	2.29972
0.450663	1.91969	0.451481	1.93122	0.804916	1.14408			0.619523	1.54546	0.837924	2.30405
0.448764	1.89226	0.449571	1.90403	0.806055	1.14332			0.621063	1.54623	0.840221	2.30808
0.446893	1.86434	0.447688	1.87634	0.807193	1.14263			0.622604	1.54714	0.842522	2.31187
0.44505	1.83599	0.445833	1.84818	0.808331	1.14216			0.624145	1.54816	0.844826	2.31537
0.443236	1.80726	0.444007	1.81959	0.809469	1.14175			0.625688	1.54936	0.847134	2.31859
0.44145	1.77824	0.442209	1.79066	0.810606	1.14145			0.627231	1.55074	0.849445	2.32155
0.439693	1.74897	0.44044	1.76148	0.811742	1.14126			0.628777	1.55221	0.851759	2.32424
0.437966	1.71947	0.4387	1.73206	0.812879	1.14121			0.630324	1.55386	0.854075	2.32663
0.436268	1.68974	0.436989	1.70245	0.814016	1.14127			0.631872	1.55563	0.856394	2.32877
0.4346	1.65994	0.435308	1.67267	0.815152	1.14139			0.633422	1.55752	0.858714	2.33067
0.432961	1.63014	0.433657	1.64285	0.816289	1.14171			0.634975	1.55954	0.861036	2.33227
0.431353	1.60026	0.432036	1.61302	0.817427	1.14209			0.636529	1.56168	0.86336	2.33363
0.429774	1.57041	0.430444	1.58317	0.818565	1.14253			0.638086	1.56397	0.865685	2.33474
0.428224	1.54069	0.428882	1.55338	0.819703	1.14315			0.639645	1.56636	0.868011	2.33556
0.426704	1.51105	0.42735	1.52368	0.820842	1.14385			0.641206	1.56891	0.870338	2.33614
0.425214	1.48151	0.425847	1.49409	0.821981	1.14458			0.64277	1.57156	0.872665	2.33648
0.423753	1.45215	0.424373	1.46465	0.823122	1.14547			0.644337	1.57432	0.874992	2.33651
0.422321	1.42297	0.422929	1.4354	0.824263	1.14648			0.645906	1.57717	0.877319	2.33631
0.420919	1.39401	0.421514	1.40637	0.825406	1.14755			0.647478	1.58016	0.879646	2.33591
0.419544	1.36527	0.420128	1.37751	0.826549	1.14873			0.649054	1.5833	0.881972	2.33519
0.418199	1.33676	0.41877	1.3489	0.827694	1.14997			0.650632	1.58647	0.884298	2.33418
0.416882	1.3085	0.417441	1.32055	0.82884	1.15133			0.652214	1.58975	0.886622	2.33303
0.415592	1.28049	0.416139	1.29244	0.829987	1.15279			0.653799	1.59321	0.888945	2.33158
0.414331	1.25273	0.414866	1.26456	0.831136	1.1543			0.655388	1.59671	0.891267	2.32986
0.413097	1.22519	0.41362	1.23688	0.832287	1.15596			0.65698	1.60033	0.893587	2.32792
0.41189	1.19793	0.412402	1.2095	0.833439	1.15766			0.658576	1.60404	0.895904	2.32569
0.410711	1.17088	0.411211	1.18241	0.834593	1.15946			0.660175	1.60785	0.89822	2.32323
0.409558	1.14408	0.410047	1.15551	0.835749	1.16136			0.661779	1.61175	0.900532	2.32058
0.408431	1.11753	0.408909	1.12883	0.836907	1.16331			0.663386	1.61573	0.902842	2.31769
0.407332	1.0912	0.407798	1.10244	0.838066	1.16532			0.664997	1.61985	0.905149	2.31451
0.406258	1.06516	0.406713	1.07626	0.839228	1.16745			0.666613	1.62407	0.907453	2.31106
0.40521	1.03923	0.405654	1.05024	0.840392	1.16969			0.668233	1.62835	0.909753	2.30742
0.404188	1.01355	0.404621	1.02447	0.841558	1.17194			0.669857	1.6327	0.912049	2.30357
0.403191	0.988095	0.403613	0.998918	0.842726	1.17427			0.671485	1.63722	0.914342	2.29948
0.402219	0.962756	0.402631	0.973554	0.843897	1.1767			0.673118	1.64177	0.91663	2.29514
0.401273	0.937643	0.401674	0.948391	0.84507	1.17921			0.674755	1.64639	0.918914	2.29054
0.400351	0.912722	0.400742	0.923369	0.846246	1.18176			0.676398	1.65112	0.921193	2.28577
0.399455	0.887926	0.399834	0.898458	0.847425	1.18443			0.678045	1.656	0.923467	2.28074
0.398583	0.863292	0.398952	0.873767	0.848606	1.18715			0.679696	1.66096	0.925736	2.2755
0.397735	0.838809	0.398094	0.849258	0.849789	1.18989			0.681353	1.66595	0.928	2.27006
0.396912	0.814456	0.39726	0.824851	0.850976	1.19274			0.683015	1.67104	0.930258	2.26435
0.396112	0.790273	0.396451	0.800562	0.852165	1.19564			0.684682	1.67623	0.932511	2.25846
0.395337	0.766174	0.395665	0.776423	0.853358	1.1986			0.686354	1.68156	0.934757	2.25236
0.394586	0.742153	0.394904	0.752409	0.854553	1.20164			0.688032	1.68699	0.936998	2.24601
0.393859	0.71829	0.394166	0.728474	0.855751	1.20477			0.689715	1.69248	0.939231	2.2395
0.393155	0.694569	0.393453	0.704696	0.856953	1.20793			0.691403	1.69809	0.941459	2.23282
0.392475	0.670872	0.392763	0.680972	0.858158	1.21112			0.693098	1.70379	0.943679	2.22589
0.391819	0.647311	0.392096	0.657354	0.859366	1.2144			0.694797	1.70959	0.945893	2.21874
0.391186	0.623846	0.391453	0.633865	0.860577	1.21778			0.696503	1.71548	0.948099	2.21148
0.390576	0.600403	0.390834	0.610371	0.861791	1.22115			0.698215	1.7215	0.950298	2.20399
0.38999	0.577088	0.390237	0.587042	0.863009	1.22458			0.699932	1.72768	0.95249	2.1963
0.389427	0.553857	0.389664	0.563784	0.864231	1.22811			0.701656	1.73393	0.954673	2.18848
0.388887	0.530707	0.389114	0.540578	0.865456	1.23169			0.703386	1.7403	0.956849	2.18044
0.388369	0.507632	0.388587	0.517478	0.866684	1.2353			0.705123	1.74683	0.959017	2.17223
0.387875	0.48462	0.388083	0.494417	0.867917	1.23893			0.706866	1.75347	0.961176	2.16391
0.387404	0.461648	0.387602	0.471434	0.869152	1.24265			0.708616	1.76021	0.963327	2.15542
0.386956	0.438756	0.387144	0.448519	0.870392	1.24646			0.710373	1.76709	0.96547	2.14672
0.38653	0.415938	0.386709	0.425655	0.871635	1.25027			0.712136	1.77417	0.967604	2.13794
0.386127	0.39318	0.386296	0.402893	0.872883	1.25413			0.713907	1.7814	0.969729	2.12901
0.385747	0.370457	0.385906	0.380159	0.874134	1.25805			0.715685	1.78874	0.971845	2.11995
0.385389	0.347802	0.385539	0.357484	0.875389	1.262			0.71747	1.79626	0.973952	2.11073
0.385054	0.325283	0.385194	0.334926	0.876648	1.26601			0.719263	1.80397	0.97605	2.10141
0.384741	0.302778	0.384872	0.312341	0.877911	1.27006			0.721064	1.81185	0.978138	2.09198
0.384451	0.2803	0.384572	0.289877	0.879178	1.27416			0.722872	1.81995	0.980217	2.08245
0.384183	0.257962	0.384294	0.267481	0.880449	1.27838			0.724689	1.82825	0.982286	2.07284
0.383937	0.235645	0.384039	0.245134	0.881724	1.28256			0.726514	1.83669	0.984346	2.06304
0.383713	0.213369	0.383806	0.222886	0.883004	1.28674			0.728348	1.84541	0.986396	2.05325
0.383512	0.191175	0.383595	0.200662	0.884288	1.29104			0.73019	1.85437	0.988436	2.04337
0.383333	0.169061	0.383406	0.178486	0.885576	1.29539			0.732042	1.86352	0.990467	2.03337
0.383175	0.147017	0.38324	0.156406	0.886868	1.29978			0.733903	1.87296	0.992487	2.02338
0.38304	0.125028	0.383095	0.134431	0.888165	1.30419			0.735773	1.88261	0.994497	2.01331
0.382926	0.103148	0.382972	0.112493	0.889466	1.3086			0.737653	1.8926	0.996497	2.00313
0.382834	0.081315	0.382871	0.0906292	0.890772	1.3131			0.739543	1.90287	0.998488	1.99296
0.382764	0.0595733	0.382791	0.0688264	0.892082	1.31765			0.741444	1.91339	1.00047	1.9879
0.382716	0.0379285	0.382734	0.0471461	0.893397	1.32222			0.743355	1.92423		
0.382689	0.0163043	0.382697	0.0255376	0.894716	1.32685			0.745277	1.93542		
0.382683	-0.00519221	0.382683	0.00398578	0.89604	1.3315			0.74721	1.94695		
0.382699	-0.0266065	0.382689	-0.0174525	0.897368	1.33616			0.749155	1.95882		
0.382736	-0.047943	0.382718	-0.038837	0.898701	1.34092			0.751112	1.971		
0.382794	-0.069124	0.382767	-0.060114	0.900039	1.34569			0.753081	1.98354		
0.382874	-0.0902539	0.382837	-0.0812627	0.901382	1.35049			0.755063	1.99649		
0.382974	-0.111282	0.382929	-0.102328	0.90273	1.35537			0.757059	2.00981		
0.383095	-0.132192	0.383041	-0.123313	0.904082	1.36023			0.759067	2.02349		
0.383237	-0.153041	0.383174	-0.144138	0.905439	1.36518			0.761089	2.03748		
0.3834	-0.173767	0.383328	-0.164903	0.906801	1.37016			0.763126	2.05188		
0.383584	-0.194333	0.383503	-0.185547	0.908169	1.37512			0.765177	2.06666		
0.383787	-0.214754	0.383698	-0.206037	0.909541	1.38016			0.767243	2.08173		
0.384011	-0.235143	0.383913	-0.226478	0.910918	1.38528			0.769324	2.09714		
0.384256	-0.255382	0.384149	-0.246735	0.9123	1.3904			0.77142	2.11291		
0.38452	-0.275408	0.384405	-0.266883	0.913688	1.39551			0.773533	2.12894		
0.384767	-0.292833	0.384681	-0.2869	0.91508	1.40071			0.775661	2.14519		
0.384989	-0.307607	0.384976	-0.306742	0.916478	1.406			0.777806	2.16172		
0.385181	-0.31971	0.385292	-0.326495	0.917881	1.41124			0.779968	2.17843		
0.385338	-0.329271	0.385627	-0.346067	0.919289	1.41655			0.782146	2.19524		
0.385456	-0.336203	0.385981	-0.365453	0.920703	1.42189			0.784341	2.21214		
0.385567	-0.342816	0.386355	-0.384727	0.922122	1.42729			0.786552	2.22912		
0.385646	-0.347313	0.386747	-0.403862	0.923546	1.43272			0.788781	2.24611		
0.385771	-0.35407	0.387159	-0.422807	0.924976	1.43817			0.791027	2.26301		
0.385944	-0.363539	0.38759	-0.441544	0.926411	1.4437			0.793289	2.27982		
0.38617	-0.3754	0.388039	-0.460127	0.927852	1.44929			0.795568	2.2965		
0.386453	-0.389671	0.388506	-0.478574	0.929298	1.45486			0.797864	2.31294		
0.386799	-0.40625	0.388992	-0.496748	0.93075	1.4605			0.800176	2.3291		
0.387213	-0.425164	0.389496	-0.514724	0.932207	1.46618			0.802504	2.34497		
0.387646	-0.443936	0.390017	-0.532565	0.933671	1.47188			0.804847	2.36049		
0.388097	-0.462465	0.390557	-0.550133	0.93514	1.47768			0.807206	2.37562		
0.388567	-0.480873	0.391113	-0.567504	0.936614	1.48348			0.809579	2.39037		
0.389055	-0.499046	0.391687	-0.584655	0.938095	1.48937			0.811967	2.40468		
0.389561	-0.517015	0.392278	-0.601538	0.939581	1.49526			0.81437	2.41847		
0.390085	-0.534796	0.392886	-0.61823	0.941073	1.5012			0.816785	2.43182		
0.390626	-0.552352	0.39351	-0.63463	0.942572	1.5072			0.819214	2.44469		
0.391185	-0.56971	0.39415	-0.65079	0.944076	1.51323			0.821655	2.45702		
0.391761	-0.586795	0.394806	-0.666645	0.945586	1.51937			0.824108	2.46886		
0.392354	-0.603657	0.395478	-0.682235	0.947102	1.52556			0.826573	2.48015		
0.392964	-0.620321	0.396165	-0.697557	0.948625	1.53173			0.829049	2.49095		
0.39359	-0.636712	0.396867	-0.712515	0.950154	1.53798			0.831535	2.50134		
0.394232	-0.652794	0.397584	-0.727178	0.951689	1.54435			0.834032	2.51117		
0.39489	-0.668635	0.398316	-0.741512	0.95323	1.5507			0.836538	2.52046		
0.395564	-0.684224	0.399062	-0.755535	0.954778	1.55712			0.839053	2.52939		
0.396253	-0.699472	0.399821	-0.769108	0.956332	1.56363			0.841576	2.53785		
0.396958	-0.714376	0.400594	-0.782301	0.957893	1.57018			0.844108	2.54584		
0.397676	-0.72902	0.401379	-0.795167	0.95946	1.57679			0.846648	2.55348		
0.39841	-0.743319	0.402178	-0.807555	0.961034	1.58347			0.849195	2.56068		
0.399157	-0.757271	0.402883	-0.817999	0.962614	1.59024			0.851749	2.56744		
0.399918	-0.770833	0.403492	-0.826619	0.964201	1.59708			0.854309	2.5739		
0.400693	-0.783984	0.404	-0.833605	0.965796	1.60398			0.856876	2.58008		
0.40148	-0.796756	0.404404	-0.838907	0.967397	1.61089			0.859449	2.58585		
0.40228	-0.809078	0.404703	-0.842712	0.969005	1.61794			0.862027	2.59129		
0.403092	-0.820959	0.40498	-0.846168	0.97062	1.62511			0.864611	2.59644		
0.403915	-0.832359	0.405173	-0.848616	0.972242	1.63229			0.867199	2.60136		
0.40475	-0.843258	0.405475	-0.852384	0.973871	1.63956			0.869793	2.60602		
0.405595	-0.853648	0.405889	-0.857158	0.975508	1.64692			0.872391	2.61035		
0.40645	-0.863436	0.406415	-0.863046	0.977152	1.65433			0.874993	2.61451		
0.407315	-0.872576	0.407056	-0.869915	0.978803	1.66189			0.877599	2.61845		
0.408189	-0.881133	0.407815	-0.877611	0.980463	1.66953			0.880209	2.62211		
0.40907	-0.889007	0.408693	-0.885751	0.982129	1.67724			0.882822	2.62563		
0.409959	-0.896108	0.409579	-0.893158	0.983804	1.68509			0.885439	2.62895		
0.410855	-0.902431	0.410472	-0.899808	0.985486	1.693			0.888059	2.63208		
0.411757	-0.90789	0.411372	-0.905689	0.987176	1.70098			0.890683	2.63504		
0.412664	-0.912439	0.412276	-0.910667	0.988874	1.70909			0.893309	2.63786		
0.413575	-0.916013	0.413186	-0.914585	0.990581	1.71735			0.895937	2.64052		
0.414489	-0.918537	0.414098	-0.917584	0.992296	1.72568			0.898569	2.64303		
0.415405	-0.919885	0.415013	-0.919474	0.994018	1.73409			0.901202	2.64545		
0.416321	-0.919996	0.41593	-0.920072	0.99575	1.74268			0.903838	2.6477		
0.417237	-0.918752	0.416846	-0.919418	0.99749	1.75139			0.906477	2.64982		
0.418151	-0.916007	0.417761	-0.917358	0.999239	1.76016			0.909117	2.65188		
0.419062	-0.911687	0.418674	-0.913771	1.001	1.76456			0.911759	2.65382		
0.419967	-0.905628	0.419582	-0.908468					0.914403	2.65561		
0.420866	-0.897659	0.420483	-0.901266					0.917049	2.65733		
0.421756	-0.887651	0.421377	-0.892163					0.919697	2.65901		
0.422634	-0.875368	0.422261	-0.880938					0.922346	2.66055		
0.423499	-0.86069	0.423132	-0.867266					0.924997	2.66201		
0.424349	-0.843385	0.423988	-0.851071					0.927649	2.66343		
0.425179	-0.823163	0.424827	-0.832184					0.930303	2.66475		
0.425989	-0.79988	0.425646	-0.810218					0.932957	2.66601		
0.426773	-0.773245	0.426441	-0.785022					0.935613	2.66721		
0.427529	-0.743116	0.42721	-0.756436					0.938271	2.66833		
0.428253	-0.709246	0.427948	-0.724203					0.940929	2.66941		
0.428942	-0.671425	0.428652	-0.688068					0.943588	2.67042		
0.429591	-0.629463	0.429319	-0.647859					0.946249	2.67141		
0.430196	-0.583307	0.429943	-0.603532					0.94891	2.67233		
0.430753	-0.532887	0.430521	-0.554937					0.951572	2.67319		
0.431257	-0.478213	0.431049	-0.502085					0.954235	2.674		
0.431705	-0.419504	0.431521	-0.445067					0.956899	2.6748		
0.432093	-0.356915	0.431935	-0.384061					0.959563	2.67555		
0.432416	-0.290869	0.432286	-0.319456					0.962228	2.67622		
0.432672	-0.221882	0.432571	-0.251666					0.964894	2.67691		
0.432858	-0.150514	0.432788	-0.1812					0.967561	2.67755		
0.432972	-0.0774355	0.432932	-0.108789					0.970228	2.67814		
0.433013	-0.0405679	0.433004	-0.0722015					0.972896	2.67869		
								0.975564	2.67922		
								0.978233	2.67975		
								0.980902	2.68023		
								0.983572	2.68065		
								0.986242	2.68107		
								0.988913	2.68145		
								0.991584	2.68182		
								0.994255	2.68222		
								0.996927	2.68255		
								0.999599	2.6828		
								1.00227	2.68291		
