Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
416  Points		416  Points		380  Points		231  Points		400  Points		360  Points		240  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.0008	2.3707	1.00077	2.37056	0.433025	0.0979054	0.866025	-0.00477403	0.216512	0.0653585	1.00004	1.26555	0.741499	0.0372061
0.998435	2.36729	0.998413	2.36719	0.433122	0.146866	0.866021	-0.00877644	0.216577	0.101719	0.998776	1.26318	0.741536	0.0629681
0.996081	2.36042	0.996058	2.36036	0.433317	0.244091	0.866008	-0.0167972	0.216715	0.17423	0.997521	1.2584	0.741625	0.114429
0.993733	2.35345	0.993711	2.3534	0.433608	0.339487	0.865987	-0.0247793	0.216924	0.24637	0.99627	1.25371	0.741764	0.165527
0.991392	2.34636	0.99137	2.3463	0.433993	0.432265	0.865959	-0.0327707	0.217206	0.318027	0.995023	1.2491	0.741955	0.216159
0.989059	2.33919	0.989037	2.33914	0.434469	0.521974	0.865922	-0.0406939	0.217558	0.388979	0.993781	1.24454	0.742195	0.266294
0.986733	2.33196	0.98671	2.33192	0.435033	0.608231	0.865877	-0.0485675	0.21798	0.459128	0.992544	1.24011	0.742485	0.315693
0.984414	2.32469	0.984391	2.32458	0.435681	0.69053	0.865825	-0.0564284	0.218472	0.528364	0.991311	1.23576	0.742824	0.364229
0.982102	2.31725	0.98208	2.31718	0.436409	0.768727	0.865765	-0.0641774	0.219033	0.596465	0.990082	1.23147	0.743211	0.411902
0.979797	2.30974	0.979775	2.30967	0.437212	0.842792	0.865697	-0.071876	0.219661	0.663427	0.988858	1.22723	0.743644	0.458632
0.977501	2.30218	0.977479	2.3021	0.438088	0.912495	0.865622	-0.0794736	0.220354	0.729147	0.987637	1.22309	0.744124	0.504255
0.975211	2.29452	0.97519	2.29449	0.43903	0.977978	0.865539	-0.086956	0.221113	0.793425	0.986421	1.21904	0.744649	0.548703
0.97293	2.28681	0.972908	2.28673	0.440036	1.03936	0.865449	-0.0943812	0.221935	0.856291	0.985209	1.21512	0.745217	0.591928
0.970656	2.27902	0.970634	2.27891	0.441101	1.09668	0.865351	-0.101692	0.222819	0.917635	0.984001	1.21125	0.745828	0.633923
0.96839	2.27116	0.968368	2.27109	0.44222	1.15023	0.865246	-0.108861	0.223763	0.977405	0.982796	1.20741	0.74648	0.674667
0.966132	2.26323	0.96611	2.26315	0.443392	1.20014	0.865134	-0.115919	0.224766	1.0355	0.981595	1.20372	0.747172	0.714126
0.963881	2.25525	0.96386	2.25516	0.444611	1.24667	0.865015	-0.122843	0.225826	1.0919	0.980398	1.20015	0.747903	0.752225
0.961639	2.24719	0.961618	2.24716	0.445875	1.28998	0.864889	-0.129585	0.226941	1.14664	0.979205	1.19665	0.748671	0.788992
0.959405	2.23912	0.959384	2.23905	0.447181	1.33023	0.864757	-0.136221	0.22811	1.19962	0.978015	1.19321	0.749474	0.824482
