Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
393  Points		393  Points		374  Points		205  Points		400  Points		301  Points		128  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00116	2.1707	1.00107	2.17097	0.464148	0.103893	0.866026	0.00336068	0.216511	0.0620731	0.649519	-0.00149726	0.928298	0.0203554
0.999001	2.17395	0.998911	2.17421	0.464251	0.18283	0.86603	0.00457202	0.216572	0.0991419	0.649518	-0.00281872	0.928318	0.0280821
0.996833	2.18049	0.996742	2.18074	0.464512	0.337399	0.866035	0.00707944	0.216708	0.173084	0.649513	-0.00548318	0.928354	0.0435494
0.994658	2.18716	0.994567	2.18747	0.464924	0.483702	0.866044	0.00958111	0.216917	0.246612	0.649507	-0.0081256	0.928405	0.0589715
0.992476	2.1941	0.992384	2.19442	0.465476	0.61919	0.866054	0.0120713	0.217199	0.31966	0.649497	-0.0107239	0.928471	0.0743901
0.990287	2.2012	0.990195	2.20149	0.466157	0.742496	0.866068	0.014625	0.217554	0.392007	0.649485	-0.0133208	0.928553	0.0898016
0.988091	2.20839	0.987999	2.20869	0.466955	0.853049	0.866084	0.0171327	0.21798	0.463559	0.649471	-0.0159146	0.92865	0.105112
0.985888	2.21575	0.985795	2.21608	0.467856	0.951183	0.866102	0.019635	0.218477	0.534213	0.649454	-0.0184159	0.928762	0.120394
0.983677	2.22327	0.983584	2.22357	0.46885	1.03782	0.866123	0.022213	0.219044	0.603767	0.649434	-0.0209051	0.92889	0.135619
0.981459	2.23087	0.981366	2.23118	0.469924	1.11396	0.866146	0.0247692	0.21968	0.672159	0.649412	-0.0233704	0.929032	0.150817
0.979233	2.23853	0.97914	2.23887	0.471069	1.18078	0.866172	0.0273683	0.220383	0.739267	0.649387	-0.0257011	0.92919	0.16596
0.976999	2.24631	0.976906	2.24662	0.472276	1.23955	0.866201	0.0299667	0.221153	0.80502	0.649361	-0.0280227	0.929363	0.180993
0.974758	2.25415	0.974664	2.25449	0.473538	1.29131	0.866232	0.0325637	0.221987	0.869365	0.649332	-0.0303261	0.929551	0.19598
0.972509	2.26203	0.972415	2.26234	0.474848	1.33712	0.866266	0.0352445	0.222885	0.932104	0.6493	-0.0325063	0.929753	0.210876
0.970252	2.2699	0.970158	2.27025	0.476202	1.37777	0.866302	0.0379197	0.223844	0.993281	0.649267	-0.0346135	0.929971	0.225675
0.967987	2.27785	0.967892	2.27819	0.477593	1.41401	0.866341	0.0405834	0.224863	1.05289	0.649231	-0.0366615	0.930203	0.240367
0.965715	2.28578	0.965619	2.28609	0.479018	1.44655	0.866383	0.0433111	0.225941	1.11075	0.649194	-0.0385909	0.93045	0.254933
0.963434	2.29367	0.963338	2.29401	0.480474	1.47583	0.866427	0.04608	0.227076	1.16695	0.649154	-0.0404564	0.930711	0.269418
0.961145	2.30156	0.96105	2.30187	0.481958	1.50232	0.866475	0.0488445	0.228266	1.22144	0.649113	-0.0421943	0.930986	0.283829
