Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
411  Points		411  Points		379  Points		222  Points		399  Points		335  Points		217  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.0016	2.16753	1.00155	2.16742	0.433048	0.186186	0.866025	-0.00168175	0.216539	0.106404	1.00058	1.24344	0.795578	0.039696
0.999445	2.16416	0.999393	2.164	0.433234	0.263694	0.866024	-0.00334113	0.216645	0.142937	0.999346	1.2434	0.795618	0.0560321
0.997293	2.15734	0.997241	2.15711	0.433574	0.414928	0.866019	-0.00658605	0.216824	0.215793	0.998108	1.24344	0.79569	0.0886614
0.995148	2.15045	0.995096	2.15026	0.43406	0.557421	0.866011	-0.00978277	0.217075	0.28819	0.996869	1.24361	0.795795	0.121249
0.993009	2.1436	0.992958	2.14349	0.434684	0.689275	0.865999	-0.0129697	0.217398	0.360014	0.995631	1.24395	0.795932	0.153665
0.990878	2.13684	0.990826	2.13671	0.435433	0.809473	0.865985	-0.0161372	0.217793	0.431039	0.994391	1.24447	0.796101	0.185914
0.988753	2.13008	0.988702	2.12991	0.436296	0.91771	0.865967	-0.0193522	0.218257	0.501162	0.993152	1.24506	0.796302	0.218
0.986634	2.12332	0.986584	2.12315	0.437261	1.01433	0.865946	-0.0224892	0.218791	0.570344	0.991911	1.2459	0.796535	0.249848
0.984523	2.11665	0.984472	2.11649	0.438317	1.1002	0.865922	-0.0255568	0.219393	0.63834	0.99067	1.24689	0.7968	0.281392
0.982418	2.10997	0.982367	2.10983	0.439453	1.17618	0.865895	-0.0286587	0.220062	0.705089	0.989427	1.248	0.797096	0.312675
0.98032	2.10338	0.980269	2.1032	0.44066	1.24338	0.865865	-0.0316561	0.220798	0.770559	0.988184	1.24935	0.797423	0.343697
0.978228	2.09686	0.978178	2.09669	0.44193	1.30282	0.865832	-0.0346178	0.221597	0.834595	0.986939	1.25084	0.79778	0.374283
0.976143	2.09033	0.976093	2.09016	0.443255	1.3555	0.865796	-0.0375947	0.22246	0.897152	0.985692	1.25252	0.798168	0.404516
0.974064	2.08386	0.974014	2.0837	0.44463	1.40235	0.865757	-0.0404287	0.223385	0.958136	0.984443	1.2544	0.798586	0.43439
0.971992	2.0775	0.971942	2.07737	0.446049	1.44407	0.865716	-0.0432369	0.224369	1.01745	0.983193	1.25643	0.799033	0.463808
0.969925	2.07119	0.969876	2.07103	0.447507	1.48139	0.865671	-0.0459933	0.225411	1.07515	0.981941	1.25867	0.79951	0.492832
0.967866	2.06491	0.967816	2.06476	0.449	1.51495	0.865624	-0.0486464	0.226511	1.13119	0.980686	1.26116	0.800015	0.521416
0.965812	2.05875	0.965763	2.05864	0.450525	1.54524	0.865574	-0.0512661	0.227665	1.18547	0.979428	1.2638	0.800549	0.549464
0.963765	2.05268	0.963715	2.05255	0.452078	1.57264	0.865522	-0.0538191	0.228872	1.23803	0.978168	1.26665	0.80111	0.577049
0.961723	2.04668	0.961674	2.04651	0.453658	1.59754	0.865467	-0.0562384	0.230131	1.28884	0.976905	1.26975	0.801698	0.604141
0.959687	2.04076	0.959638	2.0406	0.455261	1.62029	0.86541	-0.0585639	0.23144	1.33793	0.975639	1.27301	0.802313	0.63068
0.957658	2.0349	0.957609	2.03475	0.456885	1.64119	0.86535	-0.0608751	0.232796	1.38532	0.974369	1.27649	0.802955	0.65672
0.955634	2.02915	0.955585	2.02904	0.45853	1.66037	0.865289	-0.063071	0.234199	1.43096	0.973096	1.28025	0.803621	0.682281
0.953616	2.02354	0.953567	2.02341	0.460193	1.67801	0.865225	-0.0651229	0.235647	1.47494	0.971819	1.28422	0.804314	0.707232
0.951603	2.01805	0.951554	2.01789	0.461873	1.6944	0.865159	-0.0670602	0.237137	1.51723	0.970538	1.28834	0.80503	0.731654
0.949596	2.01262	0.949547	2.01246	0.463568	1.70959	0.865091	-0.0689414	0.238669	1.55786	0.969252	1.29277	0.805771	0.755542
0.947594	2.00729	0.947545	2.00717	0.465278	1.72368	0.865022	-0.0707108	0.240036	1.59203	0.967962	1.29748	0.806535	0.778878
0.945597	2.00209	0.945549	2.00203	0.467002	1.73687	0.86495	-0.072343	0.241225	1.62018	0.966668	1.30238	0.807323	0.801631
