Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
422  Points		428  Points		422  Points		382  Points		313  Points		428  Points		394  Points		266  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00137	2.41381	0.21651	698.194	1.00006	2.41347	0.433013	2764	0.866022	3417.52	0.216528	274.016	1.00198	2.594	0.649523	2350.24
0.998672	2.41311	0.216567	165.809	0.997368	2.41276	0.43305	375.687	0.865941	693.069	0.216619	121.272	0.999364	2.59392	0.649606	510.541
0.995977	2.4124	0.216694	94.1269	0.994674	2.41206	0.433141	201.582	0.865755	385.559	0.21678	77.9154	0.996752	2.59385	0.649795	286.454
0.993282	2.41169	0.216891	65.761	0.99198	2.41135	0.433286	137.782	0.865468	266.998	0.217011	57.4365	0.994143	2.59378	0.650088	199.143
0.99059	2.41098	0.217158	50.57	0.989288	2.41064	0.433487	104.688	0.865083	204.149	0.217311	45.5168	0.991539	2.59373	0.650482	152.679
0.987898	2.41028	0.217493	41.1123	0.986597	2.40994	0.433741	84.4383	0.864608	165.206	0.217679	37.7239	0.988938	2.59368	0.650971	123.842
0.985209	2.40957	0.217896	34.6624	0.983908	2.40923	0.434049	70.7749	0.864049	138.702	0.218115	32.2353	0.986342	2.59365	0.651552	104.206
0.98252	2.40886	0.218367	29.9861	0.981221	2.40852	0.434409	60.9369	0.863414	119.494	0.218618	28.1638	0.98375	2.59363	0.652218	89.9794
0.979834	2.40816	0.218904	26.4432	0.978535	2.40782	0.434821	53.5174	0.862712	104.932	0.219186	25.0259	0.981164	2.59362	0.652965	79.1995
0.977149	2.40745	0.219506	23.6682	0.975851	2.40711	0.435285	47.724	0.861948	93.5109	0.21982	22.5354	0.978583	2.59362	0.653786	70.7516
0.974465	2.40675	0.220173	21.4377	0.973168	2.40641	0.435799	43.0763	0.861131	84.3118	0.220516	20.5123	0.976007	2.59364	0.654675	63.9544
0.971784	2.40604	0.220901	19.6072	0.970487	2.4057	0.436362	39.2662	0.860266	76.7432	0.221275	18.8375	0.973438	2.59368	0.655628	58.3682
0.969104	2.40534	0.221691	18.079	0.967808	2.405	0.436974	36.0868	0.85936	70.4065	0.222093	17.4294	0.970876	2.59374	0.656639	53.6967
0.966425	2.40464	0.222541	16.7849	0.965131	2.4043	0.437632	33.3943	0.858419	65.0233	0.222971	16.2297	0.968321	2.59381	0.657702	49.733
0.963749	2.40393	0.223449	15.6757	0.962455	2.40359	0.438336	31.0855	0.857447	60.3932	0.223907	15.1961	0.965773	2.59391	0.658815	46.3279
0.961074	2.40323	0.224413	14.7152	0.959782	2.40289	0.439085	29.0842	0.856449	56.3684	0.224898	14.2969	0.963234	2.59403	0.659971	43.3714
0.958402	2.40253	0.225433	13.8758	0.95711	2.4022	0.439878	27.3334	0.855428	52.8375	0.225943	13.508	0.960704	2.59418	0.661168	40.7808
0.955731	2.40184	0.226505	13.1364	0.954441	2.4015	0.440712	25.7891	0.854388	49.7147	0.227041	12.8108	0.958184	2.59435	0.662402	38.4921
0.953063	2.40114	0.227629	12.4807	0.951773	2.40081	0.441587	24.4172	0.853333	46.9332	0.228189	12.1905	0.955673	2.59455	0.66367	36.4558
0.950397	2.40045	0.228803	11.8954	0.949108	2.40011	0.442502	23.1906	0.852264	44.44	0.229386	11.6353	0.953174	2.59478	0.664968	34.6323
0.947732	2.39975	0.230024	11.3701	0.946445	2.39942	0.443455	22.0876	0.851184	42.1924	0.23063	11.1358	0.950687	2.59504	0.666295	32.9901
0.94507	2.39906	0.231292	10.8963	0.943784	2.39873	0.444445	21.0906	0.850096	40.1559	0.231919	10.6842	0.948212	2.59535	0.667648	31.5034
0.942411	2.39838	0.232604	10.467	0.941125	2.39805	0.44547	20.1852	0.849002	38.3021	0.233252	10.2742	0.945751	2.59568	0.669025	30.1513
0.939753	2.39769	0.233959	10.0764	0.938469	2.39736	0.44653	19.3594	0.847902	36.6075	0.234627	9.90041	0.943304	2.59607	0.670423	28.9163
0.937098	2.39701	0.235355	9.71953	0.935815	2.39668	0.447622	18.6034	0.846799	35.0526	0.236042	9.55839	0.940873	2.59649	0.671842	27.7839
0.934446	2.39633	0.23679	9.39245	0.933164	2.396	0.448746	17.9088	0.845694	33.6207	0.237495	9.24438	0.938458	2.59697	0.673279	26.7419
0.931796	2.39565	0.238263	9.09167	0.930515	2.39533	0.4499	17.2684	0.844589	32.2978	0.238986	8.95519	0.936061	2.59749	0.674733	25.7797
0.929148	2.39498	0.239771	8.81423	0.927869	2.39466	0.451083	16.6763	0.843483	31.072	0.240511	8.68807	0.933683	2.59807	0.676203	24.8888
0.926504	2.39431	0.241314	8.5576	0.925226	2.39399	0.452294	16.1272	0.84238	29.9331	0.242069	8.44068	0.931324	2.59871	0.677687	24.0613
0.923862	2.39364	0.242889	8.3196	0.922585	2.39332	0.453531	15.6167	0.841278	28.8721	0.243659	8.21096	0.928987	2.59942	0.679185	23.2908
0.921223	2.39298	0.244495	8.09833	0.919947	2.39266	0.454794	15.1409	0.84018	27.8813	0.24528	7.99715	0.926673	2.60019	0.680695	22.5717
0.918587	2.39232	0.246131	7.89213	0.917313	2.39201	0.456082	14.6965	0.839086	26.9541	0.246929	7.7977	0.924382	2.60103	0.682217	21.8988
0.915953	2.39167	0.247794	7.69957	0.914681	2.39135	0.457392	14.2804	0.837996	26.0845	0.248606	7.61124	0.922116	2.60195	0.683749	21.268
0.913323	2.39102	0.249484	7.51937	0.912052	2.39071	0.458724	13.89	0.836912	25.2674	0.250308	7.43659	0.919877	2.60294	0.685291	20.6754
0.910696	2.39038	0.2512	7.35041	0.909427	2.39007	0.460078	13.5232	0.835835	24.4982	0.251812	7.29319	0.917665	2.60402	0.686841	20.1177
0.908072	2.38974	0.252938	7.19169	0.906805	2.38943	0.461451	13.1777	0.834764	23.7728	0.253107	7.17691	0.915482	2.60519	0.6884	19.5918
0.905452	2.3891	0.254699	7.04232	0.904186	2.3888	0.462843	12.8519	0.8337	23.0876	0.254188	7.08464	0.913329	2.60645	0.689967	19.0951
0.902835	2.38848	0.256482	6.90153	0.901571	2.38817	0.464254	12.5442	0.832644	22.4394	0.255048	7.01403	0.911207	2.60781	0.69154	18.6252
0.900222	2.38785	0.258283	6.7686	0.898959	2.38756	0.465681	12.253	0.831596	21.8253	0.255683	6.96339	0.909117	2.60927	0.69312	18.1801
0.897612	2.38724	0.260103	6.64291	0.896351	2.38694	0.467124	11.977	0.830557	21.2428	0.256091	6.93153	0.90706	2.61083	0.694706	17.7577
0.895006	2.38663	0.261941	6.52388	0.893747	2.38634	0.468582	11.7153	0.829527	20.6894	0.25668	6.88646	0.905036	2.61249	0.696297	17.3565
0.892404	2.38603	0.263794	6.411	0.891147	2.38574	0.470055	11.4665	0.828507	20.1631	0.257322	6.83842	0.903047	2.61427	0.697893	16.9748
0.889806	2.38543	0.265662	6.30382	0.888551	2.38515	0.471541	11.2299	0.827498	19.6619	0.258199	6.77463	0.901093	2.61615	0.699493	16.6113
0.887212	2.38485	0.267544	6.2019	0.885958	2.38457	0.473039	11.0046	0.826498	19.1841	0.259314	6.69639	0.899174	2.61815	0.701097	16.2647
0.884622	2.38427	0.269439	6.10486	0.883371	2.38399	0.474549	10.7897	0.82551	18.7282	0.260672	6.60525	0.89729	2.62026	0.702704	15.9338
0.882036	2.3837	0.271345	6.01237	0.880787	2.38343	0.47607	10.5846	0.824533	18.2927	0.262277	6.50289	0.89544	2.62249	0.704314	15.6176
0.879455	2.38314	0.273262	5.9241	0.878208	2.38287	0.477602	10.3886	0.823568	17.8762	0.264133	6.39108	0.893626	2.62484	0.705927	15.3151
0.876878	2.38259	0.275188	5.83976	0.875634	2.38232	0.479142	10.2011	0.822614	17.4777	0.266004	6.28489	0.891847	2.62729	0.707542	15.0255
0.874307	2.38205	0.277123	5.75909	0.873064	2.38179	0.480692	10.0215	0.821673	17.0959	0.267888	6.18388	0.890101	2.62987	0.709159	14.7479
0.87174	2.38151	0.279065	5.68184	0.8705	2.38126	0.482249	9.84949	0.820745	16.7299	0.269785	6.0877	0.888389	2.63256	0.710778	14.4816
