Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
421  Points		421  Points		379  Points		251  Points		407  Points		390  Points		257  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00229	2.59949	1.00122	2.59809	0.433042	0.0974027	0.866024	-0.018901	0.216515	0.0701754	1.0013	2.00531	0.66792	0.263873
0.999702	2.59778	0.998636	2.59643	0.433139	0.131505	0.866005	-0.03048	0.216584	0.106051	0.999301	1.99093	0.668183	0.377243
0.997116	2.59439	0.996051	2.593	0.433304	0.199409	0.865964	-0.053691	0.216726	0.177625	0.997332	1.96217	0.668671	0.589267
0.994533	2.59099	0.99347	2.58953	0.433536	0.266667	0.865898	-0.0768011	0.216938	0.248758	0.995392	1.93353	0.669356	0.769969
0.991954	2.58747	0.990893	2.58596	0.433835	0.33298	0.865811	-0.0997094	0.217221	0.319356	0.993481	1.90509	0.670205	0.918535
0.989379	2.58382	0.988319	2.58229	0.434199	0.398185	0.8657	-0.122474	0.217574	0.389316	0.991597	1.87698	0.671186	1.03818
0.986807	2.58008	0.985749	2.57859	0.434628	0.462211	0.865567	-0.144952	0.217997	0.458434	0.989742	1.84937	0.672273	1.13371
0.984239	2.57632	0.983182	2.57474	0.43512	0.524748	0.865411	-0.167115	0.218488	0.52656	0.987913	1.82223	0.673445	1.21002
0.981675	2.57244	0.98062	2.57077	0.435673	0.585691	0.865234	-0.188997	0.219046	0.593657	0.986112	1.79568	0.674684	1.27148
0.979115	2.5684	0.978061	2.56672	0.436287	0.645009	0.865035	-0.210487	0.21967	0.659562	0.984336	1.76978	0.675977	1.32151
0.976559	2.56432	0.975507	2.56261	0.436958	0.702462	0.864814	-0.231544	0.22036	0.724122	0.982586	1.74459	0.677316	1.36264
0.974007	2.56014	0.972957	2.55837	0.437686	0.758092	0.864573	-0.252165	0.221113	0.787379	0.980861	1.72013	0.678692	1.39698
0.971459	2.55584	0.97041	2.55406	0.438469	0.811808	0.864312	-0.272348	0.221928	0.849158	0.97916	1.69634	0.680099	1.42597
0.968915	2.55142	0.967869	2.54961	0.439303	0.863518	0.864031	-0.292001	0.222804	0.909366	0.977482	1.67337	0.681533	1.45076
0.966376	2.5469	0.965332	2.54502	0.440189	0.913293	0.86373	-0.311117	0.22374	0.967993	0.975826	1.65117	0.682989	1.47225
0.963842	2.54229	0.962799	2.54037	0.441123	0.96102	0.863411	-0.329675	0.224733	1.02502	0.974193	1.62973	0.684465	1.49098
0.961312	2.53757	0.960271	2.53556	0.442103	1.00682	0.863074	-0.34764	0.225782	1.08031	0.97258	1.60905	0.685959	1.50755
0.958787	2.53271	0.957748	2.53062	0.443128	1.05066	0.862719	-0.365024	0.226885	1.13387	0.970987	1.5891	0.687468	1.52231
0.956267	2.52769	0.95523	2.52559	0.444196	1.0925	0.862346	-0.381767	0.22804	1.18579	0.969414	1.56989	0.688992	1.53554
0.953752	2.52258	0.952717	2.52048	0.445305	1.13252	0.861958	-0.39792	0.229247	1.2359	0.96786	1.55133	0.690527	1.54753
0.951242	2.51739	0.950209	2.5152	0.446452	1.17068	0.861554	-0.413414	0.230502	1.28421	0.966324	1.53345	0.692074	1.55842
0.948737	2.51203	0.947706	2.50975	0.447637	1.20706	0.861135	-0.428197	0.231805	1.33083	0.964805	1.51624	0.693632	1.56842
0.946238	2.50652	0.945209	2.50422	0.448857	1.24168	0.860701	-0.442337	0.233153	1.37571	0.963303	1.49966	0.695199	1.5776
