Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
398  Points		398  Points		378  Points		210  Points		400  Points		308  Points		162  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00084	2.5614	1.00003	2.56193	0.441164	15188.4	0.866026	1782.64	0.216528	282.693	1.00087	3.32322	0.882331	1513.25
0.998812	2.56273	0.997995	2.56327	0.441475	430.678	0.866027	584.429	0.216622	122.943	0.999291	3.32899	0.882352	558.771
0.99678	2.56407	0.995963	2.56461	0.442273	218.829	0.866029	349.507	0.216788	78.6036	0.997703	3.33476	0.882393	342.661
0.994747	2.56541	0.99393	2.56596	0.443381	146.955	0.866032	249.298	0.217028	57.8122	0.996106	3.34055	0.882454	247.107
0.992714	2.56676	0.991896	2.56731	0.444671	110.804	0.866036	193.748	0.217341	45.7555	0.9945	3.34634	0.882534	193.235
0.990679	2.56812	0.989861	2.56866	0.446069	89.0506	0.866041	158.444	0.217725	37.8912	0.992884	3.35214	0.882635	158.656
0.988644	2.56947	0.987825	2.57002	0.447537	74.525	0.866047	134.023	0.218181	32.361	0.991259	3.35794	0.882754	134.582
0.986606	2.57083	0.985787	2.57138	0.449052	64.1391	0.866055	116.125	0.218706	28.2635	0.989624	3.36375	0.882893	116.858
0.984567	2.5722	0.983747	2.57275	0.450602	56.3447	0.866063	102.444	0.219301	25.1085	0.987978	3.36957	0.883052	103.266
0.982526	2.57356	0.981704	2.57411	0.452179	50.2797	0.866073	91.6477	0.219964	22.6064	0.986322	3.37539	0.88323	92.5111
0.980482	2.57492	0.979659	2.57547	0.453777	45.4264	0.866083	82.9101	0.220693	20.5752	0.984656	3.38121	0.883427	83.7903
0.978435	2.57629	0.977612	2.57684	0.455395	41.4549	0.866095	75.6939	0.221488	18.8947	0.98298	3.38704	0.883644	76.5767
0.976386	2.57765	0.975561	2.5782	0.457028	38.145	0.866108	69.6335	0.222347	17.4825	0.981292	3.39287	0.883879	70.5109
0.974333	2.57901	0.973506	2.57956	0.458675	35.3442	0.866122	64.4718	0.223268	16.28	0.979594	3.3987	0.884134	65.3395
0.972276	2.58037	0.971448	2.58092	0.460335	32.9437	0.866138	60.0228	0.22425	15.2444	0.977884	3.40453	0.884407	60.8785
0.970216	2.58173	0.969386	2.58227	0.462007	30.8634	0.866154	56.1484	0.225291	14.344	0.976164	3.41037	0.884699	56.9912
0.968151	2.58308	0.96732	2.58362	0.463689	29.0433	0.866172	52.744	0.22639	13.5544	0.974432	3.41621	0.885009	53.5738
0.966082	2.58443	0.965249	2.58497	0.465382	27.4376	0.866192	49.7291	0.227544	12.8568	0.972689	3.42205	0.885338	50.5461
0.964008	2.58577	0.963173	2.58631	0.467085	26.0106	0.866212	47.0404	0.228753	12.2365	0.970935	3.42788	0.885686	47.8452
0.961929	2.58711	0.961091	2.58764	0.468797	24.734	0.866235	44.6277	0.230014	11.6815	0.969168	3.43372	0.886051	45.421
0.959844	2.58843	0.959005	2.58897	0.470517	23.5854	0.866258	42.4506	0.231326	11.1825	0.967391	3.43956	0.886434	43.2332
0.957754	2.58975	0.956912	2.59028	0.472246	22.5464	0.866283	40.4762	0.232687	10.7316	0.965601	3.4454	0.886835	41.249
0.955658	2.59106	0.954813	2.59159	0.473983	21.6021	0.86631	38.6774	0.234095	10.3223	0.9638	3.45124	0.887254	39.4412
0.953555	2.59236	0.952708	2.59288	0.475728	20.7401	0.866338	37.0319	0.235359	9.99553	0.961987	3.45708	0.88769	37.7875
0.951446	2.59365	0.950596	2.59417	0.47748	19.9502	0.866368	35.5209	0.236463	9.73647	0.960162	3.46291	0.888143	36.269
