Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
400  Points		400  Points		378  Points		212  Points		400  Points		311  Points		171  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00154	2.03088	1.00108	2.03054	0.435527	1.28534	0.866025	0.000539326	0.216507	0.0474782	1.00094	1.52412	0.870459	0.0114927
0.99952	2.03022	0.999058	2.02992	0.436807	1.39673	0.866026	0.000840094	0.216554	0.0843385	0.999424	1.52816	0.870471	0.0219671
0.997499	2.02903	0.997036	2.02875	0.438309	1.53746	0.866027	0.00148241	0.216675	0.158002	0.997898	1.53638	0.870503	0.0429907
0.995478	2.02802	0.995016	2.0278	0.43987	1.5807	0.866029	0.00207376	0.216869	0.231319	0.996363	1.54486	0.870556	0.0640659
0.993459	2.02723	0.992997	2.02711	0.441458	1.60364	0.866031	0.00264983	0.217136	0.304118	0.99482	1.55348	0.870631	0.085071
0.99144	2.02668	0.990978	2.02661	0.443064	1.6198	0.866034	0.003282	0.217475	0.376315	0.993269	1.56233	0.870726	0.106022
0.989422	2.02636	0.98896	2.02629	0.444685	1.63297	0.866038	0.0039397	0.217885	0.447739	0.991708	1.57145	0.870842	0.126953
0.987403	2.02625	0.986942	2.02625	0.446317	1.64458	0.866042	0.00456182	0.218367	0.518225	0.990138	1.58068	0.870979	0.147757
0.985385	2.02637	0.984923	2.02645	0.447961	1.65523	0.866047	0.00519943	0.218918	0.587701	0.988559	1.59012	0.871136	0.168477
0.983367	2.02679	0.982905	2.02692	0.449614	1.66517	0.866052	0.00595469	0.219538	0.656024	0.986971	1.59982	0.871314	0.189207
0.981348	2.02744	0.980886	2.02761	0.451278	1.67474	0.866059	0.00668525	0.220225	0.723081	0.985372	1.60968	0.871513	0.209781
0.979328	2.02833	0.978866	2.02855	0.452951	1.68393	0.866066	0.00736641	0.220978	0.788821	0.983764	1.6197	0.871732	0.230217
0.977307	2.02948	0.976845	2.02982	0.454632	1.69276	0.866073	0.00812211	0.221796	0.85305	0.982146	1.62993	0.871972	0.250551
0.975285	2.03092	0.974822	2.03133	0.456323	1.70141	0.866082	0.00894022	0.222677	0.915819	0.980517	1.64036	0.872231	0.270765
0.973262	2.03268	0.972798	2.03313	0.458021	1.70979	0.866091	0.00979649	0.22362	0.977055	0.978878	1.65089	0.872511	0.290829
0.971236	2.03472	0.970772	2.03518	0.459729	1.71788	0.866101	0.0106424	0.224624	1.03661	0.977229	1.66165	0.872811	0.310765
0.969208	2.03699	0.968744	2.03754	0.461444	1.72583	0.866112	0.0115543	0.225685	1.09454	0.975568	1.67258	0.87313	0.330531
0.967178	2.03961	0.966713	2.04027	0.463166	1.73359	0.866124	0.0125114	0.226804	1.15077	0.973897	1.68363	0.873469	0.350131
0.965145	2.04251	0.96468	2.04322	0.464897	1.74113	0.866137	0.0134725	0.227978	1.20527	0.972214	1.6948	0.873827	0.369572
0.963109	2.04572	0.962643	2.04651	0.466635	1.7485	0.866151	0.0145279	0.229205	1.25801	0.970521	1.70613	0.874205	0.388782
0.96107	2.04927	0.960603	2.05014	0.46838	1.7557	0.866166	0.0155989	0.230484	1.30907	0.968816	1.71761	0.874602	0.407877
0.959027	2.05309	0.958559	2.05403	0.470132	1.76274	0.866182	0.0167008	0.231813	1.35841	0.967099	1.72923	0.875018	0.426742
0.95698	2.05725	0.956511	2.05825	0.471892	1.76953	0.8662	0.0178648	0.23319	1.40596	0.965371	1.74094	0.875452	0.445319
0.954929	2.06176	0.954459	2.0628	0.473657	1.77619	0.866218	0.0191529	0.234613	1.45185	0.963631	1.75273	0.875905	0.463754
0.952873	2.06654	0.952402	2.06764	0.47543	1.78273	0.866238	0.020429	0.235891	1.49057	0.961879	1.76463	0.876376	0.481991
0.950812	2.0716	0.95034	2.07282	0.477209	1.78906	0.866259	0.0217681	0.237006	1.52254	0.960116	1.77664	0.876865	0.500007
0.948746	2.07703	0.948273	2.07833	0.478994	1.79522	0.866281	0.023233	0.237945	1.54819	0.95834	1.78871	0.877372	0.517754
0.946675	2.08277	0.9462	2.08415	0.480785	1.80122	0.866305	0.0246896	0.238699	1.56814	0.956553	1.80079	0.877896	0.535222
0.944597	2.0888	0.944121	2.09024	0.482582	1.80706	0.86633	0.0262162	0.239259	1.58265	0.954753	1.81299	0.878438	0.55248
0.942514	2.09514	0.942036	2.09661	0.484385	1.81276	0.866357	0.027796	0.239621	1.59174	0.952941	1.82527	0.878997	0.56949
0.940424	2.10176	0.939945	2.1033	0.486193	1.81826	0.866386	0.0294826	0.240144	1.60467	0.951117	1.83751	0.879573	0.586263
0.938327	2.10866	0.937846	2.11026	0.488007	1.82363	0.866416	0.0312957	0.240717	1.61849	0.949281	1.84977	0.880165	0.602738
0.936223	2.1158	0.935741	2.1175	0.489826	1.82884	0.866448	0.0331022	0.241504	1.63693	0.947432	1.86208	0.880773	0.618963
0.934112	2.12322	0.933628	2.12496	0.49165	1.83387	0.866482	0.0349818	0.242513	1.65986	0.945571	1.8744	0.881398	0.634946
0.931994	2.13097	0.931508	2.1327	0.493479	1.83874	0.866518	0.0370078	0.243751	1.68675	0.943698	1.88672	0.882038	0.65062
0.929867	2.13883	0.92938	2.14072	0.495313	1.84346	0.866556	0.0390667	0.245229	1.71728	0.941813	1.89898	0.882694	0.666022
0.927733	2.14694	0.927244	2.14887	0.497151	1.84803	0.866595	0.0411912	0.246956	1.75096	0.939915	1.91118	0.883365	0.681141
0.925591	2.15534	0.925099	2.15721	0.498994	1.85241	0.866638	0.0434469	0.248717	1.78332	0.938006	1.92337	0.884051	0.695953
0.92344	2.16384	0.922946	2.16581	0.500841	1.85667	0.866682	0.0457919	0.250509	1.81423	0.936084	1.93553	0.884751	0.710497
0.92128	2.17251	0.920785	2.17453	0.502693	1.86076	0.866729	0.0482287	0.252331	1.84381	0.93415	1.94762	0.885466	0.724767
0.919112	2.18136	0.918614	2.18339	0.504548	1.86471	0.866778	0.0507625	0.254182	1.87216	0.932204	1.95959	0.886195	0.738748
0.916935	2.1903	0.916435	2.19235	0.506407	1.86852	0.86683	0.0533168	0.25606	1.89925	0.930246	1.97149	0.886938	0.75241
0.914749	2.19934	0.914247	2.20144	0.50827	1.87216	0.866884	0.055999	0.257965	1.9251	0.928277	1.98332	0.887694	0.765783
0.912554	2.2085	0.91205	2.2106	0.510137	1.87562	0.866942	0.0588501	0.259895	1.94981	0.926296	1.99503	0.888463	0.778835
