Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
462  Points		492  Points		184  Points		140  Points		117  Points		333  Points		153  Points		122  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00691861	7.4432	0.000334843	0.189736	0.279527	566.59	0.507477	615.235	0.559034	954.462	0.139772	471.624	0.419304	488.153	0.698792	867.158
0.013852	7.44244	0.000776996	0.288152	0.279665	196.25	0.50755	288.948	0.559129	368.478	0.140066	114.055	0.419441	234.239	0.69887	402.219
0.0207825	7.44115	0.00139494	0.384473	0.279936	118.781	0.507678	188.851	0.55931	228.374	0.140716	65.1537	0.419676	154.159	0.699003	261.874
0.0277085	7.43932	0.00218	0.478083	0.28034	85.2504	0.507859	140.295	0.559575	165.516	0.141716	45.8411	0.420006	114.943	0.699193	194.17
0.0346288	7.43698	0.00312175	0.568462	0.280877	66.5565	0.508094	111.629	0.559924	129.838	0.143056	35.5582	0.420433	91.6827	0.69944	154.312
0.0415416	7.43408	0.00420873	0.655233	0.281545	54.6495	0.508384	92.7145	0.560356	106.853	0.144724	29.2087	0.420956	76.2956	0.699743	128.057
0.0484456	7.43066	0.00542869	0.738099	0.282342	46.411	0.508729	79.3028	0.560873	90.8168	0.146707	24.9225	0.421574	65.3691	0.700102	109.459
0.0553392	7.42669	0.00676909	0.816867	0.283268	40.3791	0.509131	69.3005	0.561473	78.9964	0.148989	21.8515	0.422287	57.214	0.700518	95.5985
0.0622206	7.42216	0.00821748	0.891427	0.284321	35.7776	0.509589	61.5564	0.562155	69.9261	0.151553	19.5554	0.423094	50.8984	0.700989	84.8716
0.0690884	7.41707	0.009762	0.961769	0.285499	32.1559	0.510106	55.3855	0.562919	62.749	0.154382	17.7826	0.423994	45.8659	0.701516	76.3256
0.0759408	7.41141	0.0113914	1.02794	0.2868	29.2346	0.510682	50.3542	0.563764	56.9306	0.157459	16.3792	0.424988	41.7641	0.702099	69.3583
0.082776	7.40515	0.013095	1.09003	0.288221	26.8313	0.511319	46.175	0.56469	52.1204	0.160766	15.2457	0.426073	38.3587	0.702738	63.5704
0.0895923	7.39829	0.0148635	1.14819	0.289761	24.8217	0.512017	42.6496	0.565696	48.0787	0.164289	14.315	0.42725	35.488	0.703432	58.6869
0.0963877	7.39081	0.016688	1.20258	0.291417	23.1185	0.512779	39.6369	0.566782	44.6364	0.16801	13.5401	0.428517	33.0366	0.704181	54.5121
0.10316	7.3827	0.0185608	1.25339	0.293186	21.658	0.513604	37.0337	0.567945	41.6705	0.171916	12.8872	0.429874	30.9202	0.704985	50.903
0.109908	7.37394	0.020475	1.30081	0.295066	20.3933	0.514496	34.7626	0.569187	39.0894	0.175991	12.3314	0.431319	29.0756	0.705843	47.7526
0.116629	7.3645	0.0224245	1.34505	0.297055	19.2887	0.515456	32.7648	0.570505	36.8238	0.180223	11.8541	0.432851	27.4545	0.706756	44.9792
0.12332	7.35436	0.0244041	1.38631	0.299148	18.3165	0.516484	30.9946	0.571899	34.8198	0.1846	11.4408	0.434469	26.0196	0.707724	42.5196
0.12998	7.34351	0.026409	1.4248	0.301345	17.4552	0.517584	29.4159	0.573368	33.0353	0.188523	11.1242	0.436171	24.741	0.708745	40.3238
0.136606	7.33192	0.0284354	1.4607	0.303641	16.6877	0.518755	27.9999	0.574911	31.4367	0.191942	10.8815	0.437958	23.5954	0.70982	38.352
0.143195	7.31955	0.0302159	1.49002	0.306036	16	0.520001	26.7233	0.576528	29.9969	0.194817	10.6975	0.439827	22.5635	0.710948	36.5719
0.149745	7.30639	0.0317429	1.51366	0.308525	15.3809	0.521323	25.567	0.578218	28.6938	0.197121	10.5615	0.441777	21.6297	0.712129	34.9572
0.156253	7.29239	0.0330112	1.53232	0.311107	14.8212	0.522722	24.5154	0.579979	27.5093	0.19883	10.4665	0.443807	20.7811	0.713363	33.4863
0.162715	7.27754	0.0340173	1.54653	0.31378	14.3132	0.5242	23.5555	0.581811	26.4283	0.199931	10.4078	0.445915	20.007	0.714649	32.141
0.169128	7.26179	0.0347587	1.55669	0.316541	13.8505	0.525759	22.6762	0.583714	25.4382	0.201524	10.3261	0.448101	19.2984	0.715987	30.9061
0.17549	7.24511	0.0352339	1.56306	0.319388	13.4277	0.527401	21.8682	0.585685	24.5282	0.203266	10.2408	0.450362	18.6475	0.717376	29.7689
0.181797	7.22746	0.0359178	1.57205	0.322321	13.0402	0.529127	21.1237	0.587725	23.6893	0.205655	10.1302	0.452698	18.048	0.718817	28.7183
0.188044	7.2088	0.0366623	1.5816	0.325337	12.6841	0.530938	20.4359	0.589833	22.9137	0.208708	9.9987	0.455106	17.4942	0.720309	27.7452
0.194228	7.1891	0.0376765	1.59423	0.328434	12.3561	0.532837	19.799	0.592008	22.1949	0.212443	9.85101	0.457586	16.9813	0.721851	26.8413
0.200345	7.16832	0.0389618	1.60964	0.331614	12.0532	0.534824	19.2079	0.59425	21.527	0.216882	9.69196	0.460136	16.5053	0.723443	25.9997
0.206391	7.14641	0.0405193	1.62745	0.334873	11.773	0.536901	18.6581	0.596557	20.905	0.222047	9.52612	0.462755	16.0624	0.725085	25.2145
0.212361	7.12333	0.0423504	1.64728	0.338213	11.5133	0.539069	18.146	0.598929	20.3245	0.22728	9.37589	0.46544	15.6495	0.726776	24.4801
0.218251	7.09905	0.0444559	1.6687	0.341188	11.3022	0.54133	17.6679	0.601365	19.7818	0.232577	9.2393	0.468192	15.2639	0.728515	23.7921
0.224057	7.07352	0.046565	1.68881	0.343772	11.1325	0.543684	17.2211	0.603865	19.2733	0.237933	9.1147	0.471008	14.903	0.730303	23.1462
0.229774	7.04672	0.048677	1.7077	0.345942	10.999	0.546132	16.8028	0.606429	18.7962	0.243341	9.00063	0.473888	14.5648	0.732139	22.5388
0.235396	7.01861	0.050791	1.72546	0.34768	10.8974	0.548675	16.4106	0.609055	18.3478	0.248798	8.8959	0.476829	14.2472	0.734023	21.9668
0.24092	6.98917	0.0529065	1.74219	0.348969	10.8249	0.551314	16.0425	0.611744	17.9256	0.254298	8.79944	0.47983	13.9485	0.735953	21.4271
0.246341	6.95836	0.055023	1.75795	0.3498	10.7795	0.554049	15.6965	0.614494	17.5277	0.259839	8.71034	0.48289	13.6673	0.73793	20.9172
0.251655	6.92617	0.0571402	1.77282	0.351002	10.7154	0.55688	15.371	0.617306	17.1521	0.265415	8.6278	0.486008	13.4022	0.739953	20.4349
0.256857	6.89261	0.0592576	1.78686	0.352318	10.6475	0.559807	15.0644	0.620179	16.7971	0.271024	8.55113	0.489182	13.1518	0.742021	19.978
0.261944	6.85765	0.0613751	1.80014	0.354124	10.5577	0.56283	14.7753	0.623114	16.4612	0.276661	8.47973	0.492411	12.9151	0.744135	19.5446
0.266912	6.82133	0.0634923	1.8127	0.356436	10.4483	0.565949	14.5025	0.626109	16.143	0.282324	8.41305	0.495695	12.6911	0.746293	19.1331
0.271758	6.78365	0.0656091	1.8246	0.359274	10.3221	0.569164	14.2447	0.629164	15.8412	0.28801	8.35063	0.499031	12.4788	0.748496	18.7419
0.276479	6.74464	0.0677253	1.83589	0.362661	10.1819	0.572473	14.0011	0.63228	15.5548	0.293715	8.29204	0.502418	12.2775	0.750742	18.3696
0.281074	6.70435	0.0698409	1.8466	0.366626	10.0308	0.575875	13.7705	0.635457	15.2826	0.299437	8.23693	0.505856	12.0863	0.753032	18.0149
0.28554	6.66282	0.0719557	1.85677	0.370676	9.88952	0.579369	13.5521	0.638694	15.0239	0.305173	8.18495	0.509343	11.9046	0.755364	17.6767
0.289878	6.62011	0.0740698	1.86645	0.37481	9.7573	0.582955	13.3452	0.641992	14.7776	0.310921	8.13581	0.512878	11.7318	0.757738	17.3539
0.294087	6.5763	0.0761829	1.87567	0.379031	9.63352	0.586629	13.1488	0.645351	14.543	0.316678	8.08924	0.515997	11.5879	0.760155	17.0455
0.298167	6.53147	0.0782952	1.88445	0.383338	9.5176	0.590391	12.9625	0.648771	14.3194	0.322442	8.04501	0.518684	11.47	0.762612	16.7507
0.30212	6.48569	0.0804066	1.89282	0.387731	9.40903	0.594237	12.7854	0.652253	14.1062	0.328211	8.00291	0.520925	11.3756	0.765111	16.4685
0.305948	6.43907	0.082517	1.90081	0.392211	9.3073	0.598167	12.617	0.655796	13.9027	0.333982	7.96274	0.522709	11.3028	0.767649	16.1983
0.309651	6.39169	0.0846266	1.90844	0.396775	9.21195	0.602176	12.4568	0.659403	13.7084	0.339754	7.92432	0.524027	11.2504	0.770228	15.9394
0.313234	6.34365	0.0867352	1.91574	0.401425	9.12256	0.606263	12.3042	0.663073	13.5228	0.345524	7.8875	0.524874	11.2173	0.772846	15.691
0.3167	6.29505	0.0888429	1.92273	0.406157	9.03873	0.610424	12.1587	0.666808	13.3453	0.35129	7.85213	0.526095	11.1703	0.775503	15.4527
