Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
448  Points		492  Points		163  Points		137  Points		122  Points		90  Points		259  Points		147  Points		118  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00380184	7.4435	0.000357265	0.195945	0.279511	1649.68	0.553864	5701.76	0.559037	1270.41	0.838527	3423.7	0.13981	271.332	0.419309	473.222	0.698796	820.809
0.0107364	7.44312	0.000810664	0.294254	0.27961	253.931	0.553828	538.306	0.55921	407.665	0.838566	712.695	0.14019	96.8857	0.419458	230.754	0.698882	391.959
0.0176696	7.44251	0.00143934	0.390416	0.279855	137.668	0.553741	282.444	0.559546	242.918	0.838657	397.787	0.140929	59.2471	0.419708	152.651	0.699027	257.493
0.0246009	7.44162	0.00223432	0.483789	0.280245	94.533	0.553621	191.417	0.560025	173.108	0.838798	275.92	0.142018	42.9011	0.420061	114.111	0.699233	191.758
0.031529	7.44041	0.0031853	0.573921	0.280779	72.0646	0.553491	144.745	0.560627	134.545	0.838991	211.242	0.143448	33.8157	0.420515	91.1617	0.699499	152.791
0.0384534	7.4389	0.00428056	0.660401	0.281457	58.2978	0.55337	116.361	0.561333	110.097	0.839236	171.154	0.145206	28.0659	0.421071	75.9433	0.699826	127.014
0.0453731	7.43708	0.00550784	0.742952	0.282276	49.0096	0.55327	97.2815	0.562133	93.2195	0.839531	143.876	0.147277	24.1222	0.421728	65.1192	0.700212	108.703
0.0522873	7.43496	0.00685449	0.821374	0.283236	42.329	0.553202	83.5778	0.563018	80.8712	0.839877	124.118	0.149646	21.2652	0.422485	57.0313	0.700658	95.0274
0.059195	7.43253	0.0083083	0.895595	0.284335	37.2997	0.553173	73.2612	0.563981	71.4478	0.840274	109.148	0.152296	19.1114	0.423341	50.7626	0.701164	84.4276
0.0660954	7.42977	0.00985715	0.965579	0.285571	33.3818	0.553188	65.2161	0.565018	64.0225	0.840723	97.4167	0.155209	17.4382	0.424297	45.7644	0.701729	75.9726
0.0729875	7.4267	0.0114899	1.03139	0.286942	30.2477	0.553251	58.7684	0.566126	58.0226	0.841222	87.9767	0.158369	16.1072	0.425351	41.6887	0.702354	69.0729
0.0798703	7.4233	0.0131962	1.09313	0.288445	27.6869	0.553364	53.4869	0.567304	53.0751	0.841771	80.2179	0.161759	15.0279	0.426502	38.3038	0.703039	63.3368
0.0867428	7.41956	0.0149664	1.15094	0.290078	25.558	0.553528	49.0826	0.568549	48.9269	0.842372	73.7289	0.165363	14.1389	0.42775	35.4496	0.703782	58.494
0.093604	7.41547	0.016792	1.20499	0.291838	23.7624	0.553746	45.3549	0.56986	45.3997	0.843023	68.2225	0.169164	13.3967	0.429093	33.012	0.704584	54.3519
0.100453	7.41103	0.0186652	1.25548	0.293722	22.2295	0.55402	42.16	0.571237	42.3648	0.843724	63.4921	0.17315	12.7701	0.430531	30.9072	0.705445	50.7694
0.107288	7.40624	0.0205792	1.30259	0.295728	20.9071	0.554349	39.3922	0.572679	39.7267	0.844475	59.385	0.176761	12.2999	0.432063	29.0726	0.706364	47.6411
0.114109	7.40107	0.0225281	1.34653	0.297853	19.756	0.554735	36.9718	0.574185	37.4131	0.845277	55.7863	0.179935	11.9455	0.433687	27.4604	0.707342	44.8864
0.120914	7.39552	0.0245065	1.38752	0.300093	18.7461	0.555178	34.8381	0.575755	35.3683	0.846128	52.6077	0.182622	11.6801	0.435402	26.0332	0.708377	42.4428
