Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym3	
472  Points		493  Points		472  Points		204  Points		131  Points		121  Points		380  Points		143  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00377366	8.12286	6.96771e-005	0.0905552	0.00668411	8.1227	0.279535	502.229	0.391865	1565.04	0.559018	3833.78	0.139865	207.823	0.419278	862.544
0.0113408	8.12223	0.00033935	0.199484	0.0142505	8.12186	0.279697	187.932	0.391922	331.552	0.559077	518.861	0.140382	87.4823	0.419396	295.809
0.0189055	8.12103	0.000807322	0.306636	0.0218138	8.12044	0.280005	115.706	0.392053	185.475	0.559227	278.333	0.141317	55.7159	0.419628	178.604
0.026466	8.11925	0.00146554	0.411145	0.0293722	8.1184	0.28046	83.6777	0.392259	128.801	0.559467	190.237	0.142659	41.1348	0.419974	127.995
0.0340207	8.11687	0.00230321	0.512254	0.0369242	8.11579	0.281059	65.6164	0.392541	98.6986	0.559797	144.554	0.144394	32.8184	0.420434	99.7974
0.0415676	8.11385	0.00330762	0.609372	0.0444677	8.11252	0.281801	54.0359	0.392899	80.0387	0.560218	116.608	0.146505	27.4792	0.421008	81.8354
0.0491052	8.1102	0.0044647	0.702039	0.0520011	8.10863	0.282682	45.9888	0.393335	67.3455	0.560727	97.7561	0.148972	23.7855	0.421695	69.4003
0.0566314	8.10591	0.00575949	0.789911	0.0595225	8.10408	0.283701	40.0795	0.39385	58.1565	0.561326	84.1862	0.151776	21.095	0.422493	60.2876
0.0641444	8.10096	0.00717726	0.872828	0.0670299	8.09886	0.284853	35.5616	0.394447	51.2006	0.562014	73.9554	0.154893	19.0601	0.423403	53.3277
0.0716421	8.09531	0.00870358	0.950723	0.074521	8.09294	0.286136	31.9997	0.395126	45.7553	0.562791	65.9696	0.158303	17.4761	0.424424	47.8421
0.0791221	8.08894	0.0103247	1.02363	0.0819937	8.08629	0.287545	29.1228	0.395891	41.3795	0.563655	59.5656	0.161985	16.2147	0.425554	43.4104
0.0865823	8.08182	0.012028	1.09166	0.0894457	8.07889	0.289077	26.7534	0.396745	37.7887	0.564607	54.3181	0.165916	15.1915	0.426792	39.758
0.0940202	8.07393	0.013802	1.155	0.0968743	8.07068	0.290726	24.7702	0.397688	34.7912	0.565646	49.9416	0.170078	14.3485	0.428136	36.6981
0.101433	8.06522	0.0156362	1.21385	0.104277	8.06165	0.292488	23.0876	0.398726	32.2531	0.566771	46.2374	0.174452	13.645	0.429587	34.0992
0.108818	8.05565	0.0175216	1.26847	0.110704	8.05306	0.294358	21.6435	0.399861	30.078	0.567982	43.0631	0.17902	13.0512	0.431141	31.866
0.116172	8.04517	0.0194502	1.31911	0.116164	8.04518	0.296333	20.3917	0.401096	28.1949	0.569278	40.3136	0.183766	12.5451	0.432798	29.9275
0.123492	8.03373	0.0214148	1.36604	0.120665	8.03828	0.298406	19.2972	0.402434	26.5502	0.570657	37.91	0.188676	12.11	0.434555	28.2303
0.130774	8.02126	0.0234097	1.40952	0.124214	8.03254	0.300575	18.3329	0.403881	25.1026	0.57212	35.7919	0.193734	11.733	0.436412	26.7329
0.138014	8.00771	0.0254295	1.4498	0.126818	8.02818	0.302833	17.4774	0.405438	23.82	0.573665	33.9119	0.198928	11.4041	0.438367	25.4028
0.145207	7.99299	0.0272065	1.48249	0.128481	8.02531	0.305178	16.714	0.407111	22.677	0.575292	32.2328	0.204247	11.1153	0.440417	24.2143
0.152349	7.97703	0.0287319	1.50871	0.130869	8.02109	0.307605	16.0291	0.408902	21.653	0.577	30.7246	0.209679	10.8603	0.442561	23.1465
0.159435	7.95974	0.0299994	1.52931	0.13346	8.01638	0.310113	15.4115	0.410816	20.7316	0.578787	29.363	0.215214	10.6338	0.444796	22.1825
0.166459	7.94102	0.0310053	1.54495	0.136974	8.00973	0.312698	14.8523	0.412856	19.8989	0.580653	28.1282	0.220843	10.4317	0.447122	21.3084
0.173414	7.92077	0.0317466	1.55608	0.141403	8.00094	0.315359	14.3439	0.415025	19.1438	0.582596	27.0036	0.226558	10.2506	0.449537	20.5127
0.180294	7.89887	0.0322218	1.56306	0.146734	7.9897	0.318096	13.8802	0.417326	18.4567	0.584617	25.9755	0.23235	10.0874	0.452037	19.7856
0.18709	7.87519	0.0329059	1.57289	0.152951	7.97563	0.320909	13.4559	0.419763	17.8298	0.586713	25.0323	0.238213	9.93988	0.454621	19.119
0.193796	7.8496	0.0336506	1.5833	0.160032	7.95822	0.3238	13.0666	0.422338	17.2563	0.588883	24.1644	0.244139	9.80594	0.457287	18.506
0.200401	7.82196	0.0346651	1.59703	0.16705	7.93937	0.326771	12.7087	0.425053	16.7303	0.591127	23.3633	0.250123	9.68388	0.460033	17.9407
0.206897	7.79213	0.0359509	1.61372	0.173999	7.91898	0.329827	12.379	0.427909	16.2469	0.593444	22.6218	0.256158	9.57224	0.462858	17.418
0.213273	7.75996	0.0375093	1.63294	0.180872	7.89693	0.332972	12.0748	0.430907	15.8018	0.595832	21.9339	0.262238	9.46978	0.465758	16.9334
0.219517	7.72528	0.0393414	1.65423	0.187661	7.8731	0.336214	11.7939	0.434049	15.3911	0.598291	21.294	0.26836	9.3754	0.468732	16.4832
0.225619	7.68796	0.0414481	1.67711	0.194359	7.84734	0.33956	11.5343	0.437334	15.0117	0.600818	20.6976	0.274518	9.28819	0.471778	16.064
0.231568	7.64784	0.0435582	1.69846	0.200955	7.81953	0.343018	11.2943	0.440762	14.6605	0.603414	20.1406	0.280707	9.20734	0.474894	15.6729
0.23735	7.60481	0.0456709	1.71841	0.207441	7.78951	0.346597	11.0725	0.444331	14.335	0.606077	19.6194	0.286923	9.13216	0.478078	15.3073
0.242955	7.55875	0.0477853	1.73707	0.213806	7.75712	0.350307	10.8675	0.448042	14.0329	0.608805	19.1307	0.293162	9.062	0.481328	14.9649
0.248372	7.5096	0.0499009	1.75455	0.220039	7.72223	0.354157	10.6783	0.45189	13.7521	0.611598	18.6718	0.299419	8.99635	0.484642	14.6438
0.25359	7.4573	0.0520172	1.77095	0.226129	7.68467	0.358156	10.5038	0.455875	13.4909	0.614455	18.2402	0.305693	8.93472	0.488019	14.342
0.258601	7.40187	0.0541337	1.78635	0.232063	7.64432	0.362312	10.3431	0.459993	13.2475	0.617374	17.8336	0.311978	8.87669	0.491456	14.0581
0.263399	7.34336	0.0562503	1.80082	0.237831	7.60103	0.366631	10.1952	0.464242	13.0205	0.620354	17.4501	0.318271	8.82188	0.494952	13.7906
0.267978	7.28187	0.0583665	1.81445	0.243421	7.55472	0.371117	10.0594	0.468619	12.8085	0.623395	17.0878	0.324568	8.76996	0.498505	13.5382
0.272336	7.21756	0.0604821	1.8273	0.248821	7.50529	0.375774	9.9347	0.473119	12.6104	0.626495	16.7451	0.330867	8.72062	0.502113	13.2996
0.276473	7.15066	0.0625971	1.83942	0.254022	7.45273	0.380601	9.82041	0.47774	12.425	0.629653	16.4206	0.337165	8.6736	0.505776	13.074
0.280393	7.08139	0.0647114	1.85087	0.259015	7.39704	0.385595	9.71571	0.482478	12.2514	0.632868	16.1129	0.343457	8.62866	0.509491	12.8603
0.2841	7.01006	0.0668247	1.86171	0.263795	7.33827	0.390753	9.61983	0.487328	12.0885	0.636139	15.8209	0.348933	8.59101	0.513258	12.6577
0.287601	6.93697	0.0689371	1.87197	0.268355	7.27654	0.396067	9.53204	0.492288	11.9357	0.639465	15.5435	0.353595	8.55992	0.517075	12.4654
