Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3		Asym4	
469  Points		493  Points		191  Points		132  Points		120  Points		367  Points		145  Points		116  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.005149	7.97332	0.000156274	0.134314	0.27951	2507.16	0.419764	1441.02	0.559021	2045.65	0.139915	169.545	0.419284	725.519	0.698772	8055.09
0.0125766	7.97262	0.000504209	0.24065	0.279601	268.028	0.419819	343.272	0.559091	463.988	0.140481	79.958	0.419408	277.827	0.698809	686.154
0.0200014	7.97133	0.00104406	0.344927	0.279839	141.7	0.419942	194.897	0.559249	261.739	0.141448	52.6097	0.419644	171.894	0.698911	358.39
0.0274219	7.96948	0.00176711	0.446399	0.280225	96.4107	0.420133	136.125	0.559495	182.343	0.142807	39.4459	0.41999	124.515	0.699075	242.58
0.0348363	7.96702	0.00266221	0.544389	0.280755	73.1463	0.420394	104.626	0.559828	139.955	0.144543	31.7536	0.420446	97.6716	0.699304	183.374
0.0422429	7.96397	0.0037165	0.638358	0.28143	59.0004	0.420724	84.9987	0.560249	113.601	0.146641	26.7412	0.421012	80.4013	0.699595	147.431
0.0496401	7.96031	0.00491611	0.727917	0.282246	49.5025	0.421125	71.602	0.560758	95.6363	0.149081	23.238	0.421687	68.3661	0.69995	123.298
0.0570259	7.95601	0.00624667	0.812801	0.283203	42.6938	0.421597	61.8798	0.561354	82.6111	0.151844	20.6672	0.422471	59.5049	0.700368	105.978
0.0643985	7.95108	0.00769393	0.892872	0.284297	37.5804	0.422143	54.5062	0.562036	72.7382	0.15491	18.7116	0.423363	52.713	0.700849	92.947
0.0717559	7.94548	0.00924422	0.968108	0.285526	33.6042	0.422763	48.7248	0.562804	65	0.158256	17.1822	0.424362	47.3451	0.701392	82.7894
0.0790961	7.9392	0.0108846	1.03856	0.286886	30.4278	0.423459	44.0725	0.563658	58.7742	0.161865	15.9595	0.425467	42.9987	0.701998	74.6513
0.0864169	7.93221	0.0126031	1.10436	0.288375	27.835	0.424234	40.2501	0.564597	53.6592	0.165714	14.9644	0.426676	39.4102	0.702667	67.9865
0.093716	7.92449	0.0143887	1.16566	0.289988	25.6812	0.425088	37.0556	0.565621	49.3837	0.169787	14.1423	0.427989	36.3991	0.703397	62.4294
0.100991	7.916	0.0162319	1.22269	0.291722	23.8656	0.426026	34.3477	0.566729	45.7582	0.174064	13.4545	0.429405	33.8382	0.704189	57.7262
0.108239	7.90672	0.0181239	1.27568	0.293573	22.3161	0.427048	32.0245	0.56792	42.6463	0.17853	12.8726	0.430922	31.6351	0.705042	53.6951
0.115458	7.89659	0.0200573	1.32488	0.295536	20.9795	0.428157	30.0109	0.569194	39.9471	0.183168	12.3757	0.432539	29.721	0.705956	50.2025
0.122644	7.88559	0.0220254	1.37054	0.29761	19.8161	0.429356	28.2501	0.57055	37.5847	0.187965	11.9477	0.434254	28.0435	0.706931	47.148
0.129794	7.87366	0.0240225	1.4129	0.299788	18.7951	0.430648	26.6984	0.571987	35.5005	0.192907	11.5763	0.436066	26.5623	0.707966	44.4547
0.136905	7.86076	0.0260439	1.45221	0.302067	17.8928	0.432036	25.3218	0.573504	33.6489	0.197982	11.2517	0.437973	25.2457	0.709061	42.0627
