Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
473  Points		492  Points		473  Points		211  Points		130  Points		120  Points		385  Points		143  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.419248	3.1893	0.283837	2.13955	0.420063	3.18204	0.88422	6.7252					0.672147	5.1136		
0.420614	3.17717	0.285918	2.1402	0.421432	3.17003	0.886788	6.69727					0.673464	5.08755		
0.421985	3.16525	0.287999	2.14085	0.422806	3.15823	0.889318	6.66945					0.674774	5.06182		
0.423361	3.15353	0.290079	2.14148	0.424185	3.14663	0.891812	6.64174					0.676077	5.0364		
0.424742	3.14202	0.29216	2.14211	0.425569	3.13523	0.894269	6.61415					0.677373	5.01127		
0.426128	3.13069	0.294241	2.14273	0.426958	3.12402	0.896692	6.58668					0.678663	4.98645		
0.427519	3.11956	0.296322	2.14334	0.428352	3.113	0.89908	6.55933					0.679948	4.96191		
0.428915	3.10861	0.298402	2.14394	0.42975	3.10216	0.901435	6.53211					0.681226	4.93767		
0.430316	3.09784	0.300483	2.14453	0.431154	3.0915	0.903758	6.50503					0.682499	4.91372		
0.431721	3.08726	0.302563	2.14512	0.432563	3.08102	0.906049	6.47807					0.683768	4.89005		
0.433132	3.07684	0.304644	2.1457	0.433976	3.07071	0.908309	6.45126					0.685031	4.86666		
0.434547	3.0666	0.306725	2.14627	0.435395	3.06057	0.910539	6.42458					0.68629	4.84354		
0.435968	3.05653	0.308805	2.14683	0.436818	3.05059	0.91274	6.39805					0.687545	4.8207		
0.437393	3.04662	0.310886	2.14738	0.438246	3.04078	0.914912	6.37167					0.688796	4.79813		
0.438822	3.03687	0.312966	2.14793	0.439678	3.03112	0.917056	6.34543					0.690044	4.77582		
0.440257	3.02728	0.315046	2.14847	0.441115	3.02162	0.919174	6.31934					0.691288	4.75378		
0.441696	3.01784	0.317127	2.149	0.442557	3.01228	0.921264	6.2934					0.692528	4.73199		
0.44314	3.00855	0.319207	2.14953	0.444004	3.00308	0.92333	6.26762					0.693766	4.71046		
0.444588	2.99941	0.321287	2.15005	0.445455	2.99403	0.92537	6.24199					0.695001	4.68918		
0.446041	2.99042	0.323368	2.15056	0.446911	2.98512	0.927385	6.21652					0.696233	4.66815		
0.447499	2.98157	0.325448	2.15107	0.448371	2.97635	0.929377	6.1912					0.697464	4.64737		
0.448961	2.97285	0.327528	2.15157	0.449836	2.96771	0.931346	6.16605					0.698691	4.62683		
0.450427	2.96427	0.329608	2.15206	0.451305	2.95922	0.933293	6.14105					0.699917	4.60652		
0.451898	2.95583	0.331688	2.15255	0.452778	2.95085	0.935217	6.11622					0.701141	4.58645		
0.453373	2.94752	0.333769	2.15303	0.454256	2.94262	0.93712	6.09155					0.702363	4.56662		
0.454853	2.93933	0.335849	2.1535	0.455738	2.93451	0.939003	6.06704					0.703584	4.54701		
0.456337	2.93128	0.337929	2.15397	0.457225	2.92652	0.940865	6.0427					0.704803	4.52763		
0.457825	2.92334	0.340009	2.15444	0.458716	2.91866	0.942708	6.01852					0.706021	4.50847		
0.459318	2.91553	0.342089	2.1549	0.460211	2.91092	0.944531	5.99451					0.707238	4.48953		
0.460815	2.90783	0.344169	2.15535	0.46171	2.90329	0.946336	5.97066					0.708454	4.47081		
