Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
253  Points		398  Points		253  Points		211  Points		148  Points		321  Points		218  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.433012	2400.52	0.000269531	0.14645	0.433012	2714.82	0.488358	1253.85	0.866026	5369.71	0.216545	326.454	0.649525	902.961
0.432979	447.381	0.000548718	0.208808	0.43298	457.249	0.488448	415.025	0.866035	912.86	0.216692	149.365	0.649543	431.088
0.432901	246.634	0.000924998	0.270841	0.432904	249.605	0.488628	248.75	0.866058	498.844	0.216947	96.9303	0.649575	283.14
0.432779	170.207	0.00139734	0.332485	0.432783	171.618	0.488898	177.667	0.866095	343.204	0.21731	71.8239	0.64962	210.806
0.432615	129.911	0.00196435	0.393646	0.43262	130.732	0.489255	138.239	0.866145	261.597	0.217781	57.115	0.649679	167.918
0.432411	105.017	0.00262435	0.454231	0.432417	105.554	0.489698	113.183	0.866208	211.352	0.218357	47.4643	0.64975	139.537
0.432168	88.1087	0.00337547	0.514163	0.432175	88.4869	0.490224	95.8584	0.866285	177.305	0.219038	40.6538	0.649835	119.37
0.431889	75.8717	0.00421577	0.573386	0.431897	76.1524	0.490831	83.171	0.866375	152.712	0.219821	35.5967	0.649933	104.301
0.431578	66.6037	0.00514297	0.631827	0.431586	66.8203	0.491516	73.4823	0.866479	134.116	0.220704	31.698	0.650044	92.6156
0.431236	59.3399	0.00615472	0.689429	0.431246	59.5123	0.492275	65.8446	0.866596	119.562	0.221686	28.6041	0.650169	83.2892
0.430868	53.4931	0.00724849	0.746137	0.430878	53.6334	0.493106	59.671	0.866727	107.862	0.222764	26.0922	0.650306	75.6735
0.430476	48.685	0.0084217	0.801905	0.430487	48.8014	0.494006	54.5792	0.866871	98.2516	0.223936	24.0146	0.650457	69.3376
0.430063	44.6611	0.00967175	0.8567	0.430075	44.7593	0.494971	50.3091	0.867028	90.2178	0.225199	22.2695	0.650622	63.9844
0.429633	41.2438	0.0109958	0.910475	0.429645	41.3278	0.495999	46.6778	0.8672	83.4021	0.22655	20.7846	0.650799	59.4019
0.429189	38.3056	0.0123911	0.963206	0.429201	38.3782	0.497086	43.5526	0.867384	77.5472	0.227986	19.5072	0.65099	55.435
0.428733	35.7523	0.0138549	1.01488	0.428746	35.8157	0.49823	40.8356	0.867582	72.4635	0.229505	18.3976	0.651194	51.9678
0.428269	33.513	0.0153845	1.06546	0.428282	33.5688	0.499427	38.4521	0.867793	68.0084	0.231104	17.4259	0.651411	48.9116
0.427799	31.5332	0.0169771	1.11496	0.427812	31.5827	0.500675	36.3448	0.868018	64.0721	0.23278	16.5685	0.651642	46.1975
0.427326	29.7704	0.0186299	1.16335	0.427338	29.8146	0.501973	34.4687	0.868257	60.5692	0.234531	15.8072	0.651886	43.7713
0.426851	28.1908	0.0203404	1.21063	0.426864	28.2306	0.503316	32.7881	0.868509	57.432	0.236353	15.1272	0.652143	41.5896
0.426378	26.7676	0.0221058	1.2568	0.42639	26.8035	0.504704	31.2743	0.868774	54.6062	0.238244	14.5166	0.652413	39.6174
0.425908	25.4786	0.0239237	1.30187	0.42592	25.5112	0.506134	29.9038	0.869052	52.0477	0.2402	13.9657	0.652697	37.8259
0.425444	24.3058	0.0257916	1.34585	0.425456	24.3356	0.507605	28.6574	0.869344	49.7204	0.24222	13.4666	0.652994	36.1916
0.424987	23.2345	0.027707	1.38874	0.424999	23.2617	0.509114	27.5192	0.86965	47.5945	0.244301	13.0127	0.653305	34.6947
0.424539	22.2521	0.0296676	1.43055	0.42455	22.2771	0.510659	26.4759	0.869969	45.6449	0.24644	12.5982	0.653629	33.3186
0.424101	21.3481	0.0316713	1.4713	0.424113	21.3711	0.512241	25.5162	0.870301	43.8507	0.248635	12.2186	0.653966	32.0493
0.423676	20.5136	0.0337158	1.51101	0.423687	20.5349	0.513856	24.6305	0.870647	42.1941	0.250883	11.8697	0.654316	30.875
0.423265	19.741	0.0357992	1.54968	0.423276	19.7608	0.515503	23.8108	0.871006	40.6599	0.253183	11.5483	0.65468	29.7855
0.422869	19.0239	0.0379193	1.58735	0.422879	19.0422	0.517182	23.05	0.871379	39.235	0.255531	11.2513	0.655058	28.7719
0.422489	18.3565	0.0400744	1.62404	0.422499	18.3736	0.518891	22.3421	0.871765	37.9084	0.257926	10.9762	0.655449	27.8267
0.422126	17.734	0.0422625	1.65975	0.422136	17.75	0.52063	21.6818	0.872165	36.6701	0.26005	10.7526	0.655853	26.9431
0.421783	17.1522	0.0444821	1.69451	0.421792	17.1671	0.522396	21.0646	0.872578	35.5118	0.261886	10.5728	0.656271	26.1155
0.421459	16.6072	0.0467313	1.72835	0.421467	16.6212	0.52419	20.4865	0.873004	34.4259	0.263422	10.4311	0.656702	25.3387
0.421156	16.0959	0.0490087	1.76129	0.421164	16.109	0.52601	19.9438	0.873444	33.406	0.264648	10.3233	0.657146	24.6082
0.420875	15.6152	0.0513128	1.79334	0.420882	15.6276	0.527855	19.4336	0.873897	32.4461	0.265555	10.2463	0.657605	23.92
0.420616	15.1627	0.0536421	1.82454	0.420623	15.1743	0.529725	18.953	0.874363	31.5413	0.266138	10.1979	0.658076	23.2707
0.420382	14.7359	0.0559954	1.8549	0.420388	14.7469	0.531619	18.4996	0.874843	30.687	0.266979	10.1298	0.658562	22.6569
0.420172	14.3329	0.0583712	1.88445	0.420177	14.3433	0.533536	18.0711	0.875337	29.879	0.267899	10.0573	0.659061	22.0761
0.419987	13.9519	0.0607684	1.91321	0.419992	13.9617	0.535476	17.6657	0.875843	29.1138	0.269157	9.96155	0.659573	21.5255
0.419829	13.5911	0.0631859	1.94119	0.419833	13.6004	0.537438	17.2815	0.876363	28.388	0.270761	9.84467	0.660099	21.0029
0.419698	13.2491	0.0656226	1.96843	0.419701	13.258	0.539421	16.9169	0.876897	27.6988	0.272718	9.70933	0.660639	20.5063
0.419595	12.9246	0.0680773	1.99494	0.419598	12.933	0.541426	16.5706	0.877444	27.0434	0.275038	9.55843	0.661193	20.0338
0.419521	12.6163	0.0705492	2.02075	0.419523	12.6243	0.54345	16.2411	0.878004	26.4195	0.277732	9.39494	0.66176	19.5838
0.419476	12.3232	0.0730372	2.04587	0.419477	12.3307	0.545494	15.9274	0.878577	25.8249	0.280457	9.24098	0.662341	19.1546
0.419462	12.0441	0.0755406	2.07033	0.419462	12.0513	0.547558	15.6283	0.879164	25.2575	0.283213	9.09578	0.662935	18.745
0.419479	11.7783	0.0780584	2.09414	0.419478	11.7852	0.549641	15.343	0.879765	24.7157	0.285997	8.95865	0.663544	18.3535
0.419528	11.5249	0.0805899	2.11733	0.419526	11.5314	0.551742	15.0704	0.880378	24.1976	0.288809	8.82897	0.664166	17.9791
0.41961	11.283	0.0831344	2.13991	0.419607	11.2893	0.553861	14.8097	0.881005	23.7019	0.291648	8.70618	0.664802	17.6208
0.419725	11.0521	0.085691	2.1619	0.419705	11.0873	0.555998	14.5603	0.881646	23.227	0.294512	8.58977	0.665452	17.2774
0.419875	10.8315	0.0882591	2.18332	0.419809	10.9212	0.558153	14.3214	0.8823	22.7719	0.297401	8.47928	0.666116	16.9481
0.420059	10.6205	0.0908382	2.20418	0.419909	10.7881	0.560324	14.0924	0.882967	22.3352	0.300312	8.37429	0.666794	16.6322
0.42028	10.4187	0.0934275	2.22451	0.419998	10.6854	0.562512	13.8727	0.883647	21.9158	0.303246	8.27441	0.667486	16.3287
