Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
396  Points		408  Points		236  Points		198  Points		162  Points		309  Points		208  Points		109  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00435246	5.49144	0.000332122	0.162519	0.381881	19750.9	0.488362	723.844	0.763763	72913.3	0.190992	259.941	0.572823	2569.58	0.954702	1803.67
0.00902284	5.49133	0.000664611	0.229642	0.381887	439.025	0.488424	320.237	0.763774	887.086	0.19118	120.598	0.572842	533.65	0.954694	691.894
0.0136929	5.49116	0.00110958	0.296311	0.381904	221.99	0.488535	205.637	0.763807	446.277	0.191505	78.6214	0.572887	297.765	0.954679	428.041
0.0183624	5.4909	0.00166506	0.362352	0.381932	148.561	0.488695	151.475	0.763863	298.148	0.191966	58.4139	0.572957	206.51	0.954657	309.867
0.0230311	5.49058	0.00232884	0.427651	0.381972	111.642	0.488902	119.925	0.76394	223.862	0.192561	46.5481	0.573052	158.084	0.954629	242.823
0.027699	5.49019	0.00309828	0.492088	0.382023	89.4264	0.489158	99.2757	0.764039	179.223	0.193288	38.7558	0.573173	128.069	0.954596	199.627
0.0323657	5.48972	0.00397037	0.555552	0.382085	74.5904	0.489461	84.7144	0.764161	149.438	0.194145	33.2562	0.573318	107.645	0.954557	169.476
0.0370312	5.48919	0.00494186	0.617948	0.382159	63.9815	0.489813	73.8972	0.764304	128.151	0.195128	29.1743	0.57349	92.8496	0.954514	147.235
0.0416952	5.48857	0.0060094	0.679203	0.382244	56.019	0.490212	65.5467	0.76447	112.181	0.196235	26.0297	0.573686	81.6395	0.954468	130.153
0.0463575	5.48789	0.00716927	0.739233	0.382342	49.823	0.490658	58.9072	0.764657	99.7579	0.197463	23.5371	0.573907	72.8533	0.95442	116.621
0.0510179	5.48712	0.00841771	0.79798	0.382451	44.8649	0.491151	53.5032	0.764867	89.819	0.198806	21.516	0.574154	65.7823	0.95437	105.636
0.0556763	5.48628	0.00975089	0.855395	0.382573	40.8077	0.491692	49.0203	0.765098	81.6874	0.200262	19.8467	0.574426	59.9696	0.954319	96.5422
0.0603323	5.48536	0.0111648	0.91143	0.382707	37.4266	0.492279	45.2425	0.765351	74.9119	0.201827	18.447	0.574723	55.1074	0.954269	88.8889
0.0649858	5.48435	0.0126557	0.966062	0.382855	34.566	0.492912	42.0164	0.765627	69.1798	0.203497	17.258	0.575045	50.9807	0.95422	82.3595
0.0696366	5.48327	0.0142197	1.01927	0.383015	32.1144	0.493591	39.2302	0.765924	64.2676	0.205267	16.2369	0.575391	47.4348	0.954173	76.7233
0.0742845	5.48211	0.0158528	1.07104	0.383189	29.9903	0.494315	36.8001	0.766242	60.0116	0.207134	15.3518	0.575763	44.3554	0.954129	71.8088
0.0789292	5.48086	0.0175514	1.12136	0.383376	28.1323	0.495085	34.6627	0.766583	56.2888	0.209093	14.578	0.57616	41.6565	0.954089	67.486
0.0835705	5.47953	0.0193117	1.17024	0.383578	26.4936	0.4959	32.7684	0.766945	53.0051	0.211141	13.8968	0.576581	39.2721	0.954054	63.6541
0.0882081	5.47812	0.0211304	1.21769	0.383794	25.0377	0.496759	31.0785	0.76733	50.0875	0.213274	13.293	0.577027	37.1503	0.954025	60.2341
0.0928419	5.47661	0.0230038	1.26371	0.384025	23.7358	0.497662	29.562	0.767736	47.4781	0.215487	12.7548	0.577498	35.2504	0.954002	57.163
0.0974714	5.47502	0.0249289	1.30833	0.38427	22.5647	0.498608	28.1938	0.768163	45.1308	0.217777	12.2725	0.577994	33.5394	0.953985	54.3902
0.102096	5.47333	0.0269023	1.35157	0.384532	21.506	0.499598	26.9535	0.768612	43.0081	0.220142	11.8384	0.578513	31.9907	0.953977	51.8743
0.106717	5.47155	0.0289212	1.39346	0.384809	20.5443	0.500631	25.8243	0.769083	41.0794	0.222576	11.4458	0.579058	30.5825	0.953976	49.5812
0.111332	5.46967	0.0309826	1.43402	0.385102	19.6669	0.501706	24.792	0.769575	39.3195	0.225077	11.0894	0.579626	29.2965	0.953985	47.4827
0.115942	5.46769	0.033084	1.47328	0.385413	18.8634	0.502822	23.845	0.770089	37.7072	0.227308	10.8048	0.580219	28.1178	0.954003	45.5551
0.120547	5.46561	0.0352226	1.51128	0.38574	18.125	0.50398	22.9733	0.770624	36.2248	0.229247	10.5792	0.580836	27.0334	0.954031	43.7785
0.125145	5.46342	0.037396	1.54804	0.386085	17.444	0.505179	22.1685	0.771181	34.8573	0.230875	10.4035	0.581478	26.0328	0.954069	42.1357
0.129738	5.46113	0.0396021	1.5836	0.386449	16.8143	0.506418	21.4233	0.771759	33.5921	0.232178	10.271	0.582143	25.1065	0.954118	40.6124
0.134323	5.45872	0.0418387	1.61801	0.38683	16.2303	0.507697	20.7315	0.772358	32.418	0.233144	10.177	0.582832	24.2469	0.954178	39.1959
0.138902	5.4562	0.0441036	1.65129	0.387231	15.6873	0.509016	20.0877	0.772979	31.3258	0.233766	10.1183	0.583545	23.4469	0.954249	37.8756
0.143473	5.45356	0.046395	1.68347	0.387652	15.1813	0.510373	19.4872	0.77362	30.3072	0.234665	10.0358	0.584281	22.7007	0.954333	36.6419
0.148036	5.4508	0.0487111	1.7146	0.388092	14.7086	0.511769	18.9259	0.774283	29.355	0.235649	9.94864	0.585041	22.0032	0.954428	35.4867
0.152591	5.44791	0.0510503	1.7447	0.388554	14.2662	0.513203	18.4002	0.774967	28.4632	0.236998	9.83406	0.585825	21.3497	0.954536	34.4028
0.157138	5.4449	0.0534109	1.77382	0.389036	13.8514	0.514675	17.9069	0.775672	27.6261	0.238721	9.69536	0.586632	20.7364	0.954657	33.3839
0.161675	5.44174	0.0557915	1.80198	0.38954	13.4617	0.516183	17.4432	0.776398	26.8389	0.240829	9.53629	0.587462	20.1596	0.954791	32.4242
0.166203	5.43845	0.0581907	1.82922	0.390067	13.095	0.517729	17.0066	0.777145	26.0974	0.243336	9.36084	0.588315	19.6164	0.954938	31.5188
0.17072	5.43501	0.0606073	1.85558	0.390616	12.7494	0.51931	16.5949	0.777912	25.3978	0.246256	9.17304	0.589192	19.1038	0.955099	30.6633
0.175227	5.43142	0.0630399	1.88107	0.391189	12.4232	0.520926	16.2061	0.7787	24.7367	0.24922	8.99835	0.590091	18.6195	0.955274	29.8538
0.179723	5.42768	0.0654875	1.90574	0.391786	12.115	0.522578	15.8384	0.779509	24.1109	0.252225	8.83553	0.591013	18.1612	0.955462	29.0865
0.184206	5.42377	0.0679491	1.92962	0.392408	11.8232	0.524264	15.4902	0.780339	23.5179	0.25527	8.68348	0.591957	17.7269	0.955664	28.3584
0.188677	5.4197	0.0704234	1.95272	0.393055	11.5469	0.525985	15.1601	0.781189	22.9551	0.258353	8.54124	0.592925	17.3149	0.955881	27.6666
0.193135	5.41545	0.0729099	1.97509	0.393729	11.2847	0.527739	14.8467	0.78206	22.4204	0.261472	8.40794	0.593914	16.9235	0.956112	27.0084
0.197579	5.41101	0.0754075	1.99674	0.394338	11.0671	0.529526	14.5489	0.782951	21.9116	0.264625	8.28281	0.594926	16.5512	0.956358	26.3815
0.202009	5.40639	0.0779154	2.01771	0.394874	10.889	0.531347	14.2655	0.783862	21.4271	0.267812	8.16517	0.59596	16.1967	0.956618	25.7838
0.206423	5.40157	0.0804329	2.03801	0.395329	10.7467	0.533199	13.9957	0.784794	20.9652	0.271029	8.05441	0.597016	15.8588	0.956894	25.2132
0.210821	5.39654	0.0829593	2.05768	0.395696	10.6372	0.535083	13.7384	0.785745	20.5243	0.274277	7.94998	0.598095	15.5365	0.957184	24.668
0.215201	5.3913	0.0854938	2.07674	0.39597	10.5584	0.536999	13.4929	0.786717	20.103	0.277552	7.85138	0.599194	15.2286	0.957489	24.1466
0.219564	5.38584	0.0877087	2.09286	0.396148	10.5087	0.538945	13.2585	0.787709	19.7002	0.280856	7.75816	0.600316	14.9343	0.957809	23.6475
0.223907	5.38014	0.0896011	2.10626	0.396406	10.4381	0.540922	13.0344	0.788721	19.3147	0.284185	7.66993	0.601459	14.6527	0.958145	23.1693
0.228231	5.3742	0.0911688	2.11711	0.39669	10.3627	0.542929	12.82	0.789753	18.9454	0.287539	7.5863	0.602624	14.383	0.958496	22.7107
0.232534	5.368	0.0924101	2.12555	0.397082	10.2622	0.544966	12.6148	0.790804	18.5913	0.290916	7.50696	0.60381	14.1246	0.958862	22.2705
0.236814	5.36154	0.0933237	2.13167	0.397589	10.1384	0.547032	12.4181	0.791876	18.2515	0.294317	7.4316	0.605017	13.8768	0.959244	21.8478
0.241071	5.35481	0.0939088	2.13555	0.398218	9.99346	0.549126	12.2296	0.792967	17.9253	0.297738	7.35994	0.606245	13.6389	0.959642	21.4415
0.24476	5.3487	0.0947505	2.14108	0.398978	9.8297	0.551249	12.0486	0.794077	17.6118	0.301181	7.29173	0.607494	13.4104	0.960055	21.0507
0.24789	5.34332	0.0956661	2.14703	0.399881	9.64974	0.5534	11.8749	0.795207	17.3103	0.304643	7.22674	0.608764	13.1907	0.960484	20.6746
0.250467	5.33874	0.0969123	2.15502	0.400817	9.47782	0.555578	11.7079	0.796357	17.0202	0.308123	7.16475	0.610054	12.9795	0.960929	20.3123
0.252497	5.33504	0.0984902	2.16496	0.401789	9.31348	0.557784	11.5474	0.797525	16.7409	0.311622	7.10557	0.611365	12.7762	0.961389	19.9631
0.253985	5.33227	0.100401	2.17673	0.402796	9.15631	0.560016	11.393	0.798713	16.4717	0.315138	7.04903	0.612697	12.5804	0.961866	19.6264
0.254936	5.33047	0.102646	2.1902	0.40384	9.00593	0.561982	11.2632	0.79992	16.2123	0.318669	6.99495	0.614049	12.3918	0.962358	19.3015
0.2563	5.32786	0.105226	2.20524	0.404923	8.862	0.563674	11.1559	0.801146	15.962	0.322216	6.94319	0.615421	12.2099	0.962867	18.9878
0.257779	5.32498	0.10781	2.21982	0.406046	8.72417	0.565084	11.0693	0.802392	15.7204	0.325778	6.8936	0.616813	12.0345	0.963391	18.6847
0.259784	5.32099	0.110398	2.23399	0.407209	8.59215	0.566206	11.0023	0.803656	15.4871	0.329354	6.84606	0.618226	11.8651	0.963932	18.3918
0.26231	5.31583	0.112989	2.24774	0.408415	8.46567	0.567034	10.9537	0.804939	15.2617	0.332943	6.80044	0.619658	11.7016	0.964489	18.1086
0.265348	5.30942	0.115584	2.26109	0.409665	8.34446	0.567566	10.923	0.80624	15.0437	0.336545	6.75663	0.62111	11.5436	0.965062	17.8346
