Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
412  Points		435  Points		216  Points		184  Points		166  Points		299  Points		195  Points		142  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000565918	5.49145	4.6603e-005	0.0609382	0.322751	1192.09	0.488358	595.122	0.645503	1219.91	0.161428	228.47	0.484125	1623.11	0.806877	1231.63
0.00568221	5.49139	0.000228857	0.134903	0.322792	268.448	0.488401	278.721	0.645542	441.9	0.161662	98.6794	0.484161	393.638	0.806906	508.504
0.0107983	5.49127	0.000547852	0.208456	0.322885	151.295	0.488476	181.996	0.645617	269.847	0.162081	63.0678	0.48424	224.013	0.806959	320.41
0.0159138	5.49104	0.0010014	0.281304	0.323029	105.364	0.488581	135.128	0.645728	194.249	0.162683	46.4589	0.484363	156.582	0.807036	233.909
0.0210286	5.49073	0.00158647	0.353213	0.323226	80.8565	0.488718	107.472	0.645876	151.759	0.163464	36.8714	0.48453	120.379	0.807138	184.198
0.0261424	5.49033	0.00229934	0.42398	0.323474	65.6237	0.488886	89.2278	0.646059	124.539	0.16442	30.6466	0.48474	97.794	0.807263	151.924
0.0312549	5.48985	0.00313558	0.493409	0.323773	55.2427	0.489085	76.2912	0.646279	105.613	0.165548	26.291	0.484993	82.3637	0.807412	129.283
0.036366	5.48927	0.00409024	0.561336	0.324123	47.717	0.489316	66.6419	0.646535	91.694	0.166841	23.0812	0.48529	71.1555	0.807585	112.524
0.0414753	5.48861	0.00515797	0.627619	0.324524	42.0133	0.489579	59.1696	0.646827	81.0286	0.168294	20.6239	0.48563	62.6472	0.807782	99.6193
0.0465826	5.48785	0.00633311	0.692142	0.324975	37.5433	0.489873	53.2132	0.647155	72.5966	0.169901	18.6872	0.486014	55.9696	0.808003	89.3771
0.0516876	5.48701	0.00760964	0.754797	0.325476	33.9473	0.4902	48.3549	0.647519	65.764	0.171655	17.1253	0.48644	50.5906	0.808248	81.0511
0.0567901	5.48606	0.0089817	0.815524	0.326027	30.993	0.490559	44.3173	0.647918	60.1161	0.173551	15.8419	0.486909	46.166	0.808517	74.1502
0.0618898	5.48503	0.0104432	0.87427	0.326627	28.5237	0.49095	40.9093	0.648354	55.37	0.175581	14.771	0.487421	42.4634	0.808809	68.3377
0.0669863	5.4839	0.0119884	0.931007	0.327276	26.4299	0.491374	37.9949	0.648824	51.3263	0.177739	13.8658	0.487975	39.3202	0.809126	63.3755
0.0720795	5.48267	0.0136112	0.985711	0.327973	24.6328	0.49183	35.4745	0.649331	47.8403	0.180019	13.092	0.488572	36.6191	0.809466	59.09
0.077169	5.48135	0.0153062	1.0384	0.328717	23.0741	0.49232	33.2738	0.649873	44.8047	0.182415	12.4244	0.489211	34.2736	0.80983	55.352
0.0822546	5.47992	0.0170679	1.08908	0.329509	21.7099	0.492843	31.336	0.65045	42.1378	0.18492	11.8434	0.489892	32.2183	0.810218	52.063
0.0873358	5.47839	0.0188912	1.13778	0.330347	20.5063	0.4934	29.6169	0.651062	39.7766	0.187528	11.3342	0.490614	30.4029	0.810629	49.1471
0.0924124	5.47675	0.0207711	1.18454	0.331231	19.437	0.493991	28.0818	0.651709	37.6718	0.189881	10.9395	0.491379	28.7882	0.811064	46.5443
0.097484	5.47501	0.0227032	1.2294	0.332161	18.4812	0.494615	26.7031	0.652391	35.784	0.191942	10.6343	0.492184	27.3428	0.811522	44.207
0.10255	5.47316	0.0246831	1.27241	0.333135	17.6218	0.495275	25.4581	0.653107	34.0816	0.193685	10.401	0.493031	26.042	0.812004	42.0967
0.107611	5.47119	0.0267068	1.31364	0.334153	16.8455	0.495969	24.3287	0.653858	32.5388	0.195085	10.2277	0.493918	24.8652	0.812509	40.182
