Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
290  Points		384  Points		290  Points		229  Points		335  Points		221  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.488346	13341.2	0.000234437	0.136628	1.00109	5.21221	0.595143	1088.29	0.297563	1361.24	0.892655	1351.87
0.488319	685.335	0.000455196	0.190315	0.999151	5.22049	0.59524	486.791	0.29762	332.715	0.892582	667.984
0.488244	351.647	0.00074804	0.243842	0.997206	5.2288	0.595411	313.588	0.297746	189.593	0.89246	443.534
0.48812	236.449	0.00111272	0.297228	0.995252	5.23712	0.595655	231.356	0.29794	132.632	0.892289	331.943
0.487948	178.064	0.00154859	0.350395	0.99329	5.24545	0.595971	183.345	0.298203	102.044	0.892071	265.181
0.48773	142.769	0.00205508	0.403313	0.991319	5.25379	0.596358	151.881	0.298534	82.9672	0.891806	220.748
0.487465	119.122	0.00263154	0.45596	0.989338	5.26214	0.596816	129.675	0.298932	69.9398	0.891496	189.043
0.487157	102.171	0.00327711	0.508288	0.987347	5.2705	0.597343	113.169	0.299397	60.4836	0.891142	165.278
0.486805	89.4207	0.00399103	0.560282	0.985345	5.27886	0.597937	100.422	0.299929	53.3114	0.890746	146.801
0.486412	79.4802	0.00477234	0.611902	0.983332	5.28722	0.598597	90.2839	0.300526	47.6881	0.89031	132.023
0.485979	71.5113	0.00562001	0.66312	0.981307	5.29558	0.599321	82.0303	0.301187	43.1635	0.889835	119.931
0.485507	64.9791	0.00653302	0.713911	0.97927	5.30394	0.600106	75.1824	0.301913	39.4464	0.889323	109.855
0.485	59.5262	0.00751021	0.764247	0.977221	5.31228	0.600953	69.4106	0.302701	36.3401	0.888777	101.327
0.484459	54.9049	0.00855043	0.814103	0.975158	5.32062	0.601857	64.4811	0.303551	33.7069	0.888199	94.0161
0.483886	50.9379	0.00965252	0.863467	0.973081	5.32894	0.602817	60.2229	0.304461	31.4476	0.887589	87.6785
0.483283	47.495	0.0108152	0.91231	0.970991	5.33725	0.603832	56.5084	0.30543	29.489	0.886951	82.1316
0.482652	44.4784	0.0120372	0.960619	0.968885	5.34554	0.604899	53.2406	0.306458	27.7756	0.886287	77.2358
0.481995	41.8134	0.0133171	1.00837	0.966765	5.3538	0.606016	50.3438	0.307543	26.2649	0.885597	72.8827
0.481314	39.4416	0.0146537	1.05555	0.964628	5.36204	0.607182	47.7589	0.308683	24.9235	0.884885	68.9866
0.480612	37.3171	0.0160456	1.10215	0.962476	5.37026	0.608393	45.4384	0.309878	23.7252	0.884152	65.479
0.479891	35.4031	0.0174914	1.14816	0.960306	5.37844	0.609649	43.3441	0.311125	22.6486	0.8834	62.3045
0.479152	33.6696	0.0189899	1.19356	0.95812	5.38658	0.610947	41.4448	0.312424	21.6766	0.882631	59.4177
0.478397	32.0923	0.0205396	1.23835	0.955916	5.39469	0.612286	39.7146	0.313773	20.795	0.881845	56.7811
0.477628	30.6509	0.0221391	1.28253	0.953693	5.40275	0.613664	38.1322	0.315171	19.992	0.881046	54.3636
0.476848	29.3287	0.0237872	1.32608	0.951452	5.41078	0.615079	36.6795	0.316616	19.258	0.880234	52.139
0.476057	28.1114	0.0254825	1.369	0.949192	5.41875	0.61653	35.3415	0.318107	18.5847	0.879411	50.085
0.475258	26.987	0.0272236	1.41129	0.946912	5.42668	0.618015	34.1052	0.319643	17.965	0.878577	48.1827
0.474452	25.9455	0.0290091	1.45294	0.944612	5.43455	0.619532	32.9595	0.321222	17.393	0.877736	46.416
