Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
261  Points		395  Points		261  Points		217  Points		133  Points		327  Points		223  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.456392	691.242	0.000409956	0.18056	0.456393	692.849	0.488346	20789.3	0.912872	2932.51	0.228252	360.899	0.684654	2612.03
0.456237	321.073	0.000729584	0.240692	0.456238	321.42	0.488429	622.824	0.912881	851.553	0.228384	163.93	0.684661	669.371
0.455973	208.999	0.00113956	0.300522	0.455974	209.146	0.488664	316.299	0.912901	498.106	0.228614	106.139	0.684676	383.88
0.455609	154.841	0.00163878	0.359962	0.455609	154.922	0.489048	212.107	0.91293	352.011	0.228942	78.5492	0.684699	269.112
0.455152	122.909	0.00222601	0.418946	0.455153	122.96	0.489572	159.657	0.91297	272.187	0.229367	62.4068	0.68473	207.179
0.454613	101.843	0.00289988	0.477418	0.454614	101.878	0.490227	128.093	0.91302	221.88	0.229889	51.8225	0.68477	168.424
0.454004	86.8974	0.00365872	0.535305	0.454006	86.9231	0.491002	107.022	0.913081	187.274	0.230505	44.3552	0.684818	141.888
0.453335	75.7411	0.00450067	0.592541	0.453337	75.7607	0.491887	91.9661	0.913151	162.01	0.231215	38.8106	0.684874	122.579
0.452617	67.0935	0.005424	0.649093	0.452618	67.109	0.492871	80.6755	0.913232	142.757	0.232017	34.5353	0.684938	107.9
0.451857	60.1932	0.00642652	0.704895	0.451859	60.2057	0.493944	71.8984	0.913323	127.598	0.232909	31.1418	0.685011	96.363
0.451066	54.5588	0.00750612	0.759903	0.451067	54.5691	0.495096	64.8818	0.913424	115.352	0.23389	28.3857	0.685092	87.058
0.450249	49.8712	0.00866069	0.814093	0.450251	49.8798	0.496321	59.1459	0.913535	105.255	0.234956	26.105	0.685181	79.3943
0.449413	45.9102	0.00988782	0.867415	0.449415	45.9176	0.497611	54.3706	0.913657	96.7857	0.236107	24.1884	0.685279	72.9732
0.448565	42.5193	0.0111852	0.919839	0.448567	42.5256	0.498959	50.3341	0.913789	89.5807	0.237339	22.5567	0.685384	67.5152
0.447709	39.5838	0.0125504	0.971348	0.44771	39.5893	0.50036	46.878	0.913931	83.3768	0.238651	21.1521	0.685499	62.819
0.446848	37.0179	0.0139812	1.02191	0.44685	37.0227	0.501809	43.886	0.914083	77.979	0.24004	19.9313	0.685621	58.7357
0.445987	34.7562	0.0154751	1.07153	0.445989	34.7605	0.503303	41.2709	0.914246	73.2398	0.241503	18.8614	0.685753	55.1526
0.445129	32.7479	0.0170297	1.12017	0.445131	32.7518	0.504837	38.966	0.914419	69.0459	0.243039	17.9169	0.685892	51.9834
0.444277	30.9529	0.0186426	1.16782	0.444279	30.9563	0.50641	36.9196	0.914602	65.3084	0.244645	17.0776	0.68604	49.1603
0.443433	29.3391	0.0203117	1.2145	0.443435	29.3422	0.508017	35.0907	0.914795	61.9567	0.246318	16.3273	0.686197	46.6296
0.442599	27.8807	0.0220344	1.26019	0.442601	27.8835	0.509657	33.4465	0.914999	58.9341	0.248056	15.6532	0.686363	44.3483
0.441777	26.5563	0.0238086	1.30489	0.441779	26.5589	0.511328	31.9606	0.915213	56.1945	0.249857	15.0447	0.686537	42.2813
0.44097	25.3486	0.0256322	1.34861	0.440971	25.3509	0.513029	30.6113	0.915437	53.7	0.251719	14.4929	0.68672	40.3998
0.440177	24.2429	0.0275029	1.39134	0.440179	24.245	0.514756	29.3807	0.915672	51.4192	0.253638	13.9906	0.686911	38.68
0.439401	23.227	0.0294187	1.43311	0.439403	23.229	0.516509	28.254	0.915917	49.3258	0.255613	13.5317	0.687112	37.102
0.438643	22.2906	0.0313776	1.47391	0.438645	22.2924	0.518288	27.2187	0.916172	47.3978	0.257642	13.1111	0.687321	35.649
0.437904	21.4248	0.0333776	1.51377	0.437906	21.4265	0.52009	26.264	0.916438	45.6163	0.259722	12.7244	0.687539	34.3067
0.437186	20.6221	0.0354169	1.55269	0.437187	20.6237	0.521914	25.3811	0.916714	43.9652	0.261851	12.3678	0.687767	33.063
0.436488	19.876	0.0374936	1.59068	0.436489	19.8774	0.523761	24.5622	0.917	42.4309	0.264028	12.038	0.688003	31.9075
0.435812	19.1808	0.0396061	1.62777	0.435814	19.1821	0.525628	23.8007	0.917297	41.0014	0.26625	11.7324	0.688249	30.8311
0.435159	18.5316	0.0417526	1.66396	0.435161	18.5329	0.527516	23.0908	0.917604	39.6663	0.268515	11.4485	0.688503	29.8261
0.43453	17.9241	0.0439314	1.69928	0.434531	17.9253	0.529423	22.4275	0.917922	38.4167	0.270822	11.1841	0.688767	28.8857
0.433925	17.3546	0.0461412	1.73374	0.433926	17.3557	0.531349	21.8063	0.91825	37.2447	0.273169	10.9374	0.689041	28.0037
0.433345	16.8196	0.0483805	1.76736	0.433346	16.8207	0.533293	21.2235	0.918588	36.1432	0.275246	10.7356	0.689324	27.175
0.43279	16.3164	0.0506477	1.80016	0.432791	16.3173	0.535255	20.6757	0.918937	35.1061	0.277038	10.5725	0.689616	26.395
0.432262	15.8421	0.0529416	1.83215	0.432263	15.843	0.537235	20.1597	0.919296	34.128	0.278535	10.4434	0.689918	25.6594
0.431761	15.3945	0.0552609	1.86336	0.431762	15.3954	0.539231	19.6731	0.919666	33.204	0.279728	10.3448	0.690229	24.9647
0.431288	14.9716	0.0576043	1.8938	0.431289	14.9724	0.541243	19.2132	0.920046	32.3298	0.280611	10.2742	0.69055	24.3075
0.430842	14.5713	0.0599708	1.92349	0.430843	14.5721	0.543272	18.7782	0.920437	31.5014	0.281177	10.2298	0.690881	23.6849
0.430426	14.1921	0.062359	1.95246	0.430427	14.1928	0.545316	18.3659	0.920838	30.7155	0.281995	10.1671	0.691222	23.0943
0.430039	13.8324	0.0647681	1.98071	0.430039	13.8331	0.547376	17.9747	0.92125	29.9688	0.282888	10.1004	0.691573	22.5333
0.429682	13.4908	0.067197	2.00826	0.429682	13.4915	0.54945	17.6031	0.921672	29.2585	0.28411	10.0119	0.691934	21.9998
0.429355	13.1661	0.0696446	2.03515	0.429356	13.1667	0.551539	17.2496	0.922105	28.582	0.285665	9.9036	0.692305	21.4918
0.42906	12.8571	0.0721103	2.06137	0.42906	12.8577	0.553642	16.913	0.922549	27.937	0.287561	9.77777	0.692687	21.0075
0.428796	12.5628	0.0745928	2.08696	0.428797	12.5634	0.555759	16.5921	0.923003	27.3213	0.289805	9.63688	0.693079	20.5454
0.428565	12.2823	0.0770917	2.11192	0.428566	12.2829	0.55789	16.2858	0.923468	26.7331	0.292408	9.48353	0.693481	20.1039
0.428367	12.0147	0.0796059	2.13628	0.428367	12.0152	0.560034	15.9932	0.923943	26.1706	0.295038	9.33842	0.693893	19.6818
0.428203	11.7592	0.0821346	2.16004	0.428203	11.7597	0.562191	15.7135	0.92443	25.632	0.297694	9.20095	0.694317	19.2779
0.428073	11.515	0.0846774	2.18323	0.428073	11.5155	0.564361	15.4457	0.924927	25.116	0.300375	9.07056	0.694751	18.8909
0.427977	11.2816	0.0872333	2.20587	0.427977	11.2821	0.566543	15.1892	0.925434	24.6212	0.303081	8.94672	0.695196	18.5199
0.427918	11.0583	0.0898019	2.22796	0.427923	11.0869	0.568738	14.9433	0.925953	24.1463	0.305809	8.82898	0.695652	18.164
0.427894	10.8445	0.0923824	2.24953	0.427899	10.9263	0.570945	14.7073	0.926482	23.6902	0.308558	8.71693	0.696118	17.8222
0.427908	10.6397	0.0949743	2.27058	0.427894	10.7973	0.573163	14.4807	0.927022	23.2517	0.311329	8.61016	0.696596	17.4937
0.42796	10.4435	0.0975769	2.29113	0.4279	10.6977	0.575394	14.2629	0.927572	22.8299	0.31412	8.50834	0.697086	17.1778
0.42805	10.2553	0.10019	2.3112	0.427911	10.6258	0.577635	14.0535	0.928134	22.4239	0.31693	8.41114	0.697586	16.8738
0.428179	10.0748	0.102812	2.3308	0.42792	10.5804	0.579888	13.8519	0.928707	22.0327	0.319758	8.31826	0.698098	16.5811
0.428348	9.90152	0.105444	2.34994	0.427936	10.5158	0.582152	13.6578	0.92929	21.6557	0.322604	8.22943	0.698622	16.299
0.428559	9.73519	0.108085	2.36863	0.427959	10.4466	0.584427	13.4708	0.929884	21.2921	0.325467	8.14441	0.699157	16.0271
0.428811	9.57544	0.110734	2.38689	0.427997	10.3541	0.586712	13.2904	0.93049	20.9412	0.328345	8.06295	0.699704	15.7647
0.429106	9.42197	0.113391	2.40473	0.428059	10.2399	0.589008	13.1164	0.931106	20.6024	0.331239	7.98484	0.700263	15.5114
0.429444	9.27449	0.116056	2.42217	0.428154	10.1055	0.591314	12.9484	0.931733	20.275	0.334147	7.9099	0.700835	15.2668
0.429827	9.13272	0.118727	2.4392	0.428293	9.95309	0.59363	12.7861	0.932371	19.9585	0.337069	7.83793	0.701418	15.0305
0.430256	8.99641	0.121406	2.45585	0.428491	9.78471	0.595956	12.6293	0.933021	19.6523	0.340005	7.76876	0.702013	14.8019
0.430731	8.86533	0.124091	2.47212	0.42873	9.62301	0.598292	12.4776	0.933681	19.3561	0.342953	7.70224	0.702621	14.5809
0.431254	8.73926	0.126782	2.48802	0.429012	9.46768	0.600637	12.3309	0.934353	19.0693	0.345913	7.63822	0.703242	14.3669
0.431825	8.61799	0.129479	2.50357	0.429337	9.31842	0.602991	12.1889	0.935035	18.7915	0.348884	7.57656	0.703875	14.1598
