Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
393  Points		401  Points		245  Points		205  Points		156  Points		315  Points		214  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.0041476	5.49131	0.00042077	0.428864	0.408248	-0.0112635	0.488347	0.0456174	0.816501	0.0260187	0.20417	0.204078	0.612373	0.0163724
0.00863483	5.49109	0.000771217	0.492264	0.408239	-0.0184408	0.488384	0.0844556	0.816522	0.0366381	0.204337	0.278302	0.612386	0.0278466
0.0131217	5.49058	0.00122528	0.618162	0.408218	-0.0326239	0.488485	0.162055	0.816561	0.057807	0.204625	0.426152	0.612418	0.0508283
0.0176081	5.48989	0.00178148	0.741938	0.408185	-0.0464596	0.488649	0.23934	0.816617	0.079017	0.205033	0.572705	0.612469	0.0738267
0.0220938	5.48901	0.00243783	0.863226	0.408142	-0.0598508	0.488876	0.316164	0.81669	0.100226	0.205561	0.717498	0.612539	0.0968586
0.0265788	5.48793	0.00319225	0.981706	0.408087	-0.0725203	0.489165	0.392398	0.816781	0.121349	0.206206	0.860109	0.612628	0.119874
0.0310628	5.4866	0.00404223	1.09708	0.408023	-0.0844144	0.489517	0.467871	0.816888	0.14255	0.206967	1.00019	0.612735	0.142856
0.0355455	5.48512	0.0049852	1.20915	0.40795	-0.0954257	0.48993	0.542406	0.817014	0.163742	0.207841	1.13739	0.612861	0.165856
0.0400271	5.4834	0.00601835	1.31765	0.407867	-0.105423	0.490404	0.615984	0.817156	0.184913	0.208825	1.27141	0.613006	0.188806
0.0445071	5.48147	0.00713864	1.4224	0.407777	-0.114311	0.490937	0.688484	0.817316	0.206045	0.209918	1.402	0.61317	0.211742
0.0489855	5.47935	0.00834299	1.52335	0.40768	-0.121899	0.491529	0.759744	0.817493	0.227182	0.211117	1.52896	0.613352	0.23465
0.053462	5.47697	0.00962825	1.62035	0.407578	-0.128306	0.492178	0.82978	0.817687	0.248328	0.212417	1.65213	0.613553	0.257583
0.0579365	5.47436	0.0109911	1.71338	0.407471	-0.133353	0.492885	0.898451	0.817899	0.269407	0.213817	1.77136	0.613773	0.280484
0.0624087	5.47157	0.0124284	1.80242	0.40736	-0.136934	0.493647	0.96573	0.818127	0.290523	0.215312	1.88655	0.614011	0.303322
0.0668787	5.4685	0.0139368	1.88747	0.407247	-0.139087	0.494463	1.03164	0.818373	0.311625	0.2169	1.99769	0.614269	0.3262
0.0713459	5.46519	0.0155131	1.96863	0.407133	-0.1398	0.495333	1.09607	0.818637	0.332703	0.218577	2.10472	0.614545	0.34899
0.0758104	5.46166	0.0171542	2.04586	0.407018	-0.139056	0.496254	1.15897	0.818917	0.353731	0.22034	2.20764	0.614839	0.371773
0.0802719	5.45786	0.0188567	2.11931	0.406905	-0.136732	0.497227	1.22045	0.819215	0.374743	0.222185	2.30651	0.615152	0.394541
0.0847302	5.45377	0.0206178	2.18905	0.406795	-0.132921	0.498249	1.28046	0.81953	0.395805	0.224109	2.40135	0.615484	0.417279
0.089185	5.44942	0.0224343	2.25513	0.406688	-0.127635	0.49932	1.33892	0.819862	0.416801	0.226109	2.49225	0.615834	0.439957
0.0936362	5.44483	0.0243033	2.31781	0.406586	-0.120822	0.500437	1.39597	0.820211	0.43775	0.228182	2.57935	0.616203	0.462598
0.0980835	5.4399	0.0262223	2.37711	0.406491	-0.112541	0.501601	1.45154	0.820577	0.458687	0.230325	2.6627	0.61659	0.48525
0.102527	5.43472	0.0281882	2.43316	0.406403	-0.102826	0.502809	1.50571	0.82096	0.4796	0.232534	2.74237	0.616996	0.507839
0.106965	5.4292	0.0301988	2.48613	0.406323	-0.0916642	0.504062	1.55852	0.821361	0.500548	0.234807	2.81854	0.61742	0.530387
0.1114	5.42334	0.0322513	2.53612	0.406253	-0.0791105	0.505357	1.60995	0.821778	0.521401	0.23714	2.89139	0.617863	0.55285
0.115829	5.41721	0.0343435	2.58332	0.406193	-0.0651933	0.506693	1.66002	0.822213	0.542229	0.239532	2.96091	0.618324	0.575314
0.120253	5.41071	0.0364732	2.62779	0.406146	-0.0498853	0.50807	1.70881	0.822665	0.563092	0.241979	3.02739	0.618803	0.597777
0.124672	5.40381	0.0386381	2.66971	0.406112	-0.0332152	0.509486	1.75637	0.823133	0.583856	0.244155	3.08291	0.619301	0.620156
0.129084	5.39652	0.0408363	2.70921	0.406092	-0.0153241	0.51094	1.80271	0.823619	0.604592	0.246041	3.12849	0.619816	0.642451
0.133491	5.38888	0.0430658	2.74637	0.406087	0.00383986	0.512432	1.84789	0.824121	0.625353	0.247621	3.16496	0.620351	0.664742
0.137891	5.38085	0.0453248	2.78137	0.406098	0.0242968	0.51396	1.89189	0.824641	0.646081	0.248882	3.19313	0.620903	0.687029
0.142285	5.37241	0.0476114	2.81428	0.406127	0.04592	0.515524	1.93479	0.825177	0.666744	0.249817	3.21357	0.621473	0.709222
0.146672	5.36345	0.0499241	2.84528	0.406173	0.0687068	0.517122	1.97668	0.825731	0.68736	0.250419	3.22632	0.622062	0.731311
0.151051	5.35406	0.0522614	2.87437	0.406239	0.0927352	0.518754	2.01754	0.826301	0.707964	0.251287	3.24433	0.622669	0.753444
0.155422	5.34421	0.0546217	2.90173	0.406325	0.11791	0.520419	2.05741	0.826888	0.728546	0.252237	3.26368	0.623293	0.775494
0.159785	5.33378	0.0570037	2.92749	0.406432	0.144127	0.522117	2.09632	0.827491	0.749082	0.253538	3.28954	0.623936	0.797466
0.164139	5.32285	0.0594061	2.95161	0.40656	0.171507	0.523845	2.1343	0.828112	0.769613	0.255197	3.32146	0.624597	0.819447
0.167926	5.31291	0.0618276	2.9743	0.406712	0.200045	0.525605	2.17142	0.828749	0.790047	0.257225	3.35874	0.625275	0.841363
0.171148	5.30409	0.064267	2.99562	0.406887	0.229646	0.527394	2.20768	0.829403	0.810455	0.259632	3.40092	0.625972	0.863231
0.173809	5.2965	0.0667233	3.01564	0.407087	0.260289	0.529213	2.24312	0.830074	0.830896	0.26243	3.44731	0.626686	0.885004
0.17591	5.29042	0.0691955	3.03439	0.407313	0.292014	0.53106	2.27776	0.830761	0.851235	0.265266	3.49163	0.627418	0.906754
0.177453	5.28582	0.0716824	3.052	0.407564	0.324898	0.532935	2.31162	0.831465	0.871535	0.268136	3.53396	0.628168	0.928459
0.17844	5.28282	0.0741834	3.06852	0.407844	0.358849	0.534838	2.34478	0.832185	0.891844	0.271041	3.57442	0.628935	0.950072
0.179858	5.27842	0.0766973	3.08402	0.408151	0.393849	0.536767	2.37727	0.832922	0.912085	0.273978	3.61306	0.629721	0.971671
0.181397	5.27351	0.0792236	3.09857	0.408487	0.429945	0.538723	2.40901	0.833676	0.932274	0.276946	3.64992	0.630523	0.993239
0.183489	5.26678	0.0817613	3.11215	0.408805	0.462237	0.540704	2.4401	0.834446	0.952443	0.279943	3.68513	0.631344	1.01475
0.186131	5.25801	0.0843098	3.12493	0.409094	0.490538	0.542711	2.47055	0.835232	0.972572	0.282969	3.71881	0.632182	1.03622
0.189319	5.24709	0.0868684	3.13689	0.409346	0.51438	0.544742	2.50038	0.836035	0.992621	0.286021	3.75102	0.633037	1.05761
0.193051	5.23373	0.0894364	3.14804	0.409554	0.533505	0.546797	2.52963	0.836855	1.01268	0.289099	3.78174	0.63391	1.07894
0.197321	5.21762	0.0920132	3.15854	0.409712	0.54784	0.548876	2.55832	0.83769	1.03266	0.292201	3.81109	0.634801	1.10023
0.201578	5.20071	0.0945984	3.16837	0.409815	0.556993	0.550978	2.5864	0.838542	1.05259	0.295327	3.83916	0.635708	1.1215
0.205821	5.18299	0.0971913	3.1775	0.409966	0.570282	0.553103	2.61392	0.839411	1.07258	0.298476	3.86598	0.636633	1.14274
0.210049	5.16431	0.0997914	3.18607	0.410135	0.585033	0.55525	2.64097	0.840295	1.09242	0.301646	3.89162	0.637576	1.16394
0.214261	5.14466	0.102063	3.19305	0.410371	0.605259	0.557419	2.66751	0.841196	1.11223	0.304836	3.91609	0.638536	1.18504
0.218457	5.12402	0.104003	3.19872	0.410681	0.631192	0.55961	2.69354	0.842113	1.13206	0.308046	3.93947	0.639513	1.20612
0.222635	5.10235	0.10561	3.20324	0.411074	0.663207	0.561821	2.71905	0.843046	1.15177	0.311274	3.96181	0.640507	1.22722
0.226795	5.07952	0.106882	3.20667	0.41156	0.701678	0.564054	2.74409	0.843995	1.17147	0.31452	3.98313	0.641518	1.24822
0.230937	5.0555	0.107818	3.20908	0.412151	0.746988	0.566306	2.76871	0.844961	1.19117	0.317784	4.00347	0.642547	1.26917
0.235058	5.03026	0.108417	3.21059	0.412781	0.793569	0.568578	2.79289	0.845942	1.21076	0.321063	4.02291	0.643593	1.29012
0.239158	5.00377	0.10928	3.21276	0.413448	0.841536	0.57087	2.81661	0.846939	1.23034	0.324358	4.04145	0.644655	1.31104
0.243235	4.97591	0.110218	3.21495	0.414156	0.890907	0.573182	2.83993	0.847953	1.24986	0.327668	4.0591	0.645735	1.33193
0.24729	4.94658	0.111494	3.21787	0.414904	0.94173	0.575512	2.86284	0.848982	1.26936	0.330992	4.07595	0.646832	1.35275
0.25132	4.91579	0.11311	3.22159	0.415695	0.994073	0.57786	2.88536	0.850027	1.28882	0.33433	4.09193	0.647946	1.3736
0.255324	4.88349	0.115067	3.2258	0.416529	1.04789	0.579922	2.90462	0.851088	1.3082	0.33768	4.10719	0.649077	1.39441
0.259301	4.84955	0.117366	3.23045	0.417408	1.10335	0.58169	2.92086	0.852165	1.32759	0.341042	4.1217	0.650225	1.41516
0.263249	4.81392	0.120008	3.23542	0.418332	1.16048	0.58316	2.93418	0.853258	1.34691	0.344416	4.13548	0.65139	1.43595
0.267168	4.77656	0.122654	3.23998	0.419304	1.21932	0.584326	2.94445	0.854367	1.36618	0.347801	4.14854	0.652572	1.45674
0.271056	4.73746	0.125303	3.24432	0.420325	1.27988	0.585187	2.95209	0.855491	1.38543	0.351196	4.16088	0.65377	1.47744
0.27491	4.69645	0.127956	3.24832	0.421396	1.34224	0.585739	2.95699	0.856631	1.40463	0.354601	4.1726	0.654986	1.49813
0.278731	4.65348	0.130612	3.25195	0.422519	1.4064	0.586533	2.96375	0.857786	1.42383	0.358015	4.18368	0.656219	1.51889
0.282516	4.60866	0.133271	3.25539	0.423694	1.47242	0.587399	2.97119	0.858958	1.44295	0.361438	4.19411	0.657307	1.53694
0.286263	4.56182	0.135932	3.25853	0.424925	1.54039	0.588581	2.98137	0.860145	1.46196	0.364869	4.20391	0.658245	1.55237
0.289971	4.51293	0.138596	3.2614	0.426212	1.61028	0.59008	2.9939	0.861347	1.48103	0.368308	4.21311	0.659027	1.565
0.293638	4.4621	0.141262	3.26408	0.427557	1.68209	0.591902	3.00892	0.862565	1.50006	0.371755	4.22172	0.65965	1.57506
0.297263	4.4092	0.14393	3.26651	0.428961	1.75583	0.594051	3.02641	0.863799	1.51898	0.375208	4.22979	0.660111	1.58263
0.300844	4.35424	0.146601	3.26877	0.430426	1.83149	0.596532	3.04611	0.865048	1.53795	0.378668	4.23728	0.660407	1.58734
0.30438	4.29736	0.149273	3.27082	0.431954	1.90902	0.599029	3.06548	0.866312	1.55685	0.382133	4.24421	0.660834	1.59408
0.307868	4.23857	0.151946	3.27263	0.433546	1.98846	0.601542	3.08451	0.867592	1.57569	0.385604	4.25063	0.6613	1.60147
0.311307	4.1779	0.154621	3.27429	0.435204	2.06964	0.60407	3.10322	0.868887	1.5945	0.38908	4.25652	0.661938	1.61148
0.314695	4.11545	0.157297	3.27583	0.436928	2.15245	0.606614	3.12167	0.870198	1.61325	0.39256	4.26184	0.66275	1.62428
0.318033	4.05137	0.159975	3.27723	0.438722	2.2369	0.609172	3.13979	0.871524	1.63205	0.396045	4.26667	0.663741	1.63968
0.321317	3.9858	0.162653	3.27843	0.440584	2.3228	0.611745	3.15758	0.872865	1.65076	0.399533	4.27101	0.664915	1.65776
0.324547	3.91886	0.165333	3.27953	0.442518	2.40997	0.614333	3.17508	0.874222	1.66941	0.403025	4.27481	0.666278	1.67857
0.327721	3.85073	0.168013	3.2805	0.444523	2.49827	0.616934	3.1923	0.875593	1.68807	0.40652	4.27817	0.667658	1.69933
0.33084	3.78168	0.170694	3.28131	0.446601	2.58747	0.61955	3.20926	0.87698	1.70669	0.410017	4.28106	0.669055	1.72015
0.333902	3.71195	0.173376	3.28202	0.448752	2.67734	0.622179	3.22597	0.878383	1.72531	0.413516	4.28342	0.670469	1.74104
0.336906	3.64168	0.176058	3.28266	0.450976	2.76774	0.624822	3.24234	0.8798	1.74385	0.417017	4.28531	0.6719	1.76197
0.339853	3.57118	0.178741	3.28319	0.453275	2.85833	0.627478	3.25846	0.881233	1.76238	0.42052	4.28676	0.673349	1.78287
0.342743	3.50073	0.181424	3.28362	0.455648	2.9488	0.630147	3.27433	0.88268	1.7809	0.424023	4.28773	0.674814	1.80384
0.345574	3.43056	0.184107	3.28396	0.458094	3.03901	0.632829	3.2899	0.884143	1.79932	0.427527	4.28822	0.676297	1.82489
0.348349	3.36098	0.186791	3.28422	0.460614	3.12862	0.635524	3.30529	0.88543	1.81541	0.431031	4.28826	0.677797	1.84594
0.351067	3.29221	0.189474	3.28443	0.463207	3.21731	0.638231	3.32037	0.886536	1.82914	0.434535	4.28786	0.679314	1.86711
0.35373	3.2245	0.192158	3.28453	0.465872	3.30487	0.640951	3.33522	0.887457	1.84046	0.438039	4.28703	0.680848	1.8883
0.356337	3.15812	0.194842	3.28454	0.468608	3.39108	0.643682	3.34987	0.88819	1.84941	0.441542	4.2857	0.6824	1.90955
