Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
412  Points		435  Points		216  Points		184  Points		166  Points		299  Points		195  Points		142  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000565918	5.49138	4.6603e-005	0.195615	0.322751	0.0440126	0.488358	0.0461352	0.645503	0.0415917	0.161428	0.25136	0.484125	0.038399	0.806877	0.0311143
0.00568221	5.49126	0.000228857	0.268999	0.322792	0.0718329	0.488401	0.0628687	0.645542	0.0610732	0.161662	0.350544	0.484161	0.0618082	0.806906	0.0439676
0.0107983	5.49085	0.000547852	0.414589	0.322885	0.127461	0.488476	0.0963698	0.645617	0.0999619	0.162081	0.54768	0.48424	0.108598	0.806959	0.0697834
0.0159138	5.49016	0.0010014	0.55738	0.323029	0.182981	0.488581	0.1299	0.645728	0.138848	0.162683	0.741929	0.484363	0.155377	0.807036	0.0956337
0.0210286	5.48923	0.00158647	0.696551	0.323226	0.238357	0.488718	0.16349	0.645876	0.177728	0.163464	0.932452	0.48453	0.202133	0.807138	0.121407
0.0261424	5.48803	0.00229934	0.831339	0.323474	0.293518	0.488886	0.197198	0.646059	0.216524	0.16442	1.11838	0.48474	0.248769	0.807263	0.147171
0.0312549	5.48657	0.00313558	0.961096	0.323773	0.348394	0.489085	0.230994	0.646279	0.255297	0.165548	1.299	0.484993	0.295312	0.807412	0.172919
0.036366	5.48482	0.00409024	1.08533	0.324123	0.402997	0.489316	0.26497	0.646535	0.294025	0.166841	1.47378	0.48529	0.341818	0.807585	0.198633
0.0414753	5.4828	0.00515797	1.20365	0.324524	0.45727	0.489579	0.299083	0.646827	0.332663	0.168294	1.64219	0.48563	0.388173	0.807782	0.224353
0.0465826	5.48051	0.00633311	1.3157	0.324975	0.511177	0.489873	0.333324	0.647155	0.371194	0.169901	1.80398	0.486014	0.434376	0.808003	0.250086
0.0516876	5.4779	0.00760964	1.42138	0.325476	0.564646	0.4902	0.367823	0.647519	0.409657	0.171655	1.95894	0.48644	0.480491	0.808248	0.275696
0.0567901	5.47504	0.0089817	1.52067	0.326027	0.617677	0.490559	0.40247	0.647918	0.448058	0.173551	2.10686	0.486909	0.526432	0.808517	0.301282
0.0618898	5.47188	0.0104432	1.61356	0.326627	0.6702	0.49095	0.437339	0.648354	0.486334	0.175581	2.24778	0.487421	0.572173	0.808809	0.326893
0.0669863	5.46841	0.0119884	1.70009	0.327276	0.722218	0.491374	0.472508	0.648824	0.524434	0.177739	2.38183	0.487975	0.617731	0.809126	0.352407
0.0720795	5.46463	0.0136112	1.78052	0.327973	0.773667	0.49183	0.507909	0.649331	0.562474	0.180019	2.50909	0.488572	0.663145	0.809466	0.377872
0.077169	5.4605	0.0153062	1.85508	0.328717	0.824489	0.49232	0.543555	0.649873	0.600396	0.182415	2.6297	0.489211	0.708342	0.80983	0.403315
0.0822546	5.45604	0.0170679	1.92393	0.329509	0.874717	0.492843	0.579471	0.65045	0.638154	0.18492	2.74387	0.489892	0.753253	0.810218	0.428713
0.0873358	5.45124	0.0188912	1.98736	0.330347	0.92427	0.4934	0.615708	0.651062	0.675804	0.187528	2.85208	0.490614	0.797958	0.810629	0.454021
0.0924124	5.4461	0.0207711	2.04575	0.331231	0.973204	0.493991	0.652293	0.651709	0.713237	0.189881	2.94164	0.491379	0.842397	0.811064	0.479294
0.097484	5.44059	0.0227032	2.0994	0.332161	1.02142	0.494615	0.689207	0.652391	0.750531	0.191942	3.01463	0.492184	0.886597	0.811522	0.504499
0.10255	5.43468	0.0246831	2.14853	0.333135	1.06891	0.495275	0.726416	0.653107	0.787691	0.193685	3.07264	0.493031	0.930539	0.812004	0.529641
0.107611	5.42836	0.0267068	2.19347	0.334153	1.11571	0.495969	0.763991	0.653858	0.824657	0.195085	3.11716	0.493918	0.974185	0.812509	0.554729
0.112665	5.42159	0.0287704	2.23458	0.335214	1.16178	0.496698	0.801935	0.654644	0.861455	0.196128	3.14911	0.494846	1.01753	0.813037	0.579709
0.117713	5.41442	0.0308707	2.27204	0.336317	1.20711	0.497463	0.840249	0.655464	0.898065	0.196801	3.1691	0.495814	1.06057	0.813589	0.60462
0.122755	5.40681	0.0330041	2.30616	0.337463	1.25169	0.498264	0.878938	0.656317	0.934444	0.197775	3.19746	0.496822	1.1033	0.814164	0.629466
0.127788	5.39869	0.035168	2.33728	0.33865	1.29553	0.499101	0.91801	0.657205	0.970654	0.198844	3.22769	0.49787	1.14568	0.814762	0.654257
0.132814	5.39007	0.0373594	2.36554	0.339877	1.33861	0.499975	0.957484	0.658126	1.00667	0.200314	3.26773	0.498957	1.18774	0.815383	0.678937
0.137832	5.38089	0.0395759	2.39121	0.341144	1.38103	0.500885	0.997318	0.659081	1.04245	0.202199	3.31685	0.500083	1.22946	0.816027	0.703541
0.142841	5.37117	0.0418151	2.4145	0.342451	1.42273	0.501833	1.03758	0.660069	1.07805	0.204515	3.37408	0.501248	1.27085	0.816694	0.728066
0.147841	5.36089	0.044075	2.43559	0.343795	1.46365	0.502819	1.07827	0.66109	1.11344	0.207281	3.43815	0.502451	1.31188	0.817384	0.752507
0.152831	5.35	0.0463536	2.45471	0.345178	1.50397	0.503842	1.11936	0.662143	1.14854	0.210517	3.50801	0.503693	1.35249	0.818096	0.776853
