Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
393  Points		401  Points		245  Points		205  Points		156  Points		315  Points		214  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.0041476	5.49139	0.00042077	0.182897	0.408248	1785.27	0.488347	7000.91	0.816501	1374.57	0.20417	287.734	0.612373	3593.72
0.00863483	5.49135	0.000771217	0.247364	0.408239	390.35	0.488384	550.661	0.816522	578.619	0.204337	133.84	0.612386	620.106
0.0131217	5.49118	0.00122528	0.311388	0.408218	219.121	0.488485	286.66	0.816561	366.449	0.204625	87.3018	0.612418	339.346
0.0176081	5.49096	0.00178148	0.374887	0.408185	152.301	0.488649	193.815	0.816617	268.143	0.205033	64.8628	0.612469	233.602
0.0220938	5.49066	0.00243783	0.437735	0.408142	116.703	0.488876	146.442	0.81669	211.435	0.205561	51.6721	0.612539	178.115
0.0265788	5.4903	0.00319225	0.499856	0.408087	94.5867	0.489165	117.715	0.816781	174.535	0.206206	43.0014	0.612628	143.939
0.0310628	5.48987	0.00404223	0.561149	0.408023	79.5122	0.489517	98.4417	0.816888	148.609	0.206967	36.8761	0.612735	120.776
0.0355455	5.48937	0.0049852	0.621547	0.40795	68.5776	0.48993	84.6194	0.817014	129.396	0.207841	32.3254	0.612861	104.043
0.0400271	5.48881	0.00601835	0.680979	0.407867	60.283	0.490404	74.2253	0.817156	114.589	0.208825	28.8163	0.613006	91.3897
0.0445071	5.48817	0.00713864	0.739377	0.407777	53.775	0.490937	66.1274	0.817316	102.828	0.209918	26.0318	0.61317	81.487
0.0489855	5.48746	0.00834299	0.796688	0.40768	48.5323	0.491529	59.6424	0.817493	93.2624	0.211117	23.7715	0.613352	73.5266
0.053462	5.48669	0.00962825	0.852869	0.407578	44.2187	0.492178	54.3339	0.817687	85.3299	0.212417	21.9027	0.613553	66.9887
0.0579365	5.48584	0.0109911	0.907877	0.407471	40.6071	0.492885	49.9096	0.817899	78.6455	0.213817	20.3337	0.613773	61.5237
