Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
504  Points		506  Points		401  Points		262  Points		206  Points		181  Points		459  Points		327  Points		227  Points		171  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00132641	4.52905	1.69744e-005	0.0333716	0.279506	723.641	0.325474	350.71	0.559019	1212.1	0.838526	2988.96	0.139755	1206.34	0.419263	2591.42	0.650848	3171.11	0.698779	912.722
0.00554597	4.52894	0.00013615	0.0945259	0.279479	212.056	0.325626	175.092	0.559039	401.35	0.838534	691.725	0.139845	133.498	0.419277	383.432	0.650861	572.469	0.698811	411.721
0.00976467	4.52853	0.000368556	0.155375	0.279422	124.208	0.325878	116.742	0.559077	240.506	0.838551	391.128	0.140079	70.7742	0.419311	207.049	0.650892	314.649	0.698867	265.831
0.0139819	4.52789	0.000712646	0.215709	0.279337	87.8051	0.326229	87.6223	0.559136	171.71	0.838578	272.653	0.140455	48.251	0.419365	141.827	0.650941	216.957	0.698947	196.296
0.0181971	4.52703	0.00116642	0.275395	0.279227	67.8883	0.326677	70.1803	0.559213	133.528	0.838615	209.271	0.140972	36.6864	0.41944	107.865	0.651008	165.566	0.699052	155.608
0.0224095	4.52595	0.00172722	0.334272	0.279092	55.3235	0.327219	58.573	0.55931	109.247	0.838662	169.803	0.141628	29.6644	0.419535	87.0358	0.651093	133.867	0.69918	128.903
0.0266187	4.52465	0.00239183	0.39218	0.278936	46.6727	0.327853	50.2979	0.559426	92.4462	0.838718	142.865	0.142418	24.9592	0.419651	72.9579	0.651196	112.364	0.699333	110.031
0.0308238	4.52311	0.00315664	0.448991	0.278762	40.3528	0.328575	44.1045	0.559562	80.1313	0.838784	123.307	0.143339	21.5946	0.419787	62.808	0.651317	96.8197	0.699509	95.988
0.0350242	4.52133	0.00401756	0.504579	0.278573	35.5331	0.329382	39.2982	0.559717	70.7182	0.83886	108.462	0.144387	19.0751	0.419943	55.1443	0.651455	85.0597	0.69971	85.1316
0.0392192	4.51932	0.00497028	0.558841	0.278372	31.736	0.33027	35.4622	0.559892	63.29	0.838945	96.8111	0.145559	17.1223	0.42012	49.1538	0.651612	75.8527	0.699935	76.4885
0.0434081	4.51706	0.00601035	0.611704	0.278164	28.6672	0.331237	32.3316	0.560086	57.2793	0.83904	87.4229	0.146848	15.5678	0.420317	44.3431	0.651787	68.4492	0.700184	69.4451
0.0475903	4.51456	0.00713317	0.663101	0.277952	26.1358	0.332279	29.7297	0.560299	52.3162	0.839145	79.697	0.148251	14.3037	0.420534	40.3954	0.651979	62.3672	0.700457	63.5956
0.0517649	4.51181	0.00833398	0.712977	0.277739	24.0121	0.333393	27.534	0.560531	48.1493	0.83926	73.2282	0.149762	13.2577	0.420771	37.0981	0.65219	57.2821	0.700755	58.6605
0.0559312	4.5088	0.00960808	0.761296	0.277528	22.2053	0.334574	25.6574	0.560783	44.6014	0.839384	67.7328	0.151375	12.3795	0.421029	34.303	0.652418	52.9677	0.701076	54.4414
0.0600883	4.50552	0.010951	0.808047	0.277324	20.6497	0.335821	24.0357	0.561055	41.5444	0.839518	63.0067	0.153088	11.6332	0.421307	31.9039	0.652664	49.2615	0.701421	50.7933
0.0642355	4.50198	0.012358	0.85321	0.27713	19.2965	0.337131	22.621	0.561345	38.8834	0.839662	58.899	0.154893	10.9921	0.421606	29.8224	0.652928	46.0435	0.701791	47.608
0.0683718	4.49815	0.0138248	0.896799	0.276948	18.109	0.3385	21.3765	0.561655	36.5463	0.839815	55.2959	0.156786	10.4364	0.421924	27.9997	0.653209	43.2235	0.702185	44.803
