Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
475  Points		493  Points		234  Points		149  Points		128  Points		2  Points		388  Points		166  Points		130  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00110535	7.20958	0.00025665	0.420634	0.279523	0.117984	0.413758	0.039749	0.559018	0.0505758	-1.59029e-008	0.0320992	0.139852	0.455982	0.419293	0.12373	0.698781	0.0592468
0.00782248	7.20861	0.000648552	0.513157	0.279633	0.175913	0.413795	0.078765	0.559065	0.087732	9.81057e-006	0.0320992	0.140277	0.634275	0.419408	0.169779	0.698836	0.0850206
0.0145378	7.20576	0.00121286	0.694047	0.279851	0.291546	0.413905	0.156848	0.559182	0.161994			0.141034	0.987148	0.41961	0.261785	0.69894	0.136634
0.0212496	7.20125	0.00194183	0.86591	0.280176	0.406577	0.414088	0.235159	0.559367	0.236176			0.142117	1.33115	0.419896	0.353584	0.699091	0.188225
0.0279565	7.19501	0.00282639	1.02726	0.280608	0.520697	0.414343	0.313923	0.559622	0.310274			0.143515	1.66371	0.420268	0.445116	0.69929	0.239698
0.0346567	7.187	0.00385603	1.1769	0.281146	0.633727	0.414672	0.393228	0.559945	0.384201			0.145217	1.98276	0.420726	0.536262	0.699538	0.291155
0.0413487	7.17719	0.00501941	1.31416	0.281789	0.745456	0.415076	0.473251	0.560338	0.457934			0.147209	2.28673	0.421268	0.626928	0.699833	0.342506
0.0480307	7.16549	0.00630482	1.4389	0.282535	0.855607	0.415554	0.55412	0.560799	0.531426			0.149478	2.57453	0.421894	0.717146	0.700176	0.39372
0.0547008	7.15191	0.00770065	1.5512	0.283384	0.964069	0.416108	0.635879	0.561328	0.604655			0.152007	2.84559	0.422604	0.806762	0.700567	0.444804
0.0613575	7.13632	0.00919531	1.6515	0.284332	1.07069	0.416739	0.718758	0.561925	0.677652			0.15478	3.09971	0.423397	0.895688	0.701005	0.495775
0.0679986	7.11869	0.010778	1.74049	0.285379	1.17524	0.417448	0.802849	0.562591	0.750257			0.157783	3.33704	0.424273	0.983963	0.70149	0.546595
0.0746223	7.09895	0.0124385	1.81885	0.286522	1.2777	0.418235	0.888196	0.563323	0.822517			0.160999	3.55807	0.425231	1.07145	0.702023	0.597186
0.0812267	7.07691	0.0141673	1.88747	0.287759	1.37796	0.419103	0.974953	0.564123	0.89438			0.164413	3.76332	0.42627	1.1581	0.702603	0.64761
0.0878094	7.05245	0.0159556	1.94722	0.289089	1.47593	0.420052	1.06321	0.56499	0.965818			0.168011	3.95351	0.427389	1.24386	0.70323	0.697847
0.0943682	7.02551	0.0177957	1.99904	0.29051	1.57169	0.421084	1.15301	0.565923	1.03684			0.17178	4.12947	0.428587	1.32867	0.703904	0.747858
0.100901	6.99594	0.0196806	2.04371	0.292018	1.6652	0.4222	1.24443	0.566922	1.10733			0.175706	4.29207	0.429865	1.41246	0.704624	0.797637
0.107404	6.96353	0.0216039	2.08209	0.293613	1.75649	0.423403	1.33755	0.567986	1.17734			0.179778	4.44214	0.431219	1.49522	0.70539	0.847169
0.113876	6.92809	0.0235603	2.11496	0.295291	1.84569	0.424693	1.43238	0.569116	1.24683			0.183983	4.58049	0.432651	1.57695	0.706202	0.896428
0.120314	6.88952	0.0255449	2.14292	0.297052	1.93298	0.426072	1.52902	0.57031	1.31579			0.188313	4.70793	0.434158	1.65749	0.70706	0.945436
0.126714	6.84759	0.0275534	2.16661	0.298893	2.01849	0.427542	1.62737	0.571568	1.38413			0.192756	4.82525	0.435739	1.73685	0.707964	0.994159
0.133074	6.80196	0.0295822	2.18674	0.300813	2.10251	0.429104	1.72747	0.572889	1.45188			0.197304	4.93318	0.437394	1.81506	0.708913	1.04261
0.139389	6.75246	0.0313641	2.20169	0.302811	2.1853	0.430761	1.82932	0.574273	1.51905			0.201948	5.03236	0.439121	1.89203	0.709907	1.09072
0.145656	6.69886	0.032892	2.21271	0.304885	2.26716	0.432513	1.9328	0.575719	1.58557			0.206681	5.12343	0.44092	1.96773	0.710945	1.13854
