Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
476  Points		492  Points		242  Points		146  Points		129  Points		394  Points		2  Points		165  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00567202	7.32826	0.000472977	0.22356	0.279553	331.965	0.394754	766.469	0.559026	1207.14	0.139812	260.347	-1.55354e-008	8.41306	0.419276	831.527	0.698775	1862.06
0.0124985	7.32753	0.000974611	0.319822	0.279705	157.686	0.394835	272.916	0.559096	400.845	0.140186	95.4478	9.94741e-006	0.0324945	0.419368	292.055	0.698819	534.688
0.0193219	7.32618	0.00164678	0.413863	0.279965	103.48	0.394993	166.074	0.559238	240.378	0.140903	58.6996			0.419549	177.203	0.69891	312.2
0.0261409	7.32427	0.00248041	0.505099	0.280332	77.0735	0.395229	119.4	0.559451	171.706	0.141957	42.6029			0.419818	127.244	0.69905	220.496
0.0329535	7.32175	0.00346515	0.5931	0.280805	61.4602	0.395542	93.2484	0.559734	133.592	0.143339	33.6176			0.420175	99.3086	0.699238	170.461
0.0397584	7.31865	0.00458954	0.677509	0.281384	51.1552	0.395934	76.5311	0.560088	109.358	0.145036	27.9156			0.42062	81.473	0.699474	138.957
0.0465534	7.31493	0.00584148	0.75806	0.282066	43.8516	0.396406	64.9292	0.560512	92.5966	0.147034	23.9969			0.421153	69.105	0.699758	117.302
0.0533372	7.31061	0.00720904	0.834619	0.282851	38.41	0.396957	56.4109	0.561006	80.3163	0.149318	21.1532			0.421772	60.0295	0.70009	101.504
0.0601076	7.30565	0.00868008	0.907084	0.283735	34.2028	0.397591	49.8948	0.561571	70.9353	0.151872	19.0064			0.422478	53.09	0.700469	89.473
0.0668628	7.30003	0.0102433	0.97547	0.284718	30.8559	0.398307	44.7521	0.562205	63.5378	0.15468	17.3364			0.42327	47.6147	0.700896	80.0061
0.0736007	7.29374	0.0118879	1.03983	0.285798	28.1323	0.399107	40.5927	0.562908	57.5568	0.157726	16.0063			0.424147	43.187	0.70137	72.3642
0.0803192	7.28675	0.013604	1.10026	0.286971	25.8747	0.399993	37.1613	0.563681	52.6227	0.160992	14.9265			0.425109	39.5344	0.701891	66.0671
0.0870162	7.27905	0.0153821	1.1569	0.288235	23.9747	0.400965	34.2841	0.564522	48.4841	0.164464	14.0359			0.426154	36.4715	0.70246	60.7895
0.093689	7.27059	0.0172144	1.20992	0.289589	22.3549	0.402027	31.8385	0.565431	44.9642	0.168125	13.2915			0.427282	33.8675	0.703075	56.3032
0.100335	7.26135	0.0190932	1.2595	0.291029	20.9587	0.403179	29.7357	0.566408	41.9349	0.171963	12.6623			0.428491	31.6277	0.703737	52.4433
0.106952	7.2513	0.021012	1.30582	0.292554	19.7438	0.404424	27.9096	0.567452	39.3012	0.175963	12.125			0.429782	29.6818	0.704445	49.0879
0.113537	7.24038	0.022965	1.34907	0.294162	18.6778	0.405762	26.3104	0.568563	36.9912	0.180114	11.6623			0.431152	27.9763	0.705199	46.1445
0.120087	7.22857	0.0249472	1.38947	0.295849	17.7358	0.407197	24.8992	0.56974	34.9493	0.184402	11.2606			0.432601	26.4701	0.705999	43.5423
0.126598	7.21582	0.026954	1.42718	0.297615	16.8978	0.40873	23.6458	0.570983	33.1319	0.188817	10.9095			0.434128	25.1308	0.706844	41.2256
0.133067	7.20208	0.0289817	1.4624	0.299457	16.1482	0.410362	22.5261	0.572291	31.5046	0.193349	10.6008			0.435732	23.9329	0.707735	39.1501
0.13949	7.18728	0.030763	1.4912	0.301375	15.4742	0.412097	21.5206	0.573664	30.0395	0.197989	10.3276			0.437411	22.8555	0.70867	37.2804
0.145863	7.17138	0.0322906	1.51443	0.303367	14.8653	0.413935	20.6136	0.5751	28.7138	0.202728	10.0846			0.439164	21.8818	0.70965	35.5877
0.152181	7.15431	0.0335593	1.53279	0.305433	14.3131	0.415877	19.7921	0.5766	27.509	0.207556	9.86751			0.440989	20.998	0.710675	34.0483
0.15844	7.13599	0.0345656	1.54678	0.307573	13.8104	0.417926	19.0451	0.578163	26.4097	0.212468	9.67258			0.442887	20.1925	0.711743	32.6424
0.164635	7.11637	0.0353071	1.55678	0.309787	13.3513	0.420084	18.3637	0.579787	25.4028	0.217455	9.49682			0.444855	19.4558	0.712855	31.3536
0.170759	7.09535	0.0357823	1.56306	0.312076	12.9307	0.42235	17.7403	0.581473	24.4774	0.222512	9.33772			0.446892	18.7796	0.71401	30.1682
0.176808	7.07286	0.0364664	1.57192	0.314442	12.5445	0.424726	17.1682	0.58322	23.6244	0.227632	9.19314			0.448996	18.1572	0.715208	29.0743
0.182774	7.04883	0.0372109	1.58134	0.316887	12.1889	0.427214	16.642	0.585027	22.8358	0.23281	9.06129			0.451167	17.5825	0.716448	28.0619
0.188652	7.02315	0.0382252	1.59379	0.319414	11.8611	0.429813	16.1569	0.586893	22.1047	0.238039	8.94061			0.453403	17.0506	0.717731	27.1223
0.194434	6.99575	0.0395106	1.60899	0.322027	11.5582	0.432524	15.7086	0.588817	21.4254	0.243316	8.82981			0.455703	16.5569	0.719055	26.2482
0.200113	6.96653	0.0410681	1.62657	0.324728	11.278	0.435348	15.2937	0.590799	20.7926	0.248635	8.72775			0.458065	16.0978	0.720422	25.4331
0.205681	6.93542	0.0428992	1.64616	0.327524	11.0186	0.438283	14.9088	0.592839	20.2019	0.253992	8.63344			0.460488	15.6699	0.721829	24.6713
0.21113	6.90234	0.0450048	1.66734	0.33042	10.7782	0.44133	14.5513	0.594935	19.6495	0.258688	8.55692			0.46297	15.2702	0.723277	23.9579
0.216454	6.8672	0.047114	1.68725	0.333419	10.5552	0.444489	14.2187	0.597086	19.1318	0.26271	8.49545			0.465512	14.8963	0.724766	23.2885
0.221644	6.82997	0.0492259	1.70596	0.336528	10.3484	0.447758	13.9087	0.599293	18.6459	0.266047	8.44703			0.46811	14.5458	0.726295	22.6592
0.226692	6.79058	0.05134	1.72357	0.339753	10.1566	0.451136	13.6195	0.601553	18.189	0.268692	8.41018			0.470765	14.2167	0.727863	22.0668
0.231593	6.74902	0.0534555	1.74016	0.343098	9.97868	0.454623	13.3493	0.603867	17.7587	0.270641	8.38386			0.473474	13.9072	0.729472	21.508
0.236338	6.70526	0.055572	1.75581	0.346569	9.8137	0.458216	13.0965	0.606234	17.3528	0.27189	8.36734			0.476236	13.6157	0.731119	20.9802
0.240924	6.65935	0.0576893	1.77058	0.35017	9.66078	0.461915	12.8598	0.608653	16.9695	0.273687	8.34403			0.479052	13.3408	0.732806	20.4811
0.245346	6.6113	0.0598067	1.78454	0.353904	9.51911	0.465718	12.6378	0.611123	16.607	0.275642	8.31925			0.481918	13.0813	0.734531	20.0083
0.2496	6.56121	0.0619241	1.79774	0.357773	9.38792	0.469622	12.4295	0.613644	16.2637	0.278306	8.28647			0.484834	12.8358	0.736294	19.5599
0.253685	6.50916	0.0640414	1.81025	0.361779	9.26649	0.473626	12.2338	0.616215	15.9383	0.28168	8.24642			0.4878	12.6034	0.738096	19.1342
0.257599	6.45528	0.0661582	1.82209	0.365921	9.15413	0.477728	12.0498	0.618835	15.6294	0.285769	8.19996			0.490814	12.3832	0.739936	18.7295
0.261345	6.39972	0.0682745	1.83334	0.370198	9.0502	0.481925	11.8765	0.621504	15.3359	0.290574	8.14803			0.493875	12.1743	0.741814	18.3444
0.264924	6.34266	0.07039	1.84401	0.374608	8.95406	0.486215	11.7133	0.624221	15.0568	0.296098	8.09153			0.496983	11.9758	0.743729	17.9776
0.26834	6.28427	0.0725048	1.85416	0.379146	8.8651	0.490597	11.5594	0.626986	14.7911	0.30163	8.03805			0.500136	11.7872	0.745681	17.6278
0.271598	6.22475	0.0746188	1.86381	0.383201	8.79299	0.495067	11.4142	0.629797	14.5379	0.307167	7.98727			0.503334	11.6077	0.747671	17.2939
0.274704	6.1643	0.0767319	1.873	0.386729	8.73522	0.499623	11.277	0.632654	14.2964	0.312705	7.93894			0.506577	11.4367	0.749698	16.975
