Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
460  Points		494  Points		185  Points		150  Points		133  Points		99  Points		316  Points		162  Points		130  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00607384	6.87825	8.7888e-005	0.0935954	0.279534	454.323	0.505074	6255.43	0.559018	3492.51	0.838526	6273.66	0.139769	481.528	0.419294	523.62	0.698785	999.037
0.0124815	6.8778	0.000347738	0.185885	0.27967	180.785	0.505095	498.891	0.559067	512.08	0.838553	787.113	0.140022	114.588	0.419409	242.089	0.698847	428.437
0.0188875	6.87708	0.000776079	0.276933	0.279922	112.933	0.505152	259.834	0.559189	276.354	0.838623	419.931	0.140584	65.2769	0.419608	157.502	0.698958	272.727
0.0252911	6.87606	0.00136753	0.366227	0.280291	82.1882	0.505244	175.686	0.559385	189.292	0.838734	286.38	0.14145	45.8457	0.419891	116.771	0.699119	200.06
0.0316914	6.87474	0.00211487	0.45327	0.280776	64.6643	0.505372	132.73	0.559653	143.986	0.838888	217.304	0.142613	35.502	0.420259	92.8228	0.699328	157.996
0.0380876	6.87313	0.00300953	0.537656	0.281376	53.354	0.505536	106.671	0.559993	116.216	0.839084	175.096	0.144064	29.1112	0.42071	77.0639	0.699587	130.57
0.0444788	6.8712	0.00404175	0.619028	0.282089	45.4583	0.505738	89.181	0.560406	97.458	0.839323	146.637	0.145791	24.7926	0.421245	65.9129	0.699896	111.278
0.0508641	6.86897	0.00520114	0.697121	0.282916	39.6399	0.505976	76.6328	0.560891	83.9414	0.839603	126.151	0.147783	21.6941	0.421862	57.6108	0.700253	96.9702
0.0572426	6.86641	0.00647718	0.771774	0.283854	35.179	0.506253	67.1931	0.561447	73.7424	0.839926	110.703	0.150026	19.3737	0.422562	51.1929	0.700659	85.9386
0.0636135	6.86355	0.00785902	0.842856	0.284902	31.6539	0.506568	59.8356	0.562074	65.7757	0.84029	98.6382	0.152506	17.5789	0.423345	46.0858	0.701114	77.1752
0.0699756	6.86036	0.00933635	0.910333	0.286058	28.801	0.506922	53.9412	0.562771	59.3828	0.840697	88.9569	0.15521	16.1556	0.424209	41.9274	0.701618	70.0469
0.0763282	6.85683	0.010899	0.974197	0.287322	26.4474	0.507317	49.114	0.563539	54.1411	0.841145	81.0172	0.158123	15.0038	0.425154	38.4775	0.702171	64.1363
0.0826701	6.85297	0.0125377	1.03452	0.28869	24.4744	0.507753	45.0892	0.564376	49.7668	0.841635	74.3888	0.161233	14.0562	0.426179	35.571	0.702772	59.1569
0.0890003	6.84877	0.0142435	1.09137	0.290162	22.7983	0.50823	41.6829	0.565281	46.0623	0.842167	68.7725	0.164525	13.2657	0.427284	33.09	0.703422	54.9055
