Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
475  Points		493  Points		234  Points		149  Points		128  Points		2  Points		388  Points		166  Points		130  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00110535	7.21018	0.00025665	0.163585	0.279523	581.858	0.413758	40752.1	0.559018	3331.82	-1.59029e-008	8.4065	0.139852	196.782	0.419293	534.717	0.698781	1160.93
0.00782248	7.20966	0.000648552	0.259358	0.279633	198.027	0.413795	439.344	0.559065	508.483	9.81057e-006	0.0320474	0.140277	85.4104	0.419408	244.434	0.698836	455.68
0.0145378	7.20873	0.00121286	0.353367	0.279851	119.401	0.413905	220.921	0.559182	275.3			0.141034	54.79	0.41961	158.491	0.69894	283.51
0.0212496	7.2072	0.00194183	0.444967	0.280176	85.5374	0.414088	147.612	0.559367	188.793			0.142117	40.5378	0.419896	117.315	0.699091	205.796
0.0279565	7.20514	0.00282639	0.533715	0.280608	66.6975	0.414343	110.878	0.559622	143.693			0.143515	32.3415	0.420268	93.1669	0.69929	161.548
0.0346567	7.20248	0.00385603	0.619205	0.281146	54.7097	0.414672	88.8211	0.559945	116.021			0.145217	27.0464	0.420726	77.3021	0.699538	132.982
0.0413487	7.19925	0.00501941	0.701126	0.281789	46.4189	0.415076	74.1164	0.560338	97.3154			0.147209	23.3634	0.421268	66.0884	0.699833	113.021
0.0480307	7.19542	0.00630482	0.77926	0.282535	40.3492	0.415554	63.6181	0.560799	83.8308			0.149478	20.6673	0.421894	57.7462	0.700176	98.2871
0.0547008	7.19098	0.00770065	0.853497	0.283384	35.7178	0.416108	55.7509	0.561328	73.6521			0.152007	18.6186	0.422604	51.3012	0.700567	86.9677
0.0613575	7.18593	0.00919531	0.923765	0.284332	32.0712	0.416739	49.6389	0.561925	65.6989			0.15478	17.0164	0.423397	46.175	0.701005	78.0006
0.0679986	7.18023	0.010778	0.990096	0.285379	29.1282	0.417448	44.7564	0.562591	59.3154			0.157783	15.7348	0.424273	42.0027	0.70149	70.7228
