Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
473  Points		493  Points		228  Points		151  Points		128  Points		381  Points		170  Points		133  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00522596	7.03028	0.000481116	0.220855	0.279555	319.815	0.440772	562.187	0.559017	34117.8	0.139754	4923.14	0.419265	1988.59	0.698777	1497.26
0.0117748	7.02953	0.000974398	0.313299	0.279707	154.893	0.440863	256.954	0.559052	589.667	0.139925	145.743	0.419324	367.014	0.698824	499.732
0.0183209	7.02826	0.00163164	0.40369	0.279964	102.27	0.441023	166.586	0.559153	297.457	0.140415	74.2239	0.419465	202.227	0.698917	299.952
0.0248627	7.02646	0.00244485	0.491573	0.280325	76.3996	0.441252	123.285	0.559321	198.943	0.141221	50.0167	0.419687	139.62	0.699056	214.317
0.0313986	7.02409	0.00340443	0.576513	0.280791	61.0296	0.441549	97.8869	0.559556	149.487	0.142335	37.9037	0.419991	106.661	0.699242	166.745
0.0379271	7.02116	0.00449995	0.658185	0.28136	50.855	0.441916	81.1972	0.559858	119.759	0.143748	30.6703	0.420376	86.3317	0.699475	136.478
0.0444466	7.01767	0.00572049	0.73636	0.282031	43.6291	0.442353	69.3975	0.560226	99.9233	0.145448	25.8871	0.420841	72.5462	0.699754	115.531
0.0509552	7.01359	0.00705487	0.810877	0.282803	38.2375	0.442861	60.6169	0.56066	85.7507	0.147423	22.5065	0.421387	62.5881	0.700079	100.175
0.0574515	7.00892	0.00849205	0.88165	0.283675	34.0642	0.44344	53.8312	0.56116	75.1224	0.14966	20.0028	0.422013	55.0615	0.70045	88.4377
0.0639336	7.00366	0.0100213	0.948653	0.284646	30.7414	0.444091	48.4324	0.561726	66.8591	0.152142	18.0828	0.422718	49.1757	0.700867	79.1765
0.0703997	6.99778	0.0116325	1.01193	0.285713	28.0357	0.444814	44.0367	0.562358	60.2526	0.154857	16.5705	0.423503	44.4493	0.701331	71.6839
