Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
476  Points		492  Points		242  Points		146  Points		129  Points		394  Points		2  Points		165  Points		129  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00567202	7.32692	0.000472977	0.53841	0.279553	0.163236	0.394754	0.0869519	0.559026	0.0759243	0.139812	0.401195	-1.55354e-008	0.032545	0.419276	0.0989684	0.698775	0.0467262
0.0124985	7.32531	0.000974611	0.629929	0.279705	0.221095	0.394835	0.128339	0.559096	0.114007	0.140186	0.58558	9.94741e-006	0.032545	0.419368	0.146537	0.698819	0.0725691
0.0193219	7.32128	0.00164678	0.808098	0.279965	0.336518	0.394993	0.211267	0.559238	0.190096	0.140903	0.950722			0.419549	0.241488	0.69891	0.124243
0.0261409	7.31548	0.00248041	0.975838	0.280332	0.451129	0.395229	0.29465	0.559451	0.266028	0.141957	1.3071			0.419818	0.336176	0.69905	0.175882
0.0329535	7.30791	0.00346515	1.13188	0.280805	0.564627	0.395542	0.378654	0.559734	0.341867	0.143339	1.6519			0.420175	0.43063	0.699238	0.227452
0.0397584	7.29848	0.00458954	1.27527	0.281384	0.676708	0.395934	0.463459	0.560088	0.417594	0.145036	1.98283			0.42062	0.52469	0.699474	0.278955
0.0465534	7.28717	0.00584148	1.40577	0.282066	0.787124	0.396406	0.549205	0.560512	0.493021	0.147034	2.29817			0.421153	0.618253	0.699758	0.330326
0.0533372	7.27393	0.00720904	1.52335	0.282851	0.89575	0.396957	0.63603	0.561006	0.568216	0.149318	2.59671			0.421772	0.711337	0.70009	0.381579
0.0601076	7.25858	0.00868008	1.62837	0.283735	1.00233	0.397591	0.724134	0.561571	0.643168	0.151872	2.87781			0.422478	0.803829	0.700469	0.432669
0.0668628	7.24115	0.0102433	1.72151	0.284718	1.10666	0.398307	0.813623	0.562205	0.717704	0.15468	3.14125			0.42327	0.895574	0.700896	0.483578
0.0736007	7.2215	0.0118879	1.8035	0.285798	1.2086	0.399107	0.904636	0.562908	0.791923	0.157726	3.38712			0.424147	0.986559	0.70137	0.534348
0.0803192	7.19949	0.013604	1.87519	0.286971	1.3081	0.399993	0.997307	0.563681	0.865801	0.160992	3.61591			0.425109	1.07676	0.701891	0.58491
0.0870162	7.17497	0.0153821	1.93756	0.288235	1.40509	0.400965	1.09176	0.564522	0.939216	0.164464	3.8282			0.426154	1.16612	0.70246	0.635205
0.093689	7.14781	0.0172144	1.99155	0.289589	1.49953	0.402027	1.188	0.565431	1.01214	0.168125	4.02471			0.427282	1.25445	0.703075	0.685256
0.100335	7.11789	0.0190932	2.03801	0.291029	1.59144	0.403179	1.28616	0.566408	1.08461	0.171963	4.20635			0.428491	1.34176	0.703737	0.735116
0.106952	7.08492	0.021012	2.07783	0.292554	1.68093	0.404424	1.3863	0.567452	1.1566	0.175963	4.374			0.429782	1.42805	0.704445	0.784663
0.113537	7.04872	0.022965	2.11183	0.294162	1.76812	0.405762	1.48844	0.568563	1.22799	0.180114	4.52854			0.431152	1.51319	0.705199	0.833954
0.120087	7.00914	0.0249472	2.14073	0.295849	1.85316	0.407197	1.5926	0.56974	1.29878	0.184402	4.67085			0.432601	1.59717	0.705999	0.882951
0.126598	6.96587	0.026954	2.16513	0.297615	1.93629	0.40873	1.69876	0.570983	1.36901	0.188817	4.8018			0.434128	1.67997	0.706844	0.931579
0.133067	6.91857	0.0289817	2.1858	0.299457	2.01788	0.410362	1.80691	0.572291	1.43865	0.193349	4.9222			0.435732	1.76148	0.707735	0.979909
0.13949	6.86698	0.030763	2.20111	0.301375	2.09822	0.412097	1.91694	0.573664	1.50761	0.197989	5.03278			0.437411	1.84166	0.70867	1.02794
0.145863	6.81082	0.0322906	2.21233	0.303367	2.17776	0.413935	2.02875	0.5751	1.57589	0.202728	5.13425			0.439164	1.92058	0.70965	1.07565
0.152181	6.7497	0.0335593	2.2206	0.305433	2.25699	0.415877	2.14229	0.5766	1.64353	0.207556	5.22726			0.440989	1.99815	0.710675	1.12296
0.15844	6.68326	0.0345656	2.22646	0.307573	2.33644	0.417926	2.25738	0.578163	1.71047	0.212468	5.31244			0.442887	2.07433	0.711743	1.1699
0.164635	6.6111	0.0353071	2.23035	0.309787	2.41667	0.420084	2.37389	0.579787	1.77668	0.217455	5.39035			0.444855	2.14912	0.712855	1.21654
0.170759	6.53278	0.0357823	2.23276	0.312076	2.49825	0.42235	2.49163	0.581473	1.84216	0.222512	5.46143			0.446892	2.22245	0.71401	1.26279
0.176808	6.44797	0.0364664	2.23599	0.314442	2.58194	0.424726	2.61029	0.58322	1.90689	0.227632	5.52617			0.448996	2.29442	0.715208	1.30864
0.182774	6.35623	0.0372109	2.23921	0.316887	2.66839	0.427214	2.72976	0.585027	1.97089	0.23281	5.58498			0.451167	2.36496	0.716448	1.35412
0.188652	6.25711	0.0382252	2.24333	0.319414	2.75822	0.429813	2.84983	0.586893	2.03414	0.238039	5.63822			0.453403	2.43405	0.717731	1.39924
0.194434	6.15035	0.0395106	2.24789	0.322027	2.85206	0.432524	2.97014	0.588817	2.09662	0.243316	5.68633			0.455703	2.5017	0.719055	1.44399
0.200113	6.03565	0.0410681	2.25269	0.324728	2.95052	0.435348	3.0905	0.590799	2.15829	0.248635	5.72951			0.458065	2.56793	0.720422	1.48838
0.205681	5.91272	0.0428992	2.25746	0.327524	3.05414	0.438283	3.21065	0.592839	2.21917	0.253992	5.76812			0.460488	2.63279	0.721829	1.5324
0.21113	5.7815	0.0450048	2.26187	0.33042	3.16331	0.44133	3.33034	0.594935	2.27933	0.258688	5.79829			0.46297	2.69623	0.723277	1.57607
0.216454	5.64203	0.047114	2.26528	0.333419	3.27829	0.444489	3.4493	0.597086	2.33871	0.26271	5.82155			0.465512	2.75827	0.724766	1.61937
0.221644	5.49448	0.0492259	2.2679	0.336528	3.3992	0.447758	3.56731	0.599293	2.39727	0.266047	5.83901			0.46811	2.81901	0.726295	1.66233
0.226692	5.33921	0.05134	2.26983	0.339753	3.52588	0.451136	3.68419	0.601553	2.45507	0.268692	5.85189			0.470765	2.87838	0.727863	1.70496
0.231593	5.17676	0.0534555	2.27117	0.343098	3.65795	0.454623	3.79965	0.603867	2.51206	0.270641	5.86065			0.473474	2.93648	0.729472	1.74723
0.236338	5.00802	0.055572	2.27209	0.346569	3.79495	0.458216	3.91353	0.606234	2.56834	0.27189	5.86594			0.476236	2.99335	0.731119	1.78922
0.240924	4.83401	0.0576893	2.27255	0.35017	3.93608	0.461915	4.02564	0.608653	2.62383	0.273687	5.87336			0.479052	3.04894	0.732806	1.83093
0.245346	4.65584	0.0598067	2.27267	0.353904	4.0802	0.465718	4.13583	0.611123	2.67857	0.275642	5.88096			0.481918	3.10342	0.734531	1.87232
0.2496	4.47491	0.0619241	2.27259	0.357773	4.22622	0.469622	4.244	0.613644	2.73259	0.278306	5.89048			0.484834	3.15679	0.736294	1.91341
0.253685	4.29272	0.0640414	2.27221	0.361779	4.37279	0.473626	4.34995	0.616215	2.78586	0.28168	5.90124			0.4878	3.20903	0.738096	1.95429
0.257599	4.11085	0.0661582	2.2717	0.365921	4.5185	0.477728	4.45361	0.618835	2.83842	0.285769	5.91258			0.490814	3.26028	0.739936	1.99496
0.261345	3.93081	0.0682745	2.27107	0.370198	4.66196	0.481925	4.55495	0.621504	2.89029	0.290574	5.92353			0.493875	3.31056	0.741814	2.03535
0.264924	3.75397	0.07039	2.27025	0.374608	4.80182	0.486215	4.65384	0.624221	2.94151	0.296098	5.9332			0.496983	3.35998	0.743729	2.07557
0.26834	3.58173	0.0725048	2.2694	0.379146	4.93696	0.490597	4.75026	0.626986	2.99203	0.30163	5.93976			0.500136	3.40859	0.745681	2.11557
0.271598	3.41529	0.0746188	2.2685	0.383201	5.0501	0.495067	4.84422	0.629797	3.04187	0.307167	5.94322			0.503334	3.45644	0.747671	2.15543
