Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		492  Points		480  Points		282  Points		142  Points		414  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.317802	1.20115	0.152882	2.24017	0.31148	1.19135	0.573994	6.07762	0.687457	7.03497	0.4932	3.59406	0.663444	5.56921
				0.318922	1.20437	0.154969	2.23983	0.31259	1.1918	0.578186	6.03457	0.694017	7.0472	0.496503	3.49744	0.668649	5.60408
				0.320046	1.20796	0.157055	2.23955	0.313701	1.19283	0.583064	5.98287	0.700588	7.05686	0.499717	3.40302	0.673886	5.63572
				0.321173	1.2119	0.159142	2.23926	0.314813	1.19448	0.588611	5.92193	0.707167	7.06381	0.502845	3.31095	0.679151	5.66414
				0.322304	1.21613	0.161228	2.23897	0.315927	1.19659	0.594099	5.85938	0.713751	7.06796	0.505887	3.22144	0.684441	5.68935
				0.323439	1.22063	0.163314	2.23872	0.317043	1.19914	0.599529	5.79522	0.720338	7.06922	0.508847	3.13458	0.689753	5.71134
				0.324579	1.22538	0.165399	2.23845	0.318161	1.20214	0.604898	5.72959	0.726924	7.06751	0.511728	3.05049	0.695083	5.7302
				0.325575	1.22963	0.167485	2.23824	0.319283	1.20547	0.610205	5.66261	0.733507	7.06261	0.514532	2.9692	0.70043	5.74588
				0.326428	1.23343	0.16957	2.23798	0.320407	1.20919	0.61545	5.59433	0.740084	7.05443	0.517261	2.89075	0.70579	5.75848
				0.327135	1.2367	0.171655	2.23771	0.321536	1.21324	0.62063	5.52482	0.746652	7.04297	0.519918	2.81524	0.71116	5.76809
				0.327695	1.23924	0.17374	2.2375	0.322668	1.21754	0.625745	5.45421	0.753208	7.02811	0.522507	2.74255	0.715846	5.77414
				0.328108	1.2412	0.175824	2.23729	0.323805	1.22211	0.630793	5.38265	0.759748	7.00974	0.525029	2.67273	0.719844	5.77753
				0.328372	1.24246	0.177909	2.23707	0.324945	1.22692	0.635775	5.3101	0.76627	6.98794	0.527487	2.60578	0.723151	5.77906
				0.328753	1.24422	0.179993	2.23689	0.326091	1.23196	0.640688	5.23677	0.77277	6.96267	0.529884	2.54158	0.725767	5.77964
				0.329167	1.24623	0.182077	2.23669	0.327241	1.23719	0.645533	5.16278	0.779244	6.93393	0.532223	2.48003	0.72769	5.77952
				0.329732	1.24897	0.184161	2.23648	0.328396	1.24259	0.650308	5.08814	0.78569	6.90196	0.534505	2.42117	0.728921	5.77918
				0.330447	1.25247	0.186244	2.2363	0.329556	1.24814	0.655014	5.01307	0.792105	6.86686	0.536734	2.36493	0.73069	5.77864
				0.331316	1.25674	0.188328	2.23614	0.330722	1.25381	0.65965	4.93759	0.798486	6.82882	0.538912	2.31118	0.732613	5.77766
				0.332338	1.26189	0.190411	2.23598	0.331893	1.25965	0.664215	4.86184	0.80483	6.78813	0.541041	2.2598	0.735227	5.77558
				0.333517	1.2679	0.192494	2.2358	0.333069	1.26561	0.668709	4.78599	0.811135	6.74511	0.543123	2.21079	0.738532	5.77219
				0.334701	1.27395	0.194577	2.23563	0.334251	1.27163	0.673133	4.71008	0.817399	6.70016	0.545161	2.16402	0.742525	5.76675
				0.33589	1.28012	0.19666	2.23547	0.335439	1.27779	0.677486	4.63423	0.82362	6.6537	0.547156	2.11942	0.747204	5.75853
