Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		492  Points		480  Points		282  Points		142  Points		414  Points		164  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.32693	3.783	0.328372	3.783	0.00614894	7.62284	0.000504925	0.235505	0.00345615	7.62305	0.279534	399.952	0.342622	1719.04	0.139758	1126.91	0.419299	513.607
0.0343535	1.56306	0.0343703	1.56306	0.0132497	7.62203	0.00103147	0.335361	0.0105576	7.62238	0.279648	171.499	0.342697	303.002	0.139995	132.607	0.419428	239.937
0.200937	7.22316	0.200457	7.22316	0.0203472	7.62058	0.00173401	0.432703	0.0176566	7.6212	0.279853	109.219	0.342877	166.227	0.140604	70.7476	0.419651	156.6
0.565654	7.85375	0.563799	7.85375	0.0274399	7.61854	0.00260253	0.526925	0.0247513	7.61939	0.280147	80.1794	0.343162	114.602	0.14158	48.5013	0.419968	116.287
0.86406	8.36969	0.861787	8.36969	0.034526	7.61588	0.00362544	0.617538	0.0318401	7.61696	0.28053	63.3865	0.343554	87.5055	0.142913	37.1125	0.420378	92.5298
0.406505	7.57858	0.405531	7.57858	0.0416037	7.61258	0.00479021	0.704185	0.0389212	7.6139	0.280999	52.4506	0.344054	70.8253	0.144589	30.2331	0.42088	76.8752
0.72812	8.13465	0.728921	8.13465	0.0486709	7.60862	0.00608381	0.786614	0.0459926	7.61019	0.281552	44.7683	0.344663	59.5327	0.146595	25.6546	0.421475	65.7882
0.900532	8.43275			0.0557259	7.60398	0.00749313	0.864671	0.0530525	7.60582	0.282187	39.0798	0.345383	51.3873	0.148914	22.407	0.422162	57.529
				0.0627665	7.59866	0.00900546	0.938307	0.0600988	7.60076	0.282901	34.7013	0.346215	45.2399	0.151528	19.9969	0.42294	51.1418
				0.0697904	7.5926	0.0106086	1.00754	0.0671293	7.59498	0.283692	31.2292	0.347162	40.4403	0.154419	18.1471	0.423807	46.0578
				0.0767954	7.58578	0.0122914	1.07246	0.0741417	7.58846	0.284556	28.4105	0.348226	36.5927	0.157568	16.6898	0.424764	41.9176
				0.0837788	7.57816	0.0140433	1.1332	0.0811336	7.58115	0.28549	26.078	0.349409	33.4428	0.160958	15.5175	0.42581	38.4825
				0.090738	7.56971	0.015855	1.18993	0.0881024	7.57302	0.286493	24.117	0.350713	30.8193	0.16457	14.5581	0.426942	35.5882
				0.09767	7.56037	0.0177181	1.24285	0.0950451	7.56402	0.28756	22.4464	0.352141	28.603	0.168389	13.7617	0.428161	33.1178
				0.104572	7.55009	0.0196251	1.29217	0.101959	7.5541	0.28869	21.0069	0.353695	26.708	0.172397	13.0924	0.429465	30.9857
				0.111439	7.5388	0.0215694	1.3381	0.108839	7.5432	0.289882	19.7543	0.355376	25.0711	0.176581	12.524	0.430852	29.1277
				0.118269	7.52644	0.0235453	1.38087	0.115684	7.53126	0.291133	18.6551	0.357186	23.6446	0.180926	12.0367	0.432322	27.4953
				0.125056	7.51294	0.025548	1.42069	0.122488	7.5182	0.292443	17.6834	0.359126	22.392	0.185418	11.6156	0.433872	26.0503
				0.131797	7.4982	0.0275728	1.45776	0.129247	7.50394	0.293813	16.8187	0.361199	21.2848	0.190046	11.249	0.435503	24.7629
				0.138486	7.48214	0.0293526	1.48798	0.135956	7.48839	0.295242	16.0448	0.363403	20.3001	0.194798	10.9276	0.437211	23.6093
				0.145117	7.46465	0.0308793	1.51232	0.14261	7.47145	0.296733	15.3487	0.36574	19.42	0.199664	10.6442	0.438996	22.5702
				0.151684	7.4456	0.0321476	1.5315	0.149202	7.45301	0.298289	14.7198	0.36821	18.6295	0.204634	10.393	0.440856	21.6297
				0.158179	7.42489	0.0331537	1.5461	0.155725	7.43295	0.299913	14.1494	0.370811	17.9165	0.209699	10.169	0.44279	20.7749
				0.164596	7.40236	0.0338951	1.55652	0.162173	7.41113	0.301611	13.6304	0.373544	17.2711	0.21485	9.96846	0.444795	19.9949
				0.170926	7.37788	0.0343703	1.56306	0.168537	7.3874	0.303389	13.1567	0.376406	16.6847	0.220081	9.78801	0.44687	19.2807
				0.177158	7.35127	0.0350544	1.57228	0.174807	7.36162	0.305254	12.7235	0.379397	16.1503	0.225382	9.62498	0.449014	18.6245
				0.183284	7.32237	0.0357989	1.58206	0.180975	7.33361	0.307214	12.3265	0.382513	15.6618	0.230749	9.47709	0.451226	18.0199
				0.189292	7.291	0.0368133	1.595	0.186257	7.30725	0.30928	11.9622	0.385754	15.2141	0.236174	9.34241	0.453502	17.4611
				0.19517	7.25699	0.0380988	1.61075	0.190686	7.28325	0.311462	11.6276	0.389115	14.8027	0.241652	9.21931	0.455842	16.9434
				0.200906	7.22013	0.0396566	1.62895	0.194294	7.26228	0.313772	11.3201	0.392595	14.4239	0.247176	9.10639	0.458244	16.4625
				0.206487	7.18027	0.041488	1.64917	0.197109	7.24496	0.316222	11.0375	0.396191	14.0742	0.252743	9.00245	0.460706	16.015
				0.211899	7.13724	0.0435938	1.67099	0.199157	7.23179	0.318825	10.7779	0.3999	13.7508	0.258346	8.90646	0.463227	15.5974
				0.21713	7.09091	0.0457032	1.69144	0.200457	7.22316	0.321593	10.5395	0.403718	13.4512	0.263981	8.81752	0.465806	15.2072
				0.222167	7.04117	0.0478152	1.71062	0.202313	7.21048	0.32454	10.3209	0.407642	13.173	0.269644	8.73484	0.46844	14.8417
				0.226999	6.98798	0.0499291	1.72863	0.20431	7.19632	0.327677	10.1208	0.411669	12.9143	0.27533	8.65773	0.471128	14.4989
				0.231617	6.93132	0.0520445	1.74556	0.206993	7.17644	0.331012	9.93785	0.415796	12.6734	0.281036	8.58561	0.473869	14.1768
				0.236012	6.87128	0.0541607	1.76149	0.210329	7.1502	0.334555	9.7709	0.42002	12.4486	0.286756	8.51792	0.476662	13.8736
				0.240181	6.80798	0.0562773	1.7765	0.214273	7.11684	0.33831	9.61883	0.424338	12.2386	0.292488	8.45421	0.479505	13.5879
				0.244122	6.74163	0.058394	1.79065	0.218768	7.07532	0.342279	9.48054	0.428746	12.0422	0.298228	8.39405	0.482397	13.3182
				0.247835	6.6725	0.0605106	1.80402	0.22374	7.02448	0.346461	9.35496	0.433241	11.8581	0.303971	8.33708	0.485337	13.0634
				0.251326	6.6009	0.0626269	1.81665	0.228505	6.97017	0.350852	9.24105	0.437821	11.6855	0.309715	8.28295	0.488324	12.8222
				0.254601	6.5272	0.0647425	1.8286	0.233052	6.91242	0.355446	9.13779	0.442483	11.5233	0.315455	8.23137	0.491357	12.5938
				0.25767	6.45179	0.0668576	1.83992	0.237375	6.85132	0.360231	9.04419	0.447223	11.3709	0.321189	8.18206	0.494435	12.3771
				0.260546	6.37506	0.0689718	1.85065	0.24147	6.78702	0.365198	8.95931	0.45204	11.2274	0.326912	8.13479	0.497558	12.1714
				0.263239	6.2974	0.0710851	1.86084	0.245338	6.71974	0.370332	8.88226	0.456931	11.0922	0.332622	8.08933	0.500725	11.9759
				0.265765	6.21921	0.0731976	1.87052	0.248979	6.64978	0.375622	8.8122	0.461894	10.9647	0.338314	8.04547	0.503935	11.79
				0.268136	6.14081	0.075309	1.87972	0.252399	6.57746	0.381051	8.74836	0.466926	10.8443	0.343986	8.00302	0.507189	11.613
				0.270366	6.06253	0.0774195	1.88848	0.255608	6.50317	0.386607	8.69003	0.472024	10.7305	0.349633	7.96183	0.510486	11.4443
				0.272469	5.98464	0.079529	1.89683	0.258613	6.42729	0.392276	8.63658	0.477188	10.6229	0.355253	7.92173	0.513826	11.2835
				0.274456	5.9074	0.0816375	1.90479	0.261429	6.35023	0.398044	8.58742	0.482414	10.521	0.360841	7.88258	0.517209	11.1301
				0.27634	5.83101	0.083745	1.91239	0.264067	6.27236	0.403899	8.54205	0.487701	10.4245	0.366395	7.84424	0.520637	10.9836
				0.27813	5.75564	0.0858515	1.91965	0.266542	6.19406	0.409831	8.5	0.493048	10.333	0.37191	7.80659	0.524108	10.8437
				0.279838	5.68143	0.087957	1.92659	0.268866	6.11567	0.415827	8.46087	0.498452	10.2462	0.377382	7.76952	0.527625	10.71
				0.281471	5.6085	0.0900615	1.93324	0.271054	6.03748	0.421878	8.42429	0.503912	10.1638	0.382809	7.73291	0.531187	10.5822
				0.283038	5.53694	0.0921652	1.9396	0.273119	5.95978	0.427975	8.38996	0.509426	10.0855	0.388186	7.69667	0.534795	10.4599
				0.284546	5.4668	0.0942679	1.9457	0.275071	5.88279	0.434111	8.35758	0.514993	10.011	0.392828	7.66532	0.538451	10.343
				0.286002	5.39815	0.0963698	1.95156	0.276924	5.80671	0.440276	8.32691	0.520612	9.94024	0.396752	7.63871	0.542156	10.231
				0.287412	5.33101	0.0984708	1.95718	0.278687	5.7317	0.446464	8.29774	0.526281	9.87285	0.399971	7.61677	0.545911	10.1239
				0.288781	5.2654	0.100571	1.96258	0.280369	5.65789	0.452669	8.26986	0.531999	9.80867	0.402501	7.59945	0.549717	10.0213
