Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
457  Points		495  Points		182  Points		149  Points		133  Points		98  Points		303  Points		161  Points		130  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00491043	6.8777	3.89738e-008	0.096802	0.279508	0.0648485	0.514294	0.0216751	0.559042	0.106155	0.83853	0.0436011	0.139841	0.415797	0.419293	0.12263	0.698774	0.0430264
0.0113184	6.877	9.02289e-005	0.189015	0.279569	0.128725	0.514314	0.0379644	0.559141	0.146551	0.83857	0.0665019	0.140228	0.580966	0.419407	0.168396	0.698814	0.0698824
0.017725	6.87517	0.000352247	0.371683	0.279748	0.256267	0.514364	0.0707189	0.559315	0.227311	0.838654	0.112353	0.140923	0.908161	0.419607	0.259842	0.698904	0.12357
0.0241295	6.87256	0.000782819	0.549593	0.280046	0.383396	0.514446	0.103782	0.559564	0.307823	0.83878	0.158204	0.14192	1.22776	0.419891	0.351109	0.699044	0.177187
0.0305312	6.86915	0.00137635	0.72066	0.280463	0.509921	0.514558	0.137168	0.559888	0.387915	0.838949	0.203985	0.143211	1.53752	0.420261	0.442162	0.699234	0.230806
0.0369294	6.8649	0.00212569	0.883239	0.280997	0.635603	0.514701	0.171055	0.560287	0.467605	0.83916	0.249769	0.144785	1.83565	0.420715	0.532863	0.699474	0.284359
0.0433232	6.85978	0.00302217	1.03591	0.281647	0.760258	0.514876	0.205577	0.56076	0.546786	0.839414	0.295489	0.146632	2.12062	0.421254	0.623152	0.699764	0.337778
0.0497118	6.85384	0.004056	1.17786	0.282413	0.883736	0.515084	0.240782	0.561306	0.625314	0.839711	0.341152	0.148737	2.39146	0.421876	0.713056	0.700103	0.391149
0.0560946	6.84703	0.00521698	1.30853	0.283294	1.00582	0.515325	0.276843	0.561925	0.703195	0.84005	0.386776	0.151088	2.64762	0.422582	0.802483	0.700493	0.444423
