Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
465  Points		546  Points		465  Points		408  Points		374  Points		288  Points		484  Points		430  Points		375  Points		287  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.279505	-0.0163538	2.45017e-005	0.0963124	1.0006	1.97451	0.341596	0.0213677	0.559018	0.00778408	0.838526	0.00440585	0.139756	0.0500294	0.419266	0.0116697	0.68319	-0.00906575	0.698775	0.0254595
0.27949	-0.0226807	0.000114235	0.131473	0.998758	1.9739	0.341616	0.0399802	0.559025	0.0119865	0.83853	0.00638971	0.139802	0.0852786	0.419277	0.0157401	0.683182	-0.0126534	0.698799	0.037066
0.279463	-0.0352158	0.000269486	0.201577	0.996919	1.97262	0.341671	0.0772143	0.55904	0.0203457	0.838538	0.0103638	0.139915	0.155577	0.419295	0.0238497	0.683167	-0.0197543	0.698844	0.0601669
0.279424	-0.047542	0.000489853	0.271108	0.995082	1.9714	0.34176	0.114329	0.559063	0.0287144	0.83855	0.0143568	0.140092	0.225422	0.419321	0.0320121	0.683145	-0.0266318	0.698911	0.0830776
0.279374	-0.0595967	0.000774667	0.339931	0.993246	1.9702	0.341884	0.151205	0.559094	0.0371023	0.838565	0.0183145	0.140335	0.294652	0.419355	0.0402072	0.683117	-0.0332092	0.698999	0.105681
0.279313	-0.0713282	0.00112328	0.407849	0.991411	1.96896	0.342042	0.187822	0.559132	0.0454552	0.838584	0.0222748	0.140641	0.363093	0.419396	0.0483209	0.683083	-0.0394058	0.699108	0.12789
0.279241	-0.0827062	0.00153465	0.474618	0.989577	1.96774	0.342234	0.22407	0.559178	0.0538113	0.838606	0.0262404	0.141011	0.430541	0.419445	0.0564917	0.683044	-0.0452073	0.699237	0.14975
0.279159	-0.093597	0.00200767	0.540187	0.987744	1.96646	0.342459	0.259872	0.559232	0.062174	0.838633	0.0302164	0.141443	0.496811	0.419501	0.0647035	0.682999	-0.0505848	0.699387	0.171131
0.279067	-0.104026	0.00254123	0.604382	0.985912	1.96523	0.342718	0.295295	0.559294	0.0705498	0.838663	0.0342134	0.141937	0.561819	0.419566	0.0728506	0.682949	-0.0554071	0.699556	0.191993
