Sym0		Asym0		Sym1		Sym2		Sym3		Asym2		Asym3		Asym4	
470  Points		492  Points		196  Points		137  Points		119  Points		365  Points		151  Points		119  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.0013647	7.72336	0.000381284	0.509978	0.27952	0.132893	0.440286	0.068809	0.55905	0.123259	0.139856	0.505691	0.419275	0.108012	0.6988	0.0944013
0.00856052	7.72227	0.000856428	0.607012	0.279643	0.206418	0.44035	0.10547	0.559165	0.167653	0.140327	0.709004	0.419375	0.163193	0.698888	0.126207
0.0157543	7.71922	0.00151239	0.795796	0.279904	0.353165	0.440482	0.178904	0.559362	0.256305	0.141177	1.11101	0.419579	0.273362	0.699035	0.189762
0.0229444	7.71437	0.00233931	0.973192	0.280301	0.499076	0.440683	0.252676	0.559642	0.344766	0.142397	1.50208	0.419885	0.383252	0.699242	0.253225
0.0301292	7.70766	0.00332582	1.13763	0.280834	0.643827	0.440953	0.327052	0.560005	0.433064	0.143976	1.87897	0.420293	0.492801	0.699507	0.316578
0.0373068	7.69909	0.00445915	1.28808	0.281501	0.787064	0.441293	0.402195	0.560449	0.521038	0.145899	2.23915	0.420803	0.601891	0.699831	0.379855
0.0444756	7.6886	0.00572602	1.4242	0.282301	0.928446	0.441703	0.478214	0.560975	0.60873	0.148148	2.58084	0.421414	0.710427	0.700215	0.442981
0.0516337	7.67614	0.00711298	1.54598	0.283231	1.0678	0.442184	0.555253	0.561583	0.696075	0.150708	2.90286	0.422127	0.818295	0.700657	0.505953
0.0587792	7.6616	0.00860679	1.65392	0.28429	1.20479	0.442737	0.633523	0.562273	0.782949	0.153558	3.20462	0.422939	0.925412	0.701158	0.568762
0.0659102	7.64498	0.0101949	1.74886	0.285476	1.33916	0.443364	0.713161	0.563042	0.869391	0.156679	3.48611	0.423851	1.03169	0.701717	0.631319
