Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
470  Points		494  Points		200  Points		140  Points		124  Points		2  Points		367  Points		155  Points		122  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00258927	7.52481	3.68276e-005	0.227749	0.27956	0.19317	0.436431	0.0784269	0.559018	0.0565416	-4.34223e-008	0.0335003	0.13976	0.265723	0.419266	0.0774206	0.698797	0.0872938
0.00960009	7.52366	0.00024902	0.327265	0.27974	0.262296	0.436504	0.113069	0.559071	0.0985947	1.0212e-005	0.0335003	0.140007	0.461085	0.419338	0.129663	0.698878	0.117374
0.0166088	7.52065	0.00064665	0.523128	0.280049	0.400242	0.436642	0.182498	0.559202	0.18264			0.140619	0.848538	0.419507	0.234094	0.699015	0.177438
0.023614	7.51602	0.00122381	0.711314	0.280486	0.537267	0.436844	0.252361	0.559411	0.266575			0.141589	1.22779	0.419774	0.338367	0.699209	0.237434
0.030614	7.50969	0.00197211	0.889492	0.28105	0.673108	0.437112	0.3228	0.559699	0.350363			0.142907	1.59562	0.420138	0.442323	0.699458	0.297367
0.0376075	7.50171	0.00288128	1.056	0.28174	0.807461	0.437446	0.39388	0.560064	0.433929			0.144562	1.94925	0.420598	0.545865	0.699763	0.357175
0.0445927	7.49199	0.00393985	1.20966	0.282554	0.94001	0.437846	0.465799	0.560507	0.517274			0.146539	2.28663	0.421155	0.648945	0.700123	0.41688
0.051568	7.48054	0.00513535	1.34976	0.283492	1.07056	0.438314	0.538739	0.561028	0.60032			0.148823	2.60631	0.421807	0.751468	0.70054	0.47645
0.0585318	7.46722	0.00645498	1.47622	0.284549	1.19888	0.43885	0.612769	0.561626	0.682991			0.151396	2.90745	0.422555	0.853315	0.701011	0.535824
0.0654823	7.45201	0.00788612	1.58924	0.285726	1.3247	0.439455	0.688026	0.562301	0.765275			0.15424	3.18966	0.423397	0.954397	0.701538	0.595027
0.0724178	7.43484	0.00941636	1.68939	0.287018	1.44787	0.440132	0.764712	0.563052	0.847152			0.157339	3.45297	0.424334	1.05468	0.70212	0.654032
0.0793363	7.41553	0.0110341	1.77749	0.288423	1.56825	0.44088	0.842938	0.563879	0.928582			0.160675	3.69784	0.425363	1.1541	0.702757	0.712791
0.0862358	7.39411	0.0127285	1.85443	0.28994	1.68565	0.441702	0.922777	0.564782	1.00949			0.16423	3.92493	0.426484	1.25252	0.703448	0.771349
0.0931144	7.37039	0.0144896	1.92117	0.291564	1.80005	0.4426	1.00438	0.56576	1.08985			0.167988	4.13498	0.427697	1.34991	0.704194	0.829651
0.0999697	7.34426	0.0163084	1.97875	0.293294	1.91138	0.443574	1.08782	0.566813	1.16963			0.171935	4.329	0.428999	1.44617	0.704994	0.887661
