Sym0		Asym0		Sym1		Sym2		Sym3		Asym2		Asym3		Asym4	
470  Points		492  Points		196  Points		137  Points		119  Points		365  Points		151  Points		119  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000283148	7.72763	0.000377039	0.205059	0.279515	1007.29	0.441015	1088.86	0.559048	690.275	0.139827	244.198	0.419268	1434.99	0.698794	851.097
0.00748235	7.72702	0.000850324	0.306934	0.279624	231.25	0.441079	329.971	0.559162	321.064	0.140256	93.237	0.419351	342.644	0.698876	398.732
0.0146798	7.72607	0.00150445	0.40638	0.279871	130.727	0.441211	194.502	0.559358	209.24	0.141064	57.9084	0.419538	194.63	0.699017	260.396
0.0218737	7.72453	0.00232986	0.502801	0.280255	91.2115	0.441412	137.937	0.559636	155.24	0.142244	42.238	0.419827	135.987	0.699218	193.36
0.0290626	7.7224	0.00331498	0.595634	0.280774	70.1185	0.441683	106.898	0.559998	123.438	0.143784	33.443	0.420219	104.559	0.699477	153.805
0.0362446	7.71963	0.00444712	0.684471	0.281427	57.0156	0.442023	87.296	0.560441	102.488	0.14567	27.8471	0.420712	84.9812	0.699796	127.711
0.0434178	7.71624	0.00571295	0.769022	0.282214	48.0965	0.442434	73.7981	0.560966	87.6501	0.147886	23.9967	0.421307	71.6223	0.700173	109.211
0.0505806	7.71221	0.00709904	0.849111	0.283132	41.641	0.442916	63.9416	0.561573	76.5946	0.150413	21.2015	0.422003	61.9314	0.70061	95.413
0.057731	7.70754	0.00859216	0.924659	0.284179	36.7581	0.443471	56.4314	0.562261	68.042	0.153233	19.0917	0.4228	54.5848	0.701105	84.7296
0.0648672	7.70221	0.0101797	0.99567	0.285353	32.9402	0.4441	50.5217	0.56303	61.2313	0.156327	17.4514	0.423696	48.8273	0.701658	76.215
0.071987	7.69619	0.0118499	1.06223	0.286651	29.8767	0.444804	45.7524	0.56388	55.6817	0.159676	16.146	0.424691	44.1966	0.70227	69.2711
0.0790885	7.68948	0.0135919	1.12448	0.28807	27.3672	0.445584	41.8245	0.564809	51.0745	0.163262	15.0872	0.425783	40.3938	0.70294	63.5013
0.0861693	7.68204	0.015396	1.18257	0.289609	25.2761	0.446443	38.5351	0.565818	47.1899	0.167067	14.2149	0.426973	37.217	0.703668	58.6322
0.0932273	7.67387	0.0172532	1.23672	0.291263	23.5088	0.447381	35.7417	0.566906	43.8716	0.171074	13.4867	0.428258	34.5252	0.704453	54.469
0.10026	7.66491	0.0191558	1.28714	0.29303	21.9973	0.448401	33.3415	0.568071	41.0053	0.175267	12.8718	0.429639	32.2167	0.705295	50.8696
0.107265	7.65516	0.021097	1.33406	0.294907	20.691	0.449505	31.2581	0.569315	38.5054	0.179631	12.3474	0.431113	30.2162	0.706195	47.7272
