Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
459  Points		493  Points		191  Points		160  Points		145  Points		104  Points		307  Points		171  Points		138  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00276264	6.42566	0.000318215	0.171917	0.279552	327.399	0.504705	4352.54	0.559035	809.613	0.838542	948.133	0.139792	286.198	0.419288	541.891	0.698779	1264.58
0.00874927	6.42557	0.000715721	0.257206	0.279698	156.645	0.504721	481.764	0.559115	344.667	0.838596	461.754	0.140074	98.6339	0.419388	245.911	0.698827	470.821
0.0147351	6.42519	0.00126683	0.341061	0.279947	103.026	0.504764	255.016	0.55926	218.984	0.838688	305.221	0.140629	59.7955	0.419561	159.097	0.698918	289.291
0.0207196	6.42463	0.00196546	0.423038	0.280299	76.8166	0.504833	173.42	0.559469	160.509	0.838817	227.97	0.141453	43.0795	0.41981	117.632	0.699053	208.818
0.0267022	6.42388	0.00280438	0.502779	0.280753	61.2913	0.504929	131.398	0.559742	126.717	0.838983	181.945	0.142539	33.8153	0.420132	93.3517	0.699231	163.396
0.0326825	6.42294	0.00377538	0.579983	0.281309	51.0326	0.505052	105.783	0.560079	104.708	0.839186	151.399	0.14388	27.9545	0.420529	77.4137	0.699453	134.225
0.0386599	6.4218	0.00486968	0.654426	0.281965	43.756	0.505203	88.5369	0.56048	89.239	0.839426	129.649	0.145466	23.9308	0.420999	66.154	0.699718	113.91
0.0446337	6.42046	0.00607795	0.725912	0.282721	38.3313	0.505381	76.1366	0.560944	77.7754	0.839704	113.377	0.147287	21.0101	0.421543	57.7803	0.700027	98.9515
0.0506036	6.41893	0.00739077	0.794318	0.283576	34.1352	0.505587	66.7925	0.561472	68.9425	0.840019	100.746	0.149332	18.8028	0.42216	51.312	0.700379	87.4802
