Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
458  Points		494  Points		185  Points		153  Points		138  Points		100  Points		304  Points		165  Points		133  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00490774	6.68751	5.55058e-005	0.236301	0.279564	0.179623	0.51003	0.0377177	0.559039	0.0975221	0.838535	0.0518898	0.13982	0.369802	0.419292	0.116847	0.698777	0.0499048
0.0111385	6.68692	0.000275666	0.324773	0.279731	0.239731	0.510065	0.0531573	0.55913	0.135369	0.838584	0.0735791	0.140164	0.527012	0.419401	0.160121	0.698823	0.0752721
0.0173681	6.68537	0.000660684	0.499221	0.28001	0.359703	0.510129	0.0841685	0.559291	0.21097	0.838672	0.116967	0.140802	0.838609	0.41959	0.246654	0.698917	0.126032
0.0235959	6.68306	0.00120591	0.667721	0.280401	0.47909	0.510222	0.115503	0.559523	0.286368	0.838802	0.160311	0.141727	1.14342	0.41986	0.333003	0.699058	0.176722
0.0298212	6.68007	0.00190491	0.828574	0.280903	0.597748	0.510344	0.147189	0.559825	0.361503	0.838971	0.20364	0.142932	1.43941	0.420211	0.419127	0.699246	0.227346
0.0360435	6.67634	0.00274987	0.980506	0.281515	0.715531	0.510496	0.179288	0.560196	0.436261	0.839181	0.246937	0.144409	1.72481	0.420641	0.505024	0.699482	0.277983
0.0422619	6.6719	0.00373197	1.1225	0.282236	0.832226	0.510678	0.211991	0.560638	0.510556	0.839431	0.290173	0.146146	1.99818	0.421152	0.590538	0.699764	0.3285
0.0484758	6.66674	0.00484153	1.25394	0.283066	0.947696	0.510891	0.245318	0.561148	0.584368	0.839722	0.333358	0.148132	2.2586	0.421742	0.675653	0.700094	0.378924
0.0546846	6.66083	0.00606854	1.37456	0.284002	1.06174	0.511136	0.279378	0.561726	0.65765	0.840052	0.376515	0.150355	2.50551	0.422411	0.760337	0.70047	0.429307
0.0608875	6.65413	0.00740288	1.48435	0.285044	1.17426	0.511412	0.314246	0.562373	0.730312	0.840423	0.419617	0.152801	2.73853	0.423158	0.844523	0.700894	0.479537
0.0670838	6.64658	0.00883446	1.58358	0.28619	1.2851	0.511721	0.349926	0.563087	0.802321	0.840834	0.462608	0.155458	2.95767	0.423984	0.928154	0.701364	0.529679
0.0732727	6.63823	0.0103537	1.6727	0.287439	1.39415	0.512064	0.386568	0.563868	0.873683	0.841285	0.505524	0.158312	3.16318	0.424888	1.01119	0.701881	0.579719
0.0794534	6.62907	0.0119514	1.75221	0.288788	1.50127	0.512441	0.424183	0.564715	0.944262	0.841776	0.548361	0.161352	3.35543	0.425869	1.09361	0.702444	0.629555
0.0856252	6.61903	0.0136188	1.82281	0.290236	1.6064	0.512854	0.462866	0.565628	1.01408	0.842307	0.591116	0.164565	3.535	0.426926	1.17533	0.703054	0.679276
0.0917873	6.60802	0.015348	1.88522	0.291782	1.70942	0.513304	0.502657	0.566605	1.0832	0.842878	0.63378	0.167939	3.70245	0.428059	1.2563	0.70371	0.72884
0.0979386	6.59612	0.0171316	1.94008	0.293422	1.81021	0.513791	0.543569	0.567646	1.15147	0.843488	0.676333	0.171464	3.85866	0.429267	1.3365	0.704412	0.778236
0.104078	6.58324	0.0189631	1.98814	0.295155	1.90881	0.514317	0.585695	0.568751	1.21896	0.844138	0.718741	0.17465	3.98612	0.430549	1.41589	0.70516	0.827444
0.110206	6.56926	0.0208363	2.03013	0.296979	2.0051	0.514882	0.629005	0.569918	1.2856	0.844827	0.761075	0.177446	4.08856	0.431905	1.49441	0.705954	0.87642
0.11632	6.5542	0.022746	2.06664	0.298891	2.099	0.515489	0.673583	0.571146	1.35142	0.845556	0.803262	0.179809	4.16927	0.433334	1.57204	0.706793	0.925228
0.122419	6.53806	0.0246873	2.0983	0.30089	2.19057	0.516138	0.719454	0.572436	1.41641	0.846324	0.845303	0.18171	4.23059	0.434834	1.64878	0.707678	0.973845
0.128502	6.52073	0.026656	2.12564	0.302973	2.27974	0.51683	0.766592	0.573786	1.48054	0.847131	0.887271	0.183125	4.27417	0.436406	1.72456	0.708608	1.02223
0.134569	6.50211	0.0286482	2.1492	0.305138	2.36653	0.517566	0.815091	0.575195	1.54392	0.847978	0.929019	0.184038	4.3015	0.438048	1.79935	0.709583	1.07036
0.140618	6.48222	0.0306608	2.16943	0.307383	2.45098	0.518348	0.864993	0.576662	1.60645	0.848863	0.970621	0.185361	4.33994	0.439759	1.87314	0.710602	1.1182
0.146648	6.4609	0.0326907	2.18676	0.309705	2.53308	0.519178	0.916238	0.578188	1.66815	0.849786	1.01215	0.186812	4.38062	0.441538	1.94587	0.711666	1.16584
0.152658	6.43811	0.0344718	2.19985	0.312103	2.61283	0.520056	0.968851	0.579771	1.72906	0.850749	1.05346	0.188807	4.4343	0.443385	2.01756	0.712775	1.21323
0.158645	6.41377	0.035998	2.20962	0.314574	2.69038	0.520983	1.02288	0.58141	1.78916	0.851749	1.09455	0.191364	4.49937	0.445298	2.08823	0.713927	1.26033
0.164609	6.3878	0.0372647	2.21679	0.317116	2.76579	0.521962	1.07835	0.583105	1.84847	0.852788	1.1355	0.194504	4.57437	0.447276	2.15777	0.715123	1.30713
0.170548	6.36009	0.0382691	2.22195	0.319728	2.83905	0.522993	1.13524	0.584854	1.90705	0.853865	1.17631	0.198253	4.65735	0.449319	2.22618	0.716363	1.35363
