Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
457  Points		493  Points		180  Points		148  Points		132  Points		97  Points		302  Points		160  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00522285	6.94051	0.000273769	0.165762	0.279509	45369	0.515514	1675.98	0.559048	670.15	0.83853	1950.85	0.139854	189.468	0.419292	543.913	0.698773	2933.99
0.0116887	6.94018	0.000666293	0.257926	0.27957	298.095	0.51554	415.998	0.559155	316.639	0.838572	615.908	0.140263	83.9979	0.419408	246.337	0.698811	597.346
0.0181532	6.93955	0.00122481	0.348456	0.279753	149.636	0.515596	237.495	0.55934	207.347	0.838657	365.712	0.140984	54.1928	0.41961	159.289	0.698901	332.564
0.0246154	6.93861	0.00194213	0.436761	0.280056	99.9757	0.515684	166.206	0.559601	154.19	0.838786	260.096	0.142012	40.1934	0.419899	117.752	0.699041	230.459
0.0310748	6.93742	0.00280986	0.522438	0.280481	75.1366	0.515803	127.852	0.559939	122.767	0.838958	201.837	0.143338	32.1032	0.420274	93.4429	0.699232	176.354
0.0375303	6.93593	0.00381831	0.605116	0.281025	60.2458	0.515955	103.896	0.560352	102.018	0.839174	164.922	0.144952	26.8597	0.420736	77.4928	0.699475	142.848
0.0439812	6.93416	0.00495702	0.684506	0.281687	50.3343	0.516139	87.5144	0.560842	87.2989	0.839433	139.441	0.14684	23.2037	0.421283	66.2286	0.699767	120.063
0.0504268	6.9321	0.00621508	0.7604	0.282468	43.27	0.516356	75.6072	0.561405	76.3186	0.839736	120.796	0.148991	20.5222	0.421916	57.8542	0.700111	103.566
0.0568661	6.92976	0.00758169	0.832682	0.283365	37.986	0.516607	66.5632	0.562044	67.816	0.840081	106.564	0.15139	18.4809	0.422634	51.3876	0.700505	91.0725
0.0632983	6.9271	0.00904607	0.901288	0.284377	33.8891	0.516893	59.4619	0.562756	61.0399	0.840471	95.3446	0.154023	16.8822	0.423437	46.2462	0.70095	81.2844
0.0697225	6.92415	0.0105981	0.966226	0.285503	30.6231	0.517215	53.7392	0.56354	55.5149	0.840903	86.2749	0.156876	15.6017	0.424323	42.0629	0.701445	73.4104
0.0761378	6.92089	0.0122279	1.02753	0.28674	27.9616	0.517574	49.0302	0.564397	50.9252	0.841378	78.792	0.159935	14.5571	0.425293	38.5945	0.70199	66.9403
0.0825433	6.91732	0.0139264	1.0853	0.288088	25.7532	0.51797	45.0882	0.565325	47.0534	0.841896	72.5137	0.163186	13.6919	0.426345	35.6738	0.702585	61.5304
0.0889379	6.91341	0.0156855	1.13964	0.289543	23.8933	0.518406	41.7409	0.566323	43.7442	0.842457	67.1716	0.166616	12.9661	0.42748	33.1819	0.703231	56.9408
0.0953208	6.90918	0.0174976	1.19069	0.291105	22.307	0.518882	38.8637	0.567391	40.8844	0.843061	62.5715	0.170213	12.3505	0.428695	31.032	0.703926	52.9989
0.101691	6.90461	0.0193557	1.23861	0.292769	20.9396	0.519399	36.3648	0.568528	38.389	0.843708	58.5695	0.173964	11.8234	0.429991	29.1592	0.70467	49.5772
0.108047	6.89969	0.0212539	1.28355	0.294536	19.7499	0.51996	34.1748	0.569732	36.1934	0.844397	55.0564	0.17735	11.4232	0.431367	27.5141	0.705465	46.5798
0.114387	6.89441	0.0231867	1.32568	0.296401	18.7063	0.520564	32.2402	0.571003	34.2471	0.845129	51.9483	0.180318	11.1187	0.432821	26.0583	0.706308	43.9329
0.120712	6.88876	0.0251492	1.36517	0.298363	17.7844	0.521214	30.5194	0.57234	32.5106	0.845903	49.1794	0.182826	10.889	0.434353	24.7616	0.7072	41.5788
0.127019	6.88272	0.0271374	1.40217	0.300419	16.9648	0.52191	28.9792	0.573741	30.9521	0.846719	46.6974	0.184841	10.7201	0.435961	23.5998	0.708142	39.472
0.133307	6.87629	0.0291473	1.43686	0.302567	16.2321	0.522655	27.5931	0.575207	29.5461	0.847577	44.4602	0.18634	10.6025	0.437646	22.5535	0.709131	37.5757
0.139574	6.86945	0.0311759	1.46937	0.304805	15.5737	0.523449	26.3395	0.576736	28.2717	0.848477	42.4336	0.187308	10.5299	0.439405	21.6067	0.710169	35.8603
0.14582	6.86219	0.0329566	1.49605	0.307129	14.9794	0.524295	25.2006	0.578328	27.1114	0.849419	40.5894	0.188708	10.4292	0.441237	20.7464	0.711255	34.3014
0.152043	6.85448	0.0344829	1.51765	0.309537	14.4406	0.525193	24.1617	0.579981	26.0511	0.850402	38.9043	0.190244	10.3242	0.443143	19.9615	0.712389	32.8788
0.15824	6.84631	0.03575	1.53476	0.312028	13.9505	0.526145	23.2106	0.581695	25.0786	0.851427	37.3588	0.192355	10.1885	0.445119	19.2429	0.713571	31.5755
0.164411	6.83767	0.0367548	1.54783	0.314598	13.5029	0.527152	22.337	0.583468	24.1836	0.852493	35.9365	0.195059	10.0278	0.447166	18.583	0.714799	30.3775
0.170553	6.82852	0.0374951	1.55718	0.317245	13.093	0.528217	21.532	0.585301	23.3576	0.8536	34.6233	0.198378	9.84799	0.449283	17.9749	0.716075	29.2727
0.176665	6.81886	0.0379695	1.56306	0.319968	12.7164	0.52934	20.7883	0.587191	22.593	0.854748	33.4074	0.202337	9.65534	0.451467	17.4132	0.717397	28.2507
0.182744	6.80866	0.0386523	1.57137	0.322764	12.3695	0.530523	20.0993	0.589139	21.8835	0.855936	32.2784	0.20696	9.45558	0.453718	16.893	0.718766	27.3029
0.188789	6.7979	0.0393955	1.58021	0.325631	12.0491	0.531767	19.4596	0.591144	21.2234	0.857165	31.2276	0.211664	9.27565	0.456035	16.41	0.72018	26.4215
0.194797	6.78654	0.0404079	1.59192	0.328567	11.7526	0.533074	18.8643	0.593205	20.6081	0.858435	30.2472	0.216443	9.11299	0.458416	15.9606	0.721641	25.6001
0.200765	6.77457	0.0416906	1.60623	0.331181	11.5118	0.534446	18.3091	0.595321	20.0332	0.859744	29.3304	0.22129	8.96541	0.460861	15.5416	0.723146	24.8327
0.206691	6.76195	0.043245	1.62285	0.333448	11.3183	0.535884	17.7905	0.597491	19.495	0.861093	28.4715	0.226202	8.83107	0.463368	15.1501	0.724697	24.1144
0.212573	6.74867	0.0450722	1.6414	0.335351	11.1659	0.537389	17.3052	0.599716	18.9903	0.862482	27.6651	0.231174	8.7084	0.465936	14.7837	0.726292	23.4408
0.218407	6.73468	0.0471733	1.66154	0.336873	11.0501	0.538962	16.8504	0.601993	18.5161	0.86391	26.9068	0.236201	8.59605	0.468563	14.4402	0.727932	22.8079
0.22419	6.71996	0.049278	1.68053	0.338001	10.9674	0.540606	16.4233	0.604323	18.0699	0.865377	26.1925	0.241278	8.49288	0.47125	14.1176	0.729615	22.2122
0.22992	6.70447	0.0513857	1.69844	0.338727	10.9156	0.542321	16.022	0.606705	17.6495	0.866883	25.5184	0.246403	8.39786	0.473993	13.8142	0.731342	21.6507
0.235593	6.68819	0.0534957	1.71536	0.339777	10.8424	0.54411	15.6442	0.609137	17.2526	0.868428	24.8815	0.251572	8.31014	0.476793	13.5285	0.733112	21.1205
0.241206	6.67108	0.0556075	1.73135	0.340926	10.7648	0.545972	15.2882	0.611621	16.8776	0.870011	24.2788	0.256781	8.22895	0.479647	13.259	0.734925	20.6193
0.246755	6.65311	0.0577205	1.74648	0.342502	10.6622	0.54791	14.9524	0.614154	16.5227	0.871633	23.7076	0.262027	8.15363	0.482556	13.0044	0.736781	20.1448
0.252236	6.63425	0.0598343	1.7608	0.344515	10.5371	0.549924	14.6352	0.616737	16.1865	0.873292	23.1657	0.267308	8.0836	0.485517	12.7638	0.738678	19.695
0.257646	6.61446	0.0619488	1.77437	0.346981	10.3925	0.552016	14.3354	0.619368	15.8675	0.874989	22.6509	0.27262	8.01833	0.48853	12.5359	0.740617	19.268
0.262982	6.59372	0.0640636	1.78725	0.349916	10.2317	0.554187	14.0518	0.622048	15.5647	0.876723	22.1613	0.277962	7.95738	0.491593	12.32	0.742598	18.8623
0.268239	6.57199	0.0661784	1.79948	0.353342	10.0578	0.556438	13.7833	0.624775	15.2768	0.878495	21.6951	0.28333	7.90033	0.494706	12.1151	0.744619	18.4764
0.273413	6.54927	0.068293	1.81109	0.356828	9.89465	0.558769	13.5288	0.62755	15.0028	0.880303	21.2508	0.288722	7.84684	0.497867	11.9205	0.74668	18.1089
0.278501	6.52551	0.0704074	1.82214	0.360375	9.74132	0.561181	13.2875	0.630371	14.7419	0.882149	20.827	0.294137	7.79657	0.50066	11.7588	0.748782	17.7586
0.283499	6.50071	0.0725214	1.83266	0.363982	9.59714	0.563676	13.0585	0.633239	14.4932	0.88403	20.4222	0.299571	7.74925	0.503068	11.6264	0.750923	17.4244
