Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
449  Points		490  Points		138  Points		113  Points		98  Points		265  Points		123  Points		99  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00222463	9.07824	0.000678982	0.700937	0.279554	0.267598	0.549238	0.00388408	0.559094	0.275967	0.139914	0.719687	0.419287	0.174041	0.698772	0.0572711
0.0106828	9.07692	0.00133204	0.808432	0.279803	0.384266	0.549241	0.00838393	0.559351	0.369604	0.140584	0.99617	0.419449	0.255661	0.698825	0.105553
0.0191385	9.07317	0.00218541	1.0149	0.28027	0.616864	0.549253	0.0218835	0.559783	0.552007	0.14177	1.54085	0.419764	0.418636	0.698968	0.202058
0.0275896	9.06734	0.0032232	1.20321	0.280952	0.847758	0.549282	0.045367	0.56038	0.724039	0.143455	2.06632	0.420229	0.581037	0.699201	0.298462
0.0360345	9.05936	0.00442746	1.37197	0.281849	1.07627	0.549338	0.0798828	0.561132	0.885217	0.14562	2.56759	0.420846	0.742728	0.699524	0.394737
0.0444707	9.04918	0.00577972	1.52096	0.282958	1.3017	0.549431	0.125257	0.562029	1.03626	0.14824	3.04086	0.421613	0.903512	0.699937	0.490826
0.0528966	9.0368	0.00726161	1.65064	0.284275	1.52361	0.549571	0.180483	0.563063	1.17831	0.151287	3.48387	0.42253	1.06314	0.700439	0.586692
0.0613098	9.02208	0.0088555	1.7621	0.285797	1.74147	0.549767	0.244207	0.564225	1.31278	0.154732	3.89551	0.423594	1.22149	0.70103	0.682329
0.0697083	9.00502	0.0105451	1.85686	0.28752	1.95469	0.550026	0.315185	0.565509	1.44109	0.158545	4.27566	0.424806	1.37837	0.70171	0.777657
0.0780897	8.98555	0.0123156	1.93667	0.289439	2.16294	0.550355	0.392176	0.56691	1.56441	0.162699	4.625	0.426163	1.53356	0.702479	0.872585
0.0864519	8.96353	0.0141539	2.00326	0.29155	2.36586	0.550757	0.474233	0.568424	1.68369	0.167164	4.94481	0.427664	1.68698	0.703336	0.967153
0.0947923	8.93889	0.0160484	2.05837	0.293848	2.56303	0.551238	0.560637	0.570048	1.79971	0.171913	5.23674	0.429306	1.83841	0.704282	1.06129
0.103109	8.91151	0.0179894	2.1037	0.296326	2.75427	0.551802	0.650756	0.571778	1.9131	0.176922	5.50258	0.431089	1.98774	0.705314	1.15494
0.111398	8.88122	0.0199684	2.14067	0.29898	2.93945	0.552451	0.7442	0.573612	2.02422	0.182166	5.74422	0.43301	2.13487	0.706434	1.24813
0.119658	8.84787	0.0219783	2.17073	0.301804	3.11834	0.553189	0.840709	0.57555	2.13354	0.187625	5.96368	0.435067	2.27957	0.70764	1.34075
0.127885	8.81136	0.0237503	2.19218	0.304791	3.29089	0.554017	0.940049	0.577588	2.24127	0.193279	6.16282	0.437258	2.42183	0.708932	1.43276
0.136077	8.77151	0.0252732	2.20742	0.307936	3.45715	0.55494	1.04205	0.579726	2.34762	0.199109	6.34333	0.43958	2.56154	0.71031	1.5242
0.14423	8.72808	0.0265399	2.21816	0.311233	3.61709	0.555959	1.14666	0.581963	2.45278	0.205099	6.50691	0.442031	2.69858	0.711772	1.61502
0.15234	8.68083	0.0275455	2.2256	0.314676	3.77087	0.557077	1.25386	0.584297	2.55684	0.211234	6.65535	0.444609	2.83284	0.713319	1.7051
0.160405	8.62955	0.0282869	2.23069	0.318259	3.91862	0.558296	1.36359	0.586727	2.65985	0.216688	6.77337	0.44731	2.96433	0.714949	1.79444
0.168421	8.57401	0.0287623	2.23358	0.321978	4.06059	0.559618	1.4759	0.589253	2.76186	0.221409	6.86622	0.450132	3.09299	0.716663	1.8831
0.176382	8.5139	0.0294466	2.23732	0.325826	4.1971	0.561046	1.5908	0.591873	2.86299	0.22536	6.93788	0.453073	3.21868	0.718458	1.971
0.184285	8.44899	0.0301918	2.24124	0.329799	4.32833	0.562582	1.70832	0.594588	2.96322	0.228512	6.99144	0.45613	3.34146	0.720336	2.05803
0.192126	8.37892	0.0312072	2.24597	0.333891	4.45476	0.564229	1.82844	0.597395	3.06261	0.230845	7.02908	0.4593	3.46126	0.722293	2.14426
0.199899	8.30331	0.0324942	2.25107	0.3381	4.57683	0.565989	1.95121	0.600295	3.16118	0.232344	7.05244	0.46258	3.57809	0.724331	2.22964
0.207598	8.22198	0.0340542	2.25627	0.34242	4.69484	0.567865	2.07663	0.603286	3.25894	0.234508	7.08506	0.465967	3.69195	0.726448	2.31413
0.215219	8.13452	0.0358883	2.26109	0.346848	4.80942	0.569859	2.20464	0.606367	3.35587	0.236871	7.11918	0.469459	3.80275	0.728643	2.39777
0.222756	8.04054	0.0379971	2.26523	0.351381	4.92109	0.571973	2.33526	0.609539	3.45202	0.240103	7.16363	0.473053	3.91062	0.730916	2.48046
0.230202	7.93981	0.0401093	2.26821	0.356018	5.03026	0.57421	2.46841	0.6128	3.54744	0.244219	7.21664	0.476746	4.01555	0.733265	2.56221
0.237551	7.83203	0.0422237	2.27022	0.360755	5.13749	0.576573	2.60397	0.616149	3.6421	0.249235	7.27636	0.480536	4.11752	0.73569	2.64301
0.244796	7.71688	0.0443396	2.27144	0.365591	5.24334	0.579062	2.74187	0.619586	3.73606	0.25517	7.3408	0.484419	4.21657	0.73819	2.72286
0.251931	7.59417	0.0464563	2.27201	0.370525	5.34832	0.581682	2.88195	0.623111	3.82934	0.262043	7.40773	0.488393	4.31272	0.740764	2.80172
0.258947	7.46374	0.0485732	2.27212	0.375557	5.4528	0.584433	3.02396	0.626722	3.92202	0.268974	7.46778	0.492455	4.40607	0.743411	2.87953
0.265838	7.32557	0.0506901	2.27184	0.380021	5.54371	0.587317	3.16774	0.630419	4.01407	0.275958	7.52135	0.496603	4.49668	0.74613	2.95633
0.272597	7.17975	0.0528066	2.2713	0.383885	5.62137	0.590335	3.31305	0.634202	4.10559	0.282989	7.5689	0.500834	4.58451	0.74892	3.03215
0.279217	7.02639	0.0549224	2.27059	0.38712	5.68569	0.59349	3.45954	0.638069	4.19663	0.290062	7.61092	0.505146	4.66973	0.75178	3.10695
0.28569	6.86579	0.0570375	2.26968	0.389705	5.73672	0.596782	3.60691	0.642022	4.28723	0.297171	7.64771	0.509536	4.75234	0.754709	3.18069
0.292011	6.6984	0.0591517	2.26865	0.39162	5.77428	0.600211	3.75479	0.646058	4.37754	0.304312	7.67965	0.514001	4.83237	0.757707	3.25338
0.298172	6.52482	0.0612649	2.26754	0.392852	5.79827	0.603778	3.90276	0.650179	4.46756	0.311481	7.70705	0.51854	4.90997	0.760772	3.32501
0.304169	6.34582	0.0633771	2.2664	0.394633	5.83298	0.607484	4.05045	0.654383	4.55736	0.318674	7.73016	0.52315	4.9852	0.763903	3.39562
0.309997	6.16229	0.0654881	2.26525	0.39658	5.87077	0.611326	4.19737	0.658671	4.64717	0.325886	7.74926	0.52783	5.05816	0.767099	3.46512
0.315652	5.97519	0.0675981	2.26408	0.399248	5.9222	0.615305	4.34305	0.663043	4.73699	0.333114	7.76452	0.532576	5.12885	0.770359	3.5336
0.321131	5.78555	0.069707	2.26292	0.402656	5.98743	0.619419	4.48703	0.667498	4.82692	0.340354	7.77614	0.537387	5.19736	0.773683	3.60105
0.326432	5.5945	0.0718148	2.26178	0.406827	6.06634	0.623666	4.62882	0.672037	4.9172	0.347604	7.78434	0.54226	5.26386	0.77707	3.66738
0.331556	5.40327	0.0739216	2.2607	0.41179	6.15903	0.628044	4.76788	0.67666	5.00789	0.354859	7.78917	0.547195	5.32843	0.780517	3.73268
0.336501	5.21286	0.0760274	2.25961	0.417578	6.26508	0.63255	4.90377	0.681369	5.09911	0.362118	7.79081	0.552189	5.39109	0.784025	3.79691
0.341269	5.02436	0.0781321	2.25856	0.423465	6.3704	0.637182	5.03602	0.686162	5.19103	0.369377	7.78936	0.557241	5.45194	0.787592	3.86011
0.345863	4.83883	0.0802359	2.25759	0.429449	6.4744	0.641934	5.16406	0.691042	5.28382	0.376632	7.78487	0.562348	5.51117	0.791218	3.92228
0.350286	4.65703	0.0823389	2.25663	0.435529	6.57654	0.646804	5.28751	0.696008	5.37763	0.383883	7.77753	0.566844	5.56147	0.794901	3.98341
0.354541	4.47982	0.0844409	2.25567	0.441703	6.67613	0.651787	5.40594	0.701062	5.47259	0.391125	7.7673	0.570708	5.60344	0.798641	4.0435
0.358634	4.30777	0.0865421	2.25479	0.447969	6.77254	0.656878	5.51894	0.706205	5.56884	0.398356	7.75428	0.573924	5.63761	0.802436	4.10258
0.362568	4.14136	0.0886425	2.25399	0.454323	6.86524	0.662071	5.62615	0.711439	5.6665	0.405574	7.73851	0.576482	5.66418	0.806285	4.16069
0.366351	3.9811	0.0907421	2.25318	0.460762	6.95375	0.667361	5.72727	0.716764	5.76573	0.412776	7.72003	0.57837	5.68347	0.810189	4.21772
0.369987	3.82714	0.092841	2.25237	0.467281	7.03755	0.672743	5.82206	0.722183	5.86662	0.41996	7.69893	0.579581	5.69579	0.814144	4.27378
0.373482	3.67969	0.0949392	2.25164	0.473876	7.11636	0.67821	5.91021	0.727696	5.96922	0.427122	7.67512	0.581328	5.71332	0.818152	4.32892
0.376843	3.53889	0.0970367	2.25098	0.480541	7.1899	0.683756	5.99164	0.733306	6.07358	0.434261	7.64868	0.583232	5.73222	0.822211	4.38302
0.380076	3.40465	0.0991336	2.25032	0.487273	7.25798	0.689375	6.06633	0.739014	6.17976	0.441375	7.61964	0.585832	5.75767	0.82632	4.43621
0.383187	3.27693	0.10123	2.2497	0.494066	7.32062	0.69506	6.13434	0.744821	6.28761	0.44846	7.58802	0.589136	5.78936	0.830477	4.48847
0.386182	3.15569	0.103326	2.2491	0.500914	7.37776	0.700064	6.1882	0.75073	6.39703	0.455514	7.55382	0.593156	5.82725	0.834683	4.53975
0.389068	3.04072	0.105421	2.24854	0.507814	7.42944	0.704362	6.23015	0.756741	6.50798	0.462536	7.51702	0.597905	5.87094	0.838937	4.59016
0.391849	2.93184	0.107516	2.248	0.514758	7.47578	0.707937	6.26201	0.762857	6.62016	0.469521	7.47764	0.603398	5.92007	0.843237	4.6397
0.394531	2.82885	0.10961	2.24748	0.521744	7.51705	0.710776	6.28557	0.769077	6.73334	0.476469	7.43572	0.608937	5.96837	0.847582	4.68833
0.39712	2.7315	0.111704	2.247	0.528766	7.55339	0.71287	6.30197	0.775404	6.84721	0.483377	7.39121	0.61452	6.01585	0.851973	4.73606
0.399621	2.63963	0.113797	2.24653	0.535819	7.58504	0.714214	6.31197	0.781836	6.96141	0.490242	7.34416	0.620147	6.06251	0.856407	4.78297
0.402038	2.55294	0.11589	2.24612	0.542899	7.61218	0.716148	6.32581	0.787529	7.06094	0.497062	7.2946	0.625817	6.10847	0.860885	4.82904
0.404378	2.47118	0.117982	2.2457	0.550003	7.63505	0.718255	6.34012	0.792445	7.14558	0.503835	7.24254	0.631529	6.15379	0.865406	4.87431
0.406643	2.39416	0.120074	2.24526	0.557126	7.65399	0.721129	6.3583	0.796555	7.21529	0.510558	7.18802	0.637284	6.1985	0.869968	4.91877
0.408839	2.32164	0.122166	2.2449	0.564266	7.66914	0.724774	6.37943	0.799832	7.27013	0.517229	7.13106	0.643079	6.24268	0.874571	4.96243
0.410969	2.25336	0.124257	2.24457	0.571417	7.68071	0.729198	6.40234	0.802258	7.31043	0.523846	7.0717	0.648916	6.28634	0.879215	5.00537
0.413038	2.18908	0.126349	2.24419	0.578578	7.68898	0.734406	6.4258	0.803818	7.33605	0.530406	7.01002	0.654793	6.32948	0.883898	5.04752
0.415048	2.12864	0.128439	2.24385	0.585745	7.69418	0.740405	6.44864	0.806069	7.37265	0.536908	6.94604	0.66071	6.37215	0.888621	5.08889
0.417004	2.07178	0.13053	2.24357	0.592915	7.69641	0.746423	6.46761	0.808529	7.41231	0.543349	6.87981	0.666667	6.41439	0.893381	5.1296
0.418909	2.01832	0.13262	2.24325	0.600086	7.69588	0.752456	6.48313	0.811895	7.46584	0.549728	6.81146	0.672663	6.45613	0.89756	5.16456
0.420765	1.96811	0.13471	2.24294	0.607255	7.69276	0.758503	6.49569	0.816188	7.53299	0.556042	6.74111	0.678697	6.49736	0.901145	5.19391
0.422576	1.92093	0.136799	2.24271	0.614421	7.68721	0.76456	6.50582	0.821429	7.61309	0.562289	6.66876	0.68477	6.53816	0.904124	5.21783
0.424345	1.87659	0.138889	2.24245	0.62158	7.67934	0.770626	6.5141	0.827648	7.70536	0.568468	6.59457	0.69088	6.5784	0.90649	5.23668
0.426073	1.83493	0.140978	2.24218	0.62873	7.66929	0.776699	6.52092	0.834876	7.80888	0.574577	6.51866	0.697028	6.61804	0.908235	5.25036
0.427764	1.79585	0.143067	2.24193	0.635871	7.6572	0.782777	6.52667	0.842199	7.90952	0.580615	6.44112	0.703212	6.65705	0.909354	5.25904
0.42942	1.75914	0.145155	2.24169	0.642999	7.64309	0.78886	6.53174	0.849615	8.00702	0.58658	6.36214	0.709433	6.69542	0.910965	5.27155
0.431042	1.72469	0.147244	2.24147	0.650113	7.62714	0.794948	6.53644	0.857119	8.10132	0.59247	6.28178	0.715689	6.73302	0.912722	5.28506
0.432633	1.69241	0.149332	2.24128	0.657211	7.60935	0.80104	6.54106	0.864711	8.19223	0.598285	6.20021	0.721979	6.76984	0.915118	5.30326
0.434196	1.66213	0.15142	2.24108	0.664292	7.58988	0.807137	6.54578	0.872385	8.27962	0.604024	6.11761	0.728303	6.80579	0.918159	5.32601
0.435731	1.63373	0.153508	2.24087	0.671354	7.56875	0.813238	6.55082	0.880139	8.36356	0.609685	6.03412	0.734661	6.8408	0.921855	5.35328
0.43724	1.6071	0.155596	2.24069	0.678395	7.54599	0.819343	6.55631	0.887969	8.44395	0.615267	5.94982	0.741051	6.87481	0.926214	5.38485
0.438725	1.58211	0.157684	2.24049	0.685415	7.52176	0.825455	6.56234	0.895873	8.5208	0.620771	5.86487	0.747471	6.90768	0.931248	5.42048
0.440001	1.5616	0.159771	2.24031	0.692411	7.49598	0.831572	6.56895	0.903847	8.59419	0.626196	5.77947	0.753922	6.93942	0.936315	5.45559
0.441076	1.5451	0.161858	2.24015	0.699383	7.4687	0.837695	6.57625	0.911887	8.66415	0.631541	5.69377	0.760402	6.96998	0.941414	5.49006
