Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		381  Points		386  Points		374  Points		365  Points		345  Points		136  Points		381  Points		380  Points		366  Points		174  Points		128  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.2045	2.51013	0.346179	272.022	2.20042	2.51005	0.692291	466.016	1.38284	752.979	1.39402	781.82	2.07664	1863.91	0.346165	305.864	2.20099	2.54867	1.0385	549.228	1.73049	1348.7	1.85664	5924.26
2.19861	2.51002	0.346662	96.8328	2.19454	2.50994	0.692688	182.625	1.37875	332.72	1.39818	341.816	2.07647	606.884	0.34662	100.786	2.19581	2.54948	1.03919	247.53	1.73012	481.864	1.8569	708.528
2.19273	2.50991	0.347601	59.0415	2.18867	2.50985	0.69343	113.671	1.37418	213.009	1.40292	219.279	2.07613	362.395	0.347531	60.4764	2.19079	2.55048	1.04038	159.919	1.72941	293.226	1.85757	376.928
2.18686	2.50982	0.348988	42.5866	2.1828	2.50977	0.694509	82.6035	1.3695	156.36	1.40783	161.723	2.07563	258.281	0.348891	43.3193	2.18586	2.5516	1.04204	118.238	1.72837	210.641	1.85863	256.874
2.181	2.50974	0.350814	33.4038	2.17695	2.50969	0.695918	64.9472	1.36481	123.333	1.41284	128.293	2.07496	200.601	0.35069	33.846	2.181	2.5528	1.04414	93.8939	1.72702	164.28	1.86007	194.915
2.17515	2.50967	0.353064	27.5624	2.1711	2.50963	0.697646	53.5722	1.36014	101.704	1.41791	106.449	2.07414	163.949	0.352914	27.8571	2.17617	2.55404	1.04664	77.9457	1.72538	134.584	1.86187	157.115
2.16931	2.50961	0.355722	23.5313	2.16527	2.50958	0.69968	45.6414	1.3555	86.4428	1.42302	91.059	2.07316	138.594	0.355549	23.741	2.17137	2.55533	1.0495	66.6976	1.72349	113.931	1.86399	131.659
2.16348	2.50957	0.358772	20.5902	2.15945	2.50954	0.702006	39.8023	1.3509	75.0989	1.42816	79.6306	2.07203	120.007	0.358575	20.7466	2.1666	2.55666	1.05268	58.3442	1.72136	98.7311	1.86642	113.356
2.15766	2.50953	0.362194	18.3559	2.15363	2.50952	0.704609	35.3281	1.34635	66.3367	1.43333	70.809	2.07076	105.795	0.361975	18.4767	2.16184	2.55801	1.05614	51.8988	1.71903	87.0738	1.86912	99.5667
2.15185	2.50951	0.365967	16.6053	2.14783	2.50951	0.707472	31.7935	1.34185	59.3657	1.43853	63.7938	2.06936	94.5747	0.365727	16.7011	2.1571	2.55938	1.05985	46.7771	1.71653	77.8483	1.87207	88.8082
2.14605	2.5095	0.37007	15.2001	2.14204	2.50951	0.71058	28.933	1.3374	53.6885	1.44374	58.0819	2.06783	85.4898	0.36981	15.2778	2.15237	2.56078	1.06377	42.6107	1.71387	70.3644	1.87525	80.1821
2.14026	2.50951	0.374482	14.0498	2.13627	2.50952	0.713915	26.5723	1.33302	48.9759	1.44897	53.3409	2.06619	77.9828	0.374204	14.1139	2.14765	2.56221	1.06787	39.1561	1.71108	64.171	1.87862	73.1129
2.13449	2.50953	0.37918	13.0926	2.1305	2.50955	0.717462	24.5923	1.3287	45.0021	1.45422	49.3429	2.06444	71.6748	0.378885	13.1464	2.14295	2.56365	1.07214	36.246	1.70819	58.9604	1.88217	67.215
2.12873	2.50956	0.384143	12.2852	2.12475	2.50959	0.721203	22.9086	1.32444	41.6064	1.45948	45.9258	2.06259	66.2994	0.383833	12.3308	2.13825	2.56511	1.07655	33.7615	1.70521	54.5157	1.88587	62.2203
2.12298	2.50961	0.389351	11.5961	2.119	2.50965	0.725123	21.4603	1.32025	38.6717	1.46476	42.9716	2.06065	61.6635	0.389027	11.6352	2.13356	2.56659	1.08108	31.6158	1.70216	50.6797	1.88971	57.9365
2.11724	2.50967	0.394782	11.0017	2.11328	2.50973	0.729206	20.2016	1.31614	36.1106	1.47003	40.3922	2.05863	57.6242	0.394444	11.0357	2.12888	2.56808	1.08572	29.7443	1.69906	47.3354	1.89368	54.2223
2.11152	2.50975	0.400416	10.4846	2.10756	2.50982	0.733437	19.098	1.3121	33.8563	1.47532	38.1205	2.05653	54.0731	0.399333	10.5774	2.1242	2.5696	1.09044	28.0976	1.69591	44.394	1.89775	50.9712
2.1058	2.50985	0.406233	10.0309	2.10186	2.50992	0.737803	18.1228	1.30813	31.8574	1.4806	36.1046	2.05437	50.9267	0.403613	10.2265	2.11953	2.57112	1.09525	26.6376	1.69275	41.7871	1.90191	48.102
2.10011	2.50996	0.412215	9.62991	2.09617	2.51005	0.742288	17.255	1.30425	30.073	1.48589	34.3034	2.05216	48.1194	0.407224	9.96027	2.11487	2.57266	1.10011	25.3343	1.68956	39.4608	1.90616	45.5511
2.09442	2.51009	0.418344	9.27321	2.0905	2.51019	0.74688	16.4779	1.30046	28.4708	1.49118	32.6843	2.0499	45.5992	0.410124	9.76354	2.1102	2.57421	1.10504	24.1636	1.68638	37.3724	1.91047	43.2685
2.08875	2.51023	0.4246	8.95393	2.08483	2.51034	0.751566	15.7781	1.29675	27.0245	1.49646	31.2211	2.04759	43.3243	0.412278	9.62599	2.10554	2.57578	1.11	23.1064	1.6832	35.4872	1.91485	41.2139
2.0831	2.5104	0.430968	8.66651	2.07919	2.51052	0.756335	15.1446	1.29314	25.7128	1.50173	29.8921	2.04526	41.2605	0.413667	9.54093	2.10088	2.57735	1.11501	22.1468	1.68003	33.7773	1.91928	39.3547
2.07745	2.51058	0.437429	8.40639	2.07356	2.51072	0.761174	14.5684	1.28962	24.5179	1.50699	28.6796	2.0429	39.3799	0.415676	9.42251	2.09621	2.57893	1.12004	21.2719	1.67689	32.2195	1.92375	37.6644
2.07183	2.51078	0.443969	8.16979	2.06794	2.51093	0.766071	14.042	1.28621	23.4254	1.51224	27.5689	2.04053	37.6591	0.417877	9.2987	2.09155	2.58051	1.12509	20.4708	1.67378	30.7945	1.92826	36.1209
2.06621	2.511	0.45057	7.95355	2.06234	2.51116	0.771017	13.5592	1.2829	22.4228	1.51748	26.5476	2.03815	36.0788	0.420897	9.138	2.08687	2.5821	1.13016	19.7345	1.67071	29.4863	1.9328	34.7058
2.06062	2.51124	0.457216	7.75501	2.05675	2.51142	0.776001	13.1147	1.27969	21.4997	1.52269	25.6053	2.03577	34.6225	0.424756	8.94648	2.0822	2.58369	1.13524	19.0553	1.66769	28.2812	1.93736	33.4037
2.05504	2.5115	0.463892	7.5719	2.05118	2.51169	0.781012	12.704	1.2766	20.6474	1.52789	24.733	2.03339	33.2762	0.429478	8.73074	2.07751	2.58528	1.14031	18.4268	1.66472	27.1678	1.94193	32.2015
2.04947	2.51178	0.470582	7.40231	2.04563	2.51199	0.786041	12.3232	1.27363	19.8583	1.53306	23.9232	2.03102	32.0281	0.435086	8.49741	2.07282	2.58686	1.14538	17.8434	1.6618	26.1361	1.94652	31.0881
2.04392	2.51209	0.477271	7.24458	2.04009	2.51231	0.791077	11.9692	1.27078	19.1258	1.53821	23.1692	2.02868	30.8679	0.4416	8.25271	2.06811	2.58845	1.15044	17.3004	1.65896	25.1776	1.95111	30.0538
2.03839	2.51241	0.483942	7.09727	2.03457	2.51265	0.796111	11.6391	1.26806	18.4443	1.54332	22.4655	2.02636	29.7868	0.44818	8.02945	2.06339	2.59002	1.15548	16.7935	1.65618	24.2851	1.9557	29.0906
2.03287	2.51276	0.49058	6.95913	2.02906	2.51301	0.801135	11.3303	1.26548	17.809	1.54841	21.807	2.02407	28.7771	0.454812	7.8248	2.05866	2.59158	1.1605	16.3191	1.65348	23.452	1.96028	28.1912
2.02737	2.51313	0.49717	6.82908	2.02357	2.51339	0.806138	11.0407	1.26303	17.2155	1.55345	21.1895	2.02182	27.8321	0.461479	7.63636	2.05391	2.59313	1.16549	15.8743	1.65087	22.6729	1.96485	27.3494
2.02189	2.51352	0.503695	6.70616	2.0181	2.5138	0.811111	10.7686	1.26072	16.6601	1.55846	20.6091	2.01961	26.9458	0.468166	7.46209	2.04913	2.59466	1.17045	15.456	1.64834	21.9428	1.96941	26.5597
2.01642	2.51393	0.510139	6.58953	2.01265	2.51424	0.815414	10.5442	1.25856	16.1395	1.56342	20.0626	2.01745	26.1131	0.474857	7.30026	2.04434	2.59618	1.17536	15.062	1.6459	21.2574	1.97394	25.8175
2.01097	2.51437	0.516487	6.47843	2.00721	2.51469	0.819055	10.3616	1.25656	15.6507	1.56833	19.5469	2.01535	25.3295	0.481536	7.14933	2.03952	2.59767	1.18024	14.6901	1.64357	20.613	1.97844	25.1184
2.00554	2.51484	0.522723	6.37222	2.00179	2.51517	0.822044	10.2162	1.25472	15.1912	1.5732	19.0594	2.01332	24.5907	0.488188	7.00802	2.03467	2.59913	1.18506	14.3384	1.64134	20.0061	1.98292	24.4587
2.00013	2.51533	0.52883	6.2703	1.99639	2.51568	0.824392	10.1047	1.25304	14.7586	1.57801	18.5978	2.01135	23.8933	0.494797	6.87516	2.02979	2.60057	1.18983	14.0051	1.63921	19.4336	1.98736	23.835
1.99473	2.51584	0.534793	6.17215	1.99101	2.51621	0.826109	10.0245	1.25154	14.3508	1.58276	18.1599	2.00945	23.234	0.501347	6.74977	2.02489	2.60197	1.19454	13.6887	1.63721	18.893	1.99175	23.2445
1.98935	2.51638	0.540598	6.0773	1.98564	2.51677	0.827203	9.97392	1.25021	13.9661	1.58745	17.744	2.00764	22.6098	0.507823	6.63096	2.01995	2.60334	1.19918	13.3879	1.63532	18.3818	1.9961	22.6844
1.98399	2.51694	0.546229	5.98535	1.98029	2.51735	0.82877	9.9023	1.24907	13.6027	1.59207	17.3482	2.00591	22.0182	0.514207	6.51795	2.01497	2.60468	1.20375	13.1015	1.63356	17.8978	2.0004	22.1524
1.97865	2.51754	0.551672	5.89592	1.97496	2.51796	0.830465	9.8258	1.24811	13.2591	1.59662	16.9711	2.00427	21.4567	0.520485	6.41004	2.00996	2.60597	1.20825	12.8283	1.63193	17.4391	2.00464	21.6462
1.97332	2.51815	0.556916	5.80872	1.96965	2.5186	0.832755	9.72395	1.24735	12.934	1.6011	16.6113	2.00273	20.9234	0.526641	6.30664	2.00491	2.60722	1.21267	12.5673	1.63044	17.0039	2.00882	21.1641
1.96802	2.5188	0.561948	5.72346	1.96436	2.51926	0.835625	9.5986	1.24679	12.6261	1.6055	16.2675	2.0013	20.4162	0.532658	6.20718	1.99982	2.60843	1.217	12.3176	1.62909	16.5906	2.01294	20.7041
1.96273	2.51947	0.566759	5.63992	1.95908	2.51995	0.839053	9.45188	1.24644	12.3343	1.60982	15.9387	1.99997	19.9335	0.538521	6.11119	1.99469	2.6096	1.22124	12.0785	1.62788	16.1976	2.01698	20.2648
1.95746	2.52017	0.57134	5.55789	1.95382	2.52067	0.843013	9.28615	1.24629	12.0576	1.61406	15.6237	1.99875	19.4735	0.544217	6.01823	1.98952	2.61072	1.22539	11.8491	1.62682	15.8238	2.02095	19.8446
