Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
396  Points		395  Points		396  Points		388  Points		371  Points		361  Points		160  Points		395  Points		384  Points		378  Points		361  Points		172  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20477	2.24005	0.34632	0.279733	2.20208	2.23579	0.692326	0.148257	1.09109	-0.0266829	1.38447	0.076357	1.81849	-0.0292109	0.346282	0.261943	0.727392	-0.0330539	1.03833	0.0544023	1.45475	-0.0552126	1.73056	0.0591528
2.1996	2.23597	0.346966	0.372734	2.19693	2.23175	0.692668	0.198721	1.09103	-0.0450301	1.38465	0.109486	1.81842	-0.0498441	0.346886	0.35509	0.727316	-0.0534844	1.03846	0.0925766	1.45463	-0.0738374	1.7307	0.0906264
2.19445	2.2278	0.34804	0.556744	2.19178	2.22359	0.693243	0.298916	1.09089	-0.0813951	1.38497	0.175403	1.81826	-0.0907963	0.34792	0.539463	0.727146	-0.0938286	1.03876	0.168574	1.45441	-0.110742	1.73098	0.15326
2.18932	2.2196	0.349535	0.73609	2.18666	2.21532	0.694047	0.397353	1.09066	-0.116845	1.38545	0.240438	1.818	-0.130953	0.349376	0.719316	0.726883	-0.132989	1.03924	0.243665	1.45412	-0.146612	1.7314	0.215173
2.1842	2.21132	0.351437	0.909481	2.18156	2.20697	0.695077	0.493447	1.09035	-0.15105	1.38608	0.304225	1.81766	-0.17003	0.35124	0.893353	0.726532	-0.170586	1.03988	0.317455	1.45374	-0.181144	1.73197	0.276011
2.17911	2.20298	0.353732	1.07579	2.17648	2.19863	0.696324	0.58661	1.08996	-0.183644	1.38686	0.366467	1.81722	-0.207682	0.353498	1.06037	0.726096	-0.206084	1.0407	0.389522	1.45328	-0.214027	1.73268	0.33543
2.17404	2.19457	0.356402	1.23396	2.17142	2.19023	0.697784	0.676402	1.0895	-0.21419	1.38778	0.426864	1.8167	-0.243655	0.356133	1.21936	0.725581	-0.238994	1.04168	0.459536	1.45275	-0.244856	1.73352	0.393185
2.16898	2.18617	0.359426	1.38322	2.16637	2.18177	0.699446	0.762384	1.08897	-0.242469	1.38883	0.485109	1.81609	-0.277662	0.359125	1.36948	0.724993	-0.268925	1.04282	0.527126	1.45215	-0.273483	1.73449	0.449076
2.16395	2.17772	0.362785	1.52294	2.16135	2.17329	0.701302	0.844113	1.08838	-0.268119	1.39001	0.541028	1.81542	-0.309419	0.362453	1.51011	0.72434	-0.295463	1.04411	0.59192	1.45149	-0.299609	1.73559	0.502849
2.15893	2.16917	0.366455	1.65262	2.15634	2.16473	0.703341	0.921219	1.08773	-0.29078	1.39133	0.594344	1.81467	-0.338731	0.366094	1.64078	0.723629	-0.318215	1.04555	0.653761	1.45077	-0.323003	1.73681	0.554219
2.15394	2.16063	0.370412	1.77201	2.15136	2.15619	0.705553	0.993472	1.08704	-0.310248	1.39276	0.644801	1.81385	-0.365348	0.370025	1.76113	0.722871	-0.336766	1.04713	0.712329	1.45	-0.343423	1.73815	0.603053
2.14896	2.15206	0.374632	1.88086	2.14639	2.14761	0.707926	1.06056	1.0863	-0.32626	1.3943	0.692321	1.81298	-0.389138	0.374221	1.87102	0.722075	-0.350724	1.04884	0.767356	1.44918	-0.36068	1.7396	0.649158
2.14401	2.14348	0.379091	1.9791	2.14145	2.13903	0.710447	1.12223	1.08553	-0.338582	1.39595	0.736678	1.81206	-0.409912	0.378659	1.97025	0.721253	-0.359743	1.05067	0.818744	1.44833	-0.374612	1.74115	0.692443
2.13907	2.13489	0.383765	2.06667	2.13652	2.13042	0.713105	1.17834	1.08474	-0.346966	1.3977	0.777711	1.81109	-0.427508	0.383314	2.05884	0.720415	-0.363572	1.05262	0.866221	1.44745	-0.385118	1.74279	0.732724
2.13415	2.12622	0.388629	2.14359	2.13162	2.12177	0.715885	1.22873	1.08393	-0.351208	1.39954	0.815393	1.81008	-0.441828	0.38816	2.13679	0.719575	-0.361782	1.05467	0.909613	1.44655	-0.392068	1.74453	0.769925
2.12926	2.11759	0.393657	2.20998	2.12673	2.11311	0.718775	1.27326	1.08312	-0.351198	1.40146	0.849594	1.80905	-0.452816	0.393175	2.20412	0.718746	-0.354028	1.05682	0.948937	1.44564	-0.395275	1.74634	0.803972
2.12438	2.10896	0.398827	2.26579	2.12186	2.10451	0.721761	1.31185	1.08231	-0.346782	1.40346	0.880202	1.80799	-0.460437	0.398332	2.26094	0.717941	-0.34013	1.05905	0.984005	1.44473	-0.39473	1.74824	0.834786
2.11953	2.10035	0.404114	2.31111	2.11702	2.09589	0.724829	1.34444	1.08152	-0.337805	1.40553	0.907215	1.80692	-0.464545	0.403608	2.30727	0.717176	-0.319659	1.06136	1.01474	1.44382	-0.390345	1.7502	0.862355
2.11469	2.09177	0.409493	2.34603	2.11219	2.08729	0.727965	1.37095	1.08075	-0.324098	1.40765	0.930625	1.80585	-0.465145	0.40898	2.34317	0.716466	-0.292266	1.06373	1.04112	1.44293	-0.382087	1.75222	0.886585
2.10987	2.08319	0.41494	2.37059	2.10738	2.0788	0.731156	1.39137	1.08002	-0.30562	1.40982	0.950346	1.80478	-0.462242	0.414422	2.36868	0.715827	-0.257769	1.06616	1.06304	1.44206	-0.369893	1.75429	0.90758
2.10508	2.07467	0.420432	2.38478	2.1026	2.07031	0.734386	1.4057	1.07934	-0.282287	1.41203	0.966351	1.80372	-0.455778	0.419911	2.38387	0.715276	-0.215801	1.06864	1.08059	1.44122	-0.353708	1.7564	0.925254
2.1003	2.06627	0.425945	2.38861	2.09783	2.06191	0.737643	1.41399	1.07872	-0.254005	1.41428	0.978731	1.80267	-0.445779	0.425423	2.38892	0.714831	-0.165997	1.07115	1.09373	1.44043	-0.33357	1.75856	0.939581
2.09554	2.05796	0.431455	2.38216	2.09308	2.05368	0.740911	1.41623	1.07817	-0.220731	1.41655	0.987525	1.80166	-0.4323	0.430226	2.38508	0.71451	-0.108209	1.07368	1.10242	1.43968	-0.309552	1.76074	0.95073
2.0908	2.04977	0.436938	2.36536	2.08835	2.04563	0.744178	1.41242	1.0777	-0.182455	1.41884	0.992661	1.80068	-0.415376	0.434309	2.37562	0.714332	-0.0421441	1.07624	1.10676	1.439	-0.281586	1.76295	0.958599
2.08608	2.04181	0.442371	2.33835	2.08364	2.03782	0.74743	1.40269	1.07733	-0.139229	1.42113	0.994218	1.79974	-0.395005	0.437669	2.36359	0.714316	0.032436	1.07879	1.10674	1.43838	-0.249749	1.76516	0.963277
2.08138	2.03417	0.447729	2.30118	2.07895	2.0304	0.750651	1.38717	1.07706	-0.0910077	1.42342	0.992351	1.79886	-0.371255	0.440311	2.3513	0.714482	0.115698	1.08134	1.10244	1.43785	-0.214129	1.76739	0.96487
2.07669	2.02701	0.45299	2.25395	2.07427	2.02361	0.753831	1.36587	1.07691	-0.0378522	1.42571	0.98708	1.79803	-0.34419	0.442245	2.34067	0.71485	0.207734	1.08388	1.094	1.43739	-0.174747	1.76962	0.963369
2.07203	2.02061	0.458131	2.19698	2.06961	2.01773	0.756955	1.33903	1.07688	0.0201166	1.42798	0.978442	1.79727	-0.313937	0.443478	2.33305	0.71544	0.308456	1.08639	1.0815	1.43704	-0.1318	1.77184	0.958901
2.06737	2.01543	0.463129	2.13064	2.06496	2.01343	0.76001	1.30689	1.077	0.0828045	1.43023	0.966585	1.79658	-0.280603	0.445242	2.32123	0.716273	0.417763	1.08887	1.065	1.43679	-0.0853093	1.77404	0.951503
2.06272	2.01232	0.467963	2.05532	2.06032	2.01209	0.762986	1.26954	1.07727	0.150026	1.43244	0.95166	1.79597	-0.244185	0.447149	2.30718	0.717368	0.535448	1.09131	1.04467	1.43665	-0.0353948	1.77623	0.941323
2.05808	2.01327	0.472614	1.9717	2.05568	2.01666	0.765869	1.2273	1.07769	0.221554	1.43462	0.93375	1.79545	-0.204893	0.449724	2.28572	0.718744	0.661029	1.09369	1.0207	1.43662	0.0176544	1.77839	0.928432
2.05343	2.0228	0.477062	1.88062	2.05101	2.03445	0.768649	1.18047	1.07829	0.297154	1.43675	0.913016	1.79503	-0.162856	0.452943	2.25529	0.720419	0.793904	1.09602	0.993284	1.43673	0.073677	1.78051	0.912978
2.04875	2.05253	0.481293	1.783	2.04629	2.0843	0.771317	1.12943	1.07906	0.376577	1.43883	0.88964	1.7947	-0.118187	0.456776	2.21364	0.722408	0.933385	1.09827	0.962617	1.43696	0.132548	1.7826	0.895107
2.04396	2.13003	0.48529	1.67996	2.04139	2.20004	0.773862	1.07452	1.08003	0.459397	1.44086	0.863763	1.79448	-0.0711111	0.461174	2.15813	0.724726	1.07839	1.10046	0.928893	1.43734	0.193968	1.78464	0.874893
2.03892	2.28187	0.489045	1.57282	2.03613	2.37784	0.776275	1.01618	1.08118	0.545204	1.44282	0.835591	1.79437	-0.0217478	0.466076	2.08606	0.727385	1.22784	1.10256	0.892428	1.43786	0.2577	1.78664	0.852554
2.03343	2.46243	0.492549	1.46285	2.03042	2.53743	0.778551	0.954879	1.08254	0.633687	1.44471	0.805395	1.79438	0.0296989	0.470801	2.00567	0.730392	1.38055	1.10458	0.853482	1.43853	0.323422	1.78858	0.828239
2.02756	2.58844	0.495796	1.35145	2.02443	2.62562	0.780682	0.891016	1.08411	0.724302	1.44653	0.77342	1.79451	0.0830074	0.475332	1.91743	0.733755	1.53502	1.1065	0.812358	1.43935	0.390851	1.79046	0.802093
