Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
387  Points		384  Points		387  Points		374  Points		367  Points		356  Points		145  Points		385  Points		381  Points		367  Points		175  Points		133  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20418	2.6007	0.346227	0.240543	2.20194	2.59958	0.692348	0.196393	1.3411	-0.260507	1.38445	0.313764	2.07657	-0.156387	0.346141	0.173121	0.894065	-0.0851396	1.03833	0.108324	1.73046	-0.332123	1.7884	0.466385
2.19818	2.59918	0.346782	0.338521	2.19594	2.59806	0.692802	0.266167	1.3405	-0.473363	1.38517	0.540457	2.0762	-0.214945	0.346541	0.27151	0.893868	-0.152071	1.03858	0.195625	1.72969	-0.489102	1.78947	0.630121
2.19219	2.59616	0.347789	0.532771	2.18995	2.59502	0.693577	0.404515	1.33891	-0.857486	1.38694	0.951297	2.07557	-0.330266	0.347394	0.466776	0.893363	-0.283796	1.03923	0.368098	1.7282	-0.779793	1.7913	0.932803
2.1862	2.59305	0.34924	0.72293	2.18396	2.59188	0.694668	0.539927	1.33654	-1.1542	1.38956	1.27413	2.07468	-0.441231	0.348695	0.658454	0.892558	-0.410138	1.04028	0.535285	1.72609	-1.02104	1.79378	1.18463
2.18022	2.58983	0.351125	0.907694	2.17799	2.58859	0.696068	0.671519	1.33359	-1.36669	1.39282	1.5138	2.07354	-0.546706	0.350433	0.845229	0.89147	-0.529008	1.0417	0.695197	1.72349	-1.21158	1.79677	1.38703
2.17425	2.58654	0.353429	1.08598	2.17202	2.58525	0.697767	0.798618	1.33023	-1.51226	1.39655	1.68803	2.07216	-0.645741	0.352595	1.02586	0.890117	-0.638794	1.04349	0.846197	1.7205	-1.35698	1.80018	1.5467
2.16829	2.58311	0.356137	1.25682	2.16606	2.58185	0.699754	0.92054	1.32661	-1.60923	1.40061	1.81499	2.07056	-0.73761	0.355167	1.19932	0.888522	-0.738322	1.04561	0.987211	1.71723	-1.46532	1.80391	1.67186
2.16233	2.57963	0.359229	1.41943	2.1601	2.57835	0.702015	1.03672	1.32281	-1.67207	1.40492	1.90882	2.06875	-0.821958	0.35813	1.36483	0.88671	-0.826929	1.04804	1.11763	1.71374	-1.54453	1.80789	1.77022
2.15638	2.57609	0.362687	1.57332	2.15416	2.57472	0.704538	1.14685	1.31889	-1.71102	1.40942	1.9795	2.06676	-0.898516	0.361465	1.52176	0.884706	-0.904388	1.05077	1.23718	1.7101	-1.60122	1.81208	1.84791
2.15044	2.5724	0.36649	1.71799	2.14822	2.57097	0.707308	1.25065	1.31491	-1.73297	1.41406	2.03385	2.06461	-0.967258	0.365153	1.66956	0.882536	-0.970681	1.05375	1.34598	1.70635	-1.64071	1.81642	1.90983
2.14451	2.5686	0.370615	1.85323	2.14229	2.56714	0.71031	1.34787	1.3109	-1.74252	1.41881	2.07626	2.0623	-1.02842	0.36917	1.80807	0.880227	-1.02614	1.05698	1.44441	1.70253	-1.66694	1.82089	1.95963
2.13859	2.56473	0.375042	1.97907	2.13638	2.56322	0.713528	1.43852	1.30687	-1.74286	1.42364	2.10982	2.05986	-1.08227	0.373496	1.93714	0.877801	-1.07123	1.06042	1.53296	1.69866	-1.68278	1.82546	1.99991
2.13268	2.56072	0.379748	2.09538	2.13047	2.55918	0.716948	1.52256	1.30285	-1.73602	1.42854	2.13673	2.05731	-1.12903	0.37811	2.0567	0.875283	-1.10646	1.06405	1.61228	1.69476	-1.69043	1.83012	2.03263
2.12677	2.5566	0.384712	2.20232	2.12457	2.55506	0.720554	1.60004	1.29886	-1.72349	1.4335	2.15833	2.05465	-1.16915	0.382988	2.16685	0.872695	-1.13247	1.06786	1.68302	1.69086	-1.69146	1.83484	2.05932
2.12088	2.55238	0.389911	2.30012	2.11867	2.55078	0.724332	1.67114	1.2949	-1.70635	1.4385	2.17559	2.05191	-1.20302	0.388109	2.26768	0.870057	-1.14976	1.07182	1.74577	1.68696	-1.68706	1.83962	2.08107
2.11499	2.54803	0.395326	2.38886	2.11279	2.54638	0.728266	1.73592	1.29098	-1.68525	1.44354	2.18939	2.0491	-1.23108	0.393453	2.35949	0.867389	-1.15894	1.07591	1.80126	1.68307	-1.67813	1.84445	2.09865
2.10912	2.5436	0.400935	2.46885	2.10692	2.54191	0.732343	1.79458	1.28712	-1.6607	1.44861	2.20022	2.04623	-1.25373	0.398998	2.44269	0.864709	-1.16053	1.08013	1.85012	1.67921	-1.66531	1.84931	2.11277
