Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
385  Points		381  Points		385  Points		374  Points		365  Points		324  Points		117  Points		381  Points		374  Points		364  Points		172  Points		118  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20537	2.52169	0.34614	414.276	2.2044	2.52171	0.692332	391.954	1.3842	625.371	1.47431	876.041	2.07666	16183.5	0.346121	664.147	2.20133	2.58936	1.03868	531.264	1.73049	966.003	1.96559	1339.1
2.19971	2.52186	0.346539	110.26	2.19874	2.52189	0.692822	170.07	1.38347	306.022	1.47502	369.65	2.0766	852.563	0.346457	122.486	2.19651	2.59072	1.03998	243.984	1.73027	422.142	1.96585	520.722
2.19405	2.52205	0.347398	63.7391	2.19309	2.52209	0.693694	108.71	1.38226	202.433	1.47629	234.416	2.07645	437.782	0.347255	67.6126	2.19168	2.59207	1.04213	158.622	1.72988	270.033	1.96634	323.271
2.18842	2.52226	0.348711	44.9503	2.18746	2.5223	0.694939	79.9834	1.38062	151.125	1.47807	171.766	2.0762	294.476	0.348506	46.8212	2.18683	2.59341	1.04498	117.713	1.72932	198.462	1.96705	234.451
2.18279	2.52249	0.350468	34.8201	2.18183	2.52253	0.696546	63.3457	1.37859	120.475	1.48031	135.653	2.07586	221.829	0.350203	35.9156	2.18197	2.59475	1.04838	93.7334	1.72859	156.846	1.96799	183.969
2.17718	2.52273	0.352656	28.5032	2.17622	2.52277	0.6985	52.5056	1.37625	100.088	1.48297	112.177	2.07542	177.914	0.352333	29.2196	2.17709	2.59607	1.05221	77.9873	1.7277	129.626	1.96914	151.417
2.17158	2.52299	0.35526	24.2004	2.17063	2.52303	0.700784	44.8912	1.37363	85.5428	1.48598	95.7012	2.07489	148.496	0.354881	24.7037	2.1722	2.59738	1.05638	66.8614	1.72667	110.43	1.97051	128.689
2.166	2.52326	0.358262	21.09	2.16505	2.52331	0.703381	39.2552	1.37078	74.6403	1.4893	83.506	2.07427	127.411	0.35783	21.4618	2.16728	2.59868	1.0608	58.5854	1.72548	96.1637	1.97208	111.925
2.16043	2.52356	0.361644	18.7432	2.15948	2.52361	0.70627	34.9197	1.36776	66.1629	1.49289	74.118	2.07356	111.557	0.361161	19.0282	2.16234	2.59995	1.06542	52.1901	1.72416	85.1412	1.97384	99.0536
2.15487	2.52387	0.365385	16.9143	2.15392	2.52392	0.709432	31.4843	1.36459	59.3816	1.4967	66.6698	2.07276	99.1995	0.364855	17.1392	2.15738	2.6012	1.07021	47.1009	1.7227	76.3679	1.97579	88.862
2.14933	2.5242	0.369465	15.4526	2.14838	2.52426	0.712848	28.6972	1.36131	53.8335	1.50071	60.6178	2.07188	89.2966	0.36889	15.6342	2.1524	2.60243	1.07513	42.9552	1.72113	69.2179	1.97792	80.5941
2.1438	2.52455	0.373862	14.2604	2.14286	2.52461	0.716497	26.3925	1.35794	49.2102	1.50487	55.6037	2.07093	81.1821	0.373245	14.4096	2.14739	2.60363	1.08015	39.5132	1.71944	63.2781	1.98023	73.7537
2.13829	2.52492	0.378555	13.2713	2.13735	2.52498	0.72036	24.4562	1.35452	45.2984	1.50918	51.3822	2.0699	74.411	0.377899	13.396	2.14234	2.60481	1.08526	36.61	1.71765	58.2647	1.98269	68.0014
2.13279	2.52531	0.383522	12.4392	2.13185	2.52538	0.72442	22.8074	1.35105	41.9458	1.51361	47.7795	2.06879	68.6749	0.38283	12.5447	2.13727	2.60595	1.09044	34.1283	1.71577	53.9761	1.9853	63.0976
2.12731	2.52572	0.388744	11.7307	2.12637	2.52579	0.728658	21.3872	1.34757	39.0408	1.51814	44.6689	2.06762	63.7528	0.388018	11.8209	2.13217	2.60707	1.09569	31.9827	1.7138	50.2656	1.98806	58.8681
2.12184	2.52614	0.394198	11.1209	2.12091	2.52622	0.733059	20.1515	1.34407	36.4996	1.52275	41.9562	2.06639	59.4828	0.392732	11.2739	2.12703	2.60814	1.10098	30.1093	1.71176	47.0234	1.99095	55.1833
2.11639	2.52659	0.399866	10.5914	2.11546	2.52667	0.737605	19.0671	1.34059	34.2583	1.52744	39.5698	2.06509	55.7431	0.396882	10.8588	2.12186	2.60919	1.10631	28.4593	1.70965	44.166	1.99396	51.9447
2.11095	2.52706	0.405728	10.1277	2.11002	2.52715	0.742283	18.108	1.33711	32.267	1.5322	37.4541	2.06375	52.4405	0.400399	10.546	2.11666	2.61019	1.11168	26.995	1.70749	41.6288	1.99708	49.0762
2.10553	2.52755	0.411767	9.71866	2.1046	2.52764	0.747078	17.2537	1.33367	30.4863	1.537	35.5656	2.06235	49.5026	0.403232	10.3161	2.11142	2.61116	1.11707	25.6867	1.70528	39.3607	2.00032	46.518
2.10012	2.52807	0.417963	9.35541	2.0992	2.52816	0.751977	16.4882	1.33026	28.8848	1.54186	33.8695	2.06091	46.872	0.405343	10.156	2.10615	2.6121	1.12249	24.5108	1.70303	37.3211	2.00365	44.2225
2.09473	2.5286	0.4243	9.03084	2.09381	2.52869	0.756968	15.7984	1.3269	27.4371	1.54675	32.3378	2.05942	44.5028	0.406706	10.0572	2.10084	2.61299	1.12792	23.4479	1.70075	35.4772	2.00707	42.1513
2.08935	2.52916	0.430761	8.73918	2.08844	2.52925	0.762039	15.1735	1.32358	26.1223	1.55166	30.9477	2.05791	42.358	0.40868	9.92009	2.0955	2.61385	1.13336	22.4826	1.69845	33.8023	2.01056	40.2732
2.08399	2.52973	0.437331	8.47569	2.08308	2.52983	0.767178	14.6048	1.32033	24.9231	1.55661	29.6804	2.05636	40.4071	0.410847	9.77711	2.09012	2.61466	1.13881	21.6019	1.69614	32.2742	2.01414	38.5624
2.07865	2.53033	0.443993	8.23648	2.07774	2.53044	0.772376	14.0851	1.31714	23.8252	1.56157	28.5203	2.05479	38.6249	0.413827	9.59219	2.08471	2.61544	1.14426	20.7951	1.69382	30.8744	2.01777	36.9976
2.07332	2.53096	0.450732	8.01828	2.07241	2.53107	0.777622	13.6081	1.31402	22.8165	1.56654	27.4541	2.05319	36.9906	0.417646	9.37279	2.07926	2.61619	1.1497	20.0532	1.6915	29.5877	2.02147	35.5608
2.06801	2.5316	0.457534	7.81836	2.0671	2.53171	0.782905	13.1689	1.31099	21.8869	1.57153	26.471	2.05159	35.4865	0.422336	9.12695	2.07379	2.61689	1.15515	19.3686	1.68919	28.401	2.02521	34.237
2.06271	2.53227	0.464384	7.6344	2.06181	2.53239	0.788218	12.7629	1.30803	21.0275	1.57651	25.5615	2.04997	34.0977	0.427928	8.86269	2.06828	2.61757	1.16057	18.7348	1.68689	27.3032	2.029	33.0132
2.05743	2.53296	0.471267	7.46441	2.05653	2.53308	0.793551	12.3865	1.30517	20.2311	1.58149	24.7175	2.04835	32.8114	0.434452	8.58744	2.06274	2.6182	1.16599	18.1463	1.68462	26.2848	2.03282	31.8786
2.05216	2.53368	0.478169	7.30669	2.05127	2.5338	0.798895	12.0364	1.3024	19.4911	1.58647	23.9322	2.04673	31.6169	0.441076	8.33807	2.05718	2.61881	1.17138	17.5984	1.68238	25.3376	2.03667	30.8237
2.04691	2.53441	0.485076	7.15979	2.04602	2.53454	0.804241	11.7098	1.29974	18.8019	1.59143	23.1996	2.04512	30.5048	0.447784	8.11108	2.05158	2.61938	1.17676	17.0867	1.68017	24.4545	2.04055	29.8403
2.04168	2.53517	0.491974	7.02244	2.04079	2.53531	0.809581	11.4044	1.29718	18.1588	1.59638	22.5144	2.04353	29.4668	0.45456	7.90349	2.04596	2.61993	1.1821	16.6079	1.678	23.6294	2.04444	28.9213
2.03646	2.53596	0.498848	6.89352	2.03557	2.5361	0.814223	11.1539	1.29474	17.5575	1.60131	21.8722	2.04195	28.4959	0.461391	7.71282	2.04032	2.62044	1.18742	16.1588	1.67589	22.857	2.04834	28.0605
2.03125	2.53677	0.505684	6.77206	2.03037	2.53691	0.818168	10.9508	1.29241	16.9942	1.60621	21.2688	2.04039	27.5859	0.468261	7.53696	2.03465	2.62093	1.1927	15.7365	1.67383	22.1324	2.05224	27.2525
2.02606	2.5376	0.512468	6.65719	2.02518	2.53774	0.821419	10.7896	1.29021	16.4657	1.61109	20.7009	2.03886	26.7314	0.475156	7.37408	2.02896	2.62139	1.19793	15.3386	1.67183	21.4515	2.05614	26.4926
2.02089	2.53845	0.519185	6.54817	2.02001	2.5386	0.823981	10.6663	1.28814	15.969	1.61593	20.1653	2.03737	25.9274	0.482063	7.22263	2.02325	2.62183	1.20313	14.9631	1.6699	20.8106	2.06003	25.7764
2.01573	2.53933	0.52582	6.44432	2.01485	2.53948	0.82586	10.5777	1.28621	15.5017	1.62074	19.6592	2.03592	25.1699	0.488967	7.08126	2.01752	2.62224	1.20828	14.6079	1.66804	20.2064	2.0639	25.1002
2.01058	2.54023	0.532359	6.34503	2.0097	2.54038	0.827059	10.522	1.28442	15.0612	1.62551	19.1802	2.03451	24.4549	0.495853	6.94879	2.01177	2.62263	1.21337	14.2714	1.66626	19.636	2.06775	24.4606
2.00545	2.54115	0.538787	6.24977	2.00457	2.54131	0.82878	10.4432	1.28277	14.6457	1.63022	18.726	2.03316	23.7791	0.502707	6.82418	2.006	2.62301	1.21841	13.952	1.66457	19.0968	2.07158	23.8547
2.00033	2.54209	0.54509	6.15806	1.99946	2.54226	0.830645	10.3591	1.28129	14.2532	1.63489	18.2948	2.03187	23.1395	0.509516	6.70654	2.00022	2.62336	1.22339	13.6484	1.66297	18.5864	2.07537	23.2798
1.99522	2.54306	0.551253	6.06946	1.99435	2.54323	0.833172	10.2474	1.27996	13.8821	1.63951	17.8846	2.03063	22.5334	0.516264	6.59506	1.99442	2.62369	1.2283	13.3593	1.66147	18.1028	2.07912	22.7334
1.99012	2.54405	0.557262	5.98361	1.98926	2.54422	0.836351	10.1103	1.2788	13.5309	1.64407	17.494	2.02947	21.9582	0.522936	6.48903	1.9886	2.62401	1.23314	13.0836	1.66007	17.6439	2.08282	22.2135
1.98504	2.54506	0.563103	5.90015	1.98417	2.54523	0.840168	9.95023	1.27781	13.1982	1.64856	17.1215	2.02838	21.4119	0.529519	6.38782	1.98278	2.62431	1.23791	12.8203	1.65878	17.2082	2.08647	21.7179
1.97997	2.54608	0.568763	5.81878	1.9791	2.54626	0.844602	9.77009	1.27699	12.8828	1.65298	16.7656	2.02737	20.8923	0.535998	6.29086	1.97694	2.62459	1.2426	12.5685	1.6576	16.794	2.09006	21.2451
1.9749	2.54713	0.574231	5.73924	1.97404	2.54731	0.849628	9.57271	1.27636	12.5835	1.65734	16.4254	2.02645	20.3978	0.542357	6.19766	1.97108	2.62486	1.2472	12.3274	1.65655	16.3999	2.09358	20.7932
1.96985	2.5482	0.579495	5.66129	1.96899	2.54838	0.854579	9.38452	1.27592	12.2994	1.66161	16.0996	2.02562	19.9267	0.548582	6.10775	1.96522	2.62512	1.25172	12.0962	1.65561	16.0246	2.09703	20.3609
1.9648	2.54928	0.584545	5.58474	1.96394	2.54946	0.859447	9.20475	1.27567	12.0294	1.66581	15.7873	2.02489	19.4773	0.55466	6.02075	1.95934	2.62536	1.25615	11.8743	1.65481	15.667	2.10041	19.9468
1.95976	2.55037	0.589374	5.50942	1.9589	2.55056	0.864226	9.03271	1.27562	11.7728	1.66992	15.4876	2.02426	19.0485	0.560576	5.93628	1.95346	2.62559	1.26049	11.6609	1.65415	15.3259	2.10371	19.5497
1.95473	2.55148	0.593974	5.43518	1.95387	2.55167	0.868907	8.86778	1.27574	11.5594	1.67395	15.1997	2.02374	18.6389	0.566317	5.85404	1.94756	2.62581	1.26418	11.4815	1.65363	15.0004	2.10692	19.1685
1.9497	2.5526	0.598341	5.36193	1.94884	2.55279	0.873485	8.70941	1.27597	11.3846	1.67788	14.9227	2.02333	18.2474	0.57187	5.77373	1.94166	2.62602	1.26727	11.3331	1.65325	14.6895	2.11003	18.8022
1.94467	2.55373	0.602472	5.28958	1.94381	2.55392	0.877951	8.55707	1.27624	11.2448	1.68171	14.656	2.02304	17.8729	0.577224	5.69511	1.93575	2.62622	1.26978	11.2134	1.65302	14.3924	2.11305	18.4497
1.93963	2.55487	0.606367	5.21806	1.93878	2.55506	0.8823	8.41031	1.27651	11.1373	1.68544	14.399	2.02288	17.5144	0.582369	5.61797	1.92983	2.62642	1.27174	11.1207	1.65294	14.1083	2.11596	18.1103
1.9346	2.556	0.610027	5.14735	1.93374	2.55619	0.886525	8.26872	1.27675	11.0598	1.68907	14.1511	2.02284	17.171	0.587295	5.54213	1.9239	2.6266	1.27316	11.0534	1.65302	13.8365	2.11877	17.7832
1.92956	2.55713	0.613454	5.07742	1.9287	2.55733	0.89062	8.1319	1.27691	11.0109	1.6926	13.9117	2.02294	16.842	0.591995	5.46744	1.91797	2.62677	1.27406	11.0109	1.65326	13.5763	2.12147	17.4675
1.9245	2.55826	0.616656	5.00827	1.92364	2.55845	0.894578	7.99951	1.27716	10.9415	1.69601	13.6803	2.02317	16.5265	0.596465	5.39377	1.91203	2.62694	1.27535	10.9503	1.65367	13.3271	2.12406	17.1628
1.91943	2.55937	0.619639	4.93992	1.91857	2.55956	0.898397	7.87125	1.27746	10.8674	1.69932	13.4565	2.02355	16.2237	0.600699	5.32104	1.90608	2.6271	1.27674	10.8851	1.65424	13.0883	2.12653	16.8682
1.91434	2.56046	0.62241	4.87239	1.91347	2.56065	0.90207	7.74682	1.27792	10.7686	1.70251	13.2398	2.02407	15.9332	0.604697	5.24916	1.90013	2.62725	1.2786	10.7979	1.65498	12.8594	2.12888	16.5834
1.90923	2.56153	0.624982	4.80571	1.90835	2.5617	0.905593	7.62596	1.27856	10.6469	1.70558	13.0299	2.02474	15.6541	0.608459	5.1781	1.89418	2.6274	1.28092	10.6895	1.65589	12.6399	2.13111	16.3076
