Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5		Asym6	
2.12209	2.42077	0.388224	11.092	2.12249	2.42075	0.71363	20.2893	1.02205	28.2131	1.39459	38.701	2.15862	2.82008	0.389929	10.8857	0.677935	18.8324	1.05279	29.1126	1.36506	37.022	1.73777	49.114	2.05008	56.2433
2.11676	2.42106	0.393062	10.5356	2.11715	2.42104	0.716132	19.107	1.02193	26.5207	1.39573	36.4019	2.15628	2.82553	0.394809	10.355	0.677605	17.6894	1.05442	27.4088	1.36508	34.842	1.7386	46.1292	2.05024	52.8991
2.11145	2.42138	0.398012	10.0469	2.11184	2.42135	0.7187	18.0635	1.02187	25.0209	1.3969	34.3644	2.15398	2.83108	0.399792	9.88728	0.677351	16.6781	1.05609	25.8988	1.36514	32.9056	1.73944	43.4892	2.05044	49.9316
2.10616	2.42172	0.403046	9.61404	2.10655	2.42169	0.721316	17.1355	1.02188	23.6831	1.39809	32.5462	2.15174	2.83674	0.40485	9.47186	0.677188	15.7777	1.05779	24.5512	1.36525	31.1746	1.7403	41.1375	2.05068	47.2809
2.10088	2.42208	0.408138	9.22763	2.10127	2.42205	0.723968	16.3048	1.02197	22.4828	1.39929	30.9137	2.14955	2.84249	0.409957	9.10008	0.677134	14.9716	1.0595	23.341	1.36544	29.6182	1.74117	39.0292	2.05097	44.8989
2.09563	2.42247	0.413263	8.88022	2.09602	2.42244	0.72664	15.5565	1.02215	21.4004	1.4005	29.4396	2.1474	2.84835	0.415086	8.765	0.67721	14.2465	1.06122	22.248	1.36569	28.2117	1.74204	37.1284	2.05132	42.7472
2.0904	2.42289	0.418392	8.56573	2.09079	2.42285	0.729317	14.8788	1.02242	20.4197	1.4017	28.1018	2.1453	2.8543	0.42021	8.46097	0.677433	13.5914	1.06294	21.2558	1.36602	26.9347	1.7429	35.4056	2.05172	40.794
2.08519	2.42333	0.4235	8.27921	2.08557	2.42329	0.731986	14.2619	1.0228	19.5275	1.40289	26.8821	2.14325	2.86035	0.425305	8.18335	0.677825	12.9976	1.06465	20.351	1.36644	25.7704	1.74375	33.8369	2.05218	39.0133
2.08	2.42379	0.428561	8.01653	2.08038	2.42376	0.734631	13.6977	1.02331	18.7128	1.40406	25.7653	2.14124	2.86649	0.430342	7.92829	0.678405	12.4575	1.06634	19.5222	1.36695	24.705	1.74459	32.4024	2.0527	37.3834
2.07483	2.42429	0.433548	7.77427	2.07521	2.42425	0.737238	13.1793	1.02395	17.9664	1.40521	24.7389	2.13927	2.87273	0.434665	7.72188	0.679196	11.9651	1.068	18.7601	1.36756	23.7266	1.74541	31.0854	2.0533	35.8863
2.06968	2.42481	0.438436	7.54955	2.07006	2.42477	0.739794	12.7011	1.02473	17.2805	1.40633	23.7921	2.13735	2.87907	0.438288	7.55616	0.680219	11.515	1.06962	18.0567	1.36828	22.8253	1.74621	29.872	2.05396	34.5064
2.06456	2.42536	0.443199	7.33995	2.06493	2.42532	0.742285	12.2582	1.02567	16.6484	1.40741	22.9159	2.13547	2.8855	0.441233	7.42548	0.681493	11.1029	1.07119	17.4052	1.36911	21.9927	1.74697	28.7503	2.05471	33.2308
2.05945	2.42594	0.447815	7.14341	2.05983	2.4259	0.744699	11.8467	1.02676	16.0646	1.40845	22.1024	2.13362	2.89203	0.443525	7.32587	0.68304	10.725	1.0727	16.8	1.37007	21.2215	1.74771	27.7101	2.05554	32.0482
2.05437	2.42655	0.452259	6.9582	2.05474	2.4265	0.747023	11.4629	1.02803	15.524	1.40944	21.3451	2.13182	2.89865	0.445188	7.25459	0.684879	10.3778	1.07416	16.236	1.37115	20.5054	1.7484	26.7427	2.05644	30.949
2.04931	2.42719	0.456513	6.78284	2.04968	2.42714	0.749246	11.1039	1.02948	15.0225	1.41038	20.6381	2.13005	2.90536	0.446242	7.2098	0.687026	10.0587	1.07554	15.7091	1.37237	19.839	1.74905	25.8407	2.05744	29.9248
2.04427	2.42786	0.460555	6.61609	2.04464	2.42781	0.751358	10.767	1.03112	14.5563	1.41126	19.9765	2.12833	2.91217	0.447741	7.14649	0.689497	9.76498	1.07685	15.2154	1.37372	19.2175	1.74966	24.9975	2.05853	28.9684
2.03926	2.42855	0.464372	6.45689	2.03962	2.4285	0.753349	10.45	1.03296	14.1222	1.41208	19.356	2.12664	2.91908	0.44935	7.07906	0.692306	9.49449	1.07807	14.7517	1.37521	18.6368	1.75022	24.2075	2.0597	28.0734
2.03426	2.42928	0.467949	6.30437	2.03463	2.42923	0.755212	10.1509	1.03499	13.7172	1.41284	18.7726	2.12499	2.92608	0.451502	6.98955	0.695461	9.2452	1.07921	14.3153	1.37685	18.0932	1.75073	23.4656	2.06097	27.2342
2.02929	2.43004	0.471277	6.15779	2.02966	2.42998	0.756939	9.86809	1.03723	13.339	1.41353	18.223	2.12338	2.93318	0.45416	6.87974	0.69897	9.01532	1.08026	13.9037	1.37863	17.5835	1.75118	22.7676	2.06234	26.4459
2.02434	2.43083	0.47435	6.01654	2.02471	2.43077	0.758525	9.59998	1.03967	12.9851	1.41415	17.7044	2.1218	2.94037	0.457272	6.75158	0.702836	8.80319	1.08121	13.5146	1.38056	17.1048	1.75158	22.1096	2.0638	25.704
2.01942	2.43166	0.477165	5.88016	2.01978	2.43159	0.759966	9.34531	1.04233	12.6536	1.4147	17.214	2.12026	2.94766	0.460772	6.60711	0.707058	8.60731	1.08207	13.1462	1.38265	16.6545	1.75193	21.4881	2.06535	25.0048
2.01452	2.43251	0.479723	5.74824	2.01488	2.43245	0.761257	9.1029	1.04519	12.3426	1.41517	16.7496	2.11875	2.95505	0.464576	6.4483	0.711632	8.42631	1.08283	12.7967	1.38488	16.2303	1.75222	20.9001	2.067	24.3447
2.00964	2.4334	0.482029	5.62047	2.00999	2.43333	0.762399	8.87177	1.04826	12.0505	1.41558	16.309	2.11728	2.96253	0.46814	6.29612	0.716552	8.25892	1.08349	12.4646	1.38726	15.8301	1.75245	20.3431	2.06875	23.7206
2.00478	2.43432	0.48409	5.49661	2.00514	2.43425	0.763389	8.651	1.05154	11.7758	1.41592	15.8904	2.11585	2.97011	0.471454	6.14985	0.721807	8.10396	1.08406	12.1487	1.38979	15.4521	1.75263	19.8144	2.07059	23.1298
1.99995	2.43528	0.485916	5.37649	2.0003	2.4352	0.764229	8.43984	1.05501	11.5172	1.41618	15.4922	2.11445	2.97779	0.474513	6.00888	0.727384	7.96036	1.08453	11.8476	1.39247	15.0947	1.75276	19.312	2.07252	22.5696
1.99514	2.43626	0.487519	5.25994	1.99549	2.43619	0.76492	8.23756	1.05869	11.2734	1.41638	15.1129	2.11308	2.98557	0.477313	5.87275	0.73327	7.82712	1.0849	11.5603	1.39529	14.7561	1.75283	18.834	2.07454	22.0379
1.99035	2.43729	0.488914	5.14686	1.9907	2.43721	0.765466	8.04356	1.06256	11.0432	1.41651	14.7511	2.11175	2.99345	0.479857	5.74107	0.738637	7.71874	1.08519	11.2858	1.39825	14.4352	1.75285	18.3786	2.07665	21.5325
1.98559	2.43834	0.490116	5.03716	1.98594	2.43827	0.765825	7.88083	1.06661	10.8257	1.41658	14.4057	2.11045	3.00143	0.482149	5.61352	0.743378	7.63159	1.08538	11.0233	1.40134	14.1305	1.75282	17.9442	2.07884	21.0516
1.98085	2.43944	0.491142	4.93077	1.9812	2.43936	0.766049	7.7465	1.07084	10.6199	1.41659	14.0755	2.10919	3.00951	0.484197	5.48988	0.747408	7.56291	1.0855	10.7721	1.40456	13.8409	1.75275	17.5293	2.08112	20.5935
1.97613	2.44056	0.492008	4.82763	1.97648	2.44048	0.766179	7.63833	1.07524	10.425	1.41654	13.7596	2.10796	3.01769	0.48601	5.36995	0.750661	7.51066	1.08554	10.5313	1.4079	13.5654	1.75263	17.1328	2.08348	20.1565
1.97144	2.44173	0.49273	4.72769	1.97178	2.44164	0.766246	7.55459	1.07979	10.2401	1.41645	13.4571	2.10676	3.02597	0.487602	5.2536	0.75309	7.47334	1.08551	10.3005	1.41136	13.303	1.75248	16.7535	2.0859	19.7394
1.96677	2.44292	0.493326	4.63088	1.96711	2.44283	0.766276	7.494	1.0845	10.0645	1.41632	13.1672	2.1056	3.03436	0.488986	5.14071	0.75466	7.44994	1.08542	10.0789	1.41493	13.0528	1.7523	16.3902	2.0884	19.3407
1.96212	2.44416	0.493811	4.53716	1.96246	2.44407	0.766287	7.45565	1.08934	9.89744	1.41615	12.8891	2.10447	3.04285	0.490178	5.0312	0.756939	7.41692	1.08527	9.86617	1.4186	12.8139	1.75209	16.042	2.09096	18.9593
1.9575	2.44543	0.494202	4.44648	1.95784	2.44533	0.766292	7.4011	1.09431	9.73841	1.41594	12.6222	2.10338	3.05144	0.491194	4.92499	0.759442	7.38184	1.08508	9.66177	1.42236	12.5855	1.75186	15.708	2.09358	18.594
1.9529	2.44673	0.494512	4.35878	1.95324	2.44663	0.766282	7.34256	1.09939	9.58676	1.41572	12.3658	2.10231	3.06014	0.492051	4.82203	0.762891	7.33546	1.08486	9.4653	1.42621	12.3671	1.75161	15.3874	2.09625	18.2439
1.94832	2.44807	0.494755	4.274	1.94866	2.44797	0.766244	7.26419	1.10457	9.44197	1.41549	12.1195	2.10128	3.06895	0.492766	4.72225	0.767323	7.27887	1.08461	9.27637	1.43014	12.1579	1.75135	15.0795	2.09897	17.908
1.94376	2.44945	0.494946	4.19209	1.9441	2.44935	0.766156	7.16705	1.10984	9.30351	1.41524	11.8827	2.10028	3.07787	0.493356	4.62562	0.77278	7.21335	1.08435	9.09466	1.43412	11.9572	1.7511	14.7836	2.10173	17.5853
1.93923	2.45086	0.495097	4.11298	1.93956	2.45075	0.765994	7.05246	1.11518	9.17092	1.41501	11.6549	2.09932	3.08689	0.493835	4.53207	0.779308	7.14026	1.08409	8.91986	1.43817	11.7646	1.75084	14.499	2.10453	17.2752
1.93471	2.45231	0.495204	4.04628	1.93505	2.4522	0.765729	6.92188	1.12059	9.04376	1.41479	11.4358	2.09839	3.09602	0.494221	4.44155	0.786951	7.06101	1.08384	8.7517	1.44226	11.5795	1.75061	14.2252	2.10735	16.9768
1.93022	2.45378	0.495283	3.99104	1.93055	2.45367	0.765332	6.77693	1.12604	8.92162	1.41459	11.2249	2.09749	3.10527	0.494527	4.35402	0.794737	6.98624	1.08363	8.58995	1.44638	11.4014	1.75039	13.9617	2.11019	16.6895
1.92574	2.45529	0.495344	3.94645	1.92607	2.45518	0.764841	6.63698	1.13152	8.80411	1.41444	11.0218	2.09662	3.11462	0.494767	4.2694	0.802648	6.91551	1.08347	8.43439	1.45053	11.2299	1.75021	13.7079	2.11305	16.4125
1.92127	2.45682	0.49539	3.91189	1.9216	2.45671	0.764264	6.50179	1.13702	8.69088	1.41433	10.8263	2.09578	3.12409	0.494956	4.18765	0.810663	6.84841	1.08337	8.28484	1.45469	11.0644	1.75006	13.4635	2.11591	16.1454
1.9168	2.45836	0.495423	3.88686	1.91713	2.45825	0.763609	6.37116	1.14252	8.58157	1.41429	10.6381	2.09498	3.13367	0.495104	4.10869	0.818762	6.78459	1.08337	8.14115	1.45885	10.9047	1.74997	13.228	2.11876	15.8875
1.91231	2.45988	0.495445	3.87101	1.91264	2.45977	0.762883	6.24487	1.14801	8.47587	1.41432	10.4569	2.09421	3.14336	0.495224	4.03248	0.826926	6.72368	1.08346	8.02062	1.463	10.7503	1.74993	13.0009	2.12161	15.6382
1.90772	2.46128	0.495476	3.84846	1.90807	2.46119	0.762093	6.12276	1.15346	8.37347	1.41445	10.2824	2.09347	3.15317	0.495327	3.95893	0.835134	6.66537	1.08361	7.92127	1.46713	10.6009	1.74997	12.7821	2.12444	15.3972
1.90282	2.46229	0.495511	3.82425	1.9032	2.46224	0.761245	6.00463	1.15886	8.2741	1.41468	10.1144	2.09276	3.1631	0.495422	3.88798	0.843364	6.60934	1.08381	7.84144	1.47122	10.4561	1.75009	12.5711	2.12724	15.1639
1.89729	2.46248	0.495561	3.79184	1.89771	2.46249	0.760348	5.89035	1.16419	8.17746	1.41504	9.95277	2.09208	3.17314	0.495518	3.81958	0.851594	6.5553	1.08401	7.77981	1.47526	10.3157	1.7503	12.3676	2.13001	14.938
1.8913	2.46208	0.495628	3.75167	1.89175	2.46212	0.759406	5.77974	1.16944	8.08331	1.41553	9.79725	2.09144	3.1833	0.495625	3.75364	0.859799	6.50295	1.08419	7.73532	1.47924	10.1793	1.75061	12.1714	2.13274	14.7189
1.88515	2.46147	0.495719	3.70429	1.8856	2.46152	0.758427	5.67267	1.17393	8.0031	1.41618	9.64768	2.09082	3.19359	0.495749	3.69009	0.867953	6.45203	1.08431	7.70722	1.48315	10.0466	1.75104	11.9821	2.13541	14.5064
1.87893	2.46077	0.495843	3.65037	1.87939	2.46082	0.757416	5.569	1.17768	7.93595	1.41701	9.50391	2.09024	3.20399	0.495899	3.62888	0.876029	6.40225	1.08451	7.66733	1.48697	9.91746	1.75159	11.7996	2.13803	14.3
1.87269	2.46003	0.496012	3.59062	1.87315	2.46008	0.75638	5.4686	1.18073	7.88121	1.41802	9.36578	2.08969	3.21452	0.496081	3.56993	0.883996	6.35334	1.08476	7.62465	1.49068	9.79158	1.75229	11.6236	2.14059	14.0995
1.86644	2.45927	0.496218	3.53309	1.8669	2.45933	0.755325	5.37136	1.1831	7.83839	1.41925	9.23315	2.08917	3.22517	0.4963	3.51318	0.891821	6.30502	1.08514	7.56773	1.49429	9.66874	1.75313	11.4539	2.14307	13.9045
1.86019	2.45851	0.496465	3.47772	1.86065	2.45856	0.754255	5.27716	1.18482	7.80715	1.4207	9.1059	2.08869	3.23594	0.496563	3.45855	0.89947	6.25702	1.08571	7.49759	1.49778	9.54872	1.75413	11.2903	2.14547	13.7148
1.85393	2.45773	0.496759	3.42443	1.85439	2.45779	0.753176	5.18589	1.18591	7.78727	1.42239	8.98389	2.08823	3.24684	0.496876	3.40599	0.906903	6.20907	1.08654	7.41556	1.50113	9.43134	1.75531	11.1325	2.14778	13.53
1.84768	2.45696	0.497105	3.37316	1.84814	2.45701	0.752092	5.09745	1.18746	7.75883	1.42434	8.86699	2.08781	3.25787	0.497241	3.35542	0.91408	6.16088	1.08774	7.32321	1.50433	9.31641	1.75666	10.9804	2.15	13.35
1.84142	2.45618	0.497507	3.32385	1.84188	2.45623	0.751009	5.01173	1.18912	7.72809	1.42657	8.75506	2.08741	3.26903	0.497665	3.30679	0.920958	6.11218	1.08943	7.22241	1.50738	9.20376	1.75821	10.8338	2.15213	13.1744
1.83517	2.4554	0.49797	3.27644	1.83563	2.45545	0.749931	4.92865	1.19135	7.68657	1.42907	8.64799	2.08705	3.28031	0.49815	3.26003	0.927495	6.06272	1.09151	7.12719	1.51026	9.09327	1.75996	10.6926	2.15414	13.0031
1.82892	2.45461	0.498498	3.23085	1.82938	2.45467	0.748862	4.8481	1.1941	7.6345	1.43187	8.54561	2.08672	3.29173	0.498701	3.21509	0.933649	6.01227	1.09402	7.03754	1.51298	8.98478	1.76191	10.5564	2.15605	12.8358
1.82268	2.45383	0.499093	3.18705	1.82314	2.45389	0.747807	4.77001	1.19733	7.57215	1.43498	8.4478	2.08642	3.30328	0.499321	3.1719	0.939381	5.96061	1.097	6.95347	1.51551	8.87819	1.76408	10.4253	2.15785	12.6724
1.81644	2.45305	0.499758	3.14496	1.8169	2.45311	0.746768	4.6943	1.20096	7.49977	1.43839	8.35439	2.08615	3.31497	0.500012	3.13041	0.944657	5.9076	1.10047	6.87494	1.51787	8.77339	1.76646	10.299	2.15953	12.5127
1.81021	2.45227	0.500498	3.10454	1.81066	2.45233	0.745751	4.62088	1.20492	7.41761	1.4421	8.26521	2.08591	3.32678	0.500779	3.09056	0.949454	5.85314	1.10447	6.80186	1.52003	8.67028	1.76907	10.1773	2.16109	12.3566
1.80398	2.4515	0.501313	3.06572	1.80443	2.45155	0.744759	4.54968	1.20864	7.3363	1.44559	8.19083	2.0857	3.33874	0.501622	3.0523	0.953755	5.79719	1.109	6.73409	1.52201	8.5688	1.77191	10.06	2.16253	12.2038
1.79775	2.45072	0.502208	3.02845	1.79821	2.45078	0.743794	4.48063	1.21211	7.25574	1.44875	8.12977	2.08553	3.35083	0.502545	3.01558	0.957556	5.7398	1.11407	6.67143	1.52381	8.46888	1.77496	9.94707	2.16385	12.0543
1.79153	2.44995	0.503183	2.99269	1.79199	2.45001	0.74286	4.41366	1.21532	7.17583	1.45149	8.08085	2.08538	3.36307	0.503549	2.98034	0.960866	5.68106	1.11968	6.61361	1.52541	8.37047	1.77824	9.83824	2.16505	11.9079
1.78532	2.44918	0.504241	2.95839	1.78577	2.44924	0.741961	4.3487	1.21826	7.09652	1.45373	8.04316	2.08527	3.37544	0.504637	2.94654	0.9637	5.62113	1.1258	6.56034	1.52667	8.28592	1.78175	9.73337	2.16613	11.7645
1.77911	2.44841	0.505383	2.92549	1.77956	2.44847	0.741099	4.28569	1.22093	7.01776	1.45543	8.01598	2.08518	3.38796	0.50581	2.91413	0.966085	5.56021	1.13241	6.51129	1.52762	8.2147	1.78547	9.63229	2.16709	11.6241
1.7729	2.44765	0.506612	2.89394	1.77336	2.4477	0.740278	4.22457	1.22333	6.93952	1.45653	7.99882	2.08513	3.40062	0.50707	2.88306	0.968053	5.49851	1.13946	6.46609	1.52834	8.1564	1.7894	9.53482	2.16793	11.4864
1.76671	2.44689	0.507929	2.86372	1.76716	2.44694	0.739499	4.16527	1.22546	6.86178	1.45814	7.97447	2.0851	3.41342	0.508418	2.85329	0.96964	5.43628	1.14694	6.4244	1.52887	8.11068	1.79354	9.44081	2.16866	11.3515
1.76052	2.44613	0.509335	2.83477	1.76097	2.44619	0.738765	4.10776	1.22733	6.78457	1.45993	7.94842	2.08511	3.42638	0.509856	2.82478	0.970885	5.37374	1.1548	6.38586	1.52923	8.07728	1.79788	9.35008	2.16928	11.2192
1.75434	2.44538	0.510831	2.80705	1.75479	2.44544	0.73808	4.05196	1.22893	6.70789	1.46241	7.91367	2.08515	3.43948	0.511385	2.79749	0.971823	5.31111	1.16299	6.35016	1.52945	8.05599	1.80241	9.26248	2.16979	11.0896
1.74816	2.44464	0.512421	2.78053	1.74862	2.44469	0.737444	3.99783	1.23029	6.63178	1.46565	7.87081	2.08521	3.45273	0.513008	2.77139	0.972492	5.24858	1.17149	6.31698	1.52975	8.02552	1.80712	9.17786	2.1702	10.9624
1.74199	2.4439	0.514104	2.75517	1.74245	2.44395	0.736862	3.94532	1.23141	6.55626	1.4697	7.82055	2.08531	3.46613	0.514725	2.74643	0.972925	5.18633	1.18026	6.28606	1.53005	7.99258	1.812	9.09605	2.17052	10.8377
1.73583	2.44317	0.515883	2.73093	1.73629	2.44322	0.736334	3.89438	1.2323	6.48138	1.47462	7.76369	2.08544	3.47969	0.516539	2.72259	0.973152	5.12451	1.18927	6.25714	1.53044	7.94805	1.81704	9.0169	2.17076	10.7154
1.72968	2.44244	0.517761	2.7078	1.73013	2.44249	0.735863	3.84497	1.23298	6.40719	1.4805	7.70107	2.08559	3.4934	0.518453	2.69984	0.973203	5.06325	1.19848	6.22999	1.53087	7.89221	1.82223	8.94028	2.17091	10.5955
1.72354	2.44172	0.519741	2.68574	1.72399	2.44177	0.735451	3.79704	1.23345	6.33372	1.4866	7.64109	2.08578	3.50727	0.520469	2.67816	0.973101	5.00267	1.20788	6.20442	1.53132	7.82539	1.82755	8.86604	2.171	10.4779
1.7174	2.44101	0.521826	2.66475	1.71785	2.44106	0.735101	3.75055	1.23374	6.26102	1.49291	7.58358	2.086	3.5213	0.522594	2.65754	0.972869	4.94285	1.21744	6.18026	1.53175	7.74797	1.833	8.79404	2.17102	10.3626
1.71128	2.4403	0.524023	2.6448	1.71173	2.44035	0.734813	3.70546	1.23386	6.18914	1.49941	7.52837	2.08624	3.53548	0.524832	2.63797	0.972527	4.88385	1.22713	6.15733	1.53212	7.66045	1.83857	8.72415	2.17098	10.2495
1.70516	2.43961	0.526341	2.62592	1.70561	2.43966	0.734591	3.66173	1.23381	6.1181	1.50609	7.47529	2.08652	3.54983	0.527195	2.61947	0.972093	4.82575	1.23693	6.1355	1.53238	7.57433	1.84423	8.65625	2.1709	10.1387
1.69905	2.43892	0.528791	2.60812	1.6995	2.43897	0.734435	3.61933	1.23362	6.04796	1.51292	7.42421	2.08683	3.56434	0.529698	2.60207	0.971581	4.76859	1.24684	6.11464	1.53252	7.48964	1.84998	8.59021	2.17078	10.0301
1.69295	2.43824	0.531395	2.59147	1.6934	2.43829	0.734348	3.57821	1.2333	5.97873	1.51991	7.37496	2.08716	3.57902	0.532363	2.58585	0.971005	4.7124	1.25682	6.09462	1.53258	7.40638	1.85581	8.52591	2.17064	9.92362
1.68687	2.43758	0.534185	2.57609	1.68731	2.43762	0.734331	3.53835	1.23285	5.91044	1.52701	7.32741	2.08752	3.59387	0.53523	2.57097	0.970377	4.6572	1.26686	6.07535	1.53255	7.32457	1.86093	8.47122	2.17048	9.81931
1.68079	2.43692	0.537213	2.56218	1.68124	2.43697	0.734387	3.49971	1.23229	5.84312	1.53423	7.28143	2.08792	3.60888	0.538361	2.55765	0.969708	4.60301	1.27695	6.05672	1.53246	7.24425	1.86534	8.42552	2.17032	9.71714
1.67472	2.43628	0.540561	2.55008	1.67517	2.43632	0.734518	3.46226	1.23163	5.77679	1.54155	7.2369	2.08834	3.62406	0.541847	2.5463	0.969007	4.54985	1.28707	6.03863	1.53232	7.16543	1.86899	8.38833	2.17016	9.6171
1.66867	2.43565	0.544337	2.54025	1.66912	2.43569	0.734724	3.42597	1.23088	5.71146	1.54894	7.19368	2.08879	3.63942	0.545804	2.53739	0.968283	4.49772	1.29721	6.02099	1.53215	7.08814	1.8719	8.3593	2.17003	9.51916
1.66263	2.43503	0.548649	2.53309	1.66307	2.43507	0.735008	3.39081	1.23005	5.64714	1.5564	7.15168	2.08927	3.65495	0.550317	2.53122	0.967542	4.44662	1.30733	6.0037	1.53196	7.01243	1.87403	8.33816	2.16993	9.42334
1.6566	2.43443	0.55352	2.52864	1.65704	2.43447	0.735373	3.35676	1.22915	5.58385	1.5639	7.11077	2.08978	3.67066	0.555371	2.52764	0.966792	4.39655	1.31744	5.98666	1.53178	6.93833	1.8754	8.32472	2.16987	9.32961
1.65058	2.43384	0.558865	2.52643	1.65103	2.43388	0.735819	3.32379	1.22818	5.52158	1.57144	7.07084	2.09032	3.68654	0.560852	2.52605	0.966039	4.34751	1.3275	5.96977	1.53164	6.86591	1.87737	8.30551	2.16988	9.23798
1.64458	2.43327	0.564547	2.52577	1.64502	2.43331	0.736349	3.29187	1.22716	5.46033	1.57898	7.0318	2.09089	3.70261	0.566624	2.5258	0.965287	4.29948	1.33748	5.95292	1.53155	6.79523	1.87951	8.28478	2.16996	9.14845
1.63859	2.43271	0.570449	2.5261	1.63903	2.43275	0.736965	3.26099	1.22608	5.40012	1.58653	6.99353	2.09148	3.71886	0.572583	2.52638	0.964542	4.25246	1.34738	5.936	1.53155	6.72636	1.88243	8.25684	2.17013	9.06103
1.63262	2.43217	0.576492	2.52704	1.63306	2.43221	0.73767	3.23112	1.22497	5.34093	1.59405	6.95594	2.0921	3.73529	0.578662	2.52747	0.963809	4.20643	1.35715	5.91886	1.53167	6.65941	1.88611	8.22189	2.1704	8.97571
