Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5		Asym6	
404  Points		405  Points		393  Points		404  Points		387  Points		366  Points		356  Points		405  Points		397  Points		378  Points		364  Points		174  Points		136  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20536	2.40019	2.2035	2.39494	2.20384	2.46825	2.20409	2.4001	0.95422	1631.42	1.38444	953.164	1.59039	826.186	0.346115	890.002	0.636143	658.935	1.03833	1230.12	2.2035	2.66539	1.73054	1266.1	1.90844	3098.7
2.19942	2.39976	2.19842	2.39543	2.19986	2.47019	2.19816	2.39967	0.954229	329.921	1.38445	368.217	1.59051	375.795	0.346391	128.47	0.636112	194.363	1.0384	329.494	2.19858	2.66688	1.73048	470.979	1.90854	652.875
2.1935	2.39933	2.19337	2.39595	2.19589	2.47213	2.19224	2.39924	0.95425	183.52	1.38446	228.186	1.5907	243.235	0.347077	69.3643	0.636049	113.983	1.03853	190.246	2.19359	2.66829	1.73037	289.282	1.90876	364.916
2.18758	2.39892	2.18834	2.39649	2.19191	2.47407	2.18632	2.39883	0.954285	127.118	1.38448	165.318	1.59098	179.83	0.348166	47.6217	0.635955	80.6272	1.03874	133.75	2.18853	2.66963	1.73022	208.736	1.9091	253.261
2.18167	2.3985	2.18332	2.39705	2.18791	2.47601	2.18041	2.39842	0.954336	97.2375	1.3845	129.61	1.59135	142.664	0.349649	36.3518	0.635833	62.3672	1.03901	103.141	2.18341	2.6709	1.73001	163.263	1.90956	193.954
2.17577	2.3981	2.17833	2.39765	2.18389	2.47793	2.17451	2.39802	0.954406	78.7341	1.38453	106.589	1.5918	118.245	0.351511	29.4746	0.635688	50.8454	1.03935	83.947	2.17823	2.67211	1.72974	134.049	1.91015	157.177
2.16988	2.39771	2.17336	2.39827	2.17984	2.47982	2.16863	2.39762	0.954498	66.1501	1.38455	90.5124	1.59235	100.977	0.353735	24.8527	0.635526	42.9126	1.03976	70.7873	2.173	2.67326	1.72943	113.694	1.91086	132.146
2.164	2.39732	2.16841	2.39891	2.17573	2.48167	2.16275	2.39724	0.954616	57.0374	1.38458	78.6503	1.59298	88.1231	0.356303	21.541	0.635352	37.1178	1.04022	61.2041	2.16772	2.67435	1.72906	98.6987	1.9117	114.011
2.15813	2.39694	2.16347	2.39958	2.17155	2.48344	2.15688	2.39687	0.954766	50.1346	1.3846	69.537	1.5937	78.1835	0.359192	19.0572	0.635173	32.6995	1.04073	53.9146	2.16239	2.67539	1.72864	87.1908	1.91266	100.27
2.15227	2.39658	2.15856	2.40028	2.16728	2.48511	2.15102	2.3965	0.954954	44.7255	1.38461	62.3162	1.59452	70.2695	0.362378	17.1293	0.635	29.2196	1.04129	48.1839	2.15701	2.67638	1.72817	78.0799	1.91374	89.5003
2.14642	2.39622	2.15368	2.401	2.16288	2.48665	2.14518	2.39615	0.955185	40.3733	1.3846	56.4536	1.59544	63.8202	0.365837	15.5922	0.634841	26.4084	1.04188	43.5606	2.1516	2.67733	1.72765	70.6872	1.91494	80.8336
2.14059	2.39588	2.14881	2.40175	2.15832	2.488	2.13934	2.39581	0.955467	36.7965	1.38459	51.5986	1.59645	58.4645	0.369541	14.3398	0.634707	24.0905	1.04252	39.7521	2.14614	2.67823	1.72707	64.5679	1.91626	73.7101
2.13476	2.39555	2.14396	2.40253	2.15357	2.48914	2.13352	2.39548	0.955808	33.8056	1.38455	47.5118	1.59757	53.9468	0.373464	13.3011	0.634611	22.1473	1.04317	36.5605	2.14066	2.6791	1.72644	59.4187	1.9177	67.7521
2.12895	2.39522	2.13913	2.40333	2.1486	2.49004	2.12771	2.39516	0.956215	31.2682	1.38449	44.024	1.59878	50.0855	0.377577	12.4264	0.634566	20.4953	1.04385	33.8471	2.13514	2.67993	1.72576	55.0255	1.91926	62.6963
2.12315	2.39492	2.13432	2.40416	2.1434	2.49067	2.12191	2.39485	0.956697	29.0892	1.38441	41.0123	1.60011	46.7478	0.381851	11.6801	0.634586	19.0744	1.04454	31.5118	2.12959	2.68073	1.72503	51.2329	1.92094	58.3527
2.11736	2.39462	2.12953	2.40502	2.13798	2.49106	2.11613	2.39456	0.957264	27.1982	1.3843	38.3851	1.60154	43.8346	0.386258	11.036	0.634688	17.8402	1.04523	29.4805	2.12401	2.6815	1.72424	47.9252	1.92273	54.5815
2.11158	2.39434	2.12477	2.4059	2.13237	2.49122	2.11035	2.39428	0.957925	25.5425	1.38415	36.0731	1.60308	41.2704	0.390767	10.4743	0.634888	16.7588	1.04592	27.6974	2.11841	2.68224	1.7234	45.0149	1.92464	51.277
2.10582	2.39407	2.12002	2.40682	2.1266	2.4912	2.1046	2.39401	0.95869	24.0813	1.38397	34.0224	1.60473	38.9964	0.395351	9.97992	0.635204	15.8046	1.04659	26.1192	2.11279	2.68296	1.72251	42.4343	1.92667	48.3582
2.10008	2.39381	2.11529	2.40775	2.12071	2.49102	2.09885	2.39376	0.95957	22.7829	1.38375	32.1909	1.60649	36.9665	0.399977	9.54098	0.635655	14.9571	1.04725	24.7125	2.10715	2.68366	1.72157	40.13	1.92881	45.7616
2.09434	2.39357	2.11057	2.40871	2.11471	2.49072	2.09312	2.39352	0.960573	21.6221	1.38348	30.5451	1.60837	35.1437	0.404618	9.14816	0.636263	14.2004	1.04787	23.4504	2.10149	2.68435	1.72058	38.0598	1.93105	43.437
2.08862	2.39335	2.10588	2.4097	2.10863	2.49033	2.08741	2.3933	0.96171	20.5789	1.38317	29.058	1.61036	33.4984	0.409243	8.79396	0.637047	13.5216	1.04846	22.3114	2.09582	2.68501	1.71954	36.1897	1.93341	41.3441
2.08292	2.39314	2.10119	2.41071	2.10249	2.48986	2.08171	2.3931	0.962992	19.6368	1.38281	27.7073	1.61247	32.006	0.413822	8.47228	0.638029	12.9101	1.049	21.2782	2.09013	2.68567	1.71846	34.4918	1.93587	39.4502
2.07723	2.39295	2.09653	2.41173	2.0963	2.48934	2.07602	2.39291	0.964427	18.7823	1.3824	26.4751	1.6147	30.6466	0.418327	8.17818	0.639231	12.3575	1.0495	20.3365	2.08443	2.68631	1.71732	32.9434	1.93844	37.7285
2.07156	2.39277	2.09187	2.41278	2.09007	2.48876	2.07035	2.39274	0.966025	18.0044	1.38194	25.3462	1.61704	29.4033	0.42273	7.90755	0.640675	11.8566	1.04994	19.4743	2.07872	2.68694	1.71614	31.5254	1.9411	36.1566
2.0659	2.39262	2.08721	2.41383	2.08381	2.48815	2.0647	2.39259	0.967794	17.2937	1.38143	24.3081	1.61949	28.2622	0.427002	7.65698	0.642382	11.4013	1.05032	18.6817	2.073	2.68756	1.71492	30.2219	1.94387	34.716
2.06026	2.39248	2.08256	2.4149	2.07753	2.4875	2.05906	2.39245	0.969742	16.6423	1.38086	23.35	1.62206	27.2113	0.431119	7.42365	0.644373	10.9867	1.05063	17.9505	2.06728	2.68818	1.71366	29.0196	1.94673	33.3911
2.05464	2.39236	2.0779	2.41596	2.07123	2.48682	2.05344	2.39233	0.971877	16.0436	1.38024	22.463	1.62474	26.2406	0.434562	7.23251	0.646666	10.6084	1.05087	17.2737	2.06154	2.68879	1.71235	27.907	1.94968	32.1687
2.04903	2.39226	2.07321	2.417	2.06491	2.48612	2.04784	2.39224	0.974203	15.4919	1.37956	21.6394	1.62754	25.3414	0.437378	7.07748	0.649279	10.2628	1.05103	16.6451	2.05581	2.68941	1.71101	26.8745	1.95273	31.0373
2.04344	2.39217	2.06849	2.418	2.05858	2.4854	2.04225	2.39216	0.976725	14.9823	1.37883	20.8725	1.63044	24.5062	0.439619	6.95424	0.652225	9.94662	1.05112	16.0596	2.05007	2.69002	1.70963	25.9137	1.95585	29.9872
2.03787	2.39211	2.06371	2.41893	2.05223	2.48467	2.03668	2.3921	0.979447	14.5105	1.37805	20.1566	1.63346	23.7285	0.441332	6.85972	0.655515	9.65698	1.05113	15.5129	2.04433	2.69063	1.70822	25.0174	1.95907	29.0102
2.03231	2.39207	2.05882	2.41974	2.04588	2.48391	2.03113	2.39207	0.982372	14.0727	1.37721	19.4867	1.63657	23.0027	0.442556	6.79176	0.659156	9.39139	1.05106	15.001	2.03859	2.69125	1.70678	24.1792	1.96236	28.0988
2.02678	2.39205	2.05378	2.42038	2.03952	2.48315	2.0256	2.39205	0.985499	13.6658	1.37632	18.8585	1.63979	22.324	0.443324	6.74892	0.663154	9.14762	1.05091	14.5206	2.03285	2.69187	1.70531	23.3937	1.96572	27.2467
2.02126	2.39206	2.04855	2.4208	2.03315	2.48237	2.02009	2.39206	0.988829	13.2869	1.37539	18.2681	1.64311	21.6878	0.444407	6.68821	0.667506	8.92363	1.05067	14.0689	2.02711	2.69251	1.70381	22.656	1.96915	26.4485
2.01577	2.39208	2.04312	2.42098	2.02678	2.48158	2.0146	2.39209	0.992359	12.9333	1.37441	17.7123	1.64651	21.0905	0.445554	6.62333	0.672211	8.71761	1.05036	13.6431	2.02138	2.69315	1.7023	21.962	1.97266	25.699
2.01029	2.39213	2.03749	2.42093	2.0204	2.48078	2.00912	2.39215	0.996088	12.6029	1.37339	17.188	1.65001	20.5286	0.447063	6.53686	0.67726	8.52791	1.04997	13.2412	2.01566	2.6938	1.70076	21.308	1.97622	24.9941
2.00483	2.39221	2.0317	2.42069	2.01402	2.47997	2.00367	2.39222	1.00001	12.2936	1.37233	16.6927	1.6536	19.999	0.448888	6.43028	0.682643	8.353	1.04951	12.8611	2.00994	2.69447	1.69922	20.6905	1.97984	24.3299
