Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
397  Points		396  Points		398  Points		388  Points		371  Points		361  Points		162  Points		396  Points		386  Points		378  Points		361  Points		172  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20024	2.43672	0.346111	1984.21	2.20381	2.43649	0.692236	761.246	1.06947	1399.36	1.38445	1175.2	1.78246	5330.17	0.346151	342.987	0.712947	327.861	1.03837	648.772	1.42594	638.764	1.73059	876.762
2.19495	2.43708	0.34636	139.558	2.1985	2.43684	0.69244	215.261	1.06942	348.156	1.38459	397.248	1.78242	674.697	0.346557	104.491	0.712825	159.044	1.03856	265.759	1.42584	314.081	1.73075	404.265
2.18967	2.43747	0.347041	72.4629	2.1932	2.43721	0.692869	125.426	1.06929	198.788	1.38486	239.064	1.78231	360.121	0.347393	61.7695	0.71262	104.962	1.03892	167.155	1.42568	208.216	1.73104	262.731
2.18441	2.43787	0.348147	49.0582	2.18793	2.4376	0.693521	88.555	1.0691	139.089	1.38527	171.015	1.78214	245.589	0.348651	43.9582	0.712336	78.3069	1.03944	121.961	1.42546	155.711	1.73144	194.631
2.17916	2.4383	0.34967	37.183	2.18268	2.43801	0.694393	68.4878	1.06884	106.95	1.3858	133.152	1.7819	186.314	0.350321	34.215	0.711975	62.4314	1.04011	96.0389	1.42518	124.341	1.73196	154.592
2.17394	2.43876	0.351596	30.0216	2.17744	2.43845	0.695479	55.8783	1.06852	86.863	1.38646	109.041	1.78161	150.076	0.352389	28.0873	0.711543	51.8938	1.04094	79.2341	1.42485	103.48	1.73259	128.237
2.16874	2.43923	0.353909	25.2453	2.17223	2.43891	0.696772	47.2269	1.06815	73.1175	1.38725	92.3451	1.78125	125.628	0.354838	23.889	0.711045	44.3879	1.04191	67.4602	1.42445	88.6036	1.73334	109.579
2.16355	2.43973	0.356592	21.8417	2.16703	2.43939	0.698266	40.9273	1.06772	63.1188	1.38815	80.1021	1.78084	108.02	0.357651	20.8409	0.710489	38.7688	1.04303	58.755	1.42402	77.459	1.73419	95.6762
2.15839	2.44026	0.359626	19.2998	2.16185	2.4399	0.69995	36.1386	1.06724	55.5178	1.38918	70.7421	1.78038	94.7336	0.360805	18.5329	0.709881	34.4039	1.04429	52.0593	1.42353	68.7979	1.73514	84.9186
2.15324	2.44081	0.362986	17.3338	2.15669	2.44044	0.701817	32.3777	1.06673	49.5441	1.39031	63.3555	1.77988	84.3504	0.364279	16.7286	0.709231	30.9153	1.04568	46.7509	1.42301	61.8729	1.7362	76.3485
2.14812	2.44138	0.366652	15.7711	2.15155	2.44099	0.703854	29.3477	1.06617	44.7254	1.39155	57.3787	1.77933	76.0125	0.368049	15.2824	0.708548	28.063	1.04719	42.4404	1.42245	56.2095	1.73734	69.3611
2.14301	2.44198	0.370599	14.5016	2.14643	2.44158	0.706051	26.8555	1.0656	40.7562	1.39289	52.4442	1.77874	69.1694	0.372091	14.0994	0.707843	25.6875	1.04882	38.8714	1.42187	51.4916	1.73858	63.5557
2.13793	2.44261	0.374802	13.4515	2.14133	2.44219	0.708396	24.7707	1.065	37.43	1.39432	48.3018	1.77813	63.452	0.376381	13.1153	0.707127	23.6788	1.05056	35.8685	1.42127	47.5006	1.7399	58.6562
2.13286	2.44326	0.379237	12.5698	2.13625	2.44282	0.710877	23.0016	1.06439	34.6025	1.39583	44.7753	1.77748	58.6038	0.380894	12.2848	0.706413	21.9583	1.0524	33.3072	1.42065	44.0807	1.74129	54.4664
2.12781	2.44394	0.383879	11.8197	2.1312	2.44348	0.71348	21.482	1.06378	32.1695	1.39743	41.7372	1.77682	54.4404	0.385604	11.5753	0.705713	20.4685	1.05432	31.0973	1.42003	41.1176	1.74275	50.8427
2.12279	2.44465	0.388701	11.1743	2.12616	2.44417	0.716193	20.1629	1.06317	30.0542	1.39909	39.0929	1.77615	50.8265	0.390486	10.9625	0.705041	19.1663	1.05633	29.1712	1.41941	38.5257	1.74428	47.6778
2.11779	2.44539	0.393681	10.6134	2.12114	2.44489	0.719001	19.0073	1.06258	28.1983	1.40082	36.7705	1.77547	47.6601	0.395516	10.4282	0.704413	18.019	1.05841	27.4777	1.4188	36.2396	1.74587	44.89
2.1128	2.44615	0.398791	10.1216	2.11614	2.44563	0.721892	17.9866	1.06202	26.5572	1.40261	34.7148	1.77479	44.8631	0.400668	9.95821	0.703843	17.0009	1.06055	25.9771	1.41821	34.2083	1.7475	42.4156
2.10784	2.44694	0.404009	9.6867	2.11116	2.44641	0.72485	17.0784	1.0615	25.0961	1.40444	32.8823	1.77412	42.3746	0.405918	9.5415	0.703347	16.0921	1.06274	24.6383	1.41765	32.3919	1.74918	40.2047
2.1029	2.44776	0.409308	9.29929	2.10621	2.4472	0.727861	16.2651	1.06103	23.7873	1.40632	31.2386	1.77346	40.1464	0.41124	9.16928	0.702943	15.2764	1.06497	23.4363	1.41711	30.7581	1.7509	38.2173
2.09797	2.44861	0.414663	8.95169	2.10127	2.44803	0.730913	15.5324	1.06061	22.6084	1.40822	29.7558	1.77283	38.1399	0.41661	8.83451	0.702649	14.5408	1.06723	22.3512	1.41663	29.2811	1.75265	36.4211
