Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
385  Points		381  Points		385  Points		374  Points		366  Points		329  Points		120  Points		381  Points		375  Points		365  Points		173  Points		120  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20267	2.51909	0.346266	182.404	2.20223	2.5191	0.692221	2482.74	1.38441	2107.4	1.45819	5822.89	2.07663	1240.43	0.346159	323.846	2.20156	2.58146	1.03835	1877.84	1.73054	2347.07	1.94425	6050.14
2.19696	2.51921	0.346877	82.477	2.19652	2.51922	0.692457	267.75	1.38392	466.859	1.45861	570.257	2.0765	521.535	0.346604	102.658	2.19679	2.58285	1.03897	363.233	1.73038	568.322	1.94441	739.67
2.19127	2.51935	0.347945	53.422	2.19083	2.51936	0.69307	141.628	1.38283	262.311	1.45972	300.032	2.07626	330.146	0.347509	61.1414	2.19202	2.58425	1.04039	201.323	1.73002	323.242	1.94482	393.996
2.18559	2.5195	0.349462	39.6191	2.18515	2.51951	0.694054	96.383	1.38119	182.237	1.46145	203.755	2.07591	241.489	0.348865	43.6568	2.18724	2.58566	1.04252	139.465	1.72948	225.796	1.94548	268.581
2.17992	2.51966	0.351416	31.5796	2.17948	2.51968	0.6954	73.1353	1.37909	139.492	1.46375	154.403	2.07546	190.345	0.350664	34.0501	2.18246	2.58706	1.04526	106.849	1.72875	173.45	1.94638	203.79
2.17426	2.51985	0.353794	26.3331	2.17382	2.51986	0.697096	58.997	1.37659	112.892	1.46651	124.414	2.07491	157.058	0.352891	27.9942	2.17767	2.58846	1.0485	86.7249	1.72785	140.769	1.94752	164.233
2.16862	2.52004	0.356579	22.6504	2.16818	2.52006	0.699128	49.5021	1.37378	94.735	1.46969	104.271	2.07426	133.664	0.355532	23.84	2.17287	2.58986	1.05215	73.0795	1.72677	118.42	1.9489	137.578
2.16299	2.52026	0.359754	19.9308	2.16255	2.52028	0.701479	42.6935	1.37072	81.5481	1.47319	89.8167	2.07351	116.32	0.358569	20.822	2.16806	2.59126	1.05613	63.2234	1.72552	102.168	1.95049	118.404
