Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
388  Points		393  Points		389  Points		388  Points		371  Points		361  Points		157  Points		393  Points		380  Points		369  Points		351  Points		170  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.2011	2.53185	0.346137	0.163811	2.20557	2.43637	0.692219	0.0664501	1.17363	-0.0687003	1.38454	0.147413	1.95608	-0.0910964	0.346278	0.263781	0.78242	-0.0550202	1.03834	0.0818443	1.56479	-0.126352	1.73055	0.0711564
2.19526	2.56865	0.346515	0.259614	2.19995	2.49344	0.692373	0.123734	1.17347	-0.10414	1.38488	0.198573	1.95586	-0.159548	0.346887	0.358884	0.782293	-0.0852179	1.03853	0.131389	1.5645	-0.172913	1.73071	0.131912
2.18925	2.62434	0.347335	0.449755	2.19406	2.58287	0.69279	0.237799	1.17315	-0.174204	1.38546	0.30005	1.95534	-0.294223	0.347934	0.547295	0.782027	-0.144903	1.03895	0.229999	1.56399	-0.264695	1.73116	0.252437
2.18315	2.65302	0.34859	0.636239	2.18803	2.63171	0.69347	0.350424	1.17267	-0.242335	1.38626	0.39944	1.95451	-0.423096	0.349412	0.731344	0.781624	-0.202968	1.03959	0.327244	1.56327	-0.353118	1.73188	0.37044
2.17701	2.66819	0.350271	0.817678	2.18192	2.65688	0.694408	0.460979	1.17203	-0.307918	1.3873	0.496119	1.95339	-0.544025	0.351309	0.909672	0.78109	-0.258821	1.04046	0.42249	1.56236	-0.437165	1.73287	0.484937
2.17084	2.67664	0.352364	0.992837	2.17577	2.6703	0.695597	0.568855	1.17125	-0.370311	1.38855	0.589502	1.952	-0.655584	0.35361	1.08117	0.78043	-0.31186	1.04154	0.515278	1.56126	-0.516124	1.73411	0.594986
2.16465	2.68145	0.354853	1.16071	2.1696	2.67781	0.697033	0.673425	1.17032	-0.428958	1.39002	0.679149	1.95036	-0.756681	0.356298	1.24487	0.779651	-0.361542	1.04283	0.605199	1.55998	-0.589301	1.73561	0.699801
2.15846	2.68419	0.35772	1.32038	2.16341	2.68214	0.698705	0.774241	1.16927	-0.483336	1.39169	0.76462	1.9485	-0.846815	0.359355	1.39993	0.778762	-0.407439	1.04433	0.69173	1.55854	-0.65626	1.73734	0.798907
