Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		381  Points		386  Points		374  Points		365  Points		345  Points		136  Points		381  Points		380  Points		366  Points		174  Points		128  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.2045	2.55244	0.346179	0.209392	2.20042	2.54974	0.692291	0.172222	1.38284	-1.77062	1.39402	1.8013	2.07664	-0.0725248	0.346165	0.197305	2.20099	2.24546	1.0385	0.297156	1.73049	-0.160435	1.85664	0.113256
2.19861	2.55048	0.346662	0.308138	2.19454	2.5477	0.692688	0.246782	1.37875	-1.87608	1.39818	1.92694	2.07647	-0.109216	0.34662	0.29608	2.19581	2.21081	1.03919	0.405905	1.73012	-0.23477	1.8569	0.201333
2.19273	2.54644	0.347601	0.504035	2.18867	2.54355	0.69343	0.394584	1.37418	-2.00422	1.40292	2.09218	2.07613	-0.182082	0.347531	0.492137	2.19079	2.15543	1.04038	0.617453	1.72941	-0.380287	1.85757	0.374965
2.18686	2.54225	0.348988	0.696096	2.1828	2.5393	0.694509	0.539237	1.3695	-2.03002	1.40783	2.1513	2.07563	-0.253693	0.348891	0.684519	2.18586	2.12186	1.04204	0.815476	1.72837	-0.518389	1.85863	0.542274
2.181	2.53796	0.350814	0.883051	2.17695	2.53496	0.695918	0.679714	1.36481	-2.02926	1.41284	2.18327	2.07496	-0.323599	0.35069	0.871822	2.181	2.10044	1.04414	0.997362	1.72702	-0.647011	1.86007	0.700962
2.17515	2.53363	0.353064	1.06367	2.1711	2.53053	0.697646	0.815136	1.36014	-2.01828	1.41791	2.20487	2.07414	-0.391341	0.352914	1.05285	2.17617	2.08564	1.04664	1.16184	1.72538	-0.764802	1.86187	0.849296
2.16931	2.52916	0.355722	1.23705	2.16527	2.526	0.69968	0.94477	1.3555	-2.00218	1.42302	2.22134	2.07316	-0.456587	0.355549	1.22667	2.17137	2.07458	1.0495	1.30872	1.72349	-0.870965	1.86399	0.986296
2.16348	2.52453	0.358772	1.40239	2.15945	2.52132	0.702006	1.06803	1.3509	-1.98287	1.42816	2.23479	2.07203	-0.518963	0.358575	1.39253	2.1666	2.06578	1.05268	1.43864	1.72136	-0.965152	1.86642	1.11147
