Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		383  Points		387  Points		374  Points		366  Points		352  Points		143  Points		384  Points		380  Points		366  Points		174  Points		131  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20021	2.58332	0.346136	0.166949	2.20326	2.58497	0.692255	0.139467	1.3581	-0.802966	1.38488	0.889855	2.07666	-0.0551598	0.34611	0.111216	0.905476	-0.213613	1.03842	0.220483	1.73037	-0.31185	1.81128	0.204026
2.19425	2.58164	0.346521	0.26557	2.19729	2.58331	0.692577	0.211107	1.35625	-1.04897	1.38694	1.14239	2.07653	-0.104753	0.346367	0.210041	0.904983	-0.285357	1.03893	0.313393	1.72965	-0.425048	1.81175	0.334691
2.18829	2.57819	0.347362	0.461383	2.19134	2.57996	0.693229	0.353298	1.35326	-1.4352	1.39016	1.54475	2.07617	-0.203143	0.347079	0.406538	0.904159	-0.425148	1.03987	0.495883	1.72841	-0.640498	1.81282	0.587012
2.18235	2.57467	0.348651	0.653644	2.18539	2.57649	0.694207	0.492881	1.34963	-1.65117	1.39407	1.78296	2.07559	-0.299435	0.348243	0.599949	0.903021	-0.556195	1.04122	0.67036	1.72669	-0.83175	1.81446	0.818021
2.17641	2.57108	0.350378	0.840998	2.17945	2.57291	0.695504	0.628858	1.34564	-1.76737	1.39838	1.92612	2.07479	-0.392775	0.349848	0.788797	0.901593	-0.676418	1.04296	0.834745	1.72457	-0.995992	1.8166	1.02311
2.17048	2.56734	0.352532	1.02227	2.17351	2.56927	0.697109	0.760335	1.34147	-1.82873	1.40295	2.01704	2.07378	-0.482336	0.351883	0.971887	0.8999	-0.784663	1.04507	0.987659	1.7221	-1.13331	1.81918	1.20103
2.16456	2.56352	0.355096	1.19644	2.16759	2.5655	0.699012	0.88669	1.3372	-1.85918	1.40769	2.07846	2.07256	-0.567415	0.354333	1.14815	0.897972	-0.880231	1.04752	1.12818	1.71934	-1.24565	1.82214	1.35281
2.15865	2.55961	0.358053	1.36263	2.16168	2.56162	0.701201	1.00735	1.33289	-1.87115	1.41255	2.12227	2.07116	-0.647486	0.357181	1.3167	0.895838	-0.962893	1.05028	1.25615	1.71635	-1.33585	1.82542	1.4809
2.15275	2.5556	0.361384	1.52033	2.15577	2.55767	0.703661	1.1218	1.32857	-1.87136	1.41749	2.15489	2.06958	-0.722153	0.360409	1.47683	0.893528	-1.03293	1.05332	1.37175	1.71318	-1.40705	1.82897	1.58838
2.14686	2.55146	0.365069	1.66902	2.14987	2.55359	0.706378	1.22972	1.32426	-1.86365	1.42249	2.18	2.06783	-0.791142	0.363997	1.62806	0.891071	-1.0909	1.05661	1.47551	1.70986	-1.46223	1.83275	1.6784
2.14098	2.5472	0.369086	1.80834	2.14399	2.54938	0.709336	1.331	1.31997	-1.8502	1.42755	2.19974	2.06593	-0.854338	0.367923	1.77005	0.888494	-1.13748	1.06013	1.56818	1.70643	-1.50401	1.83672	1.75378
2.1351	2.54287	0.373414	1.93824	2.13811	2.54512	0.71252	1.42552	1.31572	-1.8324	1.43264	2.21549	2.06388	-0.911737	0.372165	1.90263	0.885822	-1.17344	1.06385	1.65055	1.70292	-1.53463	1.84084	1.81694
2.12924	2.53838	0.378031	2.05873	2.13224	2.54072	0.715914	1.51321	1.31151	-1.81113	1.43777	2.22809	2.06172	-0.963326	0.376703	2.02577	0.883079	-1.19958	1.06774	1.72351	1.69935	-1.55588	1.8451	1.86994
2.12339	2.5338	0.382915	2.16984	2.12638	2.53616	0.719503	1.59418	1.30736	-1.787	1.44292	2.23814	2.05944	-1.00923	0.381514	2.13949	0.880286	-1.21664	1.0718	1.78785	1.69574	-1.56931	1.84947	1.91449
2.11755	2.52911	0.388044	2.27172	2.12054	2.53151	0.723271	1.66859	1.30327	-1.76032	1.4481	2.246	2.05706	-1.04962	0.386576	2.24394	0.877464	-1.22534	1.076	1.84439	1.6921	-1.57609	1.85394	1.95188
2.11172	2.52427	0.393398	2.36461	2.1147	2.52674	0.727203	1.73655	1.29924	-1.7313	1.45329	2.25198	2.0546	-1.0847	0.391869	2.33933	0.874631	-1.22633	1.08031	1.89388	1.68846	-1.5772	1.85848	1.9833
2.1059	2.51935	0.398956	2.44864	2.10888	2.5219	0.731285	1.7982	1.29528	-1.7002	1.45849	2.25625	2.05206	-1.11472	0.397372	2.42604	0.871805	-1.2201	1.08474	1.93698	1.68482	-1.57333	1.86309	2.0096
2.10009	2.51426	0.404698	2.52421	2.10306	2.5169	0.735502	1.85383	1.29139	-1.66707	1.4637	2.25894	2.04945	-1.13989	0.402322	2.49473	0.869001	-1.20713	1.08925	1.97427	1.6812	-1.56517	1.86775	2.03144
