Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
381  Points		394  Points		200  Points		134  Points		118  Points		310  Points		151  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00590494	7.44574	0.000593859	0.59943	0.353553	0.0232494	0.444286	0.0918892	0.707123	0.0705559	0.176797	0.272022	0.530353	0.0889824
0.0128421	7.44427	0.00115234	0.694037	0.353575	0.044289	0.444372	0.153385	0.707189	0.0977693	0.17705	0.427204	0.530436	0.121445
0.0197765	7.44059	0.00188712	0.879789	0.353636	0.0864605	0.444572	0.276349	0.707305	0.152163	0.177593	0.735571	0.530579	0.186314
0.0267068	7.43529	0.00279173	1.05779	0.353736	0.128762	0.444887	0.399158	0.707472	0.206532	0.178421	1.03883	0.530783	0.251012
0.0336314	7.42834	0.00385819	1.22679	0.353876	0.171252	0.445316	0.521727	0.70769	0.260851	0.179529	1.33509	0.531047	0.315589
0.0405487	7.41978	0.00507773	1.3861	0.354055	0.214044	0.445859	0.643966	0.707958	0.31507	0.180909	1.62271	0.531371	0.38007
0.0474573	7.40948	0.00644103	1.53515	0.354275	0.25722	0.446516	0.765763	0.708277	0.369236	0.182552	1.90028	0.531755	0.444287
0.0543555	7.39744	0.0079383	1.67358	0.354535	0.300873	0.447286	0.887116	0.708646	0.423294	0.18445	2.16671	0.532199	0.508267
0.0612416	7.38363	0.00955955	1.80139	0.354835	0.345038	0.448169	1.00795	0.709066	0.477212	0.18659	2.42125	0.532702	0.571994
0.068114	7.36794	0.011295	1.91875	0.355178	0.389864	0.449164	1.1281	0.709535	0.530995	0.188961	2.66337	0.533265	0.635433
0.074971	7.35032	0.0131349	2.02594	0.355562	0.435422	0.450271	1.24756	0.710055	0.584656	0.191553	2.89279	0.533886	0.698518
0.0818105	7.33062	0.0150701	2.12335	0.355989	0.481862	0.451489	1.36628	0.710625	0.638143	0.194352	3.10949	0.534567	0.761261
0.0886308	7.3088	0.0170915	2.21145	0.35646	0.529258	0.452817	1.48412	0.711244	0.691431	0.197347	3.31357	0.535305	0.823612
0.0954297	7.28478	0.0191909	2.29091	0.356975	0.577761	0.454254	1.60108	0.711913	0.744541	0.200526	3.50537	0.536101	0.885545
0.102205	7.25836	0.0213604	2.36231	0.357536	0.627525	0.4558	1.71708	0.712632	0.797441	0.203879	3.68522	0.536955	0.947081
0.108955	7.22946	0.0235928	2.42623	0.358144	0.678641	0.457454	1.83195	0.713399	0.850139	0.207393	3.85353	0.537866	1.00812
0.115676	7.19796	0.0258814	2.4833	0.358801	0.73136	0.459214	1.94576	0.714216	0.902581	0.211059	4.01094	0.538834	1.06867
0.122367	7.16359	0.0282202	2.5341	0.359507	0.785823	0.46108	2.05847	0.715081	0.954804	0.214867	4.15794	0.539857	1.12869
0.129025	7.12628	0.0306034	2.57923	0.360265	0.84216	0.46305	2.16991	0.715995	1.00681	0.218807	4.295	0.540937	1.18822
0.135646	7.08585	0.0330263	2.61917	0.361077	0.900635	0.465123	2.28009	0.716957	1.05852	0.22287	4.42277	0.542071	1.24724
0.142229	7.042	0.035484	2.65445	0.361943	0.961481	0.467298	2.38895	0.717967	1.10995	0.227049	4.54179	0.543261	1.30565
0.148768	6.99456	0.0379726	2.6856	0.362868	1.02487	0.469575	2.49646	0.719025	1.1611	0.231334	4.65255	0.544504	1.3635
0.155262	6.94334	0.0404883	2.71296	0.363853	1.09109	0.47195	2.60257	0.720131	1.21198	0.235718	4.75554	0.545802	1.42077
0.161707	6.888	0.0430279	2.73692	0.364901	1.16038	0.474424	2.70719	0.721284	1.26254	0.240195	4.85123	0.547152	1.47744
0.168097	6.8283	0.0455883	2.75789	0.366015	1.23297	0.476995	2.81037	0.722484	1.31283	0.244758	4.94008	0.548555	1.53352
0.17443	6.76404	0.0481669	2.77625	0.367199	1.30923	0.479661	2.91207	0.72373	1.36279	0.2494	5.02247	0.550009	1.58898
0.180701	6.69485	0.050427	2.79035	0.368455	1.38939	0.482421	3.01221	0.725023	1.41241	0.254117	5.09879	0.551516	1.64386
0.186906	6.62041	0.0523622	2.80102	0.369788	1.47376	0.485274	3.11082	0.726362	1.4617	0.258901	5.16938	0.553073	1.69811
0.193038	6.54053	0.0539677	2.80904	0.371201	1.56275	0.488218	3.20784	0.727747	1.51069	0.263749	5.23463	0.55468	1.75176
0.199093	6.45488	0.0552402	2.8149	0.3727	1.65648	0.491251	3.3033	0.729177	1.55937	0.268655	5.29488	0.556337	1.80478
0.205066	6.36211	0.0561776	2.81887	0.374288	1.75533	0.494373	3.39718	0.730652	1.60766	0.272975	5.34352	0.558043	1.8572
0.21674	6.15961	0.0567781	2.82134	0.375971	1.85956	0.497582	3.48943	0.732173	1.65561	0.276687	5.38221	0.559797	1.90902
0.22243	6.04953	0.0576424	2.82474	0.377753	1.96944	0.500875	3.5801	0.733737	1.70325	0.279776	5.41236	0.5616	1.9603
0.228013	5.9316	0.0585829	2.82819	0.37964	2.08521	0.504253	3.66915	0.735346	1.75055	0.282231	5.43508	0.56345	2.01099
0.233483	5.807	0.0598638	2.83261	0.381639	2.20695	0.507712	3.75659	0.736999	1.79747	0.284042	5.45116	0.565347	2.06111
0.238834	5.67571	0.0614865	2.83768	0.383753	2.3347	0.511253	3.84248	0.738696	1.84408	0.285204	5.46109	0.567291	2.11074
0.244059	5.53795	0.0634525	2.84324	0.385989	2.46848	0.514872	3.9268	0.740436	1.89034	0.286878	5.47495	0.56928	2.15982
0.249153	5.3941	0.0657635	2.84896	0.388353	2.60824	0.51857	4.00953	0.742218	1.93627	0.288702	5.48963	0.571316	2.20841
0.25411	5.2447	0.0684207	2.85452	0.390849	2.75364	0.522344	4.09069	0.744044	1.98186	0.291191	5.5087	0.573396	2.2565
