Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
360  Points		362  Points		289  Points		175  Points		308  Points		175  Points		360  Points		362  Points		289  Points		175  Points		308  Points		175  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.312984	2.84779	0.208723	5.38383	0.493398	4.90037	0.826647	3.29311	0.496301	3.50658	0.852253	0.779067	0.312984	2.84779	0.208723	5.38383	0.493398	4.90037	0.826647	3.29311	0.496301	3.50658	0.852253	0.779067
0.314526	2.78616	0.212108	5.39332	0.496512	5.01095	0.828713	3.28595	0.498214	3.48331	0.852762	0.843634	0.314526	2.78616	0.212108	5.39332	0.496512	5.01095	0.828713	3.28595	0.498214	3.48331	0.852762	0.843634
0.316254	2.7195	0.215498	5.40242	0.499693	5.1173	0.830775	3.27835	0.500393	3.45599	0.853313	0.908563	0.316254	2.7195	0.215498	5.40242	0.499693	5.1173	0.830775	3.27835	0.500393	3.45599	0.853313	0.908563
0.317942	2.65717	0.218895	5.41117	0.502941	5.2192	0.832832	3.27043	0.502555	3.428	0.853904	0.973783	0.317942	2.65717	0.218895	5.41117	0.502941	5.2192	0.832832	3.27043	0.502555	3.428	0.853904	0.973783
0.319593	2.59939	0.222297	5.41954	0.50625	5.3167	0.834884	3.26208	0.5047	3.39928	0.854536	1.03937	0.319593	2.59939	0.222297	5.41954	0.50625	5.3167	0.834884	3.26208	0.5047	3.39928	0.854536	1.03937
0.321208	2.54605	0.225265	5.42651	0.50962	5.40988	0.83693	3.25343	0.506826	3.36993	0.855209	1.10514	0.321208	2.54605	0.225265	5.42651	0.50962	5.40988	0.83693	3.25343	0.506826	3.36993	0.855209	1.10514
0.322791	2.49706	0.227799	5.4324	0.513047	5.49862	0.838971	3.2445	0.508933	3.34004	0.855924	1.17107	0.322791	2.49706	0.227799	5.4324	0.513047	5.49862	0.838971	3.2445	0.508933	3.34004	0.855924	1.17107
0.324345	2.45236	0.229896	5.43702	0.516528	5.58303	0.841006	3.23521	0.511022	3.30967	0.856681	1.2372	0.324345	2.45236	0.229896	5.43702	0.516528	5.58303	0.841006	3.23521	0.511022	3.30967	0.856681	1.2372
0.325872	2.41187	0.231555	5.44052	0.520061	5.66325	0.843035	3.22576	0.513091	3.27874	0.857479	1.30342	0.325872	2.41187	0.231555	5.44052	0.520061	5.66325	0.843035	3.22576	0.513091	3.27874	0.857479	1.30342
0.327375	2.37554	0.232776	5.44307	0.523643	5.73927	0.845058	3.21609	0.515141	3.24741	0.858318	1.36969	0.327375	2.37554	0.232776	5.44307	0.523643	5.73927	0.845058	3.21609	0.515141	3.24741	0.858318	1.36969
0.328856	2.34315	0.233557	5.44467	0.527271	5.81117	0.847076	3.20621	0.517171	3.21572	0.859199	1.43596	0.328856	2.34315	0.233557	5.44467	0.527271	5.81117	0.847076	3.20621	0.517171	3.21572	0.859199	1.43596
0.330319	2.31457	0.234681	5.44707	0.530943	5.87906	0.849086	3.19623	0.519181	3.18363	0.860122	1.50214	0.330319	2.31457	0.234681	5.44707	0.530943	5.87906	0.849086	3.19623	0.519181	3.18363	0.860122	1.50214
0.331764	2.28968	0.235904	5.44957	0.534657	5.94304	0.851091	3.18616	0.521171	3.15124	0.861086	1.56822	0.331764	2.28968	0.235904	5.44957	0.534657	5.94304	0.851091	3.18616	0.521171	3.15124	0.861086	1.56822
0.333195	2.26839	0.237567	5.45275	0.538409	6.00333	0.853089	3.176	0.52314	3.11864	0.862092	1.63411	0.333195	2.26839	0.237567	5.45275	0.538409	6.00333	0.853089	3.176	0.52314	3.11864	0.862092	1.63411
0.334614	2.25052	0.239672	5.45685	0.542199	6.05982	0.855081	3.16578	0.525089	3.08588	0.863139	1.69984	0.334614	2.25052	0.239672	5.45685	0.542199	6.05982	0.855081	3.16578	0.525089	3.08588	0.863139	1.69984
0.336023	2.23588	0.242219	5.46161	0.546022	6.11278	0.857066	3.15567	0.527017	3.05294	0.864228	1.76535	0.336023	2.23588	0.242219	5.46161	0.546022	6.11278	0.857066	3.15567	0.527017	3.05294	0.864228	1.76535
0.337423	2.22437	0.24521	5.4669	0.549878	6.16229	0.859045	3.14555	0.528924	3.0199	0.865357	1.83055	0.337423	2.22437	0.24521	5.4669	0.549878	6.16229	0.859045	3.14555	0.528924	3.0199	0.865357	1.83055
0.338817	2.21585	0.248646	5.47274	0.553764	6.20845	0.861018	3.13552	0.530811	2.98681	0.866527	1.89534	0.338817	2.21585	0.248646	5.47274	0.553764	6.20845	0.861018	3.13552	0.530811	2.98681	0.866527	1.89534
0.340207	2.21013	0.252086	5.47832	0.557678	6.25141	0.862985	3.12567	0.532676	2.95375	0.867738	1.95972	0.340207	2.21013	0.252086	5.47832	0.557678	6.25141	0.862985	3.12567	0.532676	2.95375	0.867738	1.95972
0.341594	2.20705	0.255528	5.48361	0.561618	6.29119	0.864945	3.11597	0.534521	2.92077	0.868989	2.02364	0.341594	2.20705	0.255528	5.48361	0.561618	6.29119	0.864945	3.11597	0.534521	2.92077	0.868989	2.02364
0.342979	2.20648	0.258975	5.48864	0.565581	6.32798	0.866899	3.10645	0.536346	2.88787	0.870281	2.08706	0.342979	2.20648	0.258975	5.48864	0.565581	6.32798	0.866899	3.10645	0.536346	2.88787	0.870281	2.08706
0.344366	2.20832	0.262424	5.49333	0.569567	6.3618	0.868847	3.0973	0.538149	2.85507	0.871611	2.15002	0.344366	2.20832	0.262424	5.49333	0.569567	6.3618	0.868847	3.0973	0.538149	2.85507	0.871611	2.15002
0.345754	2.21244	0.265876	5.4978	0.573574	6.39288	0.87079	3.08845	0.539932	2.82254	0.872982	2.21228	0.345754	2.21244	0.265876	5.4978	0.573574	6.39288	0.87079	3.08845	0.539932	2.82254	0.872982	2.21228
0.347145	2.21869	0.269331	5.50204	0.577599	6.42119	0.872727	3.07987	0.541695	2.79025	0.874391	2.27389	0.347145	2.21869	0.269331	5.50204	0.577599	6.42119	0.872727	3.07987	0.541695	2.79025	0.874391	2.27389
0.348541	2.22686	0.272788	5.5059	0.581641	6.44681	0.874659	3.07184	0.543438	2.75824	0.875838	2.33487	0.348541	2.22686	0.272788	5.5059	0.581641	6.44681	0.874659	3.07184	0.543438	2.75824	0.875838	2.33487
0.349943	2.23698	0.276248	5.50957	0.585698	6.46993	0.876587	3.06426	0.54516	2.7266	0.877324	2.39512	0.349943	2.23698	0.276248	5.50957	0.585698	6.46993	0.876587	3.06426	0.54516	2.7266	0.877324	2.39512
0.351351	2.24882	0.27971	5.51308	0.589769	6.49052	0.878509	3.05713	0.546863	2.69535	0.878847	2.45456	0.351351	2.24882	0.27971	5.51308	0.589769	6.49052	0.878509	3.05713	0.546863	2.69535	0.878847	2.45456
0.352768	2.2623	0.283174	5.51625	0.593852	6.50868	0.880427	3.0506	0.548547	2.66451	0.880408	2.51315	0.352768	2.2623	0.283174	5.51625	0.593852	6.50868	0.880427	3.0506	0.548547	2.66451	0.880408	2.51315
0.354194	2.27735	0.28664	5.51914	0.597946	6.52455	0.882342	3.04469	0.550211	2.63416	0.882005	2.57092	0.354194	2.27735	0.28664	5.51914	0.597946	6.52455	0.882342	3.04469	0.550211	2.63416	0.882005	2.57092
0.355629	2.29372	0.290108	5.52184	0.602049	6.53809	0.884252	3.03951	0.551856	2.60437	0.883637	2.62779	0.355629	2.29372	0.290108	5.52184	0.602049	6.53809	0.884252	3.03951	0.551856	2.60437	0.883637	2.62779
0.357075	2.31153	0.293577	5.52433	0.606159	6.54936	0.88616	3.03501	0.553483	2.57508	0.885306	2.68374	0.357075	2.31153	0.293577	5.52433	0.606159	6.54936	0.88616	3.03501	0.553483	2.57508	0.885306	2.68374
0.358533	2.33053	0.297048	5.5266	0.610277	6.55853	0.888065	3.03133	0.555091	2.54642	0.887009	2.7387	0.358533	2.33053	0.297048	5.5266	0.610277	6.55853	0.888065	3.03133	0.555091	2.54642	0.887009	2.7387
0.360003	2.35068	0.30052	5.52861	0.614399	6.56556	0.889968	3.02854	0.556682	2.51846	0.888746	2.79268	0.360003	2.35068	0.30052	5.52861	0.614399	6.56556	0.889968	3.02854	0.556682	2.51846	0.888746	2.79268
0.361486	2.37194	0.303993	5.53032	0.618525	6.57048	0.89187	3.02666	0.558255	2.49112	0.890517	2.84568	0.361486	2.37194	0.303993	5.53032	0.618525	6.57048	0.89187	3.02666	0.558255	2.49112	0.890517	2.84568
0.362983	2.39409	0.307468	5.53188	0.622653	6.57338	0.893771	3.02571	0.559811	2.46441	0.892321	2.89757	0.362983	2.39409	0.307468	5.53188	0.622653	6.57338	0.893771	3.02571	0.559811	2.46441	0.892321	2.89757
0.364494	2.41722	0.310943	5.53326	0.626783	6.57418	0.895671	3.02577	0.561351	2.43856	0.894158	2.94833	0.364494	2.41722	0.310943	5.53326	0.626783	6.57418	0.895671	3.02577	0.561351	2.43856	0.894158	2.94833
0.36602	2.44117	0.314419	5.53438	0.630912	6.573	0.897572	3.02698	0.562875	2.41347	0.896025	2.99804	0.36602	2.44117	0.314419	5.53438	0.630912	6.573	0.897572	3.02698	0.562875	2.41347	0.896025	2.99804
0.367561	2.46581	0.317896	5.53532	0.635041	6.56997	0.899474	3.02928	0.564383	2.38914	0.897924	3.04662	0.367561	2.46581	0.317896	5.53532	0.635041	6.56997	0.899474	3.02928	0.564383	2.38914	0.897924	3.04662
0.369117	2.49121	0.321373	5.53596	0.639166	6.56492	0.901378	3.0328	0.565876	2.36568	0.899853	3.09403	0.369117	2.49121	0.321373	5.53596	0.639166	6.56492	0.901378	3.0328	0.565876	2.36568	0.899853	3.09403
0.37069	2.51728	0.324851	5.53644	0.643288	6.55789	0.903284	3.03757	0.567355	2.34303	0.901811	3.14028	0.37069	2.51728	0.324851	5.53644	0.643288	6.55789	0.903284	3.03757	0.567355	2.34303	0.901811	3.14028
0.37228	2.54389	0.328328	5.53673	0.647405	6.54905	0.905194	3.04373	0.56882	2.32127	0.903798	3.1853	0.37228	2.54389	0.328328	5.53673	0.647405	6.54905	0.905194	3.04373	0.56882	2.32127	0.903798	3.1853
0.373886	2.57099	0.331806	5.53671	0.651516	6.53827	0.907108	3.05128	0.570271	2.3004	0.905813	3.22908	0.373886	2.57099	0.331806	5.53671	0.651516	6.53827	0.907108	3.05128	0.570271	2.3004	0.905813	3.22908
0.37551	2.5985	0.335284	5.53654	0.655619	6.52555	0.909027	3.06019	0.57171	2.28051	0.907855	3.27165	0.37551	2.5985	0.335284	5.53654	0.655619	6.52555	0.909027	3.06019	0.57171	2.28051	0.907855	3.27165
0.377151	2.62649	0.338762	5.53619	0.659714	6.51105	0.910952	3.07061	0.573136	2.26155	0.909923	3.31302	0.377151	2.62649	0.338762	5.53619	0.659714	6.51105	0.910952	3.07061	0.573136	2.26155	0.909923	3.31302
0.378809	2.65488	0.342239	5.53563	0.663799	6.49461	0.912885	3.08265	0.574551	2.24349	0.912017	3.35305	0.378809	2.65488	0.342239	5.53563	0.663799	6.49461	0.912885	3.08265	0.574551	2.24349	0.912017	3.35305
0.380486	2.68352	0.345716	5.53481	0.667873	6.47629	0.914825	3.09631	0.575955	2.22642	0.914135	3.39184	0.380486	2.68352	0.345716	5.53481	0.667873	6.47629	0.914825	3.09631	0.575955	2.22642	0.914135	3.39184
0.382181	2.71245	0.349193	5.5338	0.671935	6.45611	0.916523	3.10943	0.577348	2.21033	0.916278	3.42944	0.382181	2.71245	0.349193	5.5338	0.671935	6.45611	0.916523	3.10943	0.577348	2.21033	0.916278	3.42944
0.383894	2.74164	0.352668	5.53259	0.675984	6.43395	0.917977	3.12169	0.578732	2.19529	0.918164	3.46114	0.383894	2.74164	0.352668	5.53259	0.675984	6.43395	0.917977	3.12169	0.578732	2.19529	0.918164	3.46114
0.385625	2.77106	0.356143	5.53117	0.680018	6.40995	0.919184	3.13258	0.580106	2.18124	0.919785	3.4874	0.385625	2.77106	0.356143	5.53117	0.680018	6.40995	0.919184	3.13258	0.580106	2.18124	0.919785	3.4874
0.387375	2.8006	0.359617	5.52953	0.684036	6.3841	0.920141	3.14176	0.581472	2.16814	0.921135	3.50855	0.387375	2.8006	0.359617	5.52953	0.684036	6.3841	0.920141	3.14176	0.581472	2.16814	0.921135	3.50855
0.389143	2.83025	0.36309	5.52763	0.688038	6.35629	0.920846	3.14866	0.58283	2.1561	0.922208	3.52488	0.389143	2.83025	0.36309	5.52763	0.688038	6.35629	0.920846	3.14866	0.58283	2.1561	0.922208	3.52488
0.390931	2.86002	0.366562	5.52559	0.692022	6.32658	0.921299	3.1531	0.584181	2.14508	0.923	3.53681	0.390931	2.86002	0.366562	5.52559	0.692022	6.32658	0.921299	3.1531	0.584181	2.14508	0.923	3.53681
0.392736	2.88989	0.370032	5.52332	0.695986	6.29494	0.92195	3.15983	0.585525	2.13507	0.923509	3.54428	0.392736	2.88989	0.370032	5.52332	0.695986	6.29494	0.92195	3.15983	0.585525	2.13507	0.923509	3.54428
0.394561	2.91977	0.3735	5.52083	0.69993	6.26136	0.92266	3.16748	0.586863	2.12615	0.924241	3.55483	0.394561	2.91977	0.3735	5.52083	0.69993	6.26136	0.92266	3.16748	0.586863	2.12615	0.924241	3.55483
0.396405	2.94964	0.376968	5.51817	0.703852	6.22583	0.923628	3.17824	0.588196	2.11821	0.92504	3.56628	0.396405	2.94964	0.376968	5.51817	0.703852	6.22583	0.923628	3.17824	0.588196	2.11821	0.92504	3.56628
0.398267	2.97952	0.380433	5.51521	0.707752	6.18834	0.924857	3.19247	0.589524	2.11125	0.92613	3.58148	0.398267	2.97952	0.380433	5.51521	0.707752	6.18834	0.924857	3.19247	0.589524	2.11125	0.92613	3.58148
0.400148	3.00934	0.383896	5.512	0.711627	6.14891	0.926351	3.21052	0.590848	2.10539	0.927516	3.60024	0.400148	3.00934	0.383896	5.512	0.711627	6.14891	0.926351	3.21052	0.590848	2.10539	0.927516	3.60024
0.402047	3.03918	0.387358	5.50865	0.715477	6.10752	0.928114	3.23314	0.592169	2.10061	0.929201	3.6223	0.402047	3.03918	0.387358	5.50865	0.715477	6.10752	0.928114	3.23314	0.592169	2.10061	0.929201	3.6223
0.403966	3.06888	0.390817	5.50508	0.7193	6.06422	0.930153	3.26093	0.593487	2.0968	0.931191	3.6473	0.403966	3.06888	0.390817	5.50508	0.7193	6.06422	0.930153	3.26093	0.593487	2.0968	0.931191	3.6473
0.405903	3.09851	0.394274	5.50122	0.723095	6.01884	0.932211	3.29058	0.594803	2.09398	0.933491	3.67478	0.405903	3.09851	0.394274	5.50122	0.723095	6.01884	0.932211	3.29058	0.594803	2.09398	0.933491	3.67478
0.407858	3.12798	0.397728	5.49718	0.726861	5.97154	0.934287	3.32235	0.596118	2.09219	0.935808	3.70091	0.407858	3.12798	0.397728	5.49718	0.726861	5.97154	0.934287	3.32235	0.596118	2.09219	0.935808	3.70091
0.409832	3.15733	0.40118	5.49288	0.730597	5.92237	0.936385	3.35616	0.597432	2.09145	0.93814	3.72576	0.409832	3.15733	0.40118	5.49288	0.730597	5.92237	0.936385	3.35616	0.597432	2.09145	0.93814	3.72576
0.411825	3.18657	0.404629	5.48833	0.734301	5.87116	0.938504	3.39197	0.598745	2.09168	0.940488	3.74932	0.411825	3.18657	0.404629	5.48833	0.734301	5.87116	0.938504	3.39197	0.598745	2.09168	0.940488	3.74932
0.413836	3.21563	0.408075	5.48357	0.737973	5.81807	0.940646	3.42981	0.600059	2.09294	0.942851	3.77148	0.413836	3.21563	0.408075	5.48357	0.737973	5.81807	0.940646	3.42981	0.600059	2.09294	0.942851	3.77148
0.415865	3.24456	0.411518	5.47852	0.741611	5.76312	0.942813	3.46975	0.601375	2.0952	0.945226	3.79244	0.415865	3.24456	0.411518	5.47852	0.741611	5.76312	0.942813	3.46975	0.601375	2.0952	0.945226	3.79244
0.417912	3.2732	0.414957	5.47328	0.745213	5.70626	0.945005	3.51182	0.602691	2.09844	0.947615	3.8121	0.417912	3.2732	0.414957	5.47328	0.745213	5.70626	0.945005	3.51182	0.602691	2.09844	0.947615	3.8121
0.419977	3.30169	0.418394	5.46778	0.748779	5.64752	0.947225	3.55584	0.604011	2.10268	0.950015	3.83035	0.419977	3.30169	0.418394	5.46778	0.748779	5.64752	0.947225	3.55584	0.604011	2.10268	0.950015	3.83035
0.42206	3.32996	0.421827	5.46194	0.752308	5.58697	0.949472	3.60185	0.605333	2.10778	0.952427	3.84741	0.42206	3.32996	0.421827	5.46194	0.752308	5.58697	0.949472	3.60185	0.605333	2.10778	0.952427	3.84741
0.42416	3.35799	0.425256	5.45592	0.755798	5.52476	0.95175	3.64985	0.606659	2.11391	0.954849	3.86321	0.42416	3.35799	0.425256	5.45592	0.755798	5.52476	0.95175	3.64985	0.606659	2.11391	0.954849	3.86321
0.426278	3.38586	0.428681	5.44965	0.759249	5.46084	0.954058	3.69981	0.607989	2.12106	0.95728	3.87764	0.426278	3.38586	0.428681	5.44965	0.759249	5.46084	0.954058	3.69981	0.607989	2.12106	0.95728	3.87764
0.428414	3.41343	0.432102	5.44304	0.762659	5.39526	0.956398	3.75168	0.609323	2.12908	0.95972	3.89082	0.428414	3.41343	0.432102	5.44304	0.762659	5.39526	0.956398	3.75168	0.609323	2.12908	0.95972	3.89082
0.430567	3.44079	0.435519	5.43615	0.766027	5.32814	0.958771	3.80531	0.610664	2.13798	0.962168	3.90279	0.430567	3.44079	0.435519	5.43615	0.766027	5.32814	0.958771	3.80531	0.610664	2.13798	0.962168	3.90279
0.432737	3.46789	0.438931	5.42901	0.769352	5.25949	0.961178	3.86076	0.612009	2.14792	0.964623	3.9135	0.432737	3.46789	0.438931	5.42901	0.769352	5.25949	0.961178	3.86076	0.612009	2.14792	0.964623	3.9135
0.434923	3.49464	0.442339	5.42158	0.772634	5.18948	0.963621	3.91787	0.613362	2.15875	0.967085	3.92293	0.434923	3.49464	0.442339	5.42158	0.772634	5.18948	0.963621	3.91787	0.613362	2.15875	0.967085	3.92293
0.437127	3.52122	0.445742	5.41385	0.775872	5.11819	0.9661	3.97657	0.614721	2.17042	0.969552	3.93112	0.437127	3.52122	0.445742	5.41385	0.775872	5.11819	0.9661	3.97657	0.614721	2.17042	0.969552	3.93112
0.439347	3.54748	0.449141	5.40586	0.779064	5.04572	0.968617	4.03671	0.616089	2.18304	0.972024	3.93815	0.439347	3.54748	0.449141	5.40586	0.779064	5.04572	0.968617	4.03671	0.616089	2.18304	0.972024	3.93815
0.441584	3.57344	0.452534	5.39757	0.782211	4.97217	0.971172	4.09829	0.617464	2.19652	0.974499	3.94389	0.441584	3.57344	0.452534	5.39757	0.782211	4.97217	0.971172	4.09829	0.617464	2.19652	0.974499	3.94389
0.443836	3.59918	0.455922	5.38892	0.785311	4.89759	0.973765	4.16113	0.618848	2.21092	0.976978	3.94845	0.443836	3.59918	0.455922	5.38892	0.785311	4.89759	0.973765	4.16113	0.618848	2.21092	0.976978	3.94845
0.446105	3.6246	0.459304	5.37992	0.788364	4.82222	0.976399	4.22514	0.620242	2.22621	0.97946	3.95181	0.446105	3.6246	0.459304	5.37992	0.788364	4.82222	0.976399	4.22514	0.620242	2.22621	0.97946	3.95181
0.44839	3.64974	0.46268	5.37064	0.791369	4.74613	0.979073	4.29017	0.621645	2.24228	0.981943	3.95393	0.44839	3.64974	0.46268	5.37064	0.791369	4.74613	0.979073	4.29017	0.621645	2.24228	0.981943	3.95393
0.45069	3.67459	0.466051	5.36106	0.794326	4.66947	0.981789	4.35603	0.623059	2.25922	0.984427	3.95499	0.45069	3.67459	0.466051	5.36106	0.794326	4.66947	0.981789	4.35603	0.623059	2.25922	0.984427	3.95499
0.453006	3.69913	0.469416	5.35111	0.797235	4.59241	0.984546	4.42275	0.624483	2.27709	0.986912	3.95486	0.453006	3.69913	0.469416	5.35111	0.797235	4.59241	0.984546	4.42275	0.624483	2.27709	0.986912	3.95486
0.455338	3.72335	0.472774	5.34075	0.800096	4.51493	0.987345	4.49001	0.625919	2.29569	0.989396	3.9535	0.455338	3.72335	0.472774	5.34075	0.800096	4.51493	0.987345	4.49001	0.625919	2.29569	0.989396	3.9535
0.457684	3.74725	0.476125	5.33014	0.802907	4.43736	0.990187	4.55775	0.627367	2.31515	0.991878	3.95108	0.457684	3.74725	0.476125	5.33014	0.802907	4.43736	0.990187	4.55775	0.627367	2.31515	0.991878	3.95108
0.460045	3.77087	0.47947	5.31914	0.80567	4.35984	0.993071	4.62583	0.628828	2.33547	0.994359	3.94753	0.460045	3.77087	0.47947	5.31914	0.80567	4.35984	0.993071	4.62583	0.628828	2.33547	0.994359	3.94753
0.462421	3.7942	0.482808	5.30777	0.808385	4.28246	0.995998	4.69405	0.630301	2.35655	0.996838	3.94283	0.462421	3.7942	0.482808	5.30777	0.808385	4.28246	0.995998	4.69405	0.630301	2.35655	0.996838	3.94283
0.464812	3.81727	0.486138	5.29605	0.81105	4.20532	0.998968	4.76226	0.631788	2.37844	0.999313	3.93705	0.464812	3.81727	0.486138	5.29605	0.81105	4.20532	0.998968	4.76226	0.631788	2.37844	0.999313	3.93705
0.467217	3.83994	0.489461	5.28395	0.813668	4.12856	1.00198	4.79634	0.633289	2.40112	1.00178	3.93389	0.467217	3.83994	0.489461	5.28395	0.813668	4.12856	1.00198	4.79634	0.633289	2.40112	1.00178	3.93389
0.469636	3.86231	0.492776	5.27143	0.816237	4.05243			0.634805	2.42457			0.469636	3.86231	0.492776	5.27143	0.816237	4.05243			0.634805	2.42457		
0.472069	3.88446	0.496083	5.25855	0.818759	3.97699			0.636335	2.44884			0.472069	3.88446	0.496083	5.25855	0.818759	3.97699			0.636335	2.44884		
0.474516	3.90624	0.499383	5.24526	0.821233	3.90239			0.637881	2.47385			0.474516	3.90624	0.499383	5.24526	0.821233	3.90239			0.637881	2.47385		
0.476977	3.92766	0.502673	5.23156	0.823661	3.82875			0.639443	2.49967			0.476977	3.92766	0.502673	5.23156	0.823661	3.82875			0.639443	2.49967		
0.47945	3.94886	0.505955	5.21754	0.826043	3.75619			0.641022	2.52621			0.47945	3.94886	0.505955	5.21754	0.826043	3.75619			0.641022	2.52621		
0.481937	3.96972	0.509228	5.20303	0.82838	3.68477			0.642617	2.55344			0.481937	3.96972	0.509228	5.20303	0.82838	3.68477			0.642617	2.55344		
0.484438	3.9902	0.512491	5.18812	0.830673	3.61468			0.644229	2.5815			0.484438	3.9902	0.512491	5.18812	0.830673	3.61468			0.644229	2.5815		
0.48695	4.01049	0.515746	5.17278	0.832921	3.54601			0.64586	2.61031			0.48695	4.01049	0.515746	5.17278	0.832921	3.54601			0.64586	2.61031		
0.489476	4.03042	0.51899	5.15702	0.835127	3.47875			0.647509	2.63976			0.489476	4.03042	0.51899	5.15702	0.835127	3.47875			0.647509	2.63976		
0.492014	4.05005	0.522224	5.14083	0.837292	3.41303			0.649176	2.66985			0.492014	4.05005	0.522224	5.14083	0.837292	3.41303			0.649176	2.66985		
0.494564	4.06942	0.525448	5.12427	0.839415	3.34898			0.650863	2.70076			0.494564	4.06942	0.525448	5.12427	0.839415	3.34898			0.650863	2.70076		
0.497126	4.0884	0.528662	5.10724	0.841499	3.2866			0.652569	2.7324			0.497126	4.0884	0.528662	5.10724	0.841499	3.2866			0.652569	2.7324		
0.4997	4.10712	0.531865	5.08976	0.843544	3.22591			0.654296	2.76463			0.4997	4.10712	0.531865	5.08976	0.843544	3.22591			0.654296	2.76463		
0.502286	4.12555	0.535056	5.07195	0.845552	3.16711			0.656042	2.79752			0.502286	4.12555	0.535056	5.07195	0.845552	3.16711			0.656042	2.79752		
0.504883	4.14362	0.538237	5.05365	0.847523	3.11005			0.65781	2.83108			0.504883	4.14362	0.538237	5.05365	0.847523	3.11005			0.65781	2.83108		
0.507492	4.16145	0.541405	5.03488	0.849459	3.05475			0.659599	2.8653			0.507492	4.16145	0.541405	5.03488	0.849459	3.05475			0.659599	2.8653		
0.510111	4.17906	0.544562	5.01578	0.851361	3.00141			0.66141	2.90017			0.510111	4.17906	0.544562	5.01578	0.851361	3.00141			0.66141	2.90017		
0.512742	4.19628	0.547706	4.99628	0.85323	2.94996			0.663243	2.93558			0.512742	4.19628	0.547706	4.99628	0.85323	2.94996			0.663243	2.93558		
0.515383	4.21321	0.550839	4.97638	0.855067	2.90034			0.665098	2.97165			0.515383	4.21321	0.550839	4.97638	0.855067	2.90034			0.665098	2.97165		
0.518035	4.22987	0.553958	4.95605	0.856873	2.85267			0.666976	3.00831			0.518035	4.22987	0.553958	4.95605	0.856873	2.85267			0.666976	3.00831		
0.520697	4.24624	0.557065	4.93535	0.85865	2.80683			0.668877	3.04549			0.520697	4.24624	0.557065	4.93535	0.85865	2.80683			0.668877	3.04549		
0.523369	4.2623	0.560159	4.91435	0.860399	2.76283			0.670802	3.0832			0.523369	4.2623	0.560159	4.91435	0.860399	2.76283			0.670802	3.0832		
0.526052	4.2781	0.563239	4.89294	0.862121	2.72074			0.672751	3.12145			0.526052	4.2781	0.563239	4.89294	0.862121	2.72074			0.672751	3.12145		
0.528744	4.29366	0.566306	4.87115	0.863818	2.68046			0.674723	3.16018			0.528744	4.29366	0.566306	4.87115	0.863818	2.68046			0.674723	3.16018		
0.531446	4.30893	0.569358	4.84917	0.865489	2.64202			0.676721	3.19937			0.531446	4.30893	0.569358	4.84917	0.865489	2.64202			0.676721	3.19937		
0.534157	4.3239	0.572398	4.82683	0.867137	2.60536			0.678743	3.23907			0.534157	4.3239	0.572398	4.82683	0.867137	2.60536			0.678743	3.23907		
0.536878	4.33856	0.575422	4.8042	0.868762	2.57041			0.68079	3.27912			0.536878	4.33856	0.575422	4.8042	0.868762	2.57041			0.68079	3.27912		
0.539608	4.353	0.578433	4.78143	0.870366	2.53724			0.682862	3.31951			0.539608	4.353	0.578433	4.78143	0.870366	2.53724			0.682862	3.31951		
0.542347	4.36718	0.581429	4.75836	0.87195	2.50583			0.68496	3.36035			0.542347	4.36718	0.581429	4.75836	0.87195	2.50583			0.68496	3.36035		
0.545094	4.38105	0.584411	4.73509	0.873514	2.47605			0.687084	3.40147			0.545094	4.38105	0.584411	4.73509	0.873514	2.47605			0.687084	3.40147		
0.54785	4.39467	0.587378	4.71167	0.87506	2.44785			0.689233	3.44288			0.54785	4.39467	0.587378	4.71167	0.87506	2.44785			0.689233	3.44288		
0.550615	4.40805	0.59033	4.68812	0.876589	2.42121			0.691409	3.48456			0.550615	4.40805	0.59033	4.68812	0.876589	2.42121			0.691409	3.48456		
0.553388	4.42116	0.593268	4.66451	0.878102	2.39621			0.693611	3.52636			0.553388	4.42116	0.593268	4.66451	0.878102	2.39621			0.693611	3.52636		
0.556169	4.43395	0.59619	4.6408	0.8796	2.37273			0.695839	3.56839			0.556169	4.43395	0.59619	4.6408	0.8796	2.37273			0.695839	3.56839		
0.558959	4.44654	0.599098	4.61705	0.881083	2.35068			0.698094	3.61059			0.558959	4.44654	0.599098	4.61705	0.881083	2.35068			0.698094	3.61059		
0.561756	4.45892	0.601991	4.59334	0.882553	2.33003			0.700375	3.65282			0.561756	4.45892	0.601991	4.59334	0.882553	2.33003			0.700375	3.65282		
0.56456	4.47103	0.604868	4.56969	0.88401	2.31086			0.702683	3.69512			0.56456	4.47103	0.604868	4.56969	0.88401	2.31086			0.702683	3.69512		
0.567373	4.48284	0.607731	4.54608	0.885456	2.29302			0.705017	3.7374			0.567373	4.48284	0.607731	4.54608	0.885456	2.29302			0.705017	3.7374		
