Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
360  Points		359  Points		277  Points		170  Points		311  Points		178  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00391536	7.44661	0.000267385	0.410282	0.444279	-0.0441607	0.629159	0.100757	0.314622	0.207933	0.888566	-0.10887
0.00882124	7.44585	0.000537682	0.480655	0.44425	-0.0660038	0.629226	0.155493	0.314759	0.277317	0.888494	-0.209172
0.0137261	7.44399	0.000900704	0.621029	0.444192	-0.109367	0.629364	0.264804	0.314987	0.415656	0.88829	-0.406912
0.0186296	7.44142	0.00135596	0.760286	0.444106	-0.152175	0.629574	0.373734	0.315306	0.553124	0.887958	-0.59751
0.0235311	7.43802	0.00190247	0.898139	0.443992	-0.194184	0.629856	0.482007	0.315716	0.689572	0.887503	-0.778278
0.02843	7.43382	0.00253936	1.03443	0.44385	-0.235217	0.63021	0.589378	0.316215	0.824707	0.886932	-0.946949
0.033326	7.42883	0.00326545	1.16893	0.443682	-0.275021	0.630633	0.695776	0.316803	0.95825	0.886255	-1.10199
0.0382184	7.42301	0.00407956	1.30142	0.443488	-0.313301	0.631126	0.801056	0.317478	1.09006	0.88548	-1.24282
0.0431066	7.41633	0.00498021	1.43173	0.443269	-0.350086	0.631689	0.905032	0.318239	1.21986	0.884617	-1.36911
0.0479902	7.40876	0.00596604	1.55979	0.443026	-0.385021	0.632319	1.00754	0.319085	1.3475	0.883676	-1.48114
0.0528685	7.40037	0.00703541	1.68528	0.442762	-0.417912	0.633016	1.10846	0.320014	1.47278	0.882666	-1.57954
0.0577411	7.39105	0.00818659	1.80814	0.442476	-0.448685	0.633779	1.20764	0.321026	1.59541	0.881595	-1.66511
0.0626071	7.38079	0.00941785	1.92832	0.44217	-0.477189	0.634607	1.30503	0.322117	1.71546	0.880472	-1.73889
0.0674661	7.3697	0.0107274	2.04562	0.441847	-0.503227	0.635499	1.40046	0.323286	1.8327	0.879304	-1.80181
0.0723176	7.35757	0.0121132	2.15997	0.441507	-0.526715	0.636453	1.49386	0.324531	1.94693	0.878098	-1.85494
0.0771606	7.34439	0.0135734	2.27142	0.441153	-0.547485	0.637467	1.58525	0.325851	2.05813	0.87686	-1.89915
0.0819946	7.33026	0.015106	2.37986	0.440786	-0.565408	0.638541	1.67451	0.327243	2.1663	0.875595	-1.93538
0.0868191	7.31504	0.0167091	2.48519	0.440408	-0.580537	0.639674	1.76156	0.328705	2.27127	0.87431	-1.96454
0.0916331	7.29869	0.0183806	2.5874	0.440021	-0.592567	0.640862	1.84638	0.330236	2.37298	0.873007	-1.98732
0.0964359	7.28122	0.0201183	2.68657	0.439627	-0.601503	0.642106	1.92891	0.331832	2.47147	0.871691	-2.0043
0.101227	7.26263	0.0219204	2.78269	0.439229	-0.607361	0.643404	2.00914	0.333492	2.56663	0.870366	-2.0162
0.106005	7.24276	0.0237848	2.87569	0.438827	-0.609961	0.644754	2.08715	0.335214	2.65855	0.869035	-2.02353
0.11077	7.22157	0.0257095	2.96567	0.438425	-0.609258	0.646154	2.1629	0.336995	2.74719	0.8677	-2.02669
0.115521	7.19906	0.0276924	3.05262	0.438024	-0.605261	0.647603	2.23629	0.338834	2.83251	0.866364	-2.02618
0.120256	7.17518	0.0297317	3.13661	0.437627	-0.597786	0.649101	2.30745	0.340727	2.91458	0.86503	-2.02226
0.124975	7.1499	0.0318253	3.21769	0.437237	-0.586876	0.650644	2.37635	0.342674	2.99338	0.8637	-2.01524
0.129677	7.12306	0.0339714	3.29585	0.436854	-0.572513	0.652232	2.44297	0.344672	3.06904	0.862375	-2.00544
0.13436	7.09465	0.036168	3.37128	0.436482	-0.554558	0.653863	2.50745	0.346718	3.14153	0.861057	-1.99311
0.139025	7.06465	0.0384134	3.44392	0.436123	-0.533047	0.655536	2.56981	0.348811	3.2109	0.859749	-1.97848
0.143669	7.03283	0.0407057	3.5139	0.43578	-0.507841	0.657249	2.62998	0.350949	3.27724	0.85845	-1.96166
0.148291	6.99923	0.0430434	3.58126	0.435454	-0.478973	0.659001	2.68798	0.353129	3.34052	0.857164	-1.94282
0.152891	6.96383	0.0454244	3.64606	0.435149	-0.446408	0.66079	2.74401	0.35535	3.4009	0.85589	-1.92214
0.157467	6.92638	0.0478475	3.70844	0.434866	-0.410072	0.662616	2.79806	0.35761	3.45836	0.854631	-1.89973
0.162017	6.88691	0.0503108	3.76836	0.434608	-0.369925	0.664477	2.85012	0.359907	3.51301	0.853387	-1.87573
0.166541	6.84536	0.0528127	3.82605	0.434379	-0.325884	0.666372	2.90028	0.362239	3.56491	0.85216	-1.8502
