Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
365  Points		363  Points		277  Points		171  Points		317  Points		180  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00181742	7.44692	0.000381793	0.475951	0.444282	-0.0368988	0.612374	0.0808006	0.306205	0.161037	0.888475	-0.499909
0.0067235	7.44638	0.000695353	0.546153	0.444257	-0.0608527	0.612427	0.138714	0.306311	0.23182	0.888146	-0.670327
0.0116289	7.44488	0.00110141	0.68591	0.444201	-0.108477	0.612557	0.254346	0.306511	0.373114	0.887592	-0.991822
0.016533	7.4426	0.00159912	0.82435	0.444114	-0.155457	0.612762	0.369495	0.306803	0.513694	0.886839	-1.27177
0.0214354	7.43959	0.00218759	0.961291	0.443997	-0.201562	0.613044	0.483889	0.307187	0.65326	0.885916	-1.50724
0.0263355	7.43576	0.00286573	1.09648	0.443849	-0.246541	0.6134	0.597288	0.307664	0.791523	0.884853	-1.70007
0.0312328	7.43109	0.00363233	1.22972	0.443672	-0.290198	0.613831	0.709629	0.30823	0.928215	0.883676	-1.85497
0.0361268	7.42558	0.00448603	1.36082	0.443466	-0.332248	0.614335	0.820685	0.308887	1.06322	0.882409	-1.97737
0.0410169	7.41922	0.00542537	1.48951	0.443234	-0.372533	0.614912	0.930205	0.309631	1.19618	0.881071	-2.07283
0.0459025	7.4121	0.00644863	1.61575	0.442976	-0.410843	0.615561	1.038	0.310463	1.32694	0.879678	-2.14638
0.0507832	7.40407	0.0075543	1.73937	0.442693	-0.44686	0.61628	1.144	0.31138	1.45536	0.878243	-2.20202
0.0556582	7.39517	0.00874045	1.86015	0.442387	-0.480568	0.617068	1.24808	0.31238	1.58118	0.876776	-2.24328
0.0605272	7.38533	0.0100053	1.97813	0.442059	-0.511733	0.617924	1.35006	0.313463	1.70426	0.875287	-2.27287
0.0653893	7.37456	0.0113469	2.09312	0.441713	-0.540086	0.618847	1.44982	0.314626	1.82447	0.873781	-2.29289
0.070244	7.36286	0.0127632	2.20501	0.441348	-0.56572	0.619834	1.54731	0.315867	1.94173	0.872266	-2.30518
0.0750907	7.35014	0.0142522	2.31392	0.440967	-0.588399	0.620886	1.64244	0.317184	2.0559	0.870744	-2.31102
0.0799287	7.3364	0.015812	2.41967	0.440573	-0.607966	0.621998	1.73513	0.318576	2.16688	0.869221	-2.3114
0.0847573	7.32166	0.0174404	2.5222	0.440166	-0.624415	0.623172	1.82542	0.320039	2.27459	0.867699	-2.3073
0.0895758	7.30586	0.0191353	2.6216	0.43975	-0.637634	0.624404	1.9132	0.321573	2.37907	0.866181	-2.29941
0.0943836	7.28886	0.0208947	2.71787	0.439326	-0.647499	0.625693	1.99843	0.323174	2.48021	0.864669	-2.28819
0.0991797	7.2707	0.0227164	2.81097	0.438897	-0.65397	0.627037	2.08117	0.324841	2.57797	0.863166	-2.27412
0.103964	7.25136	0.0245985	2.90095	0.438464	-0.657073	0.628435	2.16139	0.326571	2.6724	0.861672	-2.2576
0.108734	7.23082	0.0265388	2.98788	0.438031	-0.656649	0.629885	2.23908	0.328362	2.76338	0.860191	-2.23895
0.113491	7.20891	0.0285353	3.07174	0.437599	-0.652693	0.631385	2.31429	0.330212	2.85108	0.858722	-2.21833
0.118233	7.18558	0.0305861	3.15256	0.437171	-0.645197	0.632934	2.38702	0.332119	2.93554	0.857268	-2.19593
0.122959	7.16089	0.0326892	3.23051	0.436749	-0.634036	0.63453	2.45728	0.33408	3.01662	0.855829	-2.17206
0.127668	7.1347	0.0348427	3.3056	0.436335	-0.619275	0.636172	2.5252	0.336093	3.09437	0.854406	-2.1467
0.13236	7.10698	0.0370447	3.3778	0.435933	-0.600837	0.637857	2.5908	0.338157	3.16896	0.853	-2.12
0.137032	7.07765	0.0392934	3.44731	0.435544	-0.57867	0.639586	2.65405	0.340269	3.24046	0.851613	-2.09219
0.141685	7.04663	0.0415869	3.51413	0.43517	-0.552877	0.641354	2.71498	0.342427	3.30879	0.850244	-2.06319
0.146317	7.01382	0.0439236	3.57837	0.434815	-0.523248	0.643163	2.77377	0.344629	3.37408	0.848894	-2.03306
0.150927	6.97915	0.0463019	3.64014	0.434481	-0.489783	0.645009	2.83043	0.346872	3.43639	0.847565	-2.002
0.155513	6.94266	0.0487199	3.69936	0.43417	-0.45258	0.646892	2.88494	0.349156	3.49576	0.846256	-1.97003
0.160075	6.90406	0.0511762	3.75628	0.433885	-0.411527	0.64881	2.93739	0.351479	3.55225	0.844969	-1.93705
0.16461	6.86332	0.0536693	3.81096	0.433628	-0.366502	0.650763	2.98791	0.353837	3.60597	0.843704	-1.90321
0.169118	6.82047	0.0561976	3.86337	0.433402	-0.317573	0.652747	3.03654	0.35623	3.65698	0.842462	-1.86857
0.173597	6.77528	0.0587597	3.91359	0.433209	-0.26467	0.654764	3.08326	0.358655	3.70523	0.841242	-1.83305
0.178045	6.72768	0.0613542	3.96183	0.433053	-0.207754	0.65681	3.12812	0.361112	3.75097	0.840046	-1.7967
0.182461	6.67763	0.0639799	4.00808	0.432936	-0.146747	0.658885	3.17123	0.363598	3.79419	0.838875	-1.75965
0.186843	6.62498	0.0666353	4.05241	0.43286	-0.081599	0.660988	3.2127	0.366111	3.83485	0.837728	-1.7218
0.19119	6.56961	0.0693194	4.09487	0.432828	-0.0123115	0.663118	3.25245	0.368651	3.87319	0.836606	-1.68318
0.1955	6.51148	0.0720308	4.13557	0.432843	0.0612153	0.665274	3.29061	0.371215	3.90915	0.83551	-1.64386
0.19977	6.45043	0.0747685	4.1746	0.432909	0.138974	0.667454	3.32726	0.373801	3.94286	0.83444	-1.60373
0.203999	6.38633	0.0775313	4.21196	0.433027	0.221053	0.669658	3.36235	0.37641	3.97432	0.833397	-1.56285
0.208185	6.31926	0.0803182	4.24772	0.4332	0.307525	0.671884	3.39597	0.379038	4.0036	0.832381	-1.52127
0.212325	6.24901	0.0831282	4.28197	0.433432	0.398332	0.674133	3.4282	0.381685	4.03086	0.831392	-1.47902
0.216418	6.17542	0.0859602	4.31482	0.433725	0.493558	0.676401	3.45908	0.384349	4.05597	0.830432	-1.43606
0.220462	6.09859	0.0888134	4.34624	0.434082	0.593275	0.67869	3.48865	0.387029	4.07905	0.8295	-1.3923
0.224454	6.01846	0.0916869	4.37635	0.434507	0.697416	0.680998	3.51691	0.389724	4.10025	0.828597	-1.34787
0.228392	5.93484	0.0945798	4.40509	0.435001	0.805949	0.683324	3.5439	0.392432	4.11955	0.827724	-1.30271
0.232274	5.84789	0.0974911	4.43263	0.435568	0.918917	0.685668	3.56972	0.395152	4.13692	0.826881	-1.25684
0.236097	5.75758	0.10042	4.45901	0.436212	1.0362	0.688028	3.59433	0.397883	4.1525	0.826068	-1.21026
0.23986	5.66385	0.103366	4.48422	0.436934	1.15775	0.690404	3.61786	0.400623	4.16635	0.825286	-1.16298
0.24356	5.56683	0.106329	4.50833	0.437737	1.28351	0.692795	3.64026	0.403372	4.17841	0.824536	-1.11504
0.247195	5.46662	0.109307	4.53139	0.438625	1.41332	0.6952	3.66156	0.406129	4.18876	0.823817	-1.06628
0.250763	5.36337	0.112299	4.55347	0.4396	1.54697	0.697619	3.68188	0.408891	4.19745	0.823131	-1.01683
